locality_slug,county_slug,locality_name,county_name,primar,url
eselnita,mehedinti,Eselnita,Mehedinti,Marius-Emilian Vâşcă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/eselnita/
floresti,mehedinti,Floresti,Mehedinti,Radu Pasăre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/floresti/
garla-mare,mehedinti,Garla Mare,Mehedinti,Constantin-Marius Bărăitaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/garla-mare/
godeanu,mehedinti,Godeanu,Mehedinti,Ion Gheorgheci,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/godeanu/
gogosu,mehedinti,Gogosu,Mehedinti,Jean Rogoveanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/gogosu/
greci,mehedinti,Greci,Mehedinti,Liviu-Mihai Giurescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/greci/
grozesti,mehedinti,Grozesti,Mehedinti,Gheorghe Coman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/grozesti/
gruia,mehedinti,Gruia,Mehedinti,Gheorghe Vînjeanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/gruia/
hinova,mehedinti,Hinova,Mehedinti,Dan Ghiţan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/hinova/
husnicioara,mehedinti,Husnicioara,Mehedinti,Lidia-Antonia Truşcă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/husnicioara/
ilovat,mehedinti,Ilovat,Mehedinti,Ion Manţog,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/ilovat/
ilovita,mehedinti,Ilovita,Mehedinti,Dănuţ Şonc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/ilovita/
isverna,mehedinti,Isverna,Mehedinti,Gheorghe-Marius Răescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/isverna/
izvoru-barzii,mehedinti,Izvoru Barzii,Mehedinti,Horia Balica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/izvoru-barzii/
jiana,mehedinti,Jiana,Mehedinti,Stelian Stăncioiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/jiana/
livezile,mehedinti,Livezile,Mehedinti,Adrian-Ion Nănuţi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/livezile/
malovat,mehedinti,Malovat,Mehedinti,Ion Michescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/malovat/
obarsia-closani,mehedinti,Obarsia Closani,Mehedinti,Iacob Murdeală,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/obarsia-closani/
obarsia-de-camp,mehedinti,Obarsia De Camp,Mehedinti,Marinela Dumitrele,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/obarsia-de-camp/
oprisor,mehedinti,Oprisor,Mehedinti,Ionuţ Malinescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/oprisor/
orsova,mehedinti,Orsova,Mehedinti,Adrian Cican,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/orsova/
padina,mehedinti,Padina,Mehedinti,Dumitru Boceanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/padina/
patulele,mehedinti,Patulele,Mehedinti,Ion Ţicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/patulele/
podeni,mehedinti,Podeni,Mehedinti,Mihai Roată,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/podeni/
ponoarele,mehedinti,Ponoarele,Mehedinti,Georgică Pătraşcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/ponoarele/
poroina-mare,mehedinti,Poroina Mare,Mehedinti,Valentin-Laurenţiu Anuţa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/poroina-mare/
pristol,mehedinti,Pristol,Mehedinti,Ion Neamţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/pristol/
prunisor,mehedinti,Prunisor,Mehedinti,Loredana-Georgiana Vîlcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/prunisor/
punghina,mehedinti,Punghina,Mehedinti,Costel-Gelu Drinceanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/punghina/
rogova,mehedinti,Rogova,Mehedinti,Costinel-Marinică Vamvu-Epure,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/rogova/
salcia,mehedinti,Salcia,Mehedinti,Gelu Pantelimon,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/salcia/
simian,mehedinti,Simian,Mehedinti,Constantin Truşcă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/simian/
sisesti,mehedinti,Sisesti,Mehedinti,Dumitru Iosu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/sisesti/
sovarna,mehedinti,Sovarna,Mehedinti,Constantin Prundeanu-Mică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/sovarna/
stangaceaua,mehedinti,Stangaceaua,Mehedinti,Vasile Buzatu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/stangaceaua/
strehaia,mehedinti,Strehaia,Mehedinti,Ioan Giura,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/strehaia/
svinita,mehedinti,Svinita,Mehedinti,Nicolaie Curici,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/svinita/
tamna,mehedinti,Tamna,Mehedinti,Daniel Ciocîrlan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/tamna/
vanatori,mehedinti,Vanatori,Mehedinti,Dănuţ-Narcis Percea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/vanatori/
vanjulet,mehedinti,Vanjulet,Mehedinti,Nistor Costaiche,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/vanjulet/
vanju-mare,mehedinti,Vanju Mare,Mehedinti,Alexandru Mijaiche,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/vanju-mare/
vladaia,mehedinti,Vladaia,Mehedinti,Cristinel Ghiţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/vladaia/
voloiac,mehedinti,Voloiac,Mehedinti,Alexandru Ovreiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/voloiac/
vrata,mehedinti,Vrata,Mehedinti,Dan Căpraru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/vrata/
acatari,mures,Acatari,Mures,Csaba Osváth,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/acatari/
adamus,mures,Adamus,Mures,Dan-Mircea Crişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/adamus/
albesti,mures,Albesti,Mures,Nicolae Şovrea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/albesti/
alunis,mures,Alunis,Mures,Petru Moldovan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/alunis/
apold,mures,Apold,Mures,Gabriel-Stelian Mureşan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/apold/
atintis,mures,Atintis,Mures,János-István Jakab,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/atintis/
bagaciu,mures,Bagaciu,Mures,Ioan Aldea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/bagaciu/
bahnea,mures,Bahnea,Mures,Ioan-Alin Jors,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/bahnea/
bala,mures,Bala,Mures,Ioan Huza,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/bala/
balauseri,mures,Balauseri,Mures,Dorin Mateş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/balauseri/
band,mures,Band,Mures,Adrian-Valeriu Rus,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/band/
batos,mures,Batos,Mures,Dumitru Cotoi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/batos/
beica-de-jos,mures,Beica De Jos,Mures,Dan Crişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/beica-de-jos/
bereni,mures,Bereni,Mures,Csaba Benedekfi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/bereni/
bichis,mures,Bichis,Mures,Sándor Biro,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/bichis/
bogata,mures,Bogata,Mures,Doina Coc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/bogata/
brancovenesti,mures,Brancovenesti,Mures,Ferencz Őrdőg,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/brancovenesti/
breaza,mures,Breaza,Mures,Sorin-Emilian Alexa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/breaza/
ceuasu-de-campie,mures,Ceuasu De Campie,Mures,Marinel Mailat,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ceuasu-de-campie/
chetani,mures,Chetani,Mures,Daniel-Marcel Bega,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/chetani/
chibed,mures,Chibed,Mures,Botond-Csaba Zakariás,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/chibed/
chiheru-de-jos,mures,Chiheru De Jos,Mures,Mihai-Dan Runcan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/chiheru-de-jos/
coroisanmartin,mures,Coroisanmartin,Mures,Nicolae Comerzan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/coroisanmartin/
corunca,mures,Corunca,Mures,Alina-Bianca Tancău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/corunca/
cozma,mures,Cozma,Mures,Petru Ormenişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/cozma/
craciunesti,mures,Craciunesti,Mures,Karoly-Gyula Bodo,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/craciunesti/
craiesti,mures,Craiesti,Mures,Lenuţa Cucuiet,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/craiesti/
cristesti,mures,Cristesti,Mures,Cătălin-Vlad Şerban,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/cristesti/
cucerdea,mures,Cucerdea,Mures,Vasile Morar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/cucerdea/
cuci,mures,Cuci,Mures,Ilie Şuta,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/cuci/
danes,mures,Danes,Mures,Valeriu Hundorfean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/danes/
deda,mures,Deda,Mures,Lucreţia Cadar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/deda/
eremitu,mures,Eremitu,Mures,Péter Magyari,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/eremitu/
ernei,mures,Ernei,Mures,Ştefan Năstase,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ernei/
fantanele,mures,Fantanele,Mures,Lehel-Gergely Faluvégi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/fantanele/
faragau,mures,Faragau,Mures,Ioan Milăşan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/faragau/
galesti,mures,Galesti,Mures,Károly Karácsony,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/galesti/
ganesti,mures,Ganesti,Mures,Csaba Belenyesi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ganesti/
gheorghe-doja,mures,Gheorghe Doja,Mures,Dionisie Portik,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/gheorghe-doja/
ghindari,mures,Ghindari,Mures,Imre Vass,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ghindari/
glodeni,mures,Glodeni,Mures,Anton-Codruţ Niomati,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/glodeni/
gornesti,mures,Gornesti,Mures,Dragoş-Mădălin Silvaş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/gornesti/
grebenisu-de-campie,mures,Grebenisu De Campie,Mures,Petru Mosneag,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/grebenisu-de-campie/
gurghiu,mures,Gurghiu,Mures,Laurenţiu-Dumitru Boar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/gurghiu/
hodac,mures,Hodac,Mures,Valentin-Marin Iacob,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/hodac/
hodosa,mures,Hodosa,Mures,Otto Barabási,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/hodosa/
ibanesti,mures,Ibanesti,Mures,Vasile-Dumitru Dan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ibanesti/
iclanzel,mures,Iclanzel,Mures,Nicolae Banea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/iclanzel/
ideciu-de-jos,mures,Ideciu De Jos,Mures,Lucian-Laurean Feier,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ideciu-de-jos/
iernut,mures,Iernut,Mures,Horaţiu-Octavian Moldovan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/iernut/
livezeni,mures,Livezeni,Mures,Cătălin Ciotlăuş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/livezeni/
ludus,mures,Ludus,Mures,Ioan-Cristian Moldovan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ludus/
lunca,mures,Lunca,Mures,Teodor Vultur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/lunca/
lunca-bradului,mures,Lunca Bradului,Mures,Petru Vultur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/lunca-bradului/
madaras,mures,Madaras,Mures,Gyula-Árpád Dávid,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/madaras/
magherani,mures,Magherani,Mures,Laios Kacsó,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/magherani/
mica,mures,Mica,Mures,Ladislau Székely,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/mica/
miercurea-nirajului,mures,Miercurea Nirajului,Mures,Sándor Toth,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/miercurea-nirajului/
mihesu-de-campie,mures,Mihesu De Campie,Mures,Emil Casoni,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/mihesu-de-campie/
nades,mures,Nades,Mures,Alexandru-Grigore Sînpetrean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/nades/
neaua,mures,Neaua,Mures,Izabella Csiszér,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/neaua/
ogra,mures,Ogra,Mures,Teodor Neacşa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ogra/
panet,mures,Panet,Mures,András Szakács,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/panet/
papiu-ilarian,mures,Papiu Ilarian,Mures,Simion-Ioan Mărginean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/papiu-ilarian/
pasareni,mures,Pasareni,Mures,Antal Szőcs,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/pasareni/
petelea,mures,Petelea,Mures,Sorin-Pompei Pădurean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/petelea/
pogaceaua,mures,Pogaceaua,Mures,Florentin-Petru Cucuta,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/pogaceaua/
raciu,mures,Raciu,Mures,Alin-Ciprian Belean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/raciu/
rastolita,mures,Rastolita,Mures,Marius-Ioan Lirca,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/rastolita/
reghin,mures,Reghin,Mures,Stelian-Doru Cătană,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/reghin/
rusii-munti,mures,Rusii Munti,Mures,Ghiţă-Adrian Feldrihan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/rusii-munti/
sancraiu-de-mures,mures,Sancraiu De Mures,Mures,Petru-Ionuţ Budian,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sancraiu-de-mures/
sangeorgiu-de-mures,mures,Sangeorgiu De Mures,Mures,Florin Matei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sangeorgiu-de-mures/
sangeorgiu-de-padure,mures,Sangeorgiu De Padure,Mures,Levente-Loránd Szász,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sangeorgiu-de-padure/
sanger,mures,Sanger,Mures,Alexandru Măgheran,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sanger/
sanpaul,mures,Sanpaul,Mures,Lucian-Eugen Crişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sanpaul/
sanpetru-de-campie,mures,Sanpetru De Campie,Mures,Spiru-Şerban Crăciun,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sanpetru-de-campie/
santana-de-mures,mures,Santana De Mures,Mures,Dumitru Moldovan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/santana-de-mures/
sarateni,mures,Sarateni,Mures,Pál Zsigmond,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sarateni/
sarmasu,mures,Sarmasu,Mures,Adrian Şăulean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sarmasu/
saschiz,mures,Saschiz,Mures,Csaba-Ianos Ciulei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/saschiz/
saulia,mures,Saulia,Mures,Dorel-Grigore Vancea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/saulia/
sighisoara,mures,Sighisoara,Mures,Ioan-Iulian Sîrbu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sighisoara/
sincai,mures,Sincai,Mures,Vasile-Valentin Făgăraş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sincai/
solovastru,mures,Solovastru,Mures,Chirilă-Ilie Tătar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/solovastru/
sovata,mures,Sovata,Mures,László-Zsolt Fülöp,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/sovata/
stanceni,mures,Stanceni,Mures,Ştefan Bicăjan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/stanceni/
suplac,mures,Suplac,Mures,Ferenc Balog,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/suplac/
suseni,mures,Suseni,Mures,Luchian-Romeo Bucin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/suseni/
targu-mures,mures,Targu Mures,Mures,Radu-Mircea Pescar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/targu-mures/
tarnaveni,mures,Tarnaveni,Mures,Nicolae-Sorin Megheşan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/tarnaveni/
taureni,mures,Taureni,Mures,Ovidiu-Petru Oltean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/taureni/
ungheni,mures,Ungheni,Mures,Victor Prodan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/ungheni/
valea-larga,mures,Valea Larga,Mures,Beniamin Pădurean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/valea-larga/
vanatori,mures,Vanatori,Mures,Mircea-Augustin Felegean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/vanatori/
vargata,mures,Vargata,Mures,Ervin Varga,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/vargata/
vatava,mures,Vatava,Mures,Emil Bendriş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/vatava/
vetca,mures,Vetca,Mures,Pál Fekete,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/vetca/
viisoara,mures,Viisoara,Mures,Pavel-Claudiu Petri,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/viisoara/
voivodeni,mures,Voivodeni,Mures,Vasile Boer,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/voivodeni/
zagar,mures,Zagar,Mures,Claudiu Pătruşel,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/zagar/
zau-de-campie,mures,Zau De Campie,Mures,Alexandru Iurian,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mures/primarie/zau-de-campie/
agapia,neamt,Agapia,Neamt,Adrian Nichitoae,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/agapia/
alexandru-cel-bun,neamt,Alexandru Cel Bun,Neamt,Cosmin Balan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/alexandru-cel-bun/
bahna,neamt,Bahna,Neamt,Dorin-Constantin Apetri,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/bahna/
baltatesti,neamt,Baltatesti,Neamt,Andrei Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/baltatesti/
bargauani,neamt,Bargauani,Neamt,Cezar-Mihai Voroneanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/bargauani/
bicaz,neamt,Bicaz,Neamt,Antoaneta Andonescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/bicaz/
bicaz-chei,neamt,Bicaz Chei,Neamt,Daniel Chirilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/bicaz-chei/
bicazu-ardelean,neamt,Bicazu Ardelean,Neamt,Constantin-Ioan Bîrsan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/bicazu-ardelean/
bira,neamt,Bira,Neamt,Constantin Ciobanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_neamt/primarie/bira/
