winner_name,cui,wins,total_value_ron,distinct_buyers
FORTUS S.R.L.---S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.,,1,1034294.45,1
FORTUS S.R.L.---S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.---S.C. ELCOMER ACHIZITII S.R.L.,,1,397283.75,1
Adcon---Euricom Trade S.R.L.---Stedyan Com S.R.L.,,1,2427.67,1
Baby Business SRL---FALCONS---GEOCOR TRADE IMP-EXP---S. C. MCA COMERCIAL S.R.L---ZIM Prestserv,,1,16004.8,1
Baby Business SRL---FALCONS---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,,1,53349.32,1
FRAHER DISTRIBUTION---GRANBIS,,1,34339.88,1
FRAHER DISTRIBUTION---GRANBIS---MIRMAN COMPANY  SRL---NED COM---S.C. GREENLEG DISTRIBUTION S.R.L.---SENTROMCRIS---STEDYAN COM S.R.L.,,1,31990.25,1
FRAHER DISTRIBUTION---GRANBIS---NED COM---SALTEMPO S.R.L.---STEDYAN COM S.R.L.---TRANSLIMA---VANBET SRL,,1,3982.53,1
Baby Business S.R.L.---Costacos Com S.R.L.---Ned Com,,1,195794.18,1
ADCON---EURICOM TRADE SRL---S.C. PREXICO S.R.L. S.R.L.,,1,10820.74,1
FRAHER DISTRIBUTION---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,1,16742.04,1
Baby Business SRL---COREX S.R.L.---Harghita Retail---ILM-COM S.R.L.---ZIM Prestserv,,1,70710.15,1
Baby Business SRL---CARLAND S.R.L.---GEOCOR TRADE IMP-EXP---NORDIC IMPORT EXPORT CO S.R.L.---ZIM Prestserv,,1,23698.41,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MIRMAN COMPANY SRL,,1,13201.95,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MIRMAN COMPANY SRL---SALTEMPO S.R.L.---TRANSLIMA,,1,29305.42,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MIRMAN COMPANY SRL---SENTROMCRIS---STEDYAN COM S.R.L.,,1,15749.33,1
Adcon---Euricom Trade S.R.L.---S.C. Irinel S.R.L.,,1,5578.57,1
FRAHER DISTRIBUTION S.R.L.---GRANBIS---NED COM,,1,30120.64,1
FRAHER DISTRIBUTION S.R.L.---GRANBIS S.R.L---MATRA S.R.L.,,1,78872.21,1
FRAHER DISTRIBUTION S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,187216.61,1
Fralvil S.A.,,1,76961.51,1
Baby Business SRL---CARLAND S.R.L.---FALCONS---GEOCOR TRADE IMP-EXP---ZIM Prestserv,,1,68304.98,1
ADCON---EURICOM TRADE SRL---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,,1,764.12,1
Baby Business SRL---CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,,1,125002.58,1
Baby Business SRL---CAPISCO SERVCOM SRL---CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---STEDYAN COM S.R.L.,,1,54688.63,1
BABIZ IMPEX SRL---GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---SENTROMCRIS---STEDYAN COM S.R.L.---TUDIRIN MARATON,,1,26653.74,1
BABIZ IMPEX SRL---GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---SC COSTI SRL---SENTROMCRIS---STEDYAN COM S.R.L.,,1,7541.9,1
ACVILA---COPANEX S.R.L.---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,,1,58288.48,1
ADCON---EURICOM TRADE SRL---OLYMEL FLAMINGO FOOD S.R.L.,,1,11208.48,1
S.C. Pombis S.A. Bistrița,,1,376854.32,1
BABIZ IMPEX SRL---GRANBIS S.R.L---MIRMAN COMPANY SRL---SC COSTI SRL---SENTROMCRIS---STEDYAN COM S.R.L.,,1,14322.59,1
BABIZ IMPEX SRL---COPANEX S.R.L.---S.C. GREENLEG DISTRIBUTION S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.,,1,11983.44,1
ADCON---EURICOM TRADE SRL---LECONFEX S.R.L.,,1,12628.4,1
BABIZ IMPEX SRL---BIOTA COM S.R.L.---GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. ELCOMER ACHIZITII S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---TUDIRIN MARATON,,1,22167.62,1
AZTEC COMIMPEX---GREWE,,1,107296.56,1
Gazonul S.R.L.---Silva Group Logistics Division S.R.L.,,1,460244.87,1
Axacarm Grup---Doiman Com S.R.L.,,1,254464.84,1
Avi-Vest---Sigismund Com,,1,9609.51,1
GELAS MEDIA---KALMAN DISTRIBUTION S.R.L.---OVISIM IMPEX S.R.L.,,1,13497.46,1
SC PRESTAGRO COMIMPEX SRL,,1,69445.88,1
GELAS MEDIA---MOPAN SUCEAVA---SPICUL 2,,1,189510.32,1
Geneva Romfarm Iinternațional S.R.L.,,1,367632.14,1
Avi-Giis S.R.L.,,1,133954.35,1
AVICOLA FOCSANI---COREX S.R.L.,,1,92987.21,1
AVELON PLANT---HIRIS GARDEN EXPERT---S.C. GARDEN CENTER GRUP S.R.L. S.R.L.,,1,347657.12,1
AVELON PLANT---HIRIS GARDEN EXPERT---S.C. CRIS GARDEN S.R.L.---S.C. GECA IMPEX P.M. S.R.L. S.R.L.,,1,119374.17,1
ADCON---EURICOM TRADE SRL---GEOCOR TRADE IMP-EXP S.R.L.---PROVISION RETAIL PROD SRL---STEDYAN COM S.R.L.,,1,5841.57,1
GEOCOR TRADE IMP-EXP---LACTATE NATURA,,1,16890.17,1
AUTO VALMAR S.R.L.---R & B COM S.R.L.,,1,804677.44,1
Auto Valmar S.R.L.---Fagul Impex---R & B Com S.R.L.,,1,479379.6,1
GEOCOR TRADE IMP-EXP---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,,1,58992.27,1
GEOCOR TRADE IMP-EXP---M.A.CRISTINA S.R.L.,,1,11031.97,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---NORDIC IMPEX S.R.L.,,1,6219.55,1
ATLANTIC IMPEX---Baby Business SRL---UNICARM,,1,16898.83,1
S.C. Primalact S.R.L.,,1,32816.36,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---PROVISION RETAIL PROD SRL,,1,8171.3,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---S.C NISARA IMPEX S.R.L,,1,12866.09,1
Geocor Trade Imp-Exp---MDS Consulting---Stedyan Com S.R.L.,,1,4765.1,1
GEOCOR TRADE IMP-EXP---METRANS---OLYMEL FLAMINGO FOOD S.R.L.,,1,9819.36,1
GEOCOR TRADE IMP-EXP---METRANS---STEDYAN COM S.R.L.,,1,11245.54,1
GEOCOR TRADE IMP-EXP---NORDIC IMPEX S.R.L.---PROVISION RETAIL PROD SRL,,1,5624.62,1
GEOCOR TRADE IMP-EXP---NORDIC IMPEX S.R.L.---VIC PROD S.R.L.,,1,2276.83,1
ATLANTIC IMPEX---Baby Business SRL,,1,8910.67,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,1,2096.92,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,17040.77,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,10591.12,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---VANBET SRL,,1,3352.64,1
Arterimpex,,1,49756.11,1
GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,,1,378.63,1
GEOCOR TRADE IMP-EXP---S.C. apex expert S.R.L.,,1,46891.47,1
GEOCOR TRADE IMP-EXP---S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,,1,10614.8,1
GEOCOR TRADE IMP-EXP---SELGROS CASH&CARRY SRL---SPICUL 2,,1,52570.53,1
GEOCOR TRADE IMP-EXP---SELGROS CASH&CARRY SRL---STEDYAN COM S.R.L.,,1,15874.58,1
GEOCOR TRADE IMP-EXP---SENTROMCRIS---ZIM Prestserv,,1,28442.43,1
GEOCOR TRADE IMP-EXP---SPICUL 2,,1,47024.78,1
AR Linia Tea---Prioritar Impex S.R.L.,,1,2145381.64,1
AR LINIA TEA---FAGUL IMPEX,,1,470866.52,1
GEOCOR TRADE IMP-EXP S.R.L.---GIGI & CO S.R.L.---SABY MIRIFIC SRL---SC CALIFARUL NEGRU SRL---SC REAL BIALOREX SRL,,1,75248.54,1
GEOCOR TRADE IMP-EXP S.R.L.---GRANBIS---METRANS S.R.L.,,1,31658.87,1
APRO-COM-IMPEX S.R.L.---PRESTIGIOSA PRODCOM S.R.L.,,1,19086.38,1
APRO-COM-IMPEX S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,1,8202.3,1
GEOCOR TRADE IMP-EXP S.R.L.---GRANBIS S.R.L---SALTEMPO S.R.L.,,1,112945.66,1
APRO-COM-IMPEX S.R.L.---PAM ALY 2007,,1,80242.15,1
GEOCOR TRADE IMP-EXP S.R.L.---IUSTART---OLYMEL FLAMINGO FOOD S.R.L.,,1,5952.5,1
ACVILA---COPANEX S.R.L.---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---S.C. Safeway International Impex SRL S.R.L.,,1,682.88,1
Geocor Trade Imp-Exp S.R.L.---Lactate Natura,,1,8132.68,1
APRO-COM-IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---ROMCONSTANT  IMPEX  GHEORGHE STEFANICA,,1,5424.53,1
ACVILA---CANAMAR---ROMICS---SIGISMUND COM---SIMULTAN S.R.L.,,1,113380.07,1
GEOCOR TRADE IMP-EXP S.R.L.---LECONFEX S.R.L.,,1,1116.34,1
ACVILA---BRUTARIA PATRAS S.R.L.---S.C. ROMICS S.R.L.,,1,221.27,1
ADCON---EURICOM TRADE SRL---FALCONS SRL---PROVIGO TRADE S.R.L.,,1,4973.34,1
GEOCOR TRADE IMP-EXP S.R.L.---LEGUME FRUCTE COM S.R.L.---VIC PROD S.R.L.,,1,11511.65,1
APRO-COM-IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,1,23316.37,1
GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.---MURES-VEST ARAD,,1,42426.09,1
GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.---NORDIC IMPEX S.R.L.,,1,19940.89,1
GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,23813.88,1
ADCON---DOIMAN COM S.R.L.---VIC PROD S.R.L.,,1,1942.0,1
Geocor Trade Imp-Exp S.R.L.---Meridian Agroind S.R.L.---S.C. Nisara Impex S.R.L,,1,85818.65,1
Geocor Trade Imp-Exp S.R.L.---Metrans S.R.L.---Olymel Flamingo Food S.R.L.,,1,9576.83,1
GEOCOR TRADE IMP-EXP S.R.L.---NORDIC IMPEX S.R.L.---VIC PROD S.R.L.,,1,17188.06,1
ADCON---DOIMAN COM S.R.L.---SIGISMUND COM,,1,3186.31,1
Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.---Retacom S.R.L,,1,979.68,1
Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.---Romliv & L Prodimpex,,1,4.11,1
GEOCOR TRADE IMP-EXP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,,1,3.35,1
APRO-COM-IMPEX S.R.L.---NED COM---STEDYAN COM S.R.L.,,1,21914.74,1
Geocor Trade Imp-Exp S.R.L.---Prestigiosa Prodcom S.R.L.,,1,24355.38,1
Geocor Trade Imp-Exp S.R.L.---Prestigiosa Prodcom S.R.L.---Stedyan Com S.R.L.,,1,48142.03,1
Geocor Trade Imp-Exp S.R.L.---Provigo Trade S.R.L.,,1,46745.32,1
ADCON---DOIMAN COM S.R.L.---ROBAND COMPROD S.R.L.,,1,3439.19,1
GEOCOR TRADE IMP-EXP S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,321.24,1
GEOCOR TRADE IMP-EXP S.R.L.---S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,,1,4379.09,1
S.C. RAY COM MODE S.R.L. S.R.L.,,1,62176.17,1
GEOCOR TRADE IMP-EXP S.R.L.---TARPI S.R.L.,,1,2251.02,1
GEOCOR TRADE IMP-EXP S.R.L.---VIC PROD S.R.L.,,1,8313.66,1
GEOCOR TRADE IMP-EXP---STEDYAN COM S.R.L.,,1,23686.17,1
GEOCOR TRADE IMP-EXP---STEDYAN COM S.R.L.---YOU FOREVER SRL,,1,3928.65,1
GEOCOR TRADE IMP-EXP---STEDYAN COM---STRUNGARIU & CO RIGAMS LM,,1,1945.75,1
GEOCOR TRADE IMP-EXP---VANBET SRL---VRANLACT DISTRIBUTION,,1,102432.67,1
GEROM PRODUCTION S.R.L.,,1,91585.73,1
GETYNIC COM SRL,,1,5913.25,1
ADCON---DOIMAN COM S.R.L.---PROVIGO TRADE S.R.L.,,1,855.58,1
APRO-COM-IMPEX S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,,1,21848.99,1
SC REMION AGROSERV SRL,,1,27669.61,1
GI & KO Impex---S.C. Cheregi Prod Serv S.R.L.,,1,51021.03,1
G.M.B VIVAI GRUP,,1,157370.72,1
APRO-COM-IMPEX S.R.L.---METRANS S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,1,64790.22,1
Apro-Com-Impex S.R.L.---Legume Fructe Com S.R.L.---Olymel Flamingo Food S.R.L.---Simigerie Top 2030,,1,95522.75,1
GORDON-PROD S.R.L.---LECONFEX---S.C NISARA IMPEX S.R.L,,1,20826.68,1
GORDON-PROD S.R.L.---S.C NISARA IMPEX S.R.L---ZEC IMPEX,,1,4465.35,1
APRO-COM-IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,6797.46,1
APRO-COM-IMPEX S.R.L.---LECONFEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,1691.24,1
APRO-COM-IMPEX S.R.L.---IUSTART---S. C. MCA COMERCIAL S.R.L,,1,696.37,1
Grain Express S.R.L.---Moara Domnească S.R.L.,,1,14751.44,1
Grain Express S.R.L.---S.C. Metitex Agro Food S.R.L.,,1,209706.45,1
GRAMANI FOREST SRL,,1,8655.9,1
APRO-COM-IMPEX S.R.L.---IUSTART---S.C. AMA FRUCT CP S.R.L.,,1,6815.62,1
APRO-COM-IMPEX S.R.L.---IUSTART---LEGUME FRUCTE COM S.R.L.,,1,17360.56,1
GRANBIS---LEGUME FRUCTE COM S.R.L.,,1,1675.34,1
GRANBIS---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,,1,6574.93,1
GRANBIS---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,11581.83,1
GRANBIS---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,7314.84,1
GRANBIS---LEGUME FRUCTE COM S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,1,28852.99,1
GRANBIS---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,,1,6190.05,1
APRO-COM-IMPEX S.R.L.---HARPEK---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,1,33378.29,1
APRO-COM-IMPEX S.R.L.---HARPEK---MATRA S.R.L.---PROVISION RETAIL PROD SRL---SC BLACK SEA EUROINVESTMENT SRL,,1,26848.9,1
GRANBIS---MATRA S.R.L.---MIRICOS,,1,9531.41,1
GRANBIS---MATRA S.R.L.---NED COM,,1,25163.06,1
APRO-COM-IMPEX S.R.L.---GEOCOR TRADE IMP-EXP---LEGUME FRUCTE COM S.R.L.,,1,5583.63,1
Adcon---Doiman Com S.R.L.---Ned Com,,1,10105.16,1
GRANBIS---METRANS---OLYMEL FLAMINGO FOOD S.R.L.,,1,5336.42,1
GRANBIS---METRANS S.R.L.---SC APICRIS NATURA SRL,,1,22435.57,1
S.C. ROMICS S.R.L.---SC CANAMAR SRL,,1,8866.75,1
ACVILA---Best Banat Distribution SRL---S.C. ROMICS S.R.L.---SIGISMUND COM,,1,23087.22,1
GRANBIS---MIRICOS,,1,1323.53,1
GRANBIS---MIRMAN COMPANY  SRL---NED COM---S. C. MCA COMERCIAL S.R.L---S.C. GREENLEG DISTRIBUTION S.R.L.---SALTEMPO S.R.L.,,1,23129.53,1
GRANBIS---MIRMAN COMPANY  SRL---NED COM---S. C. MCA COMERCIAL S.R.L---S.C. GREENLEG DISTRIBUTION S.R.L.---SALTEMPO S.R.L.---TRANSLIMA,,1,54106.43,1
APRO-COM-IMPEX S.R.L.---FALCONS,,1,612.1,1
ACVILA---Best Banat Distribution SRL---S.C. INTER CONECTER  S.R.L. S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,,1,8235.56,1
Granbis---NED Com---Olymel Flamingo Food S.R.L.---Stedyan Com S.R.L.,,1,16489.52,1
Granbis---Ned Com---S.C. Elcomer Achiziţii S.R.L.,,1,41709.69,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---S.C. COMPANY 94 PIRNAU SRL S.R.L.,,1,3350.68,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---ROBAND COMPROD S.R.L.,,1,834.51,1
ADCON---DOIMAN COM S.R.L.---MATRA S.R.L.---PROVISION RETAIL PROD SRL,,1,5792.89,1
GRANBIS---OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,1,9143.55,1
GRANBIS---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,,1,46456.4,1
ADCON---DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.,,1,1447.95,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---Retacom S.R.L,,1,17428.34,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---PROVISION RETAIL PROD SRL---STEDYAN COM S.R.L.,,1,17209.45,1
GRANBIS---RO-CREDO SRL---STEDYAN COM,,1,11676.32,1
ADCON---DOIMAN COM S.R.L.---EURICOM TRADE SRL---PROVISION RETAIL PROD SRL,,1,3744.23,1
GRANBIS---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,1364.71,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---PROVISION RETAIL PROD SRL,,1,1576.3,1
Apro-Com-Impex S.R.L.---Doiman Com S.R.L.---Ned Com,,1,156243.86,1
Granbis---S.C. Elcomer Achiziţii S.R.L.,,1,18835.48,1
GRANBIS---S.C. Quercus Company Grup S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,20514.88,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,2083.38,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PROVISION RETAIL PROD SRL,,1,63675.71,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.---PROVISION RETAIL PROD SRL,,1,19411.56,1
GRANBIS S.R.L---MATRA S.R.L.,,1,80317.1,1
GRANBIS S.R.L---METRANS S.R.L.---NED COM,,1,5043.09,1
S.C.ROSARIO PAN S.R.L.---UNICARM,,1,100280.78,1
GRANBIS S.R.L---METRANS S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX S.R.L.,,1,9548.81,1
GRANBIS S.R.L---METRANS S.R.L.---NED COM---ROMLIV & L PRODIMPEX S.R.L.,,1,35132.79,1
GRANBIS S.R.L---METRANS S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX S.R.L.,,1,14268.81,1
GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. AMA FRUCT CP S.R.L.---SC COSTI SRL---STEDYAN COM S.R.L.,,1,19825.93,1
GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. AMA FRUCT CP S.R.L.---S.C. GREENLEG DISTRIBUTION S.R.L.---STEDYAN COM S.R.L.---TUDIRIN MARATON,,1,8496.83,1
GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,8610.63,1
GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---SC COSTI SRL---SENTROMCRIS---STEDYAN COM S.R.L.---TUDIRIN MARATON,,1,8345.1,1
GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---STEDYAN COM S.R.L.,,1,37527.66,1
GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---SENTROMCRIS---STEDYAN COM S.R.L.---TUDIRIN MARATON,,1,26856.05,1
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.,,1,971.07,1
APRO-COM-IMPEX S.R.L.---DIAMANT GRUP S.R.L.---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,4855.33,1
GRANBIS S.R.L---OLYMEL FLAMINGO FOOD S.R.L.,,1,2467.64,1
GRANBIS S.R.L---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX S.R.L.,,1,15104.48,1
Apro-Com-Impex S.R.L.---Conservfruct S.R.L.---Olymel Flamingo Food S.R.L.,,1,164134.08,1
APRO-COM-IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,,1,30356.6,1
APRO-COM-IMPEX S.R.L.---COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---PROVIGO TRADE S.R.L.,,1,144402.6,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---S.C NISARA IMPEX S.R.L,,1,10180.97,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,15768.66,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L---S.C. Agro Montana Exim S.R.L.,,1,38330.66,1
GREEN MASTER S.R.L.---PROSEMENTI S.R.L.---S M RECOSEMTRACT,,1,4774.76,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---NED COM,,1,18084.86,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,,1,10658.45,1
GREWE---LECONFEX S.R.L.,,1,1048.46,1
GREWE---LEGUME FRUCTE COM S.R.L.,,1,16931.42,1
ADCON---DOIMAN COM S.R.L.---EURICOM TRADE SRL---OLYMEL FLAMINGO FOOD S.R.L.,,1,3260.49,1
ADCON---DOIMAN COM S.R.L.---EURICOM TRADE SRL---GEOCOR TRADE IMP-EXP S.R.L.---PROVISION RETAIL PROD SRL,,1,8415.91,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,14783.12,1
GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA---LEGUME FRUCTE COM S.R.L.---S.C. AMA FRUCT CP S.R.L.,,1,27227.47,1
GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,,1,4560.66,1
GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,,1,32101.07,1
GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA---PARHAN COM S.R.L.---STEDYAN COM,,1,22144.26,1
GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,10241.71,1
Grup Petrol Marin S.A.,,1,182423.72,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---PROVISION RETAIL PROD SRL,,1,1988.21,1
G T P D---ISIS-PAN,,1,329943.49,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---HARPEK---PROVISION RETAIL PROD SRL---SC BLACK SEA EUROINVESTMENT SRL,,1,30007.3,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---HARPEK---OLYMEL FLAMINGO FOOD S.R.L.---PROVISION RETAIL PROD SRL,,1,63086.81,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---HARPEK---OLYMEL FLAMINGO FOOD S.R.L.,,1,91091.6,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---HARPEK,,1,3406.81,1
G&T Services S.R.L.---S.C. Romics S.R.L.---S.C. Selgros Cash&Carry S.R.L.,,1,59993.9,1
G&T Services S.R.L.---S.C. Selgros Cash&Carry S.R.L.,,1,66951.78,1
GUZEL YURT,,1,201418.04,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.---STEDYAN COM S.R.L.,,1,17252.87,1
S.C. RUXIMAR S.R.L,,1,36788.58,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PROVISION RETAIL PROD SRL,,1,6502.08,1
Harghita Retail---ILM-COM S.R.L.,,1,39012.5,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---CARLAND S.R.L.,,1,5664.94,1
Apro-COM-Impex S.R.L.---Bobix Star S.R.L.---Capisco Servcom S.R.L.,,1,84531.14,1
HARMOPAN---ILM-COM S.R.L.---PANIFROM PROD S.R.L.,,1,133473.93,1
HARMOPAN---ILM-COM S.R.L.---PANIFROM PROD S.R.L.---PANKO-PROD S.R.L.,,1,940928.36,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.,,1,40522.2,1
APRO-COM-IMPEX S.R.L.---BLACK SEA EUROINVESTMENT---STEDYAN COM,,1,24382.81,1
HARMOPAN---S.C. Harghita Retail S.R.L.,,1,51418.49,1
APRO-COM-IMPEX S.R.L.---BLACK SEA EUROINVESTMENT,,1,4421.42,1
HARPEK---LACTATE NATURA---OLYMEL FLAMINGO FOOD S.R.L.,,1,21822.62,1
S.C. Safeway International Impex SRL S.R.L.,,1,92.17,1
