winner_name,wins,total_value_ron,first_win,last_win,distinct_buyers,distinct_cpvs
BIOTA COM S.R.L.---DOIMAN COM S.R.L.---METRO CASH & CARRY ROMANIA---STEDYAN COM S.R.L.---ZIM Prestserv,1,6014.51,,,1,1
EUROPEAN GROUP FOOD---ILVAS---SPICUL 2,1,1825.08,,,1,1
EUROPEAN GROUP FOOD---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,1,34230.32,,,1,1
EUROPEAN GROUP FOOD---MATRA S.R.L.---PROVIGO TRADE S.R.L.,1,804358.53,,,1,1
EUROPEAN GROUP FOOD---OLYMEL FLAMINGO FOOD S.R.L.,1,36075.1,,,1,1
EUROPEAN GROUP FOOD---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L,1,4402.9,,,1,1
EUROPEAN GROUP FOOD---OLYMEL FLAMINGO FOOD S.R.L.---SELGROS CASH&CARRY SRL,1,56780.16,,,1,1
EUROPEAN GROUP FOOD---S.C. BIOTA COM S.R.L. S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.,1,2118.1,,,1,1
Europrod S.A.,1,17650.94,,,1,1
BIOTA COM S.R.L.---DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP---METRO CASH & CARRY ROMANIA---ZIM Prestserv,1,9951.84,,,1,1
BIOTA COM S.R.L.---DIACARN FOOD---STEDYAN COM,1,16696.13,,,1,1
BIOTA COM S.R.L.---DIACARN FOOD---S. C. MCA COMERCIAL S.R.L---SELGROS CASH&CARRY SRL---STEDYAN COM,1,48765.62,,,1,1
Eximal Impex---Geocor Trade Imp-Exp S.R.L.---Leconfex S.R.L.,1,24376.96,,,1,1
Eximal Impex---Ilmano,1,8364.91,,,1,1
EXIMAL IMPEX---JOLDOS PROIMPEX S.R.L.,1,16222.9,,,1,1
BIOTA COM S.R.L.---DIACARN FOOD---S. C. MCA COMERCIAL S.R.L,1,27192.12,,,1,1
Eximal Impex---Joldos Proimpex S.R.L.---Leconfex S.R.L.,1,4092.35,,,1,1
Eximal Impex---Joldos Proimpex S.R.L.---Parhan Com S.R.L.,1,3612.84,,,1,1
BIOTA COM S.R.L.---DIACARN FOOD---NICBAC PROD,1,19049.07,,,1,1
EXIMAL IMPEX---LECONFEX,1,35941.84,,,1,1
BIOTA COM S.R.L.---DIACARN FOOD---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,1,29738.49,,,1,1
S.C NISARA IMPEX S.R.L---SIGISMUND COM,1,63996.79,,,1,1
Eximal Impex---Leconfex S.R.L.,1,8941.16,,,1,1
BIOTA COM S.R.L.---DIACARN FOOD---GEOCOR TRADE IMP-EXP,1,22005.49,,,1,1
EXIMAL IMPEX---LECONFEX S.R.L.---METRO CASH & CARRY ROMANIA---PARHAN COM S.R.L.,1,2349.69,,,1,1
BIOTA COM S.R.L.---Cristim 2 Prodcom---SALTEMPO S.R.L.,1,30211.44,,,1,1
EXIMAL IMPEX---LECONFEX---STEDYAN COM,1,6481.76,,,1,1
Adcon---Geocor Trade Imp-Exp S.R.L.---Ilmano,1,22783.81,,,1,1
EXIMAL IMPEX---METRO CASH & CARRY ROMANIA---PARHAN COM S.R.L.,1,345.61,,,1,1
BIOTA COM S.R.L.---COREX S.R.L.---FILVAS SERVCOM,1,5.04,,,1,1
EXIMAL IMPEX---PARHAN COM S.R.L.---PICOLACT PRODCOM SRL,1,2024.62,,,1,1
Eximal Impex---Parhan Com S.R.L.---Roalmisa Inv,1,67207.8,,,1,1
EXIMAL IMPEX---PARHAN COM S.R.L.---ROALMISA INV,1,42987.61,,,1,1
BIOTA COM S.R.L.---COREX S.R.L.---ELCOMER ACHIZITII,1,2.54,,,1,1
EXIMAL IMPEX---PARHAN COM S.R.L.---SC.DRAGON.RC.SRL,1,10821.23,,,1,1
EXIMAL IMPEX---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,1,58578.69,,,1,1
EXIMAL IMPEX---Safeway International Impex SRL,1,5851.87,,,1,1
S.C NISARA IMPEX S.R.L---VIVOPREST DISTRIBUTION S.R.L.,1,617468.08,,,1,1
BIOTA COM S.R.L.---COPANEX S.R.L.---GRANBIS S.R.L---S.C. SALTEMPO S.R.L. S.R.L.---S.C. VASCAR S.A. S.R.L.---TUDIRIN MARATON,1,20374.69,,,1,1
Facos,1,231140.36,,,1,1
BIOTA COM S.R.L.---COPANEX S.R.L.---GRANBIS S.R.L---S.C. GREENLEG DISTRIBUTION S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---S.C. VASCAR S.A. S.R.L.---TUDIRIN MARATON,1,24822.88,,,1,1
BIOTA COM S.R.L.---COPANEX S.R.L.---GRANBIS S.R.L---S.C. GREENLEG DISTRIBUTION S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---S.C. VASCAR S.A. S.R.L.,1,26299.71,,,1,1
BIOTA COM S.R.L.---COMSORADI SRL---CRIS-TIM COMPANIE DE FAMILIE---DIACARN FOOD---SELGROS CASH&CARRY SRL,1,8127.6,,,1,1
S.C NISARA IMPEX S.R.L---VRANLACT DISTRIBUTION,1,25235.29,,,1,1
ADCON---GEOCOR TRADE IMP-EXP---LECONFEX S.R.L.,1,3943.53,,,1,1
BIOTA COM S.R.L.---COMSORADI SRL---CRIS-TIM COMPANIE DE FAMILIE---DIACARN FOOD---SALTEMPO S.R.L.,1,10565.88,,,1,1
Fagul Impex---Prioritar Impex S.R.L.,1,872701.05,,,1,1
BIOTA COM S.R.L.---CARPATIS---VANBET SRL,1,2075.94,,,1,1
Fagul Impex---Utopia Prod Com,1,482298.58,,,1,1
BIOTA COM S.R.L.---CARLAND S.R.L.---STEDYAN COM,1,19808.16,,,1,1
BIOTA COM S.R.L.---BLACK SEA EUROINVESTMENT---COMSORADI SRL---DIACARN FOOD---MATRA S.R.L.---SALTEMPO---STAR PRES,1,39890.28,,,1,1
FALCONS---GEOCOR TRADE IMP-EXP,1,10773.15,,,1,1
FALCONS---GEOCOR TRADE IMP-EXP---LACTATE NATURA---OLYMEL FLAMINGO FOOD S.R.L.,1,5494.38,,,1,1
FALCONS---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.,1,50226.73,,,1,1
FALCONS---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,1,11358.64,,,1,1
FALCONS---GEOCOR TRADE IMP-EXP S.R.L.,1,8809.75,,,1,1
FALCONS---GEOCOR TRADE IMP-EXP S.R.L.---S. C. MCA COMERCIAL S.R.L,1,14117.05,,,1,1
FALCONS---LEGUME FRUCTE COM S.R.L.,1,6647.64,,,1,1
BIOTA COM S.R.L.---BLACK SEA EUROINVESTMENT---COMSORADI SRL---DIACARN FOOD---GRANBIS---MATRA S.R.L.---S. C. MCA COMERCIAL S.R.L---SALTEMPO---STAR PRES,1,96068.27,,,1,1
FALCONS---LEGUME FRUCTE COM S.R.L.---S.C. AMA FRUCT CP S.R.L.,1,9161.44,,,1,1
FALCONS---LEGUME FRUCTE COM S.R.L.---S.C NISARA IMPEX S.R.L,1,29366.7,,,1,1
BIOTA COM S.R.L.---BLACK SEA EUROINVESTMENT---COMSORADI SRL---DIACARN FOOD---GRANBIS---MATRA S.R.L.---S. C. MCA COMERCIAL S.R.L---SALTEMPO,1,74465.1,,,1,1
FALCONS---M.A.CRISTINA S.R.L.,1,13894.19,,,1,1
FALCONS---MATRA S.R.L.,1,20728.68,,,1,1
FALCONS---METRANS---OLYMEL FLAMINGO FOOD S.R.L.,1,20224.45,,,1,1
FALCONS---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,1,8127.6,,,1,1
FALCONS---NED COM---PARHAN COM S.R.L.,1,1220.36,,,1,1
ADCON---EXIMAL IMPEX---TRANSEURO,1,242.77,,,1,1
BIOCHEM ANIMAL HEALTH AND NUTRITION S.R.L.---FARMAVET,1,35111.25,,,1,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---PAM ALY 2007,1,135719.99,,,1,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,32170.48,,,1,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L,1,13146.6,,,1,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,1,136308.69,,,1,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,1,14676.5,,,1,1
Biochem Animal Health And Nutrition S.R.L.,1,16858.79,,,1,1
Falcons---Olymel Flamingo Food S.R.L.---Stedyan Com S.R.L.,1,37737.1,,,1,1
Adcon---Eximal Impex---Ilmano,1,4282.13,,,1,1
Biochem Animal Health and Nutrition S.R.L.,1,6659.22,,,1,1
FALCONS---PARHAN COM S.R.L.---SELGROS CASH&CARRY SRL,1,2918.13,,,1,1
S.C. Oniros InternationaL S.R.L.,1,15340.14,,,1,1
FALCONS---SC BLACK SEA EUROINVESTMENT SRL,1,13967.31,,,1,1
BIA OPTIME PRODUCTION S.R.L.---BLACK SEA EUROINVESTMENT---MOPAN SUCEAVA,1,41891.59,,,1,1
FALCONS---S.C NISARA IMPEX S.R.L---STEDYAN COM,1,6076.03,,,1,1
FALCONS---S.C NISARA IMPEX S.R.L---VRANLACT DISTRIBUTION,1,7097.84,,,1,1
FALCONS---SENTROMCRIS,1,4007.84,,,1,1
BETTY-COM---DEITACOM SRL,1,47291.53,,,1,1
BETTY-COM,1,47291.53,,,1,1
FALCONS---VRANLACT DISTRIBUTION,1,9588.54,,,1,1
Farinsan S.A.,1,136680.84,,,1,1
FARINSAN S.A.,1,1148924.47,,,1,1
Farmaceutica Remedia Distribution & Logistics S.R.L.,1,3345810.06,,,1,1
Best Price Magazin---Granbis---NED Com,1,46437.63,,,1,1
ADCON---EUROGRUP BOGDAN---S.C. ROMICS S.R.L.,1,18380.92,,,1,1
Best Price Magazin---Duseni Pan CTA,1,31784.76,,,1,1
Best Price Magazin,1,5804.33,,,1,1
Best Banat Distribution SRL---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,1,15741.29,,,1,1
S.C. Oniros International S.R.L.---Super Ava S.R.L.,1,82651.14,,,1,1
ACVILA---ADA LACTA DISTRIBUTION S.R.L.---SIMULTAN S.R.L.,1,25748.25,,,1,1
Best Banat Distribution SRL---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---S.C. Safeway International Impex SRL S.R.L.---SIGISMUND COM,1,137.89,,,1,1
Farten Food S.R.L.---Romics,1,28515.9,,,1,1
Best Banat Distribution SRL---LECONFEX S.R.L.---S.C. INTER CONECTER  S.R.L. S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,1,7959.77,,,1,1
FELSIN FARM S.R.L.,1,219.91,,,1,1
Best Banat Distribution SRL---COPANEX S.R.L.---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,1,41732.4,,,1,1
FERMA DENIS---INTER CONECTER  S.R.L.---SIGISMUND COM,1,5862.15,,,1,1
FERMA DENIS---LECONFEX,1,87778.12,,,1,1
FERMA DENIS---LECONFEX---SIGISMUND COM,1,27064.92,,,1,1
S.C. ONIX STAR DISTRIBUTION S.R.L.,1,12662.23,,,1,1
BEST ACHIZITII---S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,1,9855.33,,,1,1
BEST ACHIZITII---ROTMAN INDUSTRIES SRL---STIMPEX,1,3326748.01,,,1,1
ADCON---EUROGRUP BOGDAN---S.C. AMA FRUCT CP S.R.L.,1,160.2,,,1,1
FILVAS SERVCOM---GEOCOR TRADE IMP-EXP---LEGUME FRUCTE COM S.R.L.,1,5807.99,,,1,1
FILVAS SERVCOM---GEOCOR TRADE IMP-EXP---METRO CASH & CARRY ROMANIA---OLYMEL FLAMINGO FOOD S.R.L.---VANBET SRL,1,2046.17,,,1,1
FILVAS SERVCOM---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.,1,3403.43,,,1,1
FILVAS SERVCOM---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---VANBET SRL,1,2480.21,,,1,1
FILVAS SERVCOM---GEOCOR TRADE IMP-EXP---VANBET SRL,1,5906.74,,,1,1
FILVAS SERVCOM---ILVAS---VANBET SRL,1,8306.41,,,1,1
FILVAS SERVCOM---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,1,3837.04,,,1,1
ADCON---EUROGRUP BOGDAN---NORDIC IMPEX S.R.L.,1,3620.85,,,1,1
FILVAS SERVCOM---MOPAN SUCEAVA---STEDYAN COM,1,296.66,,,1,1
FILVAS SERVCOM---OLYMEL FLAMINGO FOOD S.R.L.,1,4.83,,,1,1
ACVILA---Cristim - Tim Companie de Familie SRL---S.C. ROMICS S.R.L.---SIGISMUND COM,1,136200.75,,,1,1
FILVAS SERVCOM---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,1,534.91,,,1,1
FILVAS SERVCOM---PARHAN COM S.R.L.,1,35528.16,,,1,1
FILVAS SERVCOM---PARHAN COM S.R.L.---VANBET SRL,1,3240.88,,,1,1
Filvas Servcom---S.C. Romlacta S.A.,1,33702.95,,,1,1
BEST ACHIZITII---NERAMO DISTRIBUTION---ROTMAN INDUSTRIES SRL---STIMPEX,1,3090521.18,,,1,1
Best Achiziții---Company 94 Pirnau S.R.L.---Geocor Trade Imp-Exp---Olymel Flamingo Food S.R.L.,1,26786.27,,,1,1
ADCON---EUROGRUP BOGDAN---KONSTA SPLENDID S.R.L.,1,3720.65,,,1,1
FILVAS SERVCOM---STEDYAN COM,1,441.85,,,1,1
Berinde Maria Alina – Întreprindere individuală,1,6195.56,,,1,1
Bercean Impex S.R.L.,1,141938.32,,,1,1
BBD BEST BRANDS DISTRIBUTION S.R.L.---COPANEX S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---S.C. VASCAR S.A. S.R.L.,1,14702.34,,,1,1
First Project Consulting S.R.L.,1,31192.09,,,1,1
BBD BEST BRANDS DISTRIBUTION S.R.L.---BIOTA COM S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.,1,6552.67,,,1,1
BBD BEST BRANDS DISTRIBUTION S.R.L.,1,2957.91,,,1,1
Bansimex Prod S.R.L.,1,537.17,,,1,1
Baby Business SRL---ZIM Prestserv,1,15946.36,,,1,1
Baby Business SRL---SIGISMUND COM---UNICARM,1,36232.86,,,1,1
FIVE CONTINENTS S.R.L.---GECOR GROUP GL SRL,1,193180.13,,,1,1
FIVE CONTINENTS S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---SPICUL 2---VANBET SRL,1,25862.03,,,1,1
Five Continents S.R.L.---Kalman Distribution S.R.L.,1,22127.16,,,1,1
FIVE CONTINENTS S.R.L.---KALMAN DISTRIBUTION S.R.L.,1,13992.25,,,1,1
Five Continents S.R.L.---Kalman Distribution S.R.L.---Ovisim Impex S.R.L.,1,8260.81,,,1,1
FIVE CONTINENTS S.R.L.---KALMAN DISTRIBUTION S.R.L.---OVISIM IMPEX S.R.L.,1,68444.43,,,1,1
S.C. Panipan S.R.L.,1,26538.25,,,1,1
FIVE CONTINENTS S.R.L.---OVISIM IMPEX S.R.L.,1,149646.54,,,1,1
Five Continents S.R.L.---RAM---Spicul 2,1,311679.55,,,1,1
FIVE CONTINENTS S.R.L.---S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,1,5355.68,,,1,1
SC PANIPAN SRL,1,19105.76,,,1,1
ADCON---EURICOM TRADE SRL---TARPI S.R.L.,1,5462.41,,,1,1
Five Continents S.R.L.---Strungariu & Co Rigams LM SNC,1,57240.81,,,1,1
Baby Business SRL---PARHAN COM S.R.L.---SIGISMUND COM,1,9724.32,,,1,1
Fleischparty SRL---MATRA S.R.L.---NORDIC IMPEX S.R.L.,1,218741.51,,,1,1
Fleischparty SRL---Scandia Food Frozen,1,127550.95,,,1,1
Baby Business SRL---MO-NEY RETURN---PARHAN COM S.R.L.,1,23334.42,,,1,1
Baby Business SRL---ILM-COM S.R.L.---STEDYAN COM S.R.L.,1,2204.21,,,1,1
FLORINA S.R.L.---GIGI & CO S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SABY MIRIFIC SRL---SC REAL BIALOREX SRL,1,56388.61,,,1,1
Baby Business SRL---Harghita Retail---ZIM Prestserv,1,129716.55,,,1,1
FLORINA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SC CALIFARUL NEGRU SRL,1,75248.54,,,1,1
FLORINA S.R.L.---SC CALIFARUL NEGRU SRL,1,8238.43,,,1,1
FLUNATUR EXPRESS S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,1,50846.63,,,1,1
Flutur Alexa-Mihai - Persoana fizica autorizata,1,66493.96,,,1,1
Baby Business SRL---Harghita Retail---ILM-COM S.R.L.,1,669.55,,,1,1
FOREST PRAGMATIC SRL,1,28243.42,,,1,1
Baby Business SRL---Harghita Retail,1,2072.54,,,1,1
FORTUS S.R.L.---S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.,1,1034294.45,,,1,1
FORTUS S.R.L.---S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.---S.C. ELCOMER ACHIZITII S.R.L.,1,397283.75,,,1,1
Adcon---Euricom Trade S.R.L.---Stedyan Com S.R.L.,1,2427.67,,,1,1
Baby Business SRL---FALCONS---GEOCOR TRADE IMP-EXP---S. C. MCA COMERCIAL S.R.L---ZIM Prestserv,1,16004.8,,,1,1
Baby Business SRL---FALCONS---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,1,53349.32,,,1,1
FRAHER DISTRIBUTION---GRANBIS,1,34339.88,,,1,1
FRAHER DISTRIBUTION---GRANBIS---MIRMAN COMPANY  SRL---NED COM---S.C. GREENLEG DISTRIBUTION S.R.L.---SENTROMCRIS---STEDYAN COM S.R.L.,1,31990.25,,,1,1
FRAHER DISTRIBUTION---GRANBIS---NED COM---SALTEMPO S.R.L.---STEDYAN COM S.R.L.---TRANSLIMA---VANBET SRL,1,3982.53,,,1,1
Baby Business S.R.L.---Costacos Com S.R.L.---Ned Com,1,195794.18,,,1,1
ADCON---EURICOM TRADE SRL---S.C. PREXICO S.R.L. S.R.L.,1,10820.74,,,1,1
FRAHER DISTRIBUTION---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,1,16742.04,,,1,1
Baby Business SRL---COREX S.R.L.---Harghita Retail---ILM-COM S.R.L.---ZIM Prestserv,1,70710.15,,,1,1
Baby Business SRL---CARLAND S.R.L.---GEOCOR TRADE IMP-EXP---NORDIC IMPORT EXPORT CO S.R.L.---ZIM Prestserv,1,23698.41,,,1,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MIRMAN COMPANY SRL,1,13201.95,,,1,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MIRMAN COMPANY SRL---SALTEMPO S.R.L.---TRANSLIMA,1,29305.42,,,1,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MIRMAN COMPANY SRL---SENTROMCRIS---STEDYAN COM S.R.L.,1,15749.33,,,1,1
Adcon---Euricom Trade S.R.L.---S.C. Irinel S.R.L.,1,5578.57,,,1,1
FRAHER DISTRIBUTION S.R.L.---GRANBIS---NED COM,1,30120.64,,,1,1
FRAHER DISTRIBUTION S.R.L.---GRANBIS S.R.L---MATRA S.R.L.,1,78872.21,,,1,1
S.C. PIN-INDEXIM S.R.L.,1,5201.67,,,1,1
FRAHER DISTRIBUTION S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,187216.61,,,1,1
Fralvil S.A.,1,76961.51,,,1,1
Fregata impex,1,127730.64,,,1,1
Baby Business SRL---CARLAND S.R.L.---FALCONS---GEOCOR TRADE IMP-EXP---ZIM Prestserv,1,68304.98,,,1,1
ADCON---EURICOM TRADE SRL---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,1,764.12,,,1,1
Baby Business SRL---CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,1,125002.58,,,1,1
Friesland Campina România S.A.,1,943478.54,,,1,1
Baby Business SRL---CAPISCO SERVCOM SRL---CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---STEDYAN COM S.R.L.,1,54688.63,,,1,1
BABIZ IMPEX SRL---GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---SENTROMCRIS---STEDYAN COM S.R.L.---TUDIRIN MARATON,1,26653.74,,,1,1
BABIZ IMPEX SRL---GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---SC COSTI SRL---SENTROMCRIS---STEDYAN COM S.R.L.,1,7541.9,,,1,1
ACVILA---COPANEX S.R.L.---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,1,58288.48,,,1,1
ADCON---EURICOM TRADE SRL---OLYMEL FLAMINGO FOOD S.R.L.,1,11208.48,,,1,1
S.C. Pombis S.A. Bistrița,1,376854.32,,,1,1
BABIZ IMPEX SRL---GRANBIS S.R.L---MIRMAN COMPANY SRL---SC COSTI SRL---SENTROMCRIS---STEDYAN COM S.R.L.,1,14322.59,,,1,1
GALERIILE DACIA FELIX S.A.,1,14.29,,,1,1
BABIZ IMPEX SRL---COPANEX S.R.L.---S.C. GREENLEG DISTRIBUTION S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.,1,11983.44,,,1,1
ADCON---EURICOM TRADE SRL---LECONFEX S.R.L.,1,12628.4,,,1,1
BABIZ IMPEX SRL---BIOTA COM S.R.L.---GRANBIS S.R.L---MIRMAN COMPANY SRL---S.C. ELCOMER ACHIZITII S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---TUDIRIN MARATON,1,22167.62,,,1,1
GARDEN STORE,1,216606.41,,,1,1
AZTEC COMIMPEX---GREWE,1,107296.56,,,1,1
Gazonul S.R.L.---Silva Group Logistics Division S.R.L.,1,460244.87,,,1,1
Axacarm Grup---Doiman Com S.R.L.,1,254464.84,,,1,1
Avi-Vest---Sigismund Com,1,9609.51,,,1,1
GELAS MEDIA---KALMAN DISTRIBUTION S.R.L.---OVISIM IMPEX S.R.L.,1,13497.46,,,1,1
S.C. Prestagro Comimpex S.R.L.,1,208337.64,,,1,1
GELAS MEDIA---MOPAN SUCEAVA---SPICUL 2,1,189510.32,,,1,1
Geneva Romfarm Iinternațional S.R.L.,1,367632.14,,,1,1
Avi-Giis S.R.L.,1,133954.35,,,1,1
SC PRESTAGRO COMIMPEX SRL,1,69445.88,,,1,1
AVICOLA FOCSANI---COREX S.R.L.,1,92987.21,,,1,1
AVELON PLANT---HIRIS GARDEN EXPERT---S.C. GARDEN CENTER GRUP S.R.L. S.R.L.,1,347657.12,,,1,1
AVELON PLANT---HIRIS GARDEN EXPERT---S.C. CRIS GARDEN S.R.L.---S.C. GECA IMPEX P.M. S.R.L. S.R.L.,1,119374.17,,,1,1
ADCON---EURICOM TRADE SRL---GEOCOR TRADE IMP-EXP S.R.L.---PROVISION RETAIL PROD SRL---STEDYAN COM S.R.L.,1,5841.57,,,1,1
GEOCOR TRADE IMP-EXP---LACTATE NATURA,1,16890.17,,,1,1
AUTO VALMAR S.R.L.---R & B COM S.R.L.,1,804677.44,,,1,1
Geocor Trade Imp-Exp---Legume Fructe Com S.R.L.,1,117806.13,,,1,1
Auto Valmar S.R.L.---Fagul Impex---R & B Com S.R.L.,1,479379.6,,,1,1
GEOCOR TRADE IMP-EXP---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,1,58992.27,,,1,1
GEOCOR TRADE IMP-EXP---M.A.CRISTINA S.R.L.,1,11031.97,,,1,1
Geocor Trade Imp-Exp---Matra S.R.L.,1,220989.85,,,1,1
AUTO VALMAR S.R.L.,1,804677.44,,,1,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---NORDIC IMPEX S.R.L.,1,6219.55,,,1,1
ATLANTIC IMPEX---Baby Business SRL---UNICARM,1,16898.83,,,1,1
S.C. Primalact S.R.L.,1,32816.36,,,1,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---PROVISION RETAIL PROD SRL,1,8171.3,,,1,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---S.C NISARA IMPEX S.R.L,1,12866.09,,,1,1
Geocor Trade Imp-Exp---MDS Consulting---Stedyan Com S.R.L.,1,4765.1,,,1,1
GEOCOR TRADE IMP-EXP---METRANS---OLYMEL FLAMINGO FOOD S.R.L.,1,9819.36,,,1,1
GEOCOR TRADE IMP-EXP---METRANS---STEDYAN COM S.R.L.,1,11245.54,,,1,1
GEOCOR TRADE IMP-EXP---NORDIC IMPEX S.R.L.---PROVISION RETAIL PROD SRL,1,5624.62,,,1,1
GEOCOR TRADE IMP-EXP---NORDIC IMPEX S.R.L.---VIC PROD S.R.L.,1,2276.83,,,1,1
ATLANTIC IMPEX---Baby Business SRL,1,8910.67,,,1,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,1,2096.92,,,1,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,1,17040.77,,,1,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,1,10591.12,,,1,1
GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---VANBET SRL,1,3352.64,,,1,1
Arterimpex,1,49756.11,,,1,1
GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,1,378.63,,,1,1
GEOCOR TRADE IMP-EXP---S.C. apex expert S.R.L.,1,46891.47,,,1,1
GEOCOR TRADE IMP-EXP---S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,1,10614.8,,,1,1
GEOCOR TRADE IMP-EXP---SELGROS CASH&CARRY SRL---SPICUL 2,1,52570.53,,,1,1
GEOCOR TRADE IMP-EXP---SELGROS CASH&CARRY SRL---STEDYAN COM S.R.L.,1,15874.58,,,1,1
GEOCOR TRADE IMP-EXP---SENTROMCRIS---ZIM Prestserv,1,28442.43,,,1,1
GEOCOR TRADE IMP-EXP---SPICUL 2,1,47024.78,,,1,1
Artego,1,81023.33,,,1,1
AR Linia Tea---Prioritar Impex S.R.L.,1,2145381.64,,,1,1
AR LINIA TEA---FAGUL IMPEX,1,470866.52,,,1,1
GEOCOR TRADE IMP-EXP S.R.L.---GIGI & CO S.R.L.---SABY MIRIFIC SRL---SC CALIFARUL NEGRU SRL---SC REAL BIALOREX SRL,1,75248.54,,,1,1
APRO-COM-IMPEX S.R.L.---STEDYAN COM S.R.L.,1,11742.76,,,1,1
GEOCOR TRADE IMP-EXP S.R.L.---GRANBIS---METRANS S.R.L.,1,31658.87,,,1,1
APRO-COM-IMPEX S.R.L.---PRESTIGIOSA PRODCOM S.R.L.,1,19086.38,,,1,1
APRO-COM-IMPEX S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,1,8202.3,,,1,1
GEOCOR TRADE IMP-EXP S.R.L.---GRANBIS S.R.L---SALTEMPO S.R.L.,1,112945.66,,,1,1
APRO-COM-IMPEX S.R.L.---PAM ALY 2007,1,80242.15,,,1,1
