winner_name,cui,email,phone,website,city,address,sector,wins,total_value_ron,match_source
SC FERMIERUL ABC SRL,36699784,info@agroverdemarket.com,0757379007,https://produsmontan.ro/produse_montane/rosii-cocktail-fermierul-morosan-cooperativa-agricola/,MARAMUREȘ,,,5,7485.05,companies_prefix
AXINTE RODICA INTREPRINDERE INDIVIDUALA,44792980,i.i.puscas.ar@gmail.com,0748229594,,,,,5,98725.0,fuzzy:0.56
BIESSEN PHARMA,3939406,,0214086130,,,,,5,7999.8,
REDOX RESEARCH & ANALYTIC S.R.L.,24754397,,0213231648,,,,,5,10102.75,
TORA,9253775,toravatradornei@gmail.com,0260611984,,,,,5,24620.41,food_distribution_name
SC PALMAR VALI SRL,6232050,and@alitrans.ro,0257469408,,,,,5,2569.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
GREEN LAND,14521963,contact@targetare.ro,,,,"JUD. SUCEAVA, SAT PANACI COM. PANACI, NR.428",,5,21141.9,csv:ddg_contacts.csv
BIBORTENI AQUA,18489679,office@aquaservcj.ro,0267355112,,,,,5,14741.1,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
EUROBEST EXIM,12682211,,0740232688,,,,,5,44509.25,
MIRATI NAGARD S.R.L.,47854964,office@aquaservcj.ro,0754521236,,,,,5,22266.0,csv:contractors_enriched_all.csv
TEHNODORA SERV S.R.L.,8703049,,215622,,,,,5,3242.88,
MISTER-M-COM S.R.L.,2071946,restaurantmisterm@yahoo.com,0243231054,,,,,5,6782.48,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
OPTIONAL INTERNATIONAL,21806556,hr@hotelinternational.ro,+40721299267,,,,,5,17690.88,food_distribution_name
TODEM TUDOR SRL,28135199,mcrainicu@yahoo.com,0728824331,,,,,5,127100.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
URBAN COMPANY INVEST S.R.L.,50295668,urbancompanyinvest@yahoo.com,+40760363140,,"Loc. Fetesti-Gara, Municipiul Fetesti","Loc. Fetesti-Gara, Municipiul Fetesti, BUCEGI, nr. 28",,5,40980.73,anofm
SET MARKETING,32963823,marchitanvadim8@gmail.com,+40 757 405 697,,,,,5,1230.2,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
KIDONE DAS,30948258,,0740788797,,,,,5,7159.86,
GOOD FOOD&HOSTING,29366647,office@daciahotel.ro,0745011394,,,DRUMUL SIBIULUI 42,,5,2561.52,companies_name
FOREST STANCU ROSU,30792085,,,,,"JUD. CARAŞ-SEVERIN, SAT BERZASCA COM. BERZASCA, BERZASCA, NR.375",,5,142738.68,
FRANCBOL,19005599,franco.giurgiu@gmail.com,0722376110,,,,,5,12210.34,rapidfuzz:85.71428571428572
MUNTEANU L. IONUT INTREPRINDERE INDIVIDUALA,52224140,cnoblesse@yahoo.com,0748976066,,,,,5,12412.5,fuzzy:0.51
UTALE BRINDUSA PFA,28804471,,0753088255,,,"JUD. SUCEAVA, SAT IASLOVAT COM. IASLOVAT,  , NR.736 A",,5,85510.0,
COREL COM,9368104,basem@corelligroup.ro,0723200201,,,,,5,11498.63,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC ROBICOMIND SRL,RO31826925,,,,,,,4,479115.0,
OXIGEN AGRO PRODUCT COMPANY,RO 26048495,maria_velcea@yahoo.com,0728307020,,,,,4,11513489.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
DYNAMIC BUSINESS SERVICE,RO30556416,,,,,,,4,21000.0,
DOR INVEST,RO 7712898,dorinvest@rdslink.ro,+40234373173,,,,,4,85922.0,extra:eufunds_contacts.csv
ZEC IMPEX,RO 8110823,,,,,,,4,11500.0,
THEREZIA PRODCOM,RO 6525450,STEFONIVERONA2006@YAHOO.COM,0727082822,,,,,4,652021.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
CHERESTA DAMBOVICIOARA,RO 6066942,office@apacraiului.ro,07450471489,,Argeș > DAMBOVICIOARA > PODU DAMBOVITEI,,,4,776741.0,companies_prefix
Duynie Feed Romania,RO48568057,,,,,,,4,1155000.0,
INOVECO,RO 5018980,contact@inovecoexpert.ro,+40212400844,https://inovecoexpert.ro,Oras Voluntari,"Oras Voluntari, B-dul EROILOR, nr. 6-8",,4,739320.0,companies_name
CASA VLASCEANA S.R.L.,40420496,casa.vlasceana@yahoo.com,0786111112,,,,,4,371916.0,contractors
SERVICII PUBLICE,RO 7777870,gabriela.poclid@dspbt.ro,+40726291827,,,,,4,1070612.0,fuzzy:0.65
DUDMAN PACK DISTRIBUTION SRL,RO33950082,daniel.tocitu@fancourier.ro,+40265311470,,,,,4,3182058.0,fuzzy:0.45
ZOOGREEN,37459135,,,,,"JUD. NEAMŢ, SAT HORIA COM. HORIA, STR. PIETREI, NR.1BIS",,4,199053.9,
VANIMAR,RO7940632,contact@targetare.ro,089111098,,,,,4,1508000.0,ddg_contacts
ELION IMPORT-EXPORT S.R.L.,1902400,office@ice-cream.ro,0724890871,,,,,4,199779.0,csv:contractors_enriched_all.csv
DMD Vegetables PROD,RO28261952,,,,,,,4,684400.0,
KOLIBRI SRL,RO 2974197,rezervari@pensiuneacolibri.ro,,,,,,4,423906.0,fuzzy_fd:0.45
ZOO END COM,10138702,,0745123887,,,,,4,173939.2,
MARICRIS IMPEX,7359460,cazarelamare2012@yahoo.com,0745241300,,,,,4,1171.0,fuzzy_fd:0.60
BAGOLY ZSOLT LAJOS,1730710140348,,,,,,,4,45000.0,
ARGO COM,7919363,argocom@yahoo.com,0766319230,,Teleorman > ORAS VIDELE > VIDELE,,,4,506856.7,companies_name
Rinpan,36437309,hr@presidentgroup.ro,0741044533,,,,,4,9750.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC DORIMIR EXIM SRL,9621583,,,,,"JUD. BIHOR, SAT SÂNTANDREI COM. SÂNTANDREI, COM. SANTANDREI, NR.377",,4,17796.38,
Casa Ethos,9385733,olgaeros@gmail.com,+40351804015,,Municipiul Craiova,"Municipiul Craiova, Sector 0, Str. PALTINIS, nr. 57",,4,9983.24,fuzzy_fd:0.50
BARAEV SRL,12785292,,0744763356,,,,,4,175697.65,
TEODAN COM SRL,7473006,cristina.ionescu@dan-int.ro,0233254884,,,,,4,32984.28,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Mefisto Com S.R.L.,10624613,,0722777324,,,,,4,12097.68,
Noma Flowers Boutique,37053659,,0752581009,,,,,4,2184.88,
AXER UNIVERS S.R.L.,44201286,ina.tripe@romania.axe-group.com,0769301929,,,,,4,12302.18,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
EXPO CARM SRL,16288016,expocarm@gmail.com,0740094217,,,,,4,20982.09,csv:romania_with_email.csv
INSECO,1487193,,,,,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, STR. COPĂCELU, NR.211A",,4,9900.0,
DONA BRUT,31819391,brutariadona@yahoo,0265432025,,,,,4,5049.82,anofm
SILKY MARKET,2039716,silkymarket@silky.ro,0744702421,,,,,4,13134.97,csv:contractors_enriched_all.csv
SC SERV-LINE SRL,7308440,linimpexconstruct@gmail.com,+40744359731,,Municipiul Bistrita,"Municipiul Bistrita, Sector 0, Str. LUCIAN BLAGA (CANTON KM.63), nr. FN",,4,20021.0,csv:virgil_schema.fuzzy_enriched.csv
SABIELEN S.R.L.,27222874,,0744583738,,,,,4,9423.66,
COSTIN ELENA-TEREZIA INTREPRINDERE INDIVIDUALA,29947968,70popadaniela@gmail.com,+40753421461,,,,,4,167816.0,fuzzy:0.63
BIFLORA,16805066,smcsporul@gmail.com,0743103043,,,,,4,28022.98,fuzzy_fd:0.45
FLEXFEED,30091698,,0749299865,,,,,4,143375.0,
KEKIRINGO SRL,19211980,,0724257929,,,,,4,4043.53,
ANC MAR COM SRL,36414062,,0766808856,,,,,4,24129.06,
NEK INDUSTRI SRL,14848389,,0230512233,,,,,4,8858.38,
PREVIOUS PRODCOM,4334364,,0251149048,,,,,4,930.6,
SC Allflex Romania SRL,27843227,recrutare@altex.ro,+40213199939,,,,,4,5435.07,fuzzy:0.48
Alex Sim Sweet,31553825,actualsecretariat@yahoo.com,0731383560,,Constanța > MUNICIPIUL CONSTANTA > CONSTANTA,,,4,6780.72,companies_name
GLORIOSA VISION S.R.L.,42707431,floraria.laura@yahoo.com,+40744471710,,,,,4,118740.0,companies_name
METAPLANT,5376791,,0728194080,,,,,4,4836.12,
Titu,6051178,raluca.misu@lumina.ro,0722209732,,,,,4,16090.12,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
STADIAL PROD COM SRL,4585013,,0239618682,,,,,4,5576.25,
DUO,1863972,mocanu.ioana62@gmail.com,+40241639266,,,,,4,8040.37,companies_name
DAVID I. NICOLETA PERSOANA FIZICA AUTORIZATA,32822247,ionutnicolaeaurelian@gmail.com,+40757575192,https://produsmontan.ro/produse_montane/miere-ionut-ana-maria-nicoleta-persoana-fizica-autorizata/,ALBA,"Sat Benic, Nr. 143, Comuna Galda de Jos, Județul Alba",PRODUSE APICOLE,4,5800.0,fuzzy:0.54
FANORIA COMPANY SRL,9193657,,0256483527,,,,,4,94500.0,
GHERASIMOAE VASILE PERSOANA FIZICA AUTORIZATA,30553479,stativalentina6@gmail.com,+40743965137,,,,,4,57100.0,fuzzy:0.65
RALVERTI STAR SRL,17607792,,0241620164,,,,,4,8293.6,
SEMTEST-BVN S.A.,1262093,,0265212179,,,,,4,20050.0,
RACOMI WOOD SRL,34408846,,0763635350,,,,,4,240150.0,
PURATOS PROD S.R.L,6865257,address@email.com,0722216226,,,,,4,23612.48,csv:ddg_contacts.csv
IUSTART,37578829,iuliana.jianu87@gmail.com,,https://produsmontan.ro/produse_montane/magiun-de-prune-fara-zahar-delicii-de-vaideeni-s-c-iustart-s-r-l/,VÂLCEA,"Sat Vaideeni, nr. 5000, comuna Vaideeni, Județul Vâlcea",PRODUSE VEGETALE,4,11080.0,companies_name
KOFTI,25667663,,,,,"JUD. CLUJ, ORŞ. HUEDIN, STR. POŞTEI, NR.1",,4,41731.65,
TELCEAN FOREST S.R.L.,43597353,ursachiovidiu@yahoo.com,,,,"JUD. VÂLCEA, SAT DOBRICEA COM. GRĂDIŞTEA, DOBRICEA, NR.128",,4,58650.0,fuzzy_fd:0.47
NICULITA E.VLADIMIR- INTREPRINDERE INDIVIDUALA,19322562,chelarasu.daniela@gmail.com,0788315126,,,,,4,18000.0,fuzzy:0.47
INSTANT INTERNATIONAL,6325370,personal@instantint.ro,+40725234656,,,,Transport,4,1199.02,companies_name
AJAX,3638330,,0722591141,,,,,4,173690.0,
I.I. ANTONACHE BIANCA ELENA,32853111,,0720284430,,,,,4,43785.0,
SC TOTAL HORECA SRL,32709826,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 5, STR DRUMUL CRĂIŢELOR, NR.206B",,4,15499.7,
GLIA AGROSEM,15111031,,0722271556,,,,,4,53215.0,
KREDIANIS,28464540,iuliana.socola@kredianis.ro,+40724746161,,,,Transport,4,25334.63,companies_name
DVROM SRL,17394570,,0264317744,,,,,4,32747.41,
DARYCOM TUDINVEST SRL,37009360,,,,,"JUD. OLT, MUN. CARACAL, STR. MIHAI VITEAZUL, NR.72, CAMERA 3",,4,36950.11,
SC INDUSTRIAL PAINTS SRL,35710639,electricacomplet@gmail.com,+40745596111,,"Sat Agigea, Comuna Agigea",,,4,14605.75,companies_prefix
JULIUS MEINL ROMANIA,558580,,0267360729,,,,,4,65841.0,
ZOLVAS SRL,17271357,contact@targetare.ro,0265514195,,,,,4,20583.0,csv:ddg_contacts.csv
FRAXINUS EX S.R.L.,24824468,,0766429374,,,,,4,129290.0,
VLAD STEJARELUL SRL,2223440,contact@targetare.ro,0262338278,,,,,4,220000.0,csv:ddg_contacts.csv
TISCEREAL,28161775,,07692122266,,,,,4,6606.0,
FINE ONE FOREST TRANS,15853979,contact@targetare.ro,0248531687,,,,,4,17975.0,csv:ddg_contacts.csv
PASSAGE FOOD,30632513,MIHAELA.CHIRILOAIA@GMAIL.COM,0756058099,,,,,4,3528.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AXEL COMPANY,6731786,axii617@yahoo.com,058780555,,,,,4,5092.32,food_distribution_name
SALVAVET COMIMPEX SERVICII VETERINARE SPECIALE,5119321,,0213480503,,,,,4,49919.97,
AGRO SONA,35775883,,,,,"JUD. ALBA, SAT ŞONA COM. ŞONA, STR. NOUĂ, NR.47",,4,38755.13,
FIDES EXPRESS SRL,28265440,andreea.mihalcea@ratph.ro,0232211680,,,,,4,1317.65,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Cuptorul de Paine Srl,22030096,cristeafelicia63@gmail.com,0745239992,,,,,4,13104.0,food_distribution_name
DAVINCI,18011320,marketing@ristorantedavinci.ro,0746202462,,,,,4,3600.0,csv:romania_with_email.csv
SC VALGER SRL,8619208,,714246,,,,,4,6580.12,
GHENEA GEORGE PETRISOR II,37051739,,0724851925,,,"JUD. DAMBOVITA, SAT BALENI SARBI COM. BALENI, SOS. NUCETULUI, NR.134",,4,4181.0,
Marion Lipova,24177469,marionvestem@yahoo.com,,,,"JUD. ARAD, ORŞ. LIPOVA, STR. MATEI CORVIN, NR.30",,4,176950.0,fuzzy_fd:0.50
RIVAL PRESTCOM S.R.L.,7731881,avpscringul@yahoo.com,+40740081205,,,,,4,148500.0,companies_name
POMPILIU SIMA WOOD PREST SERV,38677030,,+40751437454,,"Sat Scarisoara, Comuna Cislau","Sat Scarisoara, Comuna Cislau, SCARISORII, nr. 109",,4,15214.8,
MET-CHIM S.A.,1114062,met.timisoara@yahoo.com,0268474416,,,,,4,1985.4,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC BRAVOCOM SRL,2865025,mugur.constantinescu@yahoo.com,0233221998,,,,,4,302391.84,fuzzy_fd:0.50
munteanu mihaela alexandra,37510840,aleucak@gmail.com,+40730985883,,,,,4,114119.82,fuzzy:0.56
PEDROMIR,20603634,pedroando@yahoo.com,0740125181,,,,,4,40185.6,fuzzy_fd:0.50
CONF PROD VIDU SNC,4456370,,0234537436,,,,,4,108920.0,
GAROMAR GLOBAL S.R.L.,18333440,,610967,,,,,4,96450.0,
MANDELIC S.R.L.,48425189,,0724131591,,,,,4,3882.0,
LARINFEST,29275280,,0723364474,,,,,4,728.85,
WOODTERA GREEN TRANSPORT,39711017,,,,,"JUD. TIMIŞ, SAT DUMBRĂVIŢA COM. DUMBRĂVIŢA, STR. IASPIC, NR.9-11, CAMERA 10",,4,165880.0,
KOSIRY FOREST CONSTRUCT,33654729,,+40744395625,,"Sat Valea Mare Pravat, Comuna Valea Mare Pravat","Sat Valea Mare Pravat, Comuna Valea Mare Pravat, nr. 480A",,4,120524.4,
PACOVIS ROMANIA,14321477,office@pacovis.ro,,,,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. INSULEI, NR.37",,4,21423.15,csv:ddg_contacts.csv
INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE IN DOMENIUL PATOLOGIEI SI STIINTELOR BIOMEDICALE VICTOR BABES,13828251,icdcrm@asas.ro,+40366100203,https://produsmontan.ro/produse_montane/porumb-boabe-institutul-de-cercetare-dezvoltare-pentru-cinegetica-si-resurse-montane/,HARGHITA,,,4,2090.0,companies_prefix
SURUB TRADE SRL,3563696,,0265262242,,,,,4,2740.17,
PRIVAT PREST,6774043,marinpetruta1981@gmail.com,516570,,,,,4,5509.89,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ASIREX STAR,17198132,office@asirexstar.ro,0745866167,,,,,4,19042.01,anofm
FANMAR CONCEPT S.R.L.,45894881,,0757425583,,,,,4,167200.0,
DANAGRI,17266113,contact@targetare.ro,,,,"JUD. BRĂILA, SAT SILISTRARU COM. TRAIAN, COM. TRAIAN",,4,7100.0,csv:ddg_contacts.csv
ABIES FORTE,24564368,,0745891361,,,,,4,160804.9,
PROSEMENTI S.R.L.,25034130,,0757012424,,,,,4,161642.6,
GULYAS IUDITH INTREPRINDERE INDIVIDUALA,27082096,ispas_luca@yahoo.com,+40744572894,,,,,4,11500.0,fuzzy:0.53
VIADUCT,4064520,office@viaduct.ro,+40266218311,https://viaduct.ro,Municipiul Odorheiu Secuiesc,"Municipiul Odorheiu Secuiesc, Sector 0, Str. BECLEAN, nr. 195/C",,4,210540.0,companies_name
TOP LITECO,29296770,,0741049832,,,,,4,1245.0,
BEN FOREST,24717259,contact@targetare.ro,0722638986,,,,,4,96250.0,csv:ddg_contacts.csv
FARMALIV,7375644,,0243231995,,,,,4,154.93,
Horticultura,1816890,carina.sirca@horticultura.ro,0256498667,,,,,4,59946.16,anofm
C.D. COSMIPAN PROSPER S.R.L.,41703776,hr@presidentgroup.ro,0730466805,,,,,4,18627.78,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
POPOVICI COSMIN I.I.,38182414,,,,,"JUD. ARAD, COM. FELNAC, FELNAC, NR.146",,4,4632.0,
PROIECT DINAMIC LOGISTIC,33400445,dinamicbaiamare@yahoo.com,0748769714,,,,,4,8800.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AUGUSIR DESIGN,24920058,,+40724867104,,"Loc. Sinaia, Oras Sinaia","Loc. Sinaia, Oras Sinaia, Sector 0, Str. TOPORASILOR, nr. 5",,4,6419.84,
Design Art,17151393,hmalexandru3194@gmail.com,+40725913023,,"Sat Olteni, Comuna Clinceni",,,4,39586.0,companies_prefix
SC ALUNUL SRL,17419624,andreiveres1991@gmail.com,0744558115,,,,,4,101550.0,food_distribution_name
COROLA & EUFRAT,7493739,pensiuneacorola@yahoo.com,0248542477,,,,,4,100220.0,fuzzy_fd:0.50
sc cordos trans srl,17558916,,365527,,,,,4,78000.0,
PRISMA SERVCOM IMPEX,1261373,alexandru.podoleanu@prismaserv.ro,+40752317985,,,,,4,44424.37,companies_prefix
OPRISA NICOLETA,19842093,pensiuneanicoleta@yahoo.com,0264329343,,,"JUD. CLUJ, SAT MIHAI VITEAZU COM. MIHAI VITEAZU, STR. TRANSILVANIEI, NR.187",,4,7590.0,fuzzy_fd:0.56
BEV NICOFLOR COMPLEX SRL,38191080,chiuariumihai@yahoo.com,0745592109,,,,,4,6060.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
TOTH PEK,16310890,katalintothpek@gmail.com,0740421973,,,,,4,51725.52,pg:romania_emails.contacts
PATIPAN GRUP,21072760,cofetaria_edis@yahoo.com,0740171899,,Alba > MUNICIPIUL ALBA IULIA > ALBA IULIA,,,4,19574.02,companies_name
SC AQUA QUEEN SRL,16933634,office@aquaservcj.ro,+40732555615,,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, MOSILOR, nr. 298",,4,121235.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
CRISDAN 95 SRL,8984793,,2557709,,,,,4,23485.0,
FOREST ZELETIN S.R.L.,49120123,ursachiovidiu@yahoo.com,,,,"JUD. BACĂU, SAT BUDA COM. RĂCHITOASA, STR. ŞTEFAN CEL MARE, NR.28",,4,185600.0,fuzzy_fd:0.47
ZMD HORTI S.R.L.,40867428,,+40751206085,,"Sat Simian, Comuna Simian","Sat Simian, Comuna Simian, SIMIAN, nr. 88",,4,24564.0,
EUROPROD SA,13531071,resurseumane@europrod.ro,+40234520206,,,,,4,5155.0,anofm
DACARDI IMPEX,6534440,lumaxproiect@outlook.com,0259465203,,,,,4,52444.23,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PASTRAVUL DIN TARA TA COOPERATIVA AGRICOLA,43260012,juridic@agricola.ro,0745257464,,,,,4,234500.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Marius Constantin Cretu,34654271,pensiuneaconstantin@popeci.ro,,,,"JUD. IAŞI, SAT MAXUT COM. DELENI, STR. FRANCISC ŞIRATO, NR.630",,4,4241.6,fuzzy_fd:0.48
BIOPET SRL,16655252,,0742257193,,,,,4,18200.85,
SARAGRONAT NIC,16176900,,0745998088,,,"JUD. GALAŢI, MUN. GALAŢI, STR. RĂZBOIENI, NR.196, CAMERA 2, ET.1, AP.3",,4,49420.0,
TRANSYLVANIAN FORESTS FLAVOURS,39788525,officeadacont@gmail.com,+40265432025,,,,,4,6094.3,companies_prefix
MARGARETA,14470932,cuzman.margareta@yahoo.com,0751634057,,,,,4,5758.32,food_distribution_name
PIETE  PREST,27289734,personal@pieteprest.ro,+40350404859,,,,,4,39269.26,companies_name
INFOMEDCHIM,9970346,,0262218141,,,,,4,8915.0,
SERELE ANA,36990448,,,,,"JUD. MEHEDINŢI, MUN. DROBETA-TURNU SEVERIN, STR. MRS. AVERESCU, NR.10",,4,38515.0,
FOREST MIG S.R.L.,49720918,anachirciu@yahoo.com,0767766367,,,,,4,1377623.68,csv:romania_with_email.csv
SONIMPEX TOPOLOVENI,3821833,theoven@gmail.com,0213046066,,,,,4,5500.32,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
NEGRO STAR COM SRL,5819074,,0252331161,,,,,4,13165.0,
STRURACON,17326576,,0740313869,,,,,4,521600.0,
Comuna Lunca Ilvei,13564982,,,,,"JUD. BISTRIŢA-NĂSĂUD, SAT LUNCA ILVEI COM. LUNCA ILVEI, STR. GRĂNICERILOR, NR.198",,4,88981.0,
ProduseBirou SRL,38572077,,0744424012,,,,,4,12657.31,
AUSTRO SOMES TRADING,15709311,info@austrosomes.com,0740078668,,,,,4,584113.0,csv:ddg_contacts.csv
RANI TEAM S.R.L.,44097160,,,,,"JUD. SATU MARE, SAT ODOREU COM. ODOREU, STR. FLORINA, NR.34",,4,4590.0,
RUBYMA MUSIC ART SOUND S.R.L.,40700267,,0744122534,,,,,4,6882.21,
S.C. SANTE  FARM  S.R.L.,1510989,,0249434194,,,,,4,3539.3,
Planteaza LTD S.R.L.,33842080,contact@targetare.ro,0746253281,,,,,4,62456.0,csv:ddg_contacts.csv
SC One time- all tima SRL,29994854,,,,,"JUD. TULCEA, SAT TELIŢA COM. FRECĂŢEI, STR. IASOMIEI, NR.13A",,4,25503.0,
COMBINATUL AGROINDUSTRIAL CURTICI,1714890,,37925,,,"JUD. ARAD, ORŞ. CURTICI, STR. REVOLUŢIEI, NR.33",,4,749.2,
S.C A.V.I.A PLANT CO S.R.L,19158363,,0246273104,,,,,4,170620.0,
NATURA,18329244,rezervari@naturaresort.ro,269557,,,,,4,56430.0,food_distribution_name
TNG-TRANS,46823773,office@beb-trans.ro,+40762073211,,,,,4,288962.0,fuzzy:0.46
SC TERRANUTZ SRL,31018440,rezervari@pensiuneaterra.com,0763779566,,,,,4,96655.0,fuzzy_fd:0.45
SC PREGNANT SRL,12568129,,0730610495,,,,,4,96371.58,
POLGAR SUCCES PRODUCTION,39310449,polgar16@yahoo.com,0769476363,,VULCAN,,,4,66075.0,companies_name
CEREXPRES2001,14087857,contact@targetare.ro,,,,"JUD. ARGEŞ, SAT LEICEŞTI COM. COŞEŞTI",,4,354200.0,csv:ddg_contacts.csv
BEPPLER SRL,25821451,,0732593300,,,,,4,58440.54,
COSTEL FOREST,15159889,vgforest@yahoo.com,0744651462,,,,,4,130500.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
WOOD ARROW,35357422,,0723343872,,,,,4,121600.0,
RAVA COMEX,6969703,,0726752232,,,,,4,140975.4,
BIROTICA RS SRL,32329177,,,,,"JUD. IAŞI, MUN. IAŞI, BLD. DIMITRIE CANTEMIR, NR.8, BL.P2, SC.A, ET.3, AP.16",,4,7781.3,
INTEGRAL COMERT,10122226,,0744793353,,,,,4,38256.5,
SC CIURUSNIUC-MRY GROUP SRL-D,36927700,,0744261512,,,,,4,127000.0,
VANEP AGRO FOREST S.R.L.,40302725,,0799171431,,,,,4,9000.0,
TURATY FAST S.R.L.,40754089,,07241835392,,,,,4,127489.45,
Hobby Plant,28058789,schobbylarotundasrl@yahoo.com,0744614075,,,,,4,28500.0,fuzzy_fd:0.50
Cinderella s Garden SRL,42474050,,,,,"JUD. GIURGIU, COM. SLOBOZIA, STR GIURGIULUI, NR.405",,4,119133.0,
GRINDEKKMAN S.R.L.,45250210,,,,,"JUD. GORJ, SAT ŞOMĂNEŞTI COM. TELEŞTI, STR. PRINCIPALĂ, NR.24",,4,119000.0,
PROFESIONAL STONE GARDEN,44854870,office@p-c.ro,0213200082,www.p-c.ro,,,,4,59296.0,companies_prefix
DICARILOR,17612578,,0740221894,,,,,4,63960.0,
CASA BACABI,35242910,casabacabi@gmail.com,0746776920,,,,,4,8658.59,food_distribution_name
S.C. TEOCRIS LANDSCAPING S.R.L.,33688888,hr@eliteconta.ro,0747059616,,,,,4,218672.0,companies_name
BELL FLOVER,14784250,,0722870248,,,,,4,9422.34,
LAZMAR SRL,23859174,office@lazarpanzio.ro,0747537021,,,,,4,179470.0,csv:romania_with_email.csv
EOLEAN IMPEX,14850656,scelegant@yahoo.com,0740772801,,,,,4,126310.0,csv:romania_with_email.csv
LANDSCAPE UNIVERSAL S.R.L.,41154651,,,,,"JUD. ALBA, MUN. BLAJ, STR. HOREA, NR.27",,4,106011.0,
FOREST GUYS,34802530,ursachiovidiu@yahoo.com,,,,"JUD. DÂMBOVIŢA, SAT GURA FOII COM. GURA FOII,  , NR.26",,4,237370.0,fuzzy_fd:0.58
PRAHOVEANU COMPREST SRL,29943117,,,,,"JUD. HUNEDOARA, SAT REŢ COM. BLĂJENI, REŢ, NR.3A",,4,275500.0,
GREEN TRANS SAM S.R.L.,42722792,,0723512927,,,,,4,86584.56,
NICDIN PRODCARN,32971648,contact@targetare.ro,0752290888,,,,,4,107560.8,csv:ddg_contacts.csv
PASVIO,17670366,contact@targetare.ro,0743415626,,,,,4,120000.0,csv:ddg_contacts.csv
CRAZY SON,21608281,ginaudroiu@yahoo.com,0723086567,,,,,4,16113.96,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
TARIGO SERV,26574953,,,,,"JUD. IAŞI, SAT TOMEŞTI COM. TOMEŞTI, STR. TINERETULUI, NR.2",,4,17067.68,
SC NEXT GARDEN INVEST SRL,32857059,,,,,"JUD. PRAHOVA, SAT PĂULEŞTI COM. PĂULEŞTI, CAL. UNIRII, NR.157",,4,169780.44,
TOP PANIMAR,48631669,,0737519058,,,,,4,5099.45,
RAULESCU TRANS,32836927,,0748303634,,,,,4,88787.0,
IMPEX ALLSOLUTIONS,39076284,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 4, STR. STÂNJENEILOR, NR.2, BL.57BIS, SC.1, ET.PARTER, AP.5",,4,9324.0,
Messer Romania Gaz S.R.L.,10547308,,0213273624,,,,,4,598.4,
SILVERA IMPEX,2854352,public@chimcomplex.ro,0265265290,,,,,4,1348.14,csv:contractors_enriched_all.csv
LID PERJU FOREST,37589720,,,,,"JUD. VASLUI, SAT PUNGEŞTI COM. PUNGEŞTI, PUNGEŞTI, NR.253",,4,86700.0,
VOICHESCU LENUTA-NELICA,32675189,,0765359808,,,,,4,94019.0,
ELECTRO - SANITAS S.R.L.,2649285,constantin.savu@ecas.ro,523780,,Municipiul Ploiesti,"Municipiul Ploiesti, Sector 0, Str. PATRIEI, nr. 24",,4,8108.02,fuzzy:0.47
PLANTE DE VIS NATURALE S.R.L.,44938254,,,,,"JUD. DÂMBOVIŢA, SAT GLOD COM. MOROENI, STR. PRINCIPALĂ, NR.60",,4,11760.0,
SC MADA DENA SRL,24787505,,0743131609,,,"JUD. DOLJ, SAT TUNARII VECHI COM. POIANA MARE, STR. MIHAIL EMINESCU, NR.22",,4,142500.0,
CALLA PLATINUM,18847068,info@pensiunea-platinum.ro,0744540090,,,,,4,185088.0,fuzzy_fd:0.60
MINAEXPO SRL,1424730,,,,,"JUD. VRANCEA, SAT NĂRUJA COM. NĂRUJA, COM. NARUJA",,4,118200.0,
