nr_licenta,operator_economic,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email
2730,AUREL TRAVEL SRL,AUREL TRAVEL,47410163,"STR. Ion C. Brătianu , NR. 62 , BL. 31D , ET. 2 , AP. 11",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,,mihai.aurica@gmail.com
2731,VLADCRIS-CONSULT SRL,PARALELA 45 CARPATIA,47416816,,Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,,valcea@pararlela45.com
2732,ELLITISTE AGENCY SRL,CĂLĂTOR SPRE FERICIRE,46667534,"STR. Cetăţii , NR. 56  , ET. 2 , AP. 11",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,www.calatorsprefericire.ro,ellististe.agency@gmail.com / contact@calatorsprefericire.ro
2735,FLOREANS TRAVEL SRL,FLOREANS TRAVEL,47360421,NR. 287,"Com. Salcia, Sat Salcia",PRAHOVA,Organizatoare,,duca_florin75@yahoo.com
2736,SERYOS LUC TRANS SRL,VACANŢE KLUMEA,40531427,"STR. Livezilor , NR. 23  , ET. parter",Mun. Tulcea,TULCEA,OrganizatoareOnline,,iulianaluca1979@yahoo.com
2737,TRIP'N TOUR SRL,TRIP'N TOUR,46755130,"STR. Chimiei , NR. 35 , BL. F2-1",Mun. Iaşi,IAŞI,Organizatoare,,info@tripntour.net
2741,LAUER EUROPA TOURS SRL,LAUER TURISTIC,14630081,"STR. Republicii , NR. 23",Mun. Reşiţa,CARAŞ-SEVERIN,Organizatoare,,CONTACT@LAUER.RO
2744,SYS TRAVEL AGENCY SRL,SYS TRAVEL,47671371,"STR. Sergent Major Cara Anghel , NR. 5 , BL. C58 , ET. 8 , AP. 106","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office.systravel@gmail.com
2749,IN ACTION HOLIDAY SRL,IN ACTION HOLIDAY,47245619,"STR. 22 Decembrie , NR. 9   , AP. 2",Mun. Bacău,BACĂU,Organizatoare,,ottto74@yahoo.com
2758,RHODIUM MTOUR SRL,RHODIUM MTRAVEL,46921488,,Com. Câmpineanca,VRANCEA,OrganizatoareOnline,,nicamileamirela@yahoo.com
2759,AGION OROS SRL,AVATOUR,41716717,"STR. Unirii  , BL. 1B",Mun. Făgăraş,BRAŞOV,Organizatoare,,contact@avatour.ro
276,ABIATO SRL,START TOUR,30769732,"STR. Plevnei , NR. 2",Mun. Craiova,DOLJ,Organizatoare,www.starttour.ro,office@starttour.ro
2760,MONICRISS TRAVEL SRL,MONICRISS TRAVEL,47686461,NR. 34,Com. Drăguşeni,BOTOŞANI,Organizatoare,,monicriss782@gmail.com
2762,TURO TRAVEL& CARE SRL,TURO TRAVEL,47654915,"STR. Grigore Alexandrescu , NR. 66  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@turotravel.ro
2764,TWINY HOLIDAYS,TWINY HOLIDAYS,43022479,NR. 3,Com. Păuleşti,PRAHOVA,OrganizatoareOnline,,office@twinyholidays.com
2765,KRISSTALL INTERNATIONAL TRAVEL SRL,KRISSTALL TRAVEL,47071920,"STR. Energeticienilor , NR. 9E , BL. M , ET. PARTER","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@krisstall-travel.com
2766,SIMPA TRANS SRL,SIMPA TRANS,11393363,"STR. Henny Ignatie , NR. 11","Mun. Mangalia, Loc. Saturn",CONSTANŢA,Organizatoare,,office@simpatrans.ro
277,KOGAION GROUP SRL,EXIMTUR,18769946,"STR. Revoluţiei 1989 , NR. 14 , BL. B4  , AP. 44/2",Mun. Alba Iulia,ALBA,Organizatoare,www.eximtur.ro,albaiulia@eximtur.ro
2770,HELA TRAVEL CONSULTING SRL,HELA TRAVEL,30118823,"STR. Vestului , NR. 31",Mun. Ploieşti,PRAHOVA,Organizatoare,,elena.loghin@helatravel.ro
2776,MERAKI TRAVEL SRL,MERAKI TRAVEL,45611888,"STR. Cristea Mateescu , NR. 8 , BL. 42 , ET. 7 , AP. 45","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,merakitravelromania@gmail.com
278,ACT TOUR S.R.L.,ALLEGRIA CLASS TRAVEL,49323241,"STR. Ismaru , NR. 1   , AP. CAM 1","Com. Ghimpaţi, Sat Naipu",GIURGIU,Organizatoare,www.allegriaclasstravel.ro,allegriaclasstravel@gmail.com
2784,UNICO TRAVEL CLUB SRL,UNICO TRAVEL CLUB,47925941,"STR. Frăşari , NR. 49B",Oraş Voluntari,ILFOV,Organizatoare,,crisvlady@yahoo.com
2786,YOUR TRAVEL SOLUTIONS S.R.L.,YOU TRAVEL,48018452,"STR. Mircea Veroiu , NR. 44","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.YOUTRAVEL.RO,office@youtravel.ro
2788,DIAMANT TOURS SRL,DIAMANT TOURS,47050730,"STR. Nicolae Bălcescu , NR. 33  , ET. 3 , AP. 23","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,cristi.ilarian@yahoo.com
279,VEST REZERVARI VACANTE SRL,VEST TURISM,34126063,NR. 222,Com. Sânmihaiu Român,TIMIŞ,OrganizatoareOnline,www.vest-turism.ro,office@vest-turism.ro
2793,PROAVENTURA TRAVEL SRL,PROAVENTURA TRAVEL,50943999,"STR. C. A. Rosetti , NR. 5  , ET. 3",Mun. Piteşti,ARGEŞ,Organizatoare,WWW.PROAVENTURATRAVEL.RO,office@proaventuratravel.ro
2794,SC BIRSAEDIMPE SRL,BÎRSA - TURISM,33966836,"STR. Unirii , NR. 99","Com. Muntenii de Sus, Sat Muntenii de Sus",VASLUI,Organizatoare,WWW.BIRSA-TURISM.RO,birsaturism@gmail.com
2796,ONADVENTURE SRL,ONADVENTURE,47951908,"NR. 194  , ET. 1",Com. Baloteşti,ILFOV,OrganizatoareOnline,WWW.ONADVENTURE.RO,onadventure.ro@gmail.com
28,DREAM VOYAGE INTERNATIONAL SRL,OCAZIITURISTICE.RO,29259993,"STR. G-ral Gheorghe Magheru , NR. 31  , ET. 5","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ocaziituristice.ro,contact@ocaziituristice.ro
280,SKY TRAVEL AND LEARN S.R.L.,FIDES TRAVEL ROMANIA,36588093,"STR. Hristo Botev , NR. 9","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.fidestravel.ro,office@fidestravel.ro
2800,Z HOLIDAY SRL,Z HOLIDAYS,47756630,NR. 35,Com. Feleacu,CLUJ,Organizatoare,,office@ztour-travel.ro
2801,ACVAMANIA PARC SRL,ACVAMANIA PARC,33213226,"STR. Sg. Niţu Vasile , NR. 56 , BL. 9 , ET. 3 , AP. 73","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.GREENADVENTURE.RO,catalinc@greenadventure.ro
2805,MAIDEPARTE S.R.L.,WE EXPLORE,47589086,"STR. România Muncitoare , NR. 46",Mun. Craiova,DOLJ,OrganizatoareOnline,,exploram@weexplore.ro
2806,MEDITERANEEAN TRAVEL SRL,MEDITERANEEAN TRAVEL,15267619,"STR. Seneslav Voievod , NR. 52","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office@mediteraneeantravel.ro
2809,HAPPY TRAVELS TOUR SRL,HAPPY TRAVELS TOUR,48114557,"STR. Tomis , NR. 334A , BL. ST8",Mun. Constanţa,CONSTANŢA,Organizatoare,,ibicoi@yahoo.com
2810,SC TRAVEL CONCIARGE SRL,TEROX TRAVEL,47833791,"STR. Barajul Argeş , NR. 8A","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@terox.eu
2815,GRAY LINE ROMANIA SRL,GRAY LINE ROMANIA,45738971,"STR. Victoriei , NR. 21-23  , ET. 7","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@grayline.ro
2819,CARLOM SRL,LA VISION TRAVEL,21210560,"STR. Gen. Gheorghe Magheru , NR. 11 , BL. M11 , ET. Parter",Mun. Oradea,BIHOR,Organizatoare,,office@lavisiontravel.ro
282,PASIUNE FOREVER SRL,PASIUNE FOREVER,9347551,"NR. 1  , ET. 2 , AP. 6","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.pasiuneforever.ro,office@pasiuneforever.ro
2830,ON TOUR SRL,ON TOUR,45149569,NR. 8,Com. Recea,MARAMUREŞ,OrganizatoareOnline,,office@ontour.ro
2833,EDITOURS SRL,EDITOURS,8517313,"STR. Ion Referendaru , NR. 4 , BL. A18  , AP. 1",Mun. Râmnicu Vâlcea,VÂLCEA,OrganizatoareOnline,,info@editours.ro
2836,ELF-CHIDD-GEO SRL,ELF-CHIDD-GEO,45476480,"NR. 10 , BL. 148 , ET. 10",Mun. Ploieşti,PRAHOVA,Organizatoare,,elf.chidd.geo@gmail.com
2837,DUNYA TRAVEL ESCAPES SRL,DUNYA-ESCAPES,48101603,"STR. Johann Sebastian Bach , NR. 16  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.dunya-escapes.com,laura@dunya-escapes.com
2838,LILI TRAVEL TOURS SRL,LILI TRAVEL,46683157,"STR. Speranţei , NR. 21  , ET. 2 , AP. 5","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.lili.travel.ro,alexandra.carpo@lili.travel.ro
2841,PHOENIX DREAM TOURS SRL,DREAM TOUR,48291303,"STR. Unirii , NR. 100G",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,,nitamihai1010@gmail.com
2842,SC BTR TOURS SRL,BOUTIQUE ROMANIA,48252827,"STR. Egretei , NR. 11  , ET. 7 , AP. 64",Mun. Braşov,BRAŞOV,OrganizatoareOnline,,contact@boutiqueromania.com
2845,SC HERMES TRADE MARKET SRL,BESTINFORM,44028488,"NR. 2  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@bestinform.eu
2846,SC CHIPER WORLD TRAVEL SRL,CHIPER TRAVEL,46825685,"STR. Păcii , NR. 5   , AP. 4",Mun. Tulcea,TULCEA,Organizatoare,,marius.cirprian5@yahoo.com
2847,LEJEAN TRAVELS SRL,LEJEAN TRAVELS,48456444,"STR. Chitilei , NR. 242 , BL. 1  , AP. 84","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,lejeanloris@gmail.com
2849,SC MOCA TRAVEL SRL,MO & CA TRAVEL,48470570,"STR. Brazdei , NR. 22B  , ET. 2 , AP. 6",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,LAURADATCU@YAHOO.COM
2851,URBEX CODEX SRL,URBEX CODEX,48492390,"STR. Argentina , NR. 25","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,urbexcodex@yahoo.com
2853,HARY VACATIONS & TRIPS SRL,DOKTOR TRAVEL,38936712,"STR. Bucureşti , NR. 30 , BL. I38 , ET. 3 , AP. 12",Mun. Călăraşi,CĂLĂRAŞI,OrganizatoareOnline,,hary_trans@yahoo.com
2854,TOUR TRAVEL LUXURY SRL,TOUR TRAVEL LUXURY,48218124,"NR. 42  , ET. 4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office@luxurytourtravel.ro
2857,ARGO TRAVEL SERVICES SRL,ARGO TRAVEL,48488365,"STR. Beiuşului , NR. 26A",Mun. Oradea,BIHOR,Organizatoare,,administrativ@argotravel.ro
2858,SHANI TRAVEL SRL,SHANI TRAVEL,21301405,"STR. Maica Alexandra , NR. 5   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@shanitravel.ro
2859,BELLE VOYAGE SRL,BELLE VOYAGE,32538556,"NR. 299 , BL. B , ET. 1 , AP. 3","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,oanachirita2003@yahoo.com
286,ALLEGO TOUR SRL,AVENTUR.RO,22187881,"STR. Paul Greceanu , NR. 13 , BL. 21 , ET. 7 , AP. 46","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.aventur.ro,office@aventur.ro
2861,FUNDAȚIA ANGEL GABRIEL,HAPPY HMB TRAVEL,9905860,NR. 2,Mun. Ploieşti,PRAHOVA,OrganizatoareOnline,,angelgabriellef@gmail.com
2865,GOPEDIA TRAVEL SRL,GOPEDIA TRAVEL,37865354,"STR. Valea Florilor , NR. 2 , BL. P11  , AP. 21","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,,florentinanoaptes@yahoo.com
2866,SC YOKO KIDS SRL,YOKO KIDS,34826806,"NR. 40A  , ET. 3 , AP. 34",Com. Chiajna,ILFOV,Organizatoare,,yokokidsevents@gmail.com
2867,SC OPRA COMPANY SRL,OPRA TRAVEL,48559032,"STR. George Enescu , NR. 2 , BL. 7 , ET. PARTER",Mun. Suceava,SUCEAVA,Organizatoare,WWW.OPRATRAVEL.RO,oanapodariu@yahoo.com
2869,KLAUDIA TOUR TRAVEL SRL,KLAUDIA TOUR TRAVEL,48598929,"STR. Ştefan cel Mare , NR. 20   , AP. 1",Oraş Jimbolia,TIMIŞ,Organizatoare,,claudiakovacs50@yahoo.com
2871,HOLIDAY OFFICE EXPERIENCE SRL,HOLIDAY OFFICE EXPERIENCE,48558860,"NR. 10   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,manager@holidayoffice.ro
2873,A - Z  TRAVEL TOURS.RO S.R.L.,A - Z  TRAVEL TOURS.RO PLOIEŞTI - PH,44782332,"STR. Democraţiei , NR. 86 , BL. H3 , ET. II , AP. 9",Mun. Ploieşti,PRAHOVA,Organizatoare,,antoniud@yahoo.com
2875,AGERKRISTOS TOUR SRL,AGERKRIS TRAVEL,48483139,"STR. Naţională , NR. 55",Mun. Botoşani,BOTOŞANI,Organizatoare,,kvlasinescu@gmail.com
2877,MALEI TRAVEL GROUP SRL,MALEI TRAVEL GROUP,46572035,"NR. 4  , ET. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,infor@maleitravelgrup.com
2882,PURE TRAILS SRL,PURE TRAILS TRANSYLVANIA,48092297,"STR. Frăţiei , NR. 28   , AP. 5",Mun. Miercurea Ciuc,HARGHITA,OrganizatoareOnline,,puretrailstransylvania@gmail.com
2885,CRISTIAN TRAVEL AGENCY SRL,CRISTIAN TRAVEL AGENCY,10060620,"STR. Ana Ipătescu  , BL. 2  , AP. 6",Mun. Piteşti,ARGEŞ,Organizatoare,,info@cristiantravel.com
2886,TRAVEL SAGA SRL,TRAVEL SAGA,48597834,"NR. 4F  , ET. 1 , AP. 11",Com. Floreşti,CLUJ,OrganizatoareOnline,,otilia.betoaea@gmail.com
289,ANDREIU GLOBAL SRL,TROPICAL TUR,24955641,"STR. Nicolae Bălcescu , NR. 19",Mun. Orăştie,HUNEDOARA,Organizatoare,www.tropicaltur.ro,liviu.andreiu@tropicaltur.ro
2894,ERITAR SRL,4 FIT TRAVEL,27816958,"STR. Independenţei , NR. 266",Mun. Brăila,BRĂILA,Organizatoare,,ERITARRO@HOTMAIL.COM
2896,RORO TOUR S.R.L.,RORO TOUR,47341543,"STR. Republicii , NR. 8 , BL. N29 , ET. 2 , AP. 11",Mun. Călăraşi,CĂLĂRAŞI,Organizatoare,,rorotour@yahoo.com
2897,DREAM TOURS TURISM SRL,DREAM TOURS & TRAVEL,48840533,"STR. Corneliu Coposu , NR. 7 , BL. R63  , AP. 2",Mun. Oradea,BIHOR,Organizatoare,,dreamtoursoradea@gmail.com
290,LEODICRIS SRL,SMILE TRAVEL,21491164,"STR. Independenţei , NR. 15 , BL. 11-15 , ET. PARTER , AP. 23",Mun. Brăila,BRĂILA,Organizatoare,www.agentiasmile.ro,office@agentiasmile.ro
2900,ASOCIAȚIA PENTRU SUSTENABILITATE ȘI INOVARE,ASI,36209777,,Oraş Târgu Neamţ,NEAMŢ,Organizatoare,,ASINEAMT@YAHOO.COM
2901,ELECTRA TOUR OPERATORS & TRAVEL S.R.L.,ELECTRA TOUR OPERATORS& TRAVEL,46373695,"STR. Slt. Grigore Cătălin Haidău , NR. 5 , BL. 5  , AP. 32",Mun. Târgu Jiu,GORJ,Organizatoare,,electratouroperatorstravel@gmail.com
2902,ZANZI TRAVEL SRL,ZANZI TRAVEL,48932343,"STR. Lămâiului , NR. 4","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,contact@mambohotels.com
2903,JK TRAVEL SRL,JK TRAVEL,48911154,"STR. Octavian Goga , NR. 4 , BL. M26 , ET. 1 , AP. 25","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,sotir.sotirovski@gmail.com
2906,MAGENTA TRAVEL S.R.L.,CHEF DE DUCĂ,48963471,"STR. Ferdinand , NR. 28  , ET. PARTER , AP. 1",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,office.magentatravel@gmail.com
291,CRIMBO TOUR SRL,CRIMBO TOUR,30215699,"STR. Iuliu Maniu , NR. 51 , BL. 22B , ET. 15 , AP. 164","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.crimbotour.ro,contact@crimbotour.ro
2911,EXPRESS TRAVEL & EVENTS,EXPRESS TRAVEL,48999696,NR. 21,Mun. Constanţa,CONSTANŢA,Organizatoare,,mariana.cusu@outlook.com
2915,PHOENIX BUS SRL,WEEKENDTOURS,1556080,"STR. Nicolae Bălcescu , NR. 33  , ET. 3 , AP. 23","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,cristi_ilarian@yahoo.fr
2922,TRAVELLOR SRL,MR. TRAVELLOR,49156593,"STR. 1 Decembrie 1918 , NR. 206   , AP. 3",Mun. Târgu Mureş,MUREŞ,Organizatoare,,office@mrtravellor.ro
2923,ELDELA TRAVEL SRL,ELDELA TRAVEL,48960521,"NR. 6 , BL. N1",Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,,elvirajitescu@yahoo.com
2925,DYAEL TOUR OPERATORS & TRAVEL S.R.L.,DYAEL TOUR OPERATORS & TRAVEL,46392182,"STR. G-ral Ion Dragalina , NR. 3B",Mun. Târgu Jiu,GORJ,Organizatoare,,dianapetrescu25@gmail.com
2926,METROPOLITAN TRAVEL SRL,METROPOLITAN TRAVEL,49053741,"STR. Salcâmilor , NR. 17",Mun. Constanţa,CONSTANŢA,Organizatoare,metropolitantravel.ro,metropolitantravel.ro@gmail.com
2929,KARPATEN CHARTER SERVICES SRL,KARPATEN CHARTER SERVICES,45944181,"STR. Nicolae Iorga , NR. 5  , ET. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,GEORGRE@KARPATEN.RO
2932,TRAVEL HAUS SRL,TRAVEL HAUS,49172084,"STR. Opalului , NR. 12 , BL. C2 , ET. 4 , AP. 23",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,OFFICE@TRAVELHAUS.RO
2935,PROMELIA TOUR SRL,PROMELIA TOUR,49264951,"STR. Zizinului , NR. 35 , BL. 10  , AP. 1",Mun. Braşov,BRAŞOV,Organizatoare,,OFFICE@PROMELIA.RO
2936,FAR AWAY S.R.L.,EVERSUN TRAVEL,49131947,"STR. Principala , NR. 110","Com. Sânmartin, Sat Betfia",BIHOR,Organizatoare,,INFO@EVERSUNTRAVEL.RO
2937,LIVIA TRAVEL AGENCY SRL,LIVIA TRAVEL AGENCY,48606851,"NR. 36 , BL. 6D",Mun. Câmpina,PRAHOVA,Organizatoare,,AGENTIE@CLIPASTOUR.RO
2938,DEA HOLIDAYS S.R.L.,DEA HOLIDAYS,47513053,,"Com. Curteşti, Sat Băiceni",BOTOŞANI,OrganizatoareOnline,WWW.DEAHOLIDAYS.RO,info@bunaturcia.com
2939,MANDALA SRL,VACANŢE ALTFEL,49210919,"STR. Claude Debussy , NR. 38 , BL. 38 , ET. 2 , AP. 8",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,,anytzapeptan@gmail.com
2940,24 TRAVEL DESIGN SRL,24 TRAVEL,49286518,"STR. Băilor , NR. 2 , BL. D12  , AP. 2",Mun. Piteşti,ARGEŞ,Organizatoare,,office@24-travel.ro
2942,TERRAMONT ADVENTURE SRL,TERRAMONT,40787051,"STR. Fântânele , NR. 34-36  , ET. parter , AP. 32",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,,acontact@terramont.ro
2943,A TO Z TRAVEL EVENTS SRL,A TO Z TRAVEL,32562929,"STR. Colentina , NR. 48   , AP. CAMERA 1","Com. Mogoşoaia, Sat Mogoşoaia",ILFOV,OrganizatoareOnline,,office@meliortravel.ro
2944,ATLASIO SRL,ATLASIO,49108103,"STR. Augustin Presecan , NR. 6  , ET. 2 , AP. 34",Mun. Cluj-Napoca,CLUJ,Organizatoare,,atlasio.romania@gmail.com
2945,VIAGGIARE BUCAREST SRL,VIAGGIARE BUCAREST,38374509,"STR. Brebu , NR. 2 , BL. T10 , ET. 2 , AP. 14","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,VIAGGIAREBUCAREST@YAHOO.COM
2946,DARE EXPLORER SRL,NOMADI EXPERIENCE,49011525,"STR. Stolnicul Vasile , NR. 6 , BL. 29BIS , ET. 3 , AP. 12","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,contact@nomadiexperience.ro
2947,ADANTE TRADE SRL,ELEVATE YOUR TRAVEL,38962088,"STR. Carierei , NR. 8",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,,adina.catana@yahoo.com
2948,UMBRELLA TOURS SRL,NATURE ADVENTURES,49323462,"STR. Dumbrăvii  , BL. 25 , ET. 4 , AP. 10",Mun. Sibiu,SIBIU,OrganizatoareOnline,,info@natureguide.ro
2955,AVRAAM TRAVEL TRANSPORT SRL,AVRAAM TRAVEL TRANSPORT,49190994,NR. 16,"Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,costel@avraamtravel.ro
2964,EM TRAVEL SRL,EM TRAVEL,49445583,"STR. Vasile Lupu , NR. 41",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,elencumanea@gmail.com
2965,360 JOURNEY TOUR SRL,CITY ADVENTURE,43439922,"STR. Aripilor , NR. 10 , BL. 6E , ET. 2 , AP. 11","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.360journey.ro,contact@360journey.ro
297,BEST TRAVEL INTERNATIONAL SRL,BEST TRAVEL,14522942,NR. 83,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.besttravel.ro,office@besttravel.ro
2970,FILBUS TRAVEL AGENCY SRL,FLIX TRAVEL,40132108,"STR. Theodor Burada , NR. 1",Mun. Constanţa,CONSTANŢA,Organizatoare,,office@filbus.ro
2974,ONE TRAVEL EVENTS SRL,ONE TRAVEL EVENTS,49552890,"STR. Ion Mihalache , NR. 174 , BL. D , ET. 3 , AP. 13","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,marina.fizesan@gmail.com
2975,PORTAL VACANŢE S.R.L.,PORTAL VACANȚE,48947085,"STR. Crişan , NR. 9  , ET. 1",Mun. Slobozia,IALOMIŢA,Organizatoare,,rosuvalentina26@gmail.com
2980,TRAVEL STORE,MANGO TRAVEL,49660930,"STR. Octavian Goga , NR. 40","Com. Sânmartin, Sat Sânmartin",BIHOR,Organizatoare,,contact@mangotravel.ro
2989,CLALICE INVEST SRL,VOOKBOOK,35357759,"STR. Gheorghe Ţiţeica , NR. 2",Mun. Sibiu,SIBIU,Organizatoare,,banciu.larisa02@gmail.com
2990,ROAMERS OF WOODS SRL,BLUE COMPASS,49390810,NR. 1432,"Com. Moisei, Sat Moisei",MARAMUREŞ,Organizatoare,,roamersofwoods@gmail.com
2994,BASILICA AVVA TOUR S.R.L.,BSL K TOUR,49584239,"STR. Viorelelor , NR. 1",Oraş Breaza,PRAHOVA,Organizatoare,,OFFICE@BASILICATOUR.RO
2995,AEGYSSUS DELTA DREAM SRL,DELTA DREAM,48132480,"STR. Toamnei , NR. 1",Mun. Tulcea,TULCEA,Organizatoare,,ispasrg@gmail.com
2996,CATCRIN TOURS S.R.L.,CLUJ TOURS,45441384,"STR. Muzeul Apei , NR. 13C   , AP. 16",Com. Floreşti,CLUJ,Organizatoare,www.clujtours.ro,clujtours@gmail.com
3004,HOROSCOP TRAVEL S.R.L.,HOROSCOP TRAVEL,49488410,"STR. Concordiei , NR. 7","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.horoscoptravel.ro,contact@horoscoptravel.ro
3008,ARTISAN VACANTION SRL,ARTISAN VACANTION,49643351,"STR. Constantin Brâncuşi , NR. 184  , ET. 5 , AP. 22",Mun. Cluj-Napoca,CLUJ,Organizatoare,,traian@artisanvacantion.com
3010,AMBER OAK HOLDINGS SRL,AMBER OAK,41062680,"STR. Erou Iancu Nicolae , NR. 33E   , AP. 1",Oraş Voluntari,ILFOV,Organizatoare,amberoak.ro,office@amberoak.ro
3014,Heide Reisen SRL,HEIDE REISEN,44912092,"STR. Adrian Păunescu , NR. 22","Com. Şura Mare, Sat Şura Mare",SIBIU,Organizatoare,,info@heide-reisen.de
3022,ZEBRA TRAVEL SRL,ZEBRA TRAVEL,22262606,"STR. Mioriţei , NR. 21 , BL. A , ET. 1",Mun. Câmpina,PRAHOVA,OrganizatoareOnline,WWW.ZEBRATRAVEL.RO,zebratravel01@gmail.com
3024,OCEANUS ATLAS SRL,ATLAS TRAVEL,49790816,"STR. Tăutului , NR. 19 , BL. D  , AP. 13","Com. Floreşti, Sat Floreşti",CLUJ,OrganizatoareOnline,,TIMEEA89@GMAIL.COM
3027,CRISTI ROTRANS AGENCY SRL,CRISTI ROTOUR,49507252,"STR. Pompiliu Dan , NR. 12A",Oraş Zărneşti,BRAŞOV,Organizatoare,,lilicrirox@yahoo.com
3028,ENVOGUE DELUXE SRL,ENVOGUE DELUXE,48774170,"STR. Pescarilor , NR. 3 , BL. J9 , ET. 2 , AP. 9",Mun. Piteşti,ARGEŞ,OrganizatoareOnline,,cristina.dragan112@gmail.com
3029,ȘERBAN NTS TOUR SRL,ȘERBAN NTS TOUR,44975988,"STR. Mihail Kogălniceanu , NR. 1",Oraş Mizil,PRAHOVA,Organizatoare,,serbanntstour@gmail.com
303,ERC SMART SRL,TRUE TRAVEL,32151397,"STR. Bolyai , NR. 27",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.truetravel.ro,office@truetravel.ro
3031,DREAM TRIPS SRL,DREAM TRIPS,49414862,"STR. Trotuşului , NR. 5A","Com. Blejoi, Sat Ploieştiori",PRAHOVA,OrganizatoareOnline,www.dreamtrip.ro,office@dreamtrips.ro
3032,SLOW TRAVELLERS SRL,THE SLOW TRAVELLERS,45333064,"STR. Dragoş Vodă , NR. 46",Mun. Piatra Neamţ,NEAMŢ,Organizatoare,www.theslowreavellers.ro,smaranda@theslowtravellers.ro
