nr_licenta,licenta_tip,data_emitere,operator_economic,nr_registru_comert,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email,col13,col14,col15
2766,Licenta,10.04.2023,SIMPA TRANS SRL,J13/564/1999,SIMPA TRANS,11393363,"STR. Henny Ignatie , NR. 11","Mun. Mangalia, Loc. Saturn",CONSTANŢA,Organizatoare,,office@simpatrans.ro,,,
2767,Licenta,19.04.2023,HEY HOLIDAY 2022 SRL,J39/587/2022,HEY HOLIDAY,46298283,"STR. Ştefan cel Mare , NR. 33",Oraş Odobeşti,VRANCEA,Intermediara,,gabriel.mocanu905@gmail.com,,,
2768,Licenta,19.04.2023,GREEN A PRIME PROPRIETIES SRL,J39/586/2007,ANNA GOLD TRAVELS,22027201,"STR. Stupilor , NR. 3",Mun. Focşani,VRANCEA,IntermediaraOnline,,oana.tuvene@gmail.com,,,
2769,Licenta,19.04.2023,VASILESCU TURISM SRL,J18/1460/2022,VASILESCU TURISM,47276682,"STR. Pieţei , NR. 2 , BL. G1  , AP. 4",Mun. Motru,GORJ,Intermediara,,vasilescu86@yahoo.com,,,
277,Licenta,07.12.2018,KOGAION GROUP SRL,J01/623/2006,EXIMTUR,18769946,"STR. Revoluţiei 1989 , NR. 14 , BL. B4  , AP. 44/2",Mun. Alba Iulia,ALBA,Organizatoare,www.eximtur.ro,albaiulia@eximtur.ro,,,
2770,Licenta,20.04.2023,HELA TRAVEL CONSULTING SRL,J29/652/2012,HELA TRAVEL,30118823,"STR. Vestului , NR. 31",Mun. Ploieşti,PRAHOVA,Organizatoare,,elena.loghin@helatravel.ro,,,
2771,Licenta,25.07.2023,TRAVEL AND BROKER GROUP SRL,J4/339/2023,TRAVEL BROKER,47688195,"STR. Romanului , NR. 145A",Mun. Bacău,BACĂU,Intermediara,,travelandbroker@gmail.com,,,
2772,Licenta,04.12.2023,CAEDO LINE SRL,J8/513/2023,CAEDO TRAVEL,47661009,"STR. Crizantemei , NR. 6-8  , ET. 2 , AP. 5",Oraş Ghimbav,BRAŞOV,Intermediara,www.cskroyaltravel.ro,caedo.travel@gmail.com,,,
2773,Licenta,20.04.2023,ONEST EDUCATION S.R.L.,J4/1999/2021,ONEST EDUCATION,45282157,"STR. I. L. Caragiale , NR. 5 , BL. 5  , AP. 2",Mun. Bacău,BACĂU,Intermediara,,contact@onesteducation.ro,,,
2774,Licenta,21.04.2023,DISCOVER TRAVEL SRL,J2/656/2007,DISCOVER TRAVEL,21453071,"STR. Cloşca , NR. 112",Oraş Curtici,ARAD,IntermediaraOnline,,siminagrozav@yahoo.com,,,
2775,Licenta,26.04.2023,APARTEL.RO SRL,J13/809/2022,APARTEL TRAVEL,45774990,"STR. Mamaia , NR. 24  , ET. 1 , AP. B4",Mun. Constanţa,CONSTANŢA,Intermediara,,office@apartel.ro,,,
2776,Licenta,02.05.2023,MERAKI TRAVEL SRL,J40/2332/2022,MERAKI TRAVEL,45611888,"STR. Cristea Mateescu , NR. 8 , BL. 42 , ET. 7 , AP. 45","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,merakitravelromania@gmail.com,,,
2777,Licenta,03.05.2023,MERAKI TRAVEL SRL,J13/709/2023,AQUAMAR TRAVEL,47724891,"STR. Mamaia Nord , NR. 32A   , AP. 8",Oraş Năvodari,CONSTANŢA,IntermediaraOnline,,aquamartravel@gmail.com,,,
2778,Licenta,03.05.2023,CSK ROYAL TRAVEL ARL,J29/1426/2020,CSK ROYAL TRAVEL,42918250,NR. 43,Oraş Buşteni,PRAHOVA,Intermediara,www.cskroyaltravel.ro,cătălincismaru@gmail.com,,,
2779,Licenta,05.05.2023,ALMA TRAVEL SRL,J3/1742/2022,ALMA TRAVEL,46430197,"STR. Argeşului , NR. 13I",Mun. Piteşti,ARGEŞ,IntermediaraOnline,,almatravelpitesti@gmail.com,,,
278,Licenta,08.02.2024,ACT TOUR S.R.L.,J52/1155/2023,ALLEGRIA CLASS TRAVEL,49323241,"STR. Ismaru , NR. 1   , AP. CAM 1","Com. Ghimpaţi, Sat Naipu",GIURGIU,Organizatoare,www.allegriaclasstravel.ro,allegriaclasstravel@gmail.com,,,
2781,Licenta,08.05.2023,NATALIA FLY TRAVEL SRL,J17/192/2022,NATALIA TRAVEL,45563039,"STR. Gheorghe Petraşcu , NR. 40 , BL. P2  , AP. 62",Mun. Tecuci,GALAŢI,Intermediara,,office@natalia-travel.com,,,
2782,Licenta,28.04.2025,PARADISE & BEYOND SRL,J4/568/2023,PARADISE & BEYOND,47923460,"STR. Gen. Andrei Popovici , NR. 10 , BL. 7 , ET. 1 , AP. 15","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,beyond@paradisetour.ro,,,
2783,Licenta,09.05.2023,BAPTER CROSS LINE SRL,J8/131/2004,BAPTER TURISM,16086548,"STR. Mihail Eminescu , NR. 4",Mun. Făgăraş,BRAŞOV,Intermediara,,luciopris@yahoo.com,,,
2784,Licenta,09.05.2023,UNICO TRAVEL CLUB SRL,J23/2225/2023,UNICO TRAVEL CLUB,47925941,"STR. Frăşari , NR. 49B",Oraş Voluntari,ILFOV,Organizatoare,,crisvlady@yahoo.com,,,
2785,Licenta,09.05.2023,GAB TRAVEL PROJECT SRL,J32/718/2023,GABTOUR TRAVEL,47980490,"STR. Liviu Ciulei  , BL. 15  , AP. 13",Oraş Cisnădie,SIBIU,IntermediaraOnline,,gab_travel@yahoo.com,,,
2786,Licenta,25.05.2023,YOUR TRAVEL SOLUTIONS S.R.L.,J40/7471/2023,YOU TRAVEL,48018452,"STR. Mircea Veroiu , NR. 44","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.YOUTRAVEL.RO,office@youtravel.ro,,,
2787,Licenta,15.05.2023,JOURNEY HUB SRL,J32/671/2023,JOURNEY HUB,47945442,"STR. Feleac , NR. 5 , BL. 8  , AP. 3",Mun. Mediaş,SIBIU,IntermediaraOnline,WWW.JOURNEYHUB.RO,contact@journeyhub.ro,,,
2788,Licenta,19.05.2023,DIAMANT TOURS SRL,J40/21005/2022,DIAMANT TOURS,47050730,"STR. Nicolae Bălcescu , NR. 33  , ET. 3 , AP. 23","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,cristi.ilarian@yahoo.com,,,
2789,Licenta,19.05.2023,ELAMI CONSULTING SRL,J40/20312/2005,ELAMI TRAVEL,18185300,"NR. 18  , ET. 1 , AP. 7","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,,f.rahmanov@gmail.com,,,
279,Licenta,10.12.2018,VEST REZERVARI VACANTE SRL,J35/390/2015,VEST TURISM,34126063,NR. 222,Com. Sânmihaiu Român,TIMIŞ,OrganizatoareOnline,www.vest-turism.ro,office@vest-turism.ro,,,
2790,Licenta,19.05.2023,CARPATIA EXCURSII PENTRU TOŢI SRL,J10/1498/2022,CARPATIA EXCURSII PENTRU TOŢI,47150772,"STR. Chiristigii , NR. 8",Mun. Buzău,BUZĂU,Intermediara,,carpatiaexcursiipentrutoti@gmail.com,,,
2791,Licenta,23.05.2023,DTRAVEL AGENCY SRL,J23/2766/2023,DTRAVEL,48064734,"STR. Râul Vedea , NR. 4C   , AP. 1",Oraş Bragadiru,ILFOV,IntermediaraOnline,,ciurarudiana@yahoo.com,,,
2792,Licenta,25.05.2023,INA FAMILY TRAVEL SRL,J40/7821/2023,INA FAMILY TRAVEL,48052020,"NR. 1 , BL. 29 , ET. 5 , AP. 153","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,mia_carina@yahoo.fr,,,
2793,Licenta,21.01.2025,PROAVENTURA TRAVEL SRL,J2024044306009,PROAVENTURA TRAVEL,50943999,"STR. C. A. Rosetti , NR. 5  , ET. 3",Mun. Piteşti,ARGEŞ,Organizatoare,WWW.PROAVENTURATRAVEL.RO,office@proaventuratravel.ro,,,
2794,Licenta,30.05.2023,SC BIRSAEDIMPE SRL,J37/17/2015,BÎRSA - TURISM,33966836,"STR. Unirii , NR. 99","Com. Muntenii de Sus, Sat Muntenii de Sus",VASLUI,Organizatoare,WWW.BIRSA-TURISM.RO,birsaturism@gmail.com,,,
2796,Licenta,12.06.2023,ONADVENTURE SRL,J23/2326/2023,ONADVENTURE,47951908,"NR. 194  , ET. 1",Com. Baloteşti,ILFOV,OrganizatoareOnline,WWW.ONADVENTURE.RO,onadventure.ro@gmail.com,,,
2799,Licenta,12.06.2023,IUSTITEOMAR SRL,J27/862/2019,CORINT TRAVEL,41372710,"STR. Mihai Eminescu  , BL. 2  , AP. 1",Mun. Roman,NEAMŢ,Intermediara,,corinttravel@gmail.com,,,
28,Licenta,14.06.2021,DREAM VOYAGE INTERNATIONAL SRL,J40/12651/2011,OCAZIITURISTICE.RO,29259993,"STR. G-ral Gheorghe Magheru , NR. 31  , ET. 5","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ocaziituristice.ro,contact@ocaziituristice.ro,,,
280,Licenta,04.04.2019,SKY TRAVEL AND LEARN S.R.L.,J40/12918/2016,FIDES TRAVEL ROMANIA,36588093,"STR. Hristo Botev , NR. 9","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.fidestravel.ro,office@fidestravel.ro,,,
2800,Licenta,12.06.2023,Z HOLIDAY SRL,J12/1051/2023,Z HOLIDAYS,47756630,NR. 35,Com. Feleacu,CLUJ,Organizatoare,,office@ztour-travel.ro,,,
2801,Licenta,12.06.2023,ACVAMANIA PARC SRL,J40/6316/2014,ACVAMANIA PARC,33213226,"STR. Sg. Niţu Vasile , NR. 56 , BL. 9 , ET. 3 , AP. 73","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.GREENADVENTURE.RO,catalinc@greenadventure.ro,,,
2802,Licenta,16.08.2023,CARPARTIS ENTREPRISE SRL,J35/2164/2018,CARPARTIS ENTERPRISE,39539257,"STR. Mangalia , NR. 3",Mun. Timişoara,TIMIŞ,Intermediara,,-,,,
2803,Licenta,18.03.2024,UBI TOURS AND TRAVELS SRL,J40/9378/2023,UBI TOURS AND TRAVELS,48196530,"STR. Craioviţa , NR. 2 , BL. A30 , ET. 7 , AP. 22","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,-,,,
2804,Licenta,03.12.2025,TURIST TRAVEL S.R.L.,,TURIST TRAVEL,48014230,"STR. Sg. Haţegan  , BL. H3 , ET. 1 , AP. 5",Mun. Aiud,ALBA,Intermediara,,turisttravel08@gmail.com,,,
2805,Licenta,06.11.2025,MAIDEPARTE S.R.L.,J16/293/2023,WE EXPLORE,47589086,"STR. România Muncitoare , NR. 46",Mun. Craiova,DOLJ,OrganizatoareOnline,,exploram@weexplore.ro,,,
2806,Licenta,26.06.2023,MEDITERANEEAN TRAVEL SRL,J40/3425/2003,MEDITERANEEAN TRAVEL,15267619,"STR. Seneslav Voievod , NR. 52","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office@mediteraneeantravel.ro,,,
2807,Licenta,24.11.2023,FAIN TRAVEL SRL,J23/3289/2023,FAIN TRAVEL,48194254,"STR. Ordonanţei , NR. 7 CAMERA 2",Oraş Bragadiru,ILFOV,Intermediara,,faintraveloffice@gmail.com,,,
2808,Licenta,03.07.2023,SABINA ELECTRONIC INTERNATIONAL SRL,J16/386/1999,SABINA TRAVELS & JOY,11842136,"STR. Felix Aderca  , BL. 7",Mun. Craiova,DOLJ,Intermediara,,sabina_el_int@yahoo.com,,,
2809,Licenta,03.07.2023,HAPPY TRAVELS TOUR SRL,J13/1559/2023,HAPPY TRAVELS TOUR,48114557,"STR. Tomis , NR. 334A , BL. ST8",Mun. Constanţa,CONSTANŢA,Organizatoare,,ibicoi@yahoo.com,,,
2809*,Licenta,28.06.2023,DR. ILINCA TRAVELS SRL,J40/10055/2023,DR - TRAVELS,48250044,"STR. Dacia , NR. 20  , ET. 5","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,dana@dr-travels.ro,,,
281,Licenta,02.09.2020,APPLE TOUR SRL,J13/548/2005,APPLE TOUR,17274612,"STR. Mircea cel Bătrân , NR. 124",Mun. Constanţa,CONSTANŢA,Intermediara,www.appletour.ro,rezervari@appletour.ro,,,
2810,Licenta,03.07.2023,SC TRAVEL CONCIARGE SRL,J40/5262/2023,TEROX TRAVEL,47833791,"STR. Barajul Argeş , NR. 8A","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@terox.eu,,,
2812,Licenta,03.07.2023,SC ISTANBUL TRAVEL SRL,J12/4821/2018,ISTANBUL TRAVEL,40048288,STR. Căii Ferate,Mun. Cluj-Napoca,CLUJ,Intermediara,,istanbultraveloffice@gmail.com,,,
2813,Licenta,03.07.2023,FLY VOYAGE SRL,J4/313/2023,FLY VOYAGE,47658119,"STR. Republicii  , BL. 2",Oraş Buhuşi,BACĂU,Intermediara,,flyvoyage2@gmail.com,,,
2814,Licenta,04.07.2023,AVA BOOKING SRL,J40/10272/2023,AVA BOOKING,48267186,"STR. Presei , NR. 1 , BL. 28 , ET. 3 , AP. 15","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,anamariagavrilescu@yahoo.com,,,
2815,Licenta,03.07.2023,GRAY LINE ROMANIA SRL,J40/4099/2022,GRAY LINE ROMANIA,45738971,"STR. Victoriei , NR. 21-23  , ET. 7","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@grayline.ro,,,
2816,Licenta,03.07.2023,VENOM SRL,J37/453/2003,VENOM TRAVEL,15690812,"STR. Ştefan cel Mare  , BL. 313",Mun. Vaslui,VASLUI,Intermediara,,agentia.venom@gmail.com,,,
2818,Licenta,17.07.2023,TRIPSTORIA SRL,J40/14902/2022,TRIPSTORIA,46576444,"STR. Gura Putnei , NR. 157E  , ET. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,tripstoria.travel@gmail.com,,,
2819,Licenta,19.01.2024,CARLOM SRL,J05/475/2007,LA VISION TRAVEL,21210560,"STR. Gen. Gheorghe Magheru , NR. 11 , BL. M11 , ET. Parter",Mun. Oradea,BIHOR,Organizatoare,,office@lavisiontravel.ro,,,
282,Licenta,10.12.2018,PASIUNE FOREVER SRL,J40/1490/1997,PASIUNE FOREVER,9347551,"NR. 1  , ET. 2 , AP. 6","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.pasiuneforever.ro,office@pasiuneforever.ro,,,
2820,Licenta,17.07.2023,SIMODAV ALEXANDRA TOURS SRL,J29/2070/2022,SIMODAV ALEXANDRA TOURS,46508873,NR. 58,Com. Bucov,PRAHOVA,IntermediaraOnline,,anica.alexandru2018@yahoo.com,,,
2821,Licenta,17.07.2023,SIMMIR DEVELOPMENT SRL,J8/2875/2022,SIMMIR TRAVEL,46807069,"STR. Feldioarei , NR. 147",Mun. Braşov,BRAŞOV,IntermediaraOnline,,simona.vilsan.banu77@gmail.com,,,
2822,Licenta,17.07.2023,2H ENGINEERING SRL,J40/2049/1993,2H TRAVEL AGENCY,3329890,"STR. Popa Nan , NR. 32  , ET. 1 , AP. 7","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,,radu@2htravel.ro,,,
2823,Licenta,17.07.2023,CORONA STARS INVEST SRL,J29/2380/2019,CORONA STARS INVEST,41389585,"STR. Democraţiei , NR. 86 , BL. H3 , ET. 2 , AP. 9",Mun. Ploieşti,PRAHOVA,IntermediaraOnline,,roxanaanelissedonca@gmail.com,,,
2824,Licenta,25.07.2023,ONE GETAWAY CONCEPT SRL,J40/9043/2023,ONE GETAWAY CONCEPT,48167209,"STR. Alexandru Obregia , NR. 28 , BL. R13 , ET. 1 , AP. 7","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,adrian.mihail@outlook.com,,,
2825,Licenta,17.07.2023,JUMP IN HOLIDAYS SRL,J23/3195/2023,JUMP IN HOLIDAYS,48166947,NR. 3,Com. Domneşti,ILFOV,IntermediaraOnline,,cristinavernescu@yahoo.com,,,
2827,Licenta,24.07.2023,ESCAPE TURISM SRL,J17/766/2023,GROUP ESCAPE ROMANIA,48172442,"STR. Galaţii Noi , NR. 8 , BL. L3 , ET. 1 , AP. 4",Mun. Galaţi,GALAŢI,IntermediaraOnline,,citea_andreea@yahoo.com,,,
2828,Licenta,24.07.2023,FLIKK CORPORATION ONE SRL,J5/3042/2021,VOYAGO,45279976,"NR. 7 , BL. PB44 , ET. 4 , AP. 18",Mun. Oradea,BIHOR,IntermediaraOnline,,budadarius99@gmail.com,,,
2829,Licenta,24.07.2023,TEAM EVENTS SOLUTIONS SRL,J23/3843/2023,TEAM EVENTS SOLUTIONS,48318549,"STR. Rezervelor , NR. 5F  , ET. 1 , AP. 12",Com. Chiajna,ILFOV,Intermediara,,office@teameventssolutions.ro,,,
283,Licenta,10.12.2018,CONSULTING PARTENER SRL,J22/832/2005,DYMAS TRAVEL,17399900,"STR. Alexandru Slătineanu , NR. 6",Mun. Iaşi,IAŞI,IntermediaraOnline,www.dymastravel.ro,sebastian@dymastravel.ro,,,
2830,Licenta,24.07.2023,ON TOUR SRL,J24/1856/2021,ON TOUR,45149569,NR. 8,Com. Recea,MARAMUREŞ,OrganizatoareOnline,,office@ontour.ro,,,
2831,Licenta,24.07.2023,SEJUR EXTERN SRL,J27/201/2012,SEJUR EXTERN,29981633,"STR. Egretei , NR. 33 , BL. B25  , AP. 8",Mun. Braşov,BRAŞOV,Intermediara,,office@sejur-extern.ro,,,
2832,Licenta,15.04.2025,MIDUMA TOUR SRL,J3/956/2023,MIDUMA TOUR,48055302,"STR. Lt. Baloleanu , NR. 6",Mun. Câmpulung,ARGEŞ,Organizatoare,,,,,
2833,Licenta,24.07.2023,EDITOURS SRL,J38/362/1996,EDITOURS,8517313,"STR. Ion Referendaru , NR. 4 , BL. A18  , AP. 1",Mun. Râmnicu Vâlcea,VÂLCEA,OrganizatoareOnline,,info@editours.ro,,,
2834,Licenta,24.07.2023,RAKATA TRAVEL SRL,J40/6249/2023,RAKATA TRAVEL,47915590,"STR. Ion Agârbiceanu , NR. 3-11 , BL. C , ET. 8 , AP. 84","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,office@rakata-travel.ro,,,
2835,Licenta,24.07.2023,DAN BUSINESS TRAVEL SRL,J32/2662/2022,WORLDWIDE TOUR,47324402,"STR. Faurului , NR. 19   , AP. 13",Mun. Sibiu,SIBIU,Intermediara,,dani.gandila@yahoo.com,,,
2836,Licenta,24.07.2023,ELF-CHIDD-GEO SRL,J29/129/2022,ELF-CHIDD-GEO,45476480,"NR. 10 , BL. 148 , ET. 10",Mun. Ploieşti,PRAHOVA,Organizatoare,,elf.chidd.geo@gmail.com,,,
2837,Licenta,25.07.2023,DUNYA TRAVEL ESCAPES SRL,J40/8299/2023,DUNYA-ESCAPES,48101603,"STR. Johann Sebastian Bach , NR. 16  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.dunya-escapes.com,laura@dunya-escapes.com,,,
2838,Licenta,19.01.2024,LILI TRAVEL TOURS SRL,J32/1778/2022,LILI TRAVEL,46683157,"STR. Speranţei , NR. 21  , ET. 2 , AP. 5","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.lili.travel.ro,alexandra.carpo@lili.travel.ro,,,
2839,Licenta,27.07.2023,RAZTUR EXPRES SRL,J17/1495/2021,RAZTUR,44893411,NR. 50,Mun. Galaţi,GALAŢI,Intermediara,WWW.RAZTUR.RO,razturexpres@yahoo.com,,,
284,Licenta,10.12.2018,BLUE HERON TRAVEL SRL,J40/1491/2013,BLUE HERON TRAVEL,31193122,"STR. Traian Popovici , NR. 79-91 , BL. LE FONTANE","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,,info@blueheron.ro,,,
2840,Licenta,27.07.2023,BOOK AND GO SRL,J35/2536/2023,BOOK AND GO HOLIDAY,48425715,"STR. Şagului , NR. 50   , AP. 2",Mun. Timişoara,TIMIŞ,Intermediara,www.bookandgo.ro,bookandgo.tm@gmail.com,,,
2841,Licenta,27.07.2023,PHOENIX DREAM TOURS SRL,J15/708/2023,DREAM TOUR,48291303,"STR. Unirii , NR. 100G",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,,nitamihai1010@gmail.com,,,
2842,Licenta,24.11.2023,SC BTR TOURS SRL,J8/1563/2023,BOUTIQUE ROMANIA,48252827,"STR. Egretei , NR. 11  , ET. 7 , AP. 64",Mun. Braşov,BRAŞOV,OrganizatoareOnline,,contact@boutiqueromania.com,,,
2843,Licenta,08.08.2023,TRAVEL REPEAT SRL,J22/1962/2023,TRAVEL REPEAT,48369933,"NR. 4A , BL. C2  , AP. 15",Com. Valea Lupului,IAŞI,IntermediaraOnline,,office@travelrepeat.ro,,,
2844,Licenta,08.08.2023,SC PENCIL SRL,J18/283/2000,DANYY TRAVEL,13634409,"STR. Viorelelor , NR. 14",Mun. Târgu Jiu,GORJ,Intermediara,,ileana19fuiorea@yahoo.com,,,
2845,Licenta,08.08.2023,SC HERMES TRADE MARKET SRL,J40/5886/2021,BESTINFORM,44028488,"NR. 2  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@bestinform.eu,,,
2846,Licenta,21.08.2023,SC CHIPER WORLD TRAVEL SRL,J36/582/2022,CHIPER TRAVEL,46825685,"STR. Păcii , NR. 5   , AP. 4",Mun. Tulcea,TULCEA,Organizatoare,,marius.cirprian5@yahoo.com,,,
2847,Licenta,22.08.2023,LEJEAN TRAVELS SRL,J40/12608/2023,LEJEAN TRAVELS,48456444,"STR. Chitilei , NR. 242 , BL. 1  , AP. 84","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,lejeanloris@gmail.com,,,
2849,Licenta,29.08.2023,SC MOCA TRAVEL SRL,J13/2354/2023,MO & CA TRAVEL,48470570,"STR. Brazdei , NR. 22B  , ET. 2 , AP. 6",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,LAURADATCU@YAHOO.COM,,,
2850,Licenta,26.09.2023,MILCA SRL,J2/593/1993,MILCA TRAVEL,3861145,"STR. Solomon , NR. 9",Mun. Arad,ARAD,Intermediara,,officemilca@yahoo.com,,,
2851,Licenta,04.09.2023,URBEX CODEX SRL,J40/13154/2023,URBEX CODEX,48492390,"STR. Argentina , NR. 25","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,urbexcodex@yahoo.com,,,
2852,Licenta,04.09.2023,ALMA TOUR INTERNATIONAL SRL,J29/1176/2022,24 TOUR,46065458,NR. 90-92,Mun. Ploieşti,PRAHOVA,IntermediaraOnline,,contact@24tour.ro,,,
2853,Licenta,02.10.2023,HARY VACATIONS & TRIPS SRL,J51/154/2018,DOKTOR TRAVEL,38936712,"STR. Bucureşti , NR. 30 , BL. I38 , ET. 3 , AP. 12",Mun. Călăraşi,CĂLĂRAŞI,OrganizatoareOnline,,hary_trans@yahoo.com,,,
2854,Licenta,04.09.2023,TOUR TRAVEL LUXURY SRL,J40/9688/2023,TOUR TRAVEL LUXURY,48218124,"NR. 42  , ET. 4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office@luxurytourtravel.ro,,,
2855,Licenta,04.09.2023,MAP OF JOY SRL,J40/12290/2023,MAP OF JOY,48427627,"STR. Mămulari , NR. 1  , ET. 1 , AP. 8-9","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,dalila_leone@hotmail.com,,,
2856,Licenta,15.09.2023,TK GLOBAL ASSET MANAGEMENT SRL,J40/17531/2020,TK GLOBAL ASSET MANAGEMENT,43468634,"STR. Mitropolitul Andrei Şaguna , NR. 16","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,TK@TATISTRAVEL.COM,,,
2857,Licenta,14.12.2023,ARGO TRAVEL SERVICES SRL,J5/1823/2023,ARGO TRAVEL,48488365,"STR. Beiuşului , NR. 26A",Mun. Oradea,BIHOR,Organizatoare,,administrativ@argotravel.ro,,,
2858,Licenta,15.09.2023,SHANI TRAVEL SRL,J23/5354/2023,SHANI TRAVEL,21301405,"STR. Maica Alexandra , NR. 5   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@shanitravel.ro,,,
2859,Licenta,15.09.2023,BELLE VOYAGE SRL,J40/14810/2013,BELLE VOYAGE,32538556,"NR. 299 , BL. B , ET. 1 , AP. 3","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,oanachirita2003@yahoo.com,,,
286,Licenta,27.08.2020,ALLEGO TOUR SRL,J40/14487/2007,AVENTUR.RO,22187881,"STR. Paul Greceanu , NR. 13 , BL. 21 , ET. 7 , AP. 46","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.aventur.ro,office@aventur.ro,,,
2860,Licenta,15.09.2023,SOHODOL TURISM SRL,J8/2253/2023,SOHODOL TURISM,48619908,NR. 504,Com. Bran,BRAŞOV,Intermediara,,mariana@vilabran.ro,,,
2861,Licenta,25.06.2025,FUNDAȚIA ANGEL GABRIEL,,HAPPY HMB TRAVEL,9905860,NR. 2,Mun. Ploieşti,PRAHOVA,OrganizatoareOnline,,angelgabriellef@gmail.com,,,
2862,Licenta,19.09.2023,WONDELLA WORLD INTEGRATED SRL,J2/488/2023,WONDELLA WORLD INTEGRATED,47874520,"STR. Revoluţiei , NR. 12-18   , AP. 4B",Mun. Arad,ARAD,Intermediara,,camelia@wondella.com,,,
2863,Licenta,19.09.2023,BARI LUCKY STARS SRL,J13/2006/2023,LUCKY STARS TRAVEL,48319064,"STR. Tomis , NR. 287 , BL. T12 , ET. 7 , AP. 119",Mun. Constanţa,CONSTANŢA,Intermediara,,office@baritravel.ro,,,
2865,Licenta,19.09.2023,GOPEDIA TRAVEL SRL,J40/10829/2017,GOPEDIA TRAVEL,37865354,"STR. Valea Florilor , NR. 2 , BL. P11  , AP. 21","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,,florentinanoaptes@yahoo.com,,,
2866,Licenta,19.09.2023,SC YOKO KIDS SRL,J23/2627/2015,YOKO KIDS,34826806,"NR. 40A  , ET. 3 , AP. 34",Com. Chiajna,ILFOV,Organizatoare,,yokokidsevents@gmail.com,,,
2867,Licenta,17.04.2025,SC OPRA COMPANY SRL,J33/1319/2023,OPRA TRAVEL,48559032,"STR. George Enescu , NR. 2 , BL. 7 , ET. PARTER",Mun. Suceava,SUCEAVA,Organizatoare,WWW.OPRATRAVEL.RO,oanapodariu@yahoo.com,,,
2869,Licenta,20.09.2023,KLAUDIA TOUR TRAVEL SRL,J35/3003/2023,KLAUDIA TOUR TRAVEL,48598929,"STR. Ştefan cel Mare , NR. 20   , AP. 1",Oraş Jimbolia,TIMIŞ,Organizatoare,,claudiakovacs50@yahoo.com,,,
