email,company,country,city,website,buyer_authority,contract_value
marches@mangerbio-pdl.fr,SCIC MANGER BIO PAYS DE LA LOIRE,FRA,NOZAY,,Angers Loire Restauration,
marches-publics.bfc@efs.sante.fr,eurl germain traiteur,FR,Dijon,https://dondesang.efs.sante.fr,etablissement Francais du Sang,66968.2
marchespublics@c3pf.fr,val'Horizon,FR,Montlignon,http://Carnelle-pays-de-france.fr/,cc carnelle pays de france,250000.0
marches.publics@etlin.fr,ETLIN SERVICE FRAIS,FRA,MONTOY FLANVILLE,,GROUPEMENT DE COMMANDES LYCEE HENRI POINCARE,
Marches.publics@mangerbio35.fr,MANGER BIO 35,FRA,Saint Gregoire,,Ville de Rennes,
marchespublics@scoopcommunication.com,AGENCE SCOOP COMMUNICATION,FRA,OLIVET,,VILLE DE CONCARNEAU,300000
marchespublics@ververexport.nl,VERVER EXPORT BV,NLD,HEERHUGOWAARD,,Ville d'Evian (74),477000
marches@sclm.fr,SOCIETE COMMERCIALE DE LIBRAIRE DE LA MARTIQUE,FRA,Le Lamentin,,Economat des armées,
marches@sda-volailles.fr,SOCIETE DE DISTRIBUTION AVICOLE,FRA,ANCENIS SAINT GEREON,,Lycée Berthelot (62),3354492
march-hospit.rei@boehringer-ingelheim.com,BOEHRINGER INGELHEIM LAB - lot 57,FRA,Paris Cedex 13,,CHU de Lille - ES du GHT LMFI,3193780.82
marchidanimpex@yahoo.com,MARCHIDAN IMPEX S.R.L.,RO,Calarasi,www.marchidan.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Calarasi,5721992.3
marcin.zegzula@unima.zgora.pl,Unima-Pol Sp. z o.o., Sp.K.,PL,Zielona Gora,,Akademia Wojsk Ladowych imienia generaa Tadeusza Kosciuszki,2839501.78
marco.fanjul@sonepar.es,SONEPAR SPAIN, S.A.U.,ESP,Leganés/Madrid,,Junta de Gobierno del Ayuntamiento de Navalcarnero,80000
mariajose@jaimellorca.com,Jaime Llorca S.A.,ESP,Las Palmas de Gran Canaria,,Consejería Delegada de Hoteles Escuela de Canarias, S.A.,1154201.50
maria.karlsson@martinservera.se,Martin & Servera Restauranghandel AB,SE,Umea,Https://www.martinservera.se,Sandvikens kommun,30000000.0
maria@mcacomercial.ro,S. C. MCA COMERCIAL S.R.L,RO,Ramnicu Sarat,www.mcanonstop.ro,PENITENCIARUL GALATI,12890.0
mariannach@pcmcaudit.com,ΓΙΩΡΓΟΣ ΚΑΙ ΑΝΔΡΕΑΣ ΓΕΩΡΓΙΟΥ ΚΟΤΟΠΟΥΛΑ ΛΤΔ,CYP,ΛΕΜΕΣΟΣ,https://www.eprocurement.gov.cy/epps,Δήμος Λεμεσού(μέχρι 30/6/2024),207193
marian.szeliga@interia.pl,Spółdzielcza Grupa Producentów Owoców SZELIGA ,POL,Żurawica,,Wojewódzki Podkarpacki Szpital Psychiatryczny im. prof. Eugeniusza Brzezickiego w Żurawicy,74801
marias97kft@gmail.com,Máriás '97 Mezőgazdasági Termelő és Szolgáltató Korlátolt Felelősségű Társaság,HUN,Debrecen,,Hortobágyi Természetvédelmi és Génmegőrző Nonprofit Korlátolt Felelősségű Társaság,207882500.00
marie.connolly@apcoa.ie,APCOA Parking Ireland, Ltd,IE,Dublin,http://www.apcoa.ie,Meath County Council,1043755.85
mariflor.contabilitate@gmail.com,MARIFLOR PRODCOM S.R.L.,ROU,Gherla,http://www.salam.ro,CANTINA DE AJUTOR SOCIAL SI PENSIUNE CLUJ - NAPOCA,
marina@pama-kod.hr,PAMA-KOD d.o.o.,HRV,Grad Zagreb,http://www.pama-kod.hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,34395.00
mariosloizou70@gmail.com,ΜΑΡΙΟΣ ΛΟΙΖΟΥ,CYP,ΛΑΚΑΤΑΜΙΑ,https://www.eprocurement.gov.cy/epps,Δήμος Λεμεσού(μέχρι 30/6/2024),207193
marketing2@ilavsky.sk,Jakub Ilavsky, s. r. o.,SK,Trencin,,Ministerstvo vnutra Slovenskej republiky,56210.5
marketing@batista.pl,BATISTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,POL,Czarna Sędziszowska,,Bieszczadzki Oddział Straży Granicznej ,198057
marketing@chrien.sk,CHRIEN, spol. s r.o.,SVK,Zvolen,,Ministerstvo obrany Slovenskej republiky,
marketing_greenmaster@yahoo.com,GREEN MASTER S.R.L.,ROU,Brasov,https://www.greenmaster.ro,REGIA NATIONALA A PADURILOR - ROMSILVA DIRECTIA DE CRESTERE, EXPLOATARE SI AMELIORARE A CABALINELOR R.A.,1083128.85
marketing@veseko.com,WHALLEY a.s.,CZE,Velký Šenov,,Správa státních hmotných rezerv,21340000
mark.murphy@mmconsult.ie,Mark Murphy Consultancy Ltd,IRL,Ladysbridge,https://www.mmconsult.ie/,Meath County Council,
mark@soonerthanlater.com,Sooner than Later Solutions Limited,IRL,Dun Laoghaire,,Louth and Meath Education and Training Board 1384,
markus.hink@heinrichotto.com,HEINRICH OTTO KG (GmbH+Co.),DEU,Alemania,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
marr@legalmail.it,MARR SPA,ITA,RIMINI,,MILANO RISTORAZIONE S.P.A.,8167356
marta@gronagardar.se,Gröna gårdar AB,SWE,UDDEVALLA,https://www.gronagardar.se,Göteborgs Stads inköps- och upphandlingsförvaltning,48000000
marten@naturofritid.se,Frödin Natur & Fritid AB,SWE,UPPSALA,,Eskilstuna kommun,1868620
martina@novistan.hr,Novi stan d.o.o.,HR,Garesnica,,Grad Garesnica,2328897.75
martina@walshengineering.com,walsh engineering supplies ltd,IRL,Cork,,Longford and Westmeath Education and Training Board,
martin@gertnielsen.dk,Gert Nielsen A/S,DNK,Hvidovre,,Danmarks Nationalbank,3000000
martin.ross@radwag.com,Radwag UK Ltd.,GBR,Macclesfield,,Longford and Westmeath Education and Training Board,
marzena.zegzula@unima.zdora.pl,UNIMA-POL  Biernacki, Dominikowski Spółka Komandytowa ,POL,Zielona Góra,www.unima.zgora.pl,32 Wojskowy Oddział Gospodarczy w Zamościu,4354280
marzena.zegzula@unima.zgora.pl,UNIMA-POL BIERNACKI, DOMINIKOWSKI SPÓŁKA KOMANDYTOWA,POL,Zielona Góra,,21 Wojskowy Oddział Gospodarczy,3291600
masarniapruszcz@gmail.com,Gminna Spółdzielnia Samopomoc Chłopska,POL,Pruszcz,,Regionalny Szpital Specjalistyczny im. dr Władysława Biegańskiego,1167191.42
masarnia_rzemieslnicza@wp.pl,MASARNIA „RZEMIEŚLNICZA” ELŻBIETA ZAJĄC SPÓŁKA JAWNA,POL,Kraśnik,,41 Baza Lotnictwa Szkolnego,4184525.5
masarnnia_rzemieslnicza@wp.pl,Masarnia Rzemieślnicza Elżbieta Zając Sp. J,POL,Kraśnik,,34. Wojskowy Oddział Gospodarczy,1452600
masojl@mail.t-com.sk,Maso J+L, s.r.o.,SK,Kosice,,Arcus - Specializovane zariadenie a zariadenie pre seniorov,80801.95
masoliptov@gmail.com,Mäso Liptov s.r.o.,SVK,Liptovská Porúbka,,Ústredná vojenská nemocnica SNP Ružomberok - FN,
matej@stemi.education,STEMI d.o.o.,HR,Rijeka,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
mateusz.bartosiewicz@opennexus.com,Wykonawca 2,POL,Zgierz,https://about.opennexus.com/,Open Nexus sp. z o.o.,500000
mathieu.priour@cooperl.com,COOPERL ARC ATLANTIQUE,FRA,Lamballe Cedex,,Economat des Armées,
matra@rdslink.ro,MATRA S.R.L.,ROU,Scornicesti,https://www.matra1994.ro,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
mats.andersson@mathem.se,Mathem i Sverige AB,SWE,stockholm,,Serviceförvaltningen,
mats.s.andersson@supermarket.ica.se,ICA Supermarket Slätta,SWE,Falun,,Upphandlingscenter Falun Borlänge-regionen,
matthias@wp.pl,ZP Matthias Sp. z o. o. ,POL,Modliborzyce,www.matthias.pl,Uniwersytecki Szpital Kliniczny nr 4 w Lublinie,1003922.33
mattias@allmans.se,Allmans Aktiebolag,SWE,BORÅS,,Linköpings kommun,
mattias@petterssonschark.se,J Petterssons Chark i Boden AB,SE,Boden,www.petterssonschark.se,Bodens kommun,5000000.0
mauriciorodriguez@redfarma.org,Mauricio Rodríguez-Izquierdo García,ESP,Jerez de la Frontera,,Junta de Gobierno Local del Ayuntamiento de Jerez,120078.41
maxime.paris@man.eu,MAN TRUCK & BUS France,FRA,EVRY,,Concarneau Cornouaille Agglomération,372400
maxime.pauwels@live.fr,PAUWELS MAXIME,FRA,59630 BOURBOURG,,COMMUNE DE GRAVELINES,322600
mbe@mangeonsbioensemble.fr,MANGEONS BIO ENSEMBLE,FRA,BRESSUIRE,,Ville de Châtellerault,596000
mbozicev@dtaone.com,DATA ONE d.o.o.,HRV,Zadar,,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,647040
melanie.guihur@renault.com,DIAC LOCATION (mandataire),FRA,NOISY-LE-GRAND CEDEX,,Ville de Concarneau,174374.00
melhran@abv.bg,МЕЛХРАН ЕООД,BGR,гр. Стара Загора,,ТРАКИЙСКИ УНИВЕРСИТЕТ,63375.50
mercaocanasl@gmail.com,MERCAOCAÑA, S.L.,ESP,MADRID,,Delegación Provincial de la Consejería de Sanidad en Guadalajara,230589.94
meridian@meridianagroind.ro,MERIDIAN AGROIND,ROU,Ramnicu Sarat,,Directia Generala de Asistenta Sociala si Protectia Copilului Galati,3045061.25
mesarstvo.banko@gmail.com,MESARSTVO BANKO d.o.o.,HRV,Tinjan,,Studentski centar Rijeka,413178
mesine@mesine.lt,Uždaroji akcinė bendrovė Mažeikių mėsinė,LTU,Mazeikiai,,Kauno rajono savivaldybės administracija,2690000.00
mesotrgovina@gmail.com,MESOTRGOVINA RIJEKA d.o.o.,HR,Viskovo,,Sveuciliste u Rijeci Studentski centar Rijeka,255085.0
metrans_bucuresti@yahoo.com,METRANS,ROU,Bucuresti,https://www.metransbucuresti.ro,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,
miba1@hotmail.se,Logistikhuset i Oskarshamn AB,SWE,OSKARSHAMN,,Västerviks kommun,20000000
michael.brady@pascalls.ie,Pascall+Watson,IRL,Dublin,,Westmeath County Council,260150
michael.groarke@facilitas.ie,Facilitas Management Limited,IRL,Dublin,,Longford and Westmeath Education and Training Board,
michelle@hennessyhb.ie,Hennessy Hair and Beauty Ltd,IRL,Cork,WWW.HENNESSYHB.IE,Longford and Westmeath Education and Training Board,
mickael.dequeiros@sysco.com,SYSCO FRANCE SAS,FRA,Souillac,,GRANDLYON Métropole,380000
mig@bf-oks.dk,BF-OKS A/S,DK,Hesselager,,Svendborg Kommune,14400000.0
mihai@radicstar.ro,RADICSTAR,RO,stefanesti,http://radic.ro/,Universitatea Nationala de Stiinta si Tehnologie Politehnica Bucuresti,5326800.0
mihaly.lorant@harmopan.ro,HARMOPAN,ROU,Miercurea Ciuc,https://www.harmopan.ro,DIRECTIA DE ASISTENTA SOCIALA BRASOV,1103138.85
mikael.berg@menigo.se,Menigo Foodservice AB,SWE,Stockholm-Globen,,Ystad Kommun,25630000
mikael.granlund@maxi.ica.se,Dalarnas Stormarknad AB,SWE,Borlänge,,Upphandlingscenter Falun Borlänge-regionen,
miksro@slovanet.sk,MIK, s.r.o.,SVK,Šaľa,,Správa zariadení sociálnych služieb,
milan.jacik@bidfood.cz,Bidfood Czech Republic s.r.o.,CZE,Kralupy nad Vltavou - Mikovice,,Psychiatrická nemocnice v Opavě,40000000
milan.precanica@profil-klett.hr,Profil Klett d.o.o,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
mile.males@agro-males.hr,AGRO - Males,HR,Sibenik,,Sveuciliste u Splitu, STUDENTSKI CENTAR SPLIT,5010910.0
milko_tarnak@abv.bg,СТАРТМЕС ЕООД,BGR,гр. Бяла Слатина,,СТОЛИЧНА ОБЩИНА,592500.00
milucho@carnicasmilucho.es,Cárnicas Milucho e Hijos, S.L.,ESP,Ourense,https://www.carnicasmilucho.net/,Servizo Galego de Saúde - Área Sanitaria da Coruña e Cee,522560
mimopacesova@seznam.cz,MIMO Bohemia, a.s.,CZ,Praha 6,http://pekarstvijecminek.cz/,Ustredni vojenska nemocnice  Vojenska fakultni nemocnice Praha,200000000.0
mircea_mantu@yahoo.com,MIRMAN COMPANY  SRL,ROU,Galati,https://www.mirmancompany.ro,UNIVERSITATEA DUNAREA DE JOS,5414984.2
M.Kemperdick@schlueter-maack.de,Schlüter & Maack GmbH,DEU,Hamburg,,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
mlr.service-marche-gsk@gsk.com,LABORATOIRE GLAXOSMITHKLINE -lot 102,FRA,Rueil-Malmaison,,CHU de Lille - ES du GHT LMFI,3193780.82
mmurray@murcom.ie,Murcom building services,IRL,Dunboyne, Co. Meath.,,Louth and Meath Education and Training Board 1384,
m.oberleitner@bauer-frischdienst.de,Frischdienst Bauer,DE,Wasserburg/Inn,,RoMed Kliniken  Kliniken der Stadt und des Landkreises Rosenheim GmbH,454910.95
monestuur@gmail.com,Osaühing Mones & Tuur,EST,Viljandi linn,,Jõgeva Vallavalitsus,2525956.90
moneyreturn@rdsmail.ro,MO-NEY RETURN,RO,Baia Mare,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
monica.neve@mestergronn.no,Mester Grønn AS,NOR,Lierskogen,,Asker kommune,10000000
monica@stangby.nu,Stångby Plantskola AB,SWE,Lund,,Malmö kommun,100000000
morvan-viandes@orange.fr,MORVAN VIANDES,FRA,PLOUDANIEL,,VILLE DE LANDERNEAU,830100.54
motteviandes@wanadoo.fr,motte viandes,FRA,La Mure,,Département de l'Isère,800000
m.pawlik@zpm-nowakowski.pl,Zakład Przetwórstwa Mięsnego NOWAKOWSKI Sp. z o. o.,POL,Sławno,https://zpm-nowakowski.pl/,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,3996637
mp@grainesvoltz.com,GRAINES VOLTZ,FRA,COLMAR,,Ville d'Evian (74),477000
mraziarne@chrien.sk,CHRIEN, spol. s r.o.,SVK,Zvolen,,Centrum výcviku Lešť,
mruk.kolo@onet.pl,Firma Handlowo Usługowa MRUK Sp. z o.o.,POL,Koło,,Miasto Poznań Ogród Zoologiczny w Poznaniu,488700
mrzepka@agro-handel.com.pl,Agro-Handel,PL,Krzywin,,Zakad Karny w Czarnem,1421123.3
msummerville@smcautomation.ie,SMC Industrial Automation ( Ireland ) Ltd.,IRL,Dublin,,Louth and Meath Education and Training Board 1384,
msztekft@gmail.com,MSZTE Korlátolt Felelősségű Társaság,HUN,Balmazújváros,,Hortobágyi Természetvédelmi és Génmegőrző Nonprofit Korlátolt Felelősségű Társaság,289919500.00
multicom@multicom.hr,Multicom d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,9499997.28
m.vogel@schroeder-vogel.de,SCHRÖDER & VOGEL, GMBH,DEU,Alemania,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
mykene@mykene.ee,Osaühing Mykene Viljandi,EST,Viljandi linn,,Sihtasutus Viljandi Haigla,
nabava@carnet.hr,Multicom d.o.o.,HRV,Zagreb,,Hrvatska akademska i istraživačka mreža - CARNET,569250
nabava-doo@algebra.hr,ALGEBRA d.o.o.,HRV,Grad Zagreb,https://www.algebra.hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,257100
nabava@fer.hr,Sveučilište u Zagrebu Fakultet elektrotehnike i računarstva,HRV,Grad Zagreb,https://www.fer.unizg.hr/?,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,537969
nabava@scvz.hr,Vugrinec d.o.o.,HRV,Dubravica,,Sveučilište u Zagrebu Studentski centar u Varaždinu,
nabava@tehnomodeli.hr,TEHNOMODELI d.o.o.,HRV,Grad Zagreb,https://tehnomodeli.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,289900
nadege.daniel@vives-eaux.com,Vives Eaux,FR,Reze,,Commune de Vertou,403565.0
nancy@walravens.be,Walravens nv,BEL,Jette,,Stad Aalst,745414.00
narocila@biodobrote.si,BIO DOBROTE, proizvodnja domačih izdelkov, d.o.o.,SVN,Postojna,,UNIVERZITETNI KLINIČNI CENTER LJUBLJANA,783430.0000
narocila@blatnik-pek.si,Iz krušne peči, storitve in trgovina, d.o.o.,SVN,Videm - Dobrepolje,https://blatnik-pek.si/,OSNOVNA ŠOLA GRM,
natali@growthstrategies.hr,Growth strategies d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,3723800.0
nathalie@allgro.be,ALLGRO NV,BE,Sint-Lievens-Houtem,,Universite de Mons,972460.64
navos@navos-km.cz,NAVOS, a.s.,CZE,Kroměříž,,Mendelova univerzita v Brně,1781080
nazwikt63@gmail.com,Gospodarstwo Rolne Wiktor Nazimek ,POL,Orły,,Wojewódzki Podkarpacki Szpital Psychiatryczny im. prof. Eugeniusza Brzezickiego w Żurawicy,74801
nemethne.csilla0330@gmail.com,Nemeth Janosne,HU,Solt,,Kiskunsagi Nemzeti Park Igazgatosag,129900000.0
nevena9210@abv.bg, 2019 ,BG,. ,,TERITORIALNO PODELENIE "DaRZhAVNO LOVNO STOPANSTVO ShIROKA POLYaNA",5800.0
nfo@bonarea-fooservice.com,CORPORACIÓN ALIMENTARIA GUISSONA SA,ESP,Lleida,,SUMAR, SERVEIS PÚBLICS D'ACCIÓ SOCIAL DE CATALUNYA MP, SL,154806.71
niall.rooney@ocsc.ie,O'Connor Sutton Cronin_19870,IRL,Dublin,https://www.ocsc.ie,Meath County Council,
nic_bac_prod@yahoo.com,NICBAC PROD,ROU,Nicolae Balcescu,https://www.e-licitatie.ro/pub,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
niek@meconv.be,MECO,BEL,Oostende,,Centre Hospitalier Bois de l'Abbaye,
nigel@hqe.ie,HQ Electrical Wholesale Limited,IRL,Dublin,https://hqe.ie/,Louth and Meath Education and Training Board 1384,
nmurphy@murphysurveys.ie,Murphy Geospatial Ltd (A Woolpert Company),IRL,Kilcullen,www.murphygs.ie,Westmeath County Council,248980
noel@hpmp.ie,High Precision Motor Products,IRL,Tullow,www.hpmpfire.ie,Meath County Council,300000
noel.moloney@usedmachinetoolsireland.com,Used Machine Tools Ireland Ltd,IRL,Cork,,Longford and Westmeath Education and Training Board,
noemie.gabard@bioporc.com,BIOPORC,FRA,LA CHATAIGNERAIE,,Angers Loire Restauration,
nosisdae@dnosisae.gr,ΔΗΜΗΤΡΙΟΣ ΝΟΣΗΣ ΕΜΠΟΡΙΟ ΤΡΟΦΙΜΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,GRC,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,http://www.nosis.fid.gr/,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,1724191.2
nosisdae@nosisdae.gr,       ,GR,.   / ,http://www.amanta.fid.gr,Dimos Amaroysioy,38944.3
notificaciones@plataformafemar.com,PLATAFORMA FEMAR SL,ESP,ALCALA DE GUADAIRA (SEVILLA),,Jefatura de Administración Económica del Cuarto Militar de S.M. el Rey y Guardia Real,1727272.72
not.published@for.privacy.reasons,DE_fenaco Genossenschaft,CHE,Bern,,Stadt Zürich, Grün Stadt Zürich,573534.0
nove_1991@abv.bg,  ,BG,,,Obshtina Svishtov,874242.44
novomax.group1@gmail.com,Novomax group, s.r.o.,SK,Busince,,Banskobystricky samospravny kraj,43468.73
Novomax.group1@gmail.com,Novomax group, s.r.o.,SVK,Bušince,,Banskobystrický samosprávny kraj,
nowy.maxpol@wp.pl,Zakład Mięsny "NOWY MAXPOL" R.J. KIZIOR Sp. jawna,POL,Brzeźnica,,Zespół Opieki Zdrowotnej w Dębicy,333714.3
npascu@elitcugir.ro,S.C. ELIT S.R.L. S.R.L.,ROU,Cugir,https://e-licitatie.ro:8881/,Spitalul Universitar de Urgenta Militar Central "Dr. Carol Davila",2383110.1
npk.distribution@orange.fr,NPK DISTRIBUTION,FRA,SAINT FERREOL D'AUROURE,,Ville d'Evian (74),477000
nursuluou@gmail.com,Osaühing Nursulu,EST, Kohtla-Järve linn,,Sillamäe Linnavalitsus,197714.15
oanahurmuz79@gmail.com,Apex Expert,ROU,Bacau,http://www.apexexpert.ro/,Directia Generala de Asistenta Sociala si Protectia Copilului Galati,2939710.65
oanasrl@yahoo.com,OANA,RO,Baia Mare,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
obchod@jatky-hradsky.cz,JATKY Hradský, s.r.o.,CZE,Strakonice - Strakonice I,,Všeobecná fakultní nemocnice v Praze,638600
objednavky@alimpex.cz,ALIMPEX FOOD a.s.,CZE,Praha - Kyje,,Fakultní nemocnice u sv. Anny v Brně,9060133.8
objednavky@ilavsky.sk,Jakub Ilavský, s. r. o.,SVK,Trenčín,,Ministerstvo obrany Slovenskej republiky,
objednavky@masoskurcak.sk,Mäsovýroba SKURČÁK, s. r. o.,SVK,Oravská Polhora,,Ústav na výkon trestu odňatia slobody,
objednavky@pozana.sk,POZANA MEAT s.r.o.,SVK,Zvolen,https://www.pozana.sk/,Centrum sociálnych služieb - Bôrik,
obstaravanie@domasko.sk,Domäsko s.r.o.,SVK,Lieskovec,,Fakultná nemocnica s poliklinikou J. A. Reimana Prešov,32002.40
obstaravanie@inmedia.sk,INMEDIA, spol. s r.o.,SVK,Zvolen,,Stredná priemyselná škola, Obrancov mieru 343/1, Dubnica nad Váhom,
odbyt@masobrejcha.cz,Maso Brejcha s.r.o.,CZE,Praha - Motol,,Zařízení služeb pro Ministerstvo vnitra,500000000
odbyt@masojl.sk,MASO J+L, s.r.o.,SVK,Košice,,Technická univerzita v Košiciach,
odwolania@uzp.gov.pl,Zakłady Mięsne SOMIANKA Rucińscy Sp. Jawna.,POL,Somianka,https://www.uzp.gov.pl/kio,Ośrodek Szkolenia Służby Więziennej w Popowie ,1140926.05
ofertare.garden@gmail.com,GARDEN CENTER GRUP S.R.L.,RO,Bucuresti,,Administratia Lacuri Parcuri si Agrement Bucuresti,7558724.18
office@akou.ee,Osaühing "A.K.",EST, Tori vald,,Sihtasutus Jõulumäe Tervisespordikeskus,750000.00
office@ambglobal.ro,AMB GLOBAL KRON CONSULT,ROU,Brasov,http://www.ceva.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Brasov,551970.83
office@andromi.ro,ANDROMI COM,RO,Oradea,www.e-licitatie.ro,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,2454579.63
office@apexexpert.ro,Apex Expert,ROU,Bacau,https://www.apexexpert.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Galati,3045061.25
office@bio-bissi.at,David Mitterhuber,AUT,Haidershofen,,NÖ Landesgesundheitsagentur,139.19
office@biogast.at,BieGe BIOGAST GmbH & Kastner Großhandelsgesellschaft,AUT,Zwettl,,Auftraggeber sind in den Losen 01 bis 08 die Republik Österreich (Bund), die Bundesbeschaffung GmbH sowie alle weiteren Auftraggeber gemäß der den Ausschreibungsunterlagen beiliegenden Kundenliste und in den Losen 09 und 10 die Österreichischen Mensen Betriebsgesellschaft mbH.,14438400.00
office@blackseafeed.eu,ГРЕЙНСТОР ФИЙД АД,BGR,гр. София,,ТРАКИЙСКИ УНИВЕРСИТЕТ,1299580.00
office@bsei.ro,BLACK SEA EUROINVESTMENT,ROU,Constanta,http://unkownurl.ro,DIRECTIA GENERALA  ASISTENTA SOCIALA CONSTANTA,6502575.1
office@carmangeriadalia.ro,CARMANGERIA-DALIA S.R.L.,RO,Baia Mare,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
office@carpatis.ro,CARPATIS,ROU,Suceava,https://www.carpatis.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,3106959.53
office@cinacarmangerie.ro,CINA CARMANGERIE S.R.L.,RO,Cluj-Napoca,www.cinacarmangerie.ro,Directia generala de asistenta sociala si protectia copilului Cluj,3032863.44
office@combis.ro,CARMANGERIA JUPANUL S.R.L.,RO,Bistrita,www.delajupanul.ro,SPITALUL CLINIC JUDETEAN MURES,553680.0
office@coopcrasna.ro,AGROPROD CRASNA COPERATIVA AGRICOLA,ROU,Supuru de Jos,https://www.agroprodcrasnacoperativaagricola.ro,SPITALUL JUDETEAN SATU MARE,8699049
office@eldi.ro,ELDI BRUTARIA S.R.L.,RO,Agristeu,,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,1892160.0
office@fleischerei-hiess.at,HIess GmbH & Co KG,AUT,Asparn/Zaya,,NÖ Landesgesundheitsagentur,210402.50
office@fraher.ro,FRAHER DISTRIBUTION S.R.L.,ROU,Tulcea,https://www.fraher.ro,MINISTERUL APARARII - U.M.  02192,5450708.8
office@frierss.at,Rudolf Frierss & Sohne Fleisch und Wurstspezialitaten Gesellschaft m.b.H.,AT,Villach,,Landeskrankenanstalten-Betriebsgesellschaft - KABEG,549341.42
office@geocor.ro,GEOCOR TRADE IMP-EXP S.R.L.,RO,Constanta,www.geocor.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Calarasi,5721992.3
office@haus-brunner.at,Haus & Brunner GMBH,AUT,Baden,,Fonds Kuratorium Wiener Pensionisten-Wohnhäuser – Häuser zum Leben,18899276
office@hohenlehen-fleisch.at,Bäuerliche Schlachtgemeinschaft Oberes Ybbstal reg. GenmbH,AUT,Hollenstein/Ybbs,,NÖ Landesgesundheitsagentur,173808.03
office@kabinger.at,Kabinger Schwarzataler Fleischtradtiton, ein Unternehmen von Wiesbauer Gourmet,AUT,Payerbach,,NÖ Landesgesundheitsagentur,173808.03
office@kalman.ro,KALMAN DISTRIBUTION S.R.L.,RO,Radauti,,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI BOTOSANI,3663885.6
office@kroeswang.at,Kröswang Gesellschaft m.b.H.,AUT,Grieskirchen,,Auftraggeber sind in den Losen 01 bis 08 die Republik Österreich (Bund), die Bundesbeschaffung GmbH sowie alle weiteren Auftraggeber gemäß der den Ausschreibungsunterlagen beiliegenden Kundenliste und in den Losen 09 und 10 die Österreichischen Mensen Betriebsgesellschaft mbH.,14438400.00
