producer_name,products,county,odm,address_punct_lucru,address_sediu,phone,email,product_urls,scraped_at
PIPĂU ADINA ALEXANDRA PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE OAIE | CARTOFI | PORUMB,Hunedoara,ODM Hunedoara,"Sat Ștei, Comuna Densuș, Județul Hunedoara","Sat Ștei, Nr. 21, Comuna Densuș, Județul Hunedoara",0764 038 768,,https://produsmontan.ro/produse_montane/lapte-de-oaie-pipau-adina-alexandra-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/cartofi-pipau-adina-alexandra-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/porumb-pipau-adina-alexandra-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
PLANT CONSULT S.R.L.,CARTOFI,Covasna,ODM Întorsura Buzăului,"Sat Sântionlunca, Nr. 134, Comuna Ozun, Județul Covasna","Sat Sântionlunca, Nr. 134, Comuna Ozun, Județul Covasna",0743 111 125,andras.apor@naturevo.ro,https://produsmontan.ro/produse_montane/cartofi-plant-consult-s-r-l/,2026-03-11T10:37:02.654749
POLGÁR KLÁRA,LAPTE CRUD DE VACĂ,Harghita,ODM Toplița,"Sat Ditrău, Comuna Ditrău, Str. Nicolae Bălcescu, Nr. 10, Județul Harghita","Sat Ditrău, Comuna Ditrău, Str. Nicolae Bălcescu, Nr. 10, Județul Harghita",0740 836 420,420polgarklarika@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-polgar-klara/,2026-03-11T10:37:02.654749
POPA DANIELA,CAȘCAVAL AFUMAT DIN LAPTE DE VACĂ | CAȘCAVAL DIN LAPTE DE VACĂ | CAȘ DIN LAPTE DE VACĂ,Vrancea,ODM Vintileasca,"Sat Negrilești, comuna Negrilești, județul Vrancea","Sat Negrilești, Comuna Negrilești, Județul Vrancea",0745 808 337,danap7414@gmail.com,https://produsmontan.ro/produse_montane/cascaval-afumat-din-lapte-de-vaca-popa-daniela/ | https://produsmontan.ro/produse_montane/cascaval-din-lapte-de-vaca-popa-daniela/ | https://produsmontan.ro/produse_montane/cas-din-lapte-de-vaca-popa-daniela/,2026-03-11T10:37:02.654749
POPA MARIANA,GRÂU | PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparâținătoare comunelor Catalina, Ghelința și Zăbala, județul Covasna","Sat Zăbala, nr. 365, comuna Zăbala, județul Covasna",0740 797 033,furtuna.claudiu@yahoo.ro,https://produsmontan.ro/produse_montane/grau-popa-mariana/ | https://produsmontan.ro/produse_montane/porumb-popa-mariana/,2026-03-11T10:37:02.654749
POPESCU GH.OVIDIU ÎNTREPRINDERE INDIVIDUALĂ,LAPTE CRUD DE VACĂ | LAPTE CRUD DE OAIE,Suceava,ODM Poiana Stampei,"Sat Podu Coșnei, Nr. 22, Comuna Coșna, Județul Suceava","Sat Podu Coșnei, Nr. 22, Comuna Coșna, Județul Suceava",0752.121.103,popescugratiela@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-popescu-gh-ovidiu-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/lapte-crud-de-oaie-popescu-gh-ovidiu-intreprindere-individuala/,2026-03-11T10:37:02.654749
POPOVICI ȘTEFAN PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE DE SALCÂM | MIERE POLIFLORĂ | MIERE DE MANĂ,MARAMUREȘ,ODM Sighetu Marmației,"Comuna Repedea, nr. 655C, județul Maramureș","Comuna Repedea, nr. 655C, județul Maramureș",0760 423 090,stefanpopovici69@yahoo.com,https://produsmontan.ro/produse_montane/miere-de-salcam-popovici-stefan-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-poliflora-popovici-stefan-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-mana-popovici-stefan-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
PORGE TAMAȘ BIANCA CRISTINA ÎNTREPRINDERE INDIVIDUALĂ,CĂTINĂ,Bihor,ODM Borod,"Sat Sârbești, comuna Lunca, nr. 22, județul Bihor","Sat Sârbești, comuna Lunca, nr. 22, județul Bihor",0755 219 119,ciprianporge@yahoo.com,https://produsmontan.ro/produse_montane/catina/,2026-03-11T10:37:02.654749
POTRA MARIA PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Rogojel, Comuna Săcuieu, Nr. 260, Județul Cluj","Sat Rogojel, Comuna Săcuieu, Nr. 260, Județul Cluj",0751.260.639,,https://produsmontan.ro/produse_montane/lapte-de-vaca-potra-maria-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
POTYÓ ATTILA ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Harghita,ODM Odorheiu Secuiesc,"Sat Cozmeni, nr. 523, Comuna Cozmeni, Județul Harghita","Sat Cozmeni, nr. 523, Comuna Cozmeni, Județul Harghita",0745.517.277,0745.517.277fitosic@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-potyo-attila-intreprindere-individuala/,2026-03-11T10:37:02.654749
PRECUP F. FLOREAN ÎNTREPRINDERE FAMILIALĂ,LAPTE CRUD DE VACĂ,Alba,ODM Săsciori,"Sat Cricău, Comuna Cricău, Nr. 251, Județul Alba","Sat Cricău, Comuna Cricău, Nr. 251, Județul Alba",,floreanprecup@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-precup-f-florean-intreprindere-familiala/,2026-03-11T10:37:02.654749
PRECUP PETRU-VASILE,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Strîmbu, Nr. 4, Comuna Chiuiești, Județul Cluj","Sat Strîmbu, Nr. 4, Comuna Chiuiești, Județul Cluj",0769 614 332,,https://produsmontan.ro/produse_montane/lapte-de-vaca-precup-petru-vasile/,2026-03-11T10:37:02.654749
PRELUCRAREA ȘI VALORIFICAREA LAPTELUI TROTUȘ COOPERATIVA AGRICOLĂ,BRÂNZĂ FERMENTATĂ GYIMESI / ÉRLELT SAJT | SMÂNTÂNĂ DE CONSUM GYIMESI / TEJFÖL | LAPTE DE CONSUM GYIMESI / HÁZI TEJ | TELEMEA DIN LAPTE DE VACĂ GYIMESI /SÓS SAJT,Harghita,ODM Odorheiu Secuiesc,"Sat Lunca de Jos, Nr. 610, Comuna Lunca de Jos, Județul Harghita","Sat Lunca de Jos, Nr. 610, Comuna Lunca de Jos, Județul Harghita",0266 339 997,997gyimesmilch@gmail.com,https://produsmontan.ro/produse_montane/branza-fermentata-gyimesi-erlelt-sajt-prelucrarea-si-valorificarea-laptelui-trotus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/smantana-de-consum-gyimesi-tejfol-prelucrarea-si-valorificarea-laptelui-trotus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/lapte-de-consum-gyimesi-hazi-tej-prelucrarea-si-valorificarea-laptelui-trotus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/telemea-din-lapte-de-vaca-gyimesi-sos-sajt-prelucrarea-si-valorificarea-laptelui-trotus-cooperativa-agricola/,2026-03-11T10:37:02.654749
PRODUCȚIE SERVICII ȘI COMERȚ”SZILFASZEG” S.R.L.,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținând comunelor Catalina și Zăbala, județul Covasna","Sat Catalina, nr. 282/A,  Comuna Catalina, Județul Covasna",0739 895 430,430bakkistvan46@gmail.com,https://produsmontan.ro/produse_montane/cartofi-productie-servicii-si-comertszilfaszeg-s-r-l/,2026-03-11T10:37:02.654749
PRUNĂ RAMONA-ELENA PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE POLIFLORĂ | MIERE DE SALCÂM,Gorj,ODM Tismana,"Sat Baia de Fier, comuna Baia de Fier, Punctul Bârc, județul Gorj","Sat Baia de Fier, nr. 1195, comuna Baia de Fier, județul Gorj",0767 971 161,prunaflorin25@yahoo.com,https://produsmontan.ro/produse_montane/miere-poliflora-pruna-ramona-elena-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-salcam-pruna-ramona-elena-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
PÁL A. LAJOS ÎNTREPRINDERE INDIVIDUALĂ,MAZĂRE BOABE | CARTOFI,Covasna,ODM Întorsura Buzăului,"Sat Lemnia, Nr. 460, Comuna Lemnia, Județul Covasna","Sat Lemnia, Nr. 460, Comuna Lemnia, Județul Covasna",0744 319 435,pallajos68@yahoo.com0744,https://produsmontan.ro/produse_montane/mazare-boabe-pal-a-lajos-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-pal-a-lajos-intreprindere-individuala/,2026-03-11T10:37:02.654749
PÁL ANNA-BRIGITTA ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Sat Sânzieni, Nr. 41G, Comuna Sânzieni, Județul Covasna","Sat Sânzieni, Nr. 41G, Comuna Sânzieni, Județul Covasna",0743 095 855,855annabrigitta.pal@gmail.com,https://produsmontan.ro/produse_montane/cartofi-pal-anna-brigitta-intreprindere-individuala/,2026-03-11T10:37:02.654749
PÁL ERZSÉBET PERSOANĂ FIZICĂ AUTORIZATĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Sat Valea Seacă, Nr. 263, Comuna Sânzieni, Județul Covasna","Sat Valea Seacă, Nr. 263, Comuna Sânzieni, Județul Covasna",0744 267 846,846pelerzsike@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-pal-erzsebet-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
PÁNCZÉL NORBERT ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI | GRÂU,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Turia, Județul Covasna","Sat Turia, Nr. 214, Comuna Turia, Județul Covasna",0746.020.528,0746.020.528norbertpanczel@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-panczel-norbert-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/grau-panczel-norbert-intreprindere-individuala/,2026-03-11T10:37:02.654749
PÉTER MIHÁLY ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare com.Ojdula și mun.Târgu Secuiesc, județul Covasna","Sat Lunga, Nr. 503,  Municipiul Târgu Secuiesc, Județul Covasna",0753.513.394,trombermisi@gmail.com,https://produsmontan.ro/produse_montane/ceapa-peter-mihaly-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-peter-mihaly-intreprindere-individuala/,2026-03-11T10:37:02.654749
PÎSLARU MIHAI-DRAGOȘ PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE,Buzău,ODM Nehoiu,"Sat Ghiocari, Comuna Chiliile, Județul Buzău","Sat Ghiocari, Comuna Chiliile, Str. Principală, Nr. 3, Județul Buzău",0766 769 184,184dragos.paslaru@yahoo.com,https://produsmontan.ro/produse_montane/miere-pislaru-mihai-dragos-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
RACOS AGRO LAND S.R.L.,CARTOFI,Covasna,ODM Bodoc,"Terenuri agricole aparținătoare orașului Baraolt, județul Covasna","Localitatea Baraolt, Str. Industriei, Nr.FN (CF 23253 Baraolt, top 1475/2/1), Județul Covasna",0745 125 116,116alpar_pichler@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-racos-agro-land-s-r-l/,2026-03-11T10:37:02.654749
RETTEGI CSENGE ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Poian și mun.Târgu Secuiesc, județul Covasna","Sat Poian, Nr. 483, Comuna Poian, Județul Covasna",0758.180.425,csengerettegi@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-rettegi-csenge-intreprindere-individuala/,2026-03-11T10:37:02.654749
ROȘCA IOAN,PORUMB | CEAPĂ | USTUROI | PERE | FASOLE PĂSTĂI | NUCI | MERE | PRUNE,MARAMUREȘ,ODM Sighetu Marmației,"Sat Bârsana, comuna Bârsana nr. 329A, județul Maramureș","Sat Bârsana, comuna Bârsana nr. 329A, județul Maramureș",,mariarosca_21@yahoo.com,https://produsmontan.ro/produse_montane/porumb-rosca-ioan/ | https://produsmontan.ro/produse_montane/ceapa-rosca-ioan/ | https://produsmontan.ro/produse_montane/usturoi-rosca-ioan/ | https://produsmontan.ro/produse_montane/pere-rosca-ioan/ | https://produsmontan.ro/produse_montane/fasole-pastai-rosca-ioan/,2026-03-11T10:37:02.654749
ROȘU DORINA ANGELICA PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Mărișel, Nr. 382A, Comuna Mărișel, Județul Cluj","Sat Mărișel, Nr. 382A, Comuna Mărișel, Județul Cluj",0755.700.754,,https://produsmontan.ro/produse_montane/lapte-de-vaca-rosu-dorina-angelica-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
ROȘU V MARIANA ÎNTREPRINDERE FAMILIALĂ,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Mărișel, Nr. 220, Comuna Mărișel, Județul Cluj","Sat Mărișel, Nr. 220, Comuna Mărișel, Județul Cluj",0754.959.955,,https://produsmontan.ro/produse_montane/lapte-de-vaca-rosu-v-mariana-intreprindere-familiala/,2026-03-11T10:37:02.654749
RUS V. I. VASILE ÎNTREPRINDERE INDIVIDUALĂ,MURE CONGELATE | ZMEURĂ USCATĂ | MURE USCATE | AFINE CONGELATE | AFINE | MURE | AFINE USCATE | ZMEURĂ,Bistrița Năsăud,ODM Prundu Bârgăului,"Sat Budacu de Sus, nr. 174, comuna Dumitrița, județul Bistrița-Năsăud","Sat Budacu de Sus, nr. 174, comuna Dumitrița, județul Bistrița-Năsăud",0743 385 263,,https://produsmontan.ro/produse_montane/mure-congelate-rus-v-i-vasile-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/zmeura-uscata-rus-v-i-vasile-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/mure-uscate-rus-v-i-vasile-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/afine-congelate-rus-v-i-vasile-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/afine-rus-v-i-vasile-intreprindere-individuala/,2026-03-11T10:37:02.654749
RUSANDU S.R.L.,CARCASA BOVINĂ,Covasna,ODM Întorsura Buzăului,"Sat Zăbala, nr. 217, Comuna Zăbala, Județul Covasna","Sat Zăbala, nr. 217, Comuna Zăbala, Județul Covasna",0763.651.784,rusanduradu81@gmail.com,https://produsmontan.ro/produse_montane/carcasa-bovina-rusandu-s-r-l/,2026-03-11T10:37:02.654749
RÁKOSI ROLAND ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Cernat și Dalnic, Județul Covasna","sat Albiș Comuna Albiș, Nr. 52A, Județul Covasna",0748 902 681,,https://produsmontan.ro/produse_montane/ceapa-rakosi-roland-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-rakosi-roland-intreprindere-individuala/,2026-03-11T10:37:02.654749
S. C. ANTODUTI COM S.R.L.,CAȘCAVAL MĂGURA | LAPTE DE VACĂ | TELEMEA DE VACĂ | SMÂNTÂNĂ | BRÂNZĂ MATURATĂ | BRÂNZĂ FRĂMÂNTATĂ,Bistrița Năsăud,ODM Prundu Bârgăului,"Sat Orheiu Bistriței, Comuna Cetate, Nr. FN, în locul Ses Orhei, cu vecinătățile Nord- Drum, Vest-Drum, Sud-Drum, Est-Peica Liviu, Județul Bistrița-Năsăud","Sat Orheiu Bistriței, Comuna Cetate, Str. Principală, Nr. 14, Județul Bistrița-Năsăud",0748 141 419,,https://produsmontan.ro/produse_montane/cascaval-magura-s-c-antoduti-com-s-r-l/ | https://produsmontan.ro/produse_montane/lapte-de-vaca-s-c-antoduti-com-s-r-l/ | https://produsmontan.ro/produse_montane/telemea-de-vaca-s-c-antoduti-com-s-r-l/ | https://produsmontan.ro/produse_montane/smantana-s-c-antoduti-com-s-r-l/ | https://produsmontan.ro/produse_montane/branza-maturata-s-c-antoduti-com-s-r-l/,2026-03-11T10:37:02.654749
S.C AGROSTEA PRODUCT S.R.L.,LAPTE CRUD DE VACĂ,Alba,ODM Săsciori,"Sat Pianu de Jos, Nr. 478, Comuna Pianu, Județul Alba","Sat Pianu de Jos, Nr. 478, Comuna Pianu, Județul Alba",0757 350 500,500costeacecilia29@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-s-c-agrostea-product-s-r-l/,2026-03-11T10:37:02.654749
S.C.  MELISAGRO S.R.L.,NUCI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Ghelința, Județul Covasna","Sat Ghelința, Nr. 1673,  Sc. A, Ap. 6, Comuna Ghelința, Județul Covasna",0745 482 323,323pako_zsolt@yahoo.com,https://produsmontan.ro/produse_montane/nuci-s-c-melisagro-s-r-l/,2026-03-11T10:37:02.654749
S.C. AFINE DE MARAMUREȘ SRL,NUCI ECOLOGICE | ALUNE DE PĂDURE ECOLOGICE | AFINE DE CULTURĂ ECOLOGICE,MARAMUREȘ,ODM Sighetu Marmației,"Sat Giulești, comuna Giulești, Județul Maramureș","Sat Ocna Șugatag, Comuna Ocna Șugatag, Str. Unirii, nr. 1A, camera 2, Județul Maramureș",0770.189.384,,https://produsmontan.ro/produse_montane/nuci-ecologice-s-c-afine-de-maramures-srl/ | https://produsmontan.ro/produse_montane/alune-de-padure-ecologice-s-c-afine-de-maramures-srl/ | https://produsmontan.ro/produse_montane/afine-de-cultura-ecologice-s-c-afine-de-maramures-srl/,2026-03-11T10:37:02.654749
S.C. AGRO BESTIALIS S.R.L.,CARCASA BOVINĂ,Covasna,ODM Bodoc,"Sat Angheluș, Comuna Ghidfalău, Nr. 1A, Județul Covasna","Sat Angheluș, Comuna Ghidfalău, Nr. 1A, Județul Covasna",0729 156 126,126bartisandi.mv@gmail.com,https://produsmontan.ro/produse_montane/carcasa-bovina-s-c-agro-bestialis-s-r-l/,2026-03-11T10:37:02.654749
S.C. AGRO CRIS TRESTIA S.R.L.,MERE | NUCI | AFINE DE CULTURĂ ECOLOGICE,MARAMUREȘ,ODM Baia Mare,"Sat Trestia, Nr. 59B, Comuna Cernești, Județul Maramureș","Sat Trestia, Nr. 59B, Comuna Cernești, Județul Maramureș",0766 963 462,agrocris_sovre@yahoo.com,https://produsmontan.ro/produse_montane/mere-s-c-agro-cris-trestia-s-r-l/ | https://produsmontan.ro/produse_montane/nuci-s-c-agro-cris-trestia-s-r-l/ | https://produsmontan.ro/produse_montane/afine-de-cultura-ecologice-s-c-agro-cris-trestia-s-r-l/,2026-03-11T10:37:02.654749
S.C. AGRO MAR DOR S.R.L.,DULCEAȚĂ DE CĂPȘUNI ”AfiNATURA” | DULCEAȚĂ DE ZMEURĂ  ”AfiNATURA” | DULCEAȚĂ DE PRUNE ”AfiNATURA” | DULCEAȚĂ DE MURE  ”AfiNATURA” | DULCEAȚĂ DE MERE  ”AfiNATURA” | DULCEAȚĂ DE AFINE ”AfiNATURA” | AFINE,Hunedoara,ODM Brad,"Sat Cosești, Comuna Lăpugiu de Jos, F.N., Județul Hunedoara","Sat Cosești, Comuna Lăpugiu de Jos, Nr. 12, Județul Hunedoara",0747 981 407,407afinatura@yahoo.com,https://produsmontan.ro/produse_montane/dulceata-de-capsuni-afinatura-s-c-agro-mar-dor-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-zmeura-afinatura-s-c-agro-mar-dor-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-prune-afinatura-s-c-agro-mar-dor-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-mure-afinatura-s-c-agro-mar-dor-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-mere-afinatura-s-c-agro-mar-dor-s-r-l/,2026-03-11T10:37:02.654749
S.C. AGROVORDUNN S.R.L.,LAPTE CRUD DE VACĂ,Suceava,ODM Sucevița,"Sat Slatina, Comuna Slatina, Nr. 293, Județul Suceava","Sat Slatina, Comuna Slatina, Nr. 293, Județul Suceava",0752 349 737,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-s-c-agrovordunn-s-r-l/,2026-03-11T10:37:02.654749
S.C. AGROWEST S.R.L.,CEAPĂ | SFECLĂ ROȘIE | MORCOVI | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare UAT_urilor: Cernat, Reci, Borosneu Mare, Catalina,Ghidfalau și Târgu Secuiesc, județul Covasna","Sat Cernat, Comuna Cernat,  Nr. 1/C, Județul Covasna",0727 360 160,160timate@agrowest.ro,https://produsmontan.ro/produse_montane/ceapa-s-c-agrowest-s-r-l/ | https://produsmontan.ro/produse_montane/sfecla-rosie-s-c-agrowest-s-r-l/ | https://produsmontan.ro/produse_montane/morcovi-s-c-agrowest-s-r-l/ | https://produsmontan.ro/produse_montane/cartofi-s-c-agrowest-s-r-l/,2026-03-11T10:37:02.654749
S.C. BIO FRUCT DEN S.R.L.,PRUNE,DÂMBOVIȚA,ODM Runcu,"Livezi aparținătoare comunele Buciumeni și Bezdead, Județul Dâmbovița","Sat Dealu Mare, Comuna Buciumeni, Nr. 268, Județul Dâmbovița",0722 323 096,096fabrica@princogrup.ro,https://produsmontan.ro/produse_montane/prune-s-c-bio-fruct-den-s-r-l/,2026-03-11T10:37:02.654749
S.C. BLBRS AGRO FARM S.R.L.,AFINE DE CULTURĂ,Argeș,ODM Curtea de Argeș,"Sat Cândești, Comuna Albeștii de Muscel, Punctul Filipu, Județul Argeș","Municipiul Câmpulung, Șoseaua Națională, Nr. 162E, Et. Parter, Județul Argeș",0744 687 949,949blbrsagrofarm@gmail.com,https://produsmontan.ro/produse_montane/afine-de-cultura-s-c-blbrs-agro-farm-s-r-l/,2026-03-11T10:37:02.654749
S.C. BUNĂTĂȚIUSCATE S.R.L.,ROȘII CHERRY USCATE,Cluj,ODM Mărișel,"Sat Mărgău, Comuna Mărgău, nr. 1, județul Cluj","Sat Buteni, Comuna Mărgău, nr. 66, județul Cluj",0724 297677,297677bunatatiuscate01@yahoo.com,https://produsmontan.ro/produse_montane/rosii-cherry-uscate-s-c-bunatatiuscate-s-r-l/,2026-03-11T10:37:02.654749
S.C. DANY LILY S.R.L.,"LAPTE DE VACĂ PASTEURIZAT ""CĂLIMANI"" | IAURT DE CASĂ ""CĂLIMANI"" | IAURT DE BĂUT ""CĂLIMANI"" | UNT ""CĂLIMANI"" | SMÂNTÂNĂ ""CĂLIMANI"" | BRÂNZĂ MATURATĂ DE MUNTE ""CĂLIMANI"" | URDĂ DIN LAPTE DE VACĂ ""CĂLIMANI"" | BRÂNZĂ PROASPĂTĂ DIN LAPTE DE VACĂ ""CĂLIMANI""",Suceava,ODM Poiana Stampei,"Sat Neagra Șarului, Nr. 129, Comuna Șaru Dornei, Județul Suceava","Sat Neagra Șarului, Nr. 129, Comuna Șaru Dornei, Județul Suceava",0753 105 035,adriana.elena.cru@gmail.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-pasteurizat-calimani-s-c-dany-lily-s-r-l/ | https://produsmontan.ro/produse_montane/iaurt-de-casa-calimani-s-c-dany-lily-s-r-l/ | https://produsmontan.ro/produse_montane/iaurt-de-baut-calimani-s-c-dany-lily-s-r-l/ | https://produsmontan.ro/produse_montane/unt-calimani-s-c-dany-lily-s-r-l/ | https://produsmontan.ro/produse_montane/smantana-calimani-s-c-dany-lily-s-r-l/,2026-03-11T10:37:02.654749
S.C. DELWYN BUSINESS S.R.L.,GRÂU | CARTOFI | PORUMB,Hunedoara,ODM Hunedoara,"Terenuri agricole aparținătoare comunelor: Râu de Mori, și Sarmizegetusa, județul Hunedoara","Sat Rîu de Mori,Comuna Râu de Mori,Nr.49, județul HUNEDOARA",0740 040 573,,https://produsmontan.ro/produse_montane/grau-s-c-delwyn-business-s-r-l/ | https://produsmontan.ro/produse_montane/cartofi-s-c-delwyn-business-s-r-l/ | https://produsmontan.ro/produse_montane/porumb-s-c-delwyn-business-s-r-l/,2026-03-11T10:37:02.654749
S.C. DIBO-MILK S.R.L.,LAPTE CRUD DE VACĂ,Harghita,ODM Toplița,"Sat Jolotca, Comuna Ditrău, FN, Județul Harghita","Sat Ditrău, Comuna Ditrău, Str. Cîmpului, Nr. 4, Județul Harghita",0745 168 299,299dibo.milk@gmail.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-s-c-dibo-milk-s-r-l/,2026-03-11T10:37:02.654749
S.C. FERMA DENIS S.R.L.,IAURT DE BĂUT | BRÂNZĂ MATURATĂ BUCURA | CAȘCAVAL ADO CERUIT,Hunedoara,ODM Hunedoara,"Sat Peșteana, Nr. 2, Comuna Densuș, Județul Hunedoara","Sat Peșteana, Nr. 2, Comuna Densuș, Județul Hunedoara",,office@fermeleado.ro,https://produsmontan.ro/produse_montane/iaurt-de-baut-s-c-ferma-denis-s-r-l/ | https://produsmontan.ro/produse_montane/branza-maturata-bucura-s-c-ferma-denis-s-r-l/ | https://produsmontan.ro/produse_montane/cascaval-ado-ceruit-s-c-ferma-denis-s-r-l/,2026-03-11T10:37:02.654749
