denumire,judet,adresa,telefon,nr_autorizatie,data_emiterii,tip_autorizatie,descriere_autorizatie
SMART GAZ ENERGY SRL,BUCUREŞTI,"B-dul Timișoara, nr. 89, bl. C1.2, sc. D, et. 4, ap.
63, sector 6",0725432082,B-5678,30.10.2025,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SMART GENERATION VIDEO RO SRL,BUCUREȘTI,"București, Bd. Timișoara, nr.43, bl.34, sc.I, et.8,
ap.33, sector 6",0784/51551,A-8186,22.06.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SMCTECH SRL,BUCUREŞTI,"Intr. Bârsei, nr. 6, bl. G7, sc. B, ap. 54, sector 3",0757234199,B-6040,04.03.2026,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SNAKE SECURITY SRL,BUCUREŞTI,"Bucureşti, str.Paul Greceanu, nr.11, bl.21A, sc.1,
et.8, ap.52, sector 2",031/4268193,A-3100,21.01.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"SOCIETATEA NAŢIONALĂ
,,NUCLEARELECTRICA” SA
- SOCIETATEA NAŢIONALĂ
NUCLEARELECTRICA SA BUCUREŞTI
SUCURSALA CNE CERNAVODĂ
SC SOFT CONSTRUCTION SRL",BUCUREŞTI,"Str. Polonă, nr. 65, sector 1",021/2038200,A-3680,08.10.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SOFT DESIGN INSTAL SRL,BUCUREŞTI,"Str.Alunişului, nr.180, bl.1, sc.2, parter, ap.35,
sector 4",0727/933579,A-6032,30.06.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"SOFTWARE ŞI ECHIPAMENTE
ELECTRONICE PENTRU DEZVOLTARE
(SEED) SRL",BUCUREŞTI,"Str.Athanasie Enescu, nr.2, sector 1",021/2227199,A-4427,17.10.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SOLUTIONS STUDIO GROUP SRL,BUCUREȘTI,"Str. Grigore Alexandrescu, nr.72, P, ap.2, sector 1",0727/804486,A-7505,20.10.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SPEED FIRE PROTECTION SRL,BUCUREŞTI,"Str.Nicodim, nr.16, camera 1, sector 6",0747/955376,B-0412,01.02.2021,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SPOT SECURITY SISTEM SRL,BUCUREŞTI,"Str.Veseliei, nr.3-5, biroul 18, sector 5",021/3222867,A-3844,23.12.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"SC S.S.I. IMPORT-EXPORT SRL
Autorizat la:",BUCUREŞTI,"Bd. Lacul Tei, nr. 1-3, cam. 228, suprafata totală
de 40 mp, et. 2, sector 2
Calea 13 Septembrie, nr.123, bl.129, et.1, ap.6,
sector 5",021/4115318,"B-4168
A-0765","21.08.2024
22.03.2011",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"STACOS PROJECT
DEVELOPMENT SRL",BUCUREŞTI,"Aleea Dumbrăviţa, nr.2, bl.28, sc.A, et.4, ap.18,
sector 6",0726/001063,A-3143,05.02.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
STARC4SYS SRL,BUCUREŞTI,"Intr. Horbotei, nr.12, bl.4, et.1, ap.154, sector 3",0745/197605,A-6652,27.01.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
STAR STORAGE SA,BUCUREŞTI,"B-dul Dimitrie Pompei, nr.8, et.1, sector 1",021/2421395,A-4088,17.04.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
START PROIECT PROFESIONAL SRL,BUCUREŞTI,"B-dul Dinicu Golescu, nr.23-25, bl.B0, sc.2, et.1,
ap.7, sector 1",0742/088727,B-0366,11.01.2021,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
STEFAN ENGINEERING SRL,BUCUREŞTI,"Str. Pictor Aurel Băeşu, sector 1",0727/168467,A-1422,18.10.2011,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
STINGERE.RO SRL,BUCUREŞTI,"Str. Tolbei, nr.6, bl.C55, sc.2, et.4, ap.82, camera
nr.1, sector 6",021/3672730,A-3589,31.07.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
STOICA N. COSTEL PFA,BUCUREŞTI,"Bucureşti, B-dul Timişoara, nr.58D, vila F, et.1,
sector 6",0740/195012,A-1651,29.12.2011,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
STUMP ENGINEERING SRL,BUCUREŞTI,"Șos. Morarilor, nr. 4N, cam. nr. 1, bl. F1, et. 8, ap.
51, sector 2",0763566671,B-6180,27.03.2026,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SUPER CONSTRUCT INSTAL SRL,BUCUREŞTI,"Str. Anton Bacalbaşa, nr. 9, bl. 27, sc. 2, Parter,
ap. 17, sector 4",0740/036805,A-3726,04.11.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SURVEILLANCE SECURED SRL,BUCUREŞTI,"Str. Valea Călugărească, nr.15, parter, cam.2,
bl.Z1, sc.1, ap.2, sector 6",0726/169975,A-6434,03.11.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SWAT FORCE INTERNATIONAL SRL,BUCUREŞTI,"Str. Mântuleasa, nr.4, et.1, ap.2, camera 3, sector 3",021/3232482,A-3303,28.03.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TABIQUE CONSTRUCT SRL
Autorizată ca:
TABIQUE EUROGUADASOL SRL",BUCUREŞTI,"Str. Occidentului, nr.33, corp A, parter, camera 4,
sector 1",021/2220339,"A-6317
A-5127","27.09.2016
08.09.2015",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TAN – INSTAL SRL,BUCUREŞTI,"Str. Jean Steriadi, nr.42-44, bl.M12, sc.2, et.1,
ap.13, sector 6",0722/231041,A-7370,01.09.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TĂNASE ALINA PFA,BUCUREŞTI,"Prelungirea Ghencea, nr.104D, sector 6",0723/280720,A-2091,25.04.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC T.C.P.I. ELECTRO SRL,BUCUREŞTI,"Şos. Mihai Bravu, nr.188, bl.211, sc.B, et.3, ap.48,
sector 2",021/3226471,A-1407,17.10.2011,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
T & C SERCOM SRL,BUCUREŞTI,"Str. Segarcea, nr.1, cam. Nr.1, bl.A11, sc.1, et.1,
ap.4, sector 6",0745/066328,A-3608,08.08.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TEAM GUARD SRL,BUCUREŞTI,"Str. Liveni, nr.39, sector 4",021/3152184,A-4141,12.05.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TECHNICAL SERVICES GROUP – TSG
ROMANIA SRL",BUCUREŞTI,"Str. Valea Oltului, nr.73-75, sector 6",021/4441739,B-1376,26.01.2022,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TECHNICAL SUPPORT SOLUTIONS SRL,BUCUREŞTI,"Str. Băltiţa, nr.3, bl.19, sc.1, et.5, ap.16",021/3351054,A-4261,09.07.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"SC TECHNO ELECTRO SECURITY
COMPANY SRL",BUCUREŞTI,"Aleea Barajul Sadului, nr. 3-5, bl. N12-13, sc.A,
et.9, ap.55, sector 3",021/3401049,A-2653,11.09.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TECH PRO DISTRIBUTION SRL,BUCUREȘTI,"Str. Ritoride, nr. 61, sector 5",0721182453,B-2927,21.08.2023,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TECNIC CONSULTING ENGINEERING
ROMANIA SRL",BUCUREŞTI,"Str. Caragea Vodă, nr.1, sector 1",031/6208367,B-1302,23.12.2021,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TEQWISE INSIDE SRL,BUCUREȘTI,"Calea Moșilor, nr. 158, biroul 2C, etaj 2, sector 2",0745177232,B-0995,30.08.2021,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TGA & MS SERVICES & PRODUCTION
SRL-D",BUCUREŞTI,"Str. Pavel Constantin, nr.26, bl.Z8, sc.2, parter,
ap.24, camera 1, sector 5",0726/433799,A-5498,04.02.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"SC TEHNOINSTAL SRL
Autorizat la:
SC TEHNOINSTAL SRL","BUCUREŞTI
BUCUREŞTI","Str. Sld.Ghe. Matac, nr.21-23, sector 2
Aleea Donea Diana Alexandra, nr. 4, bl. N18, sc.3,
et.1, ap.24, sector 4","031/8262762
031/8262762","A-9467
A-3507","18.11.2019
21.06.2013",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TEHNIC SYSTEM BUSINESS
INVESTMENT SRL",BUCUREŞTI,"Str.Panselelor,nr.17, bl.133,sc.2, et.8, ap.101,
sector 4",0746/090813,A-3300,26.03.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC TEHNOCLIMA SRL,BUCUREŞTI,"Str. Plantelor, nr.65, parter, ap.1, sector 2",021/2113552,A-1100,01.07.2011,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TEHNOPROIECT COMTRANS SRL,BUCUREŞTI,"Str. Calimachi, nr.21, ap.4, sector 2",021/2505694,A-6246,23.08.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TELEELECTRON SRL,BUCUREŞTI,"Str. Limanului, nr.67, sector 1",021/4303390,A-3704,22.10.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TELESYSTEMS SRL,BUCUREŞTI,"Str. Valea Ialomiţei, nr.4, bl.C11, ap.135, sector 6",0722/684285,A-6479,17.11.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TEMA ENERGY SA
Autorizată ca
TEMA ENERGY SRL",BUCUREŞTI,"Șos. Vergului, nr.14A, Bl.CorpC, et.1, sector 2",0722/259001,"B-5670
A-7323","29.10.2025
23.08.2017",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TEO CONSULTING SRL,BUCUREŞTI,"Aleea Compozitorilor, nr.1, bl.E21, sc.1, et.1,
ap.43, sector 6",0723/279845,A-4117,29.04.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TESTTECH INSTAL SRL,BUCUREŞTI,"Str. J.L. Calderon, nr.17, et.3, ap.8, sector 2",0744/373530,A-3567,18.07.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
THALES SYSTEMS SERVICE SRL,BUCUREŞTI,"Str. Câmpia Libertății, nr. 29, cam. 1, bl. B6, sc. 3,
et. 1, ap. 85, sector 3",0722273793,B-2377,20.02.2023,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
THERMAL VENT SOLUTIONS SRL,"BUCUREŞTI
s","Str. Nerva Traian, nr. 27-33, birou nr.6, sc.B, et.1,
ector 3",0 7 2 2 2 9 0 0 3 7,B - 5 0 5 3,0 7 . 0 5 . 2 0 2 5,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
THERMOVENT SRL,BUCUREŞTI,"Bucureşti, str. Alexandru Sihleanu, nr. 14, sector 3",0722/527955,A-3946,19.02.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
BROTHERS CONSULTING SRL,BUCUREȘTI,"Str. Liviu Rebreanu, nr. 46-58, Ansamblul
Rezidențial “Răsărit de Soare”, tronson (bloc) V,",0784147630,B-2819,13.07.2023,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC TIAB SA,BUCUREŞTI,"Str. Pictor Arthur Verona, nr.17, sector 1",021/3021230,A-0479,02.12.2010,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TIGER SECURITY SERVICES SA,BUCUREȘTI,"Str. Sold. Ghiță Șerban, nr.47-53, sector 3",0212532700,A-7507,23.10.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TODAX SRL,BUCUREŞTI,"Str. Alunișului, nr. 133-135, cam. 1, spațiul
123, ap. 3, sector 4",0745786387,B-5207,05.06.2025,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TOP CLAIM ASSISTANCE SRL
Autorizat la:
TOP CLAIM ASSISTANCE SRL","BUCUREŞTI
BUCUREŞTI","Str. Durău, nr.4, camera 7, sector 1
Str. Maşina de Pâine, nr.49-51, et.1, camera 1,
sector 2","0723/300939
0767/364650","B-1333
A-4656","07.01.2022
19.02.2015",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOP FRAMES SRL,BUCUREŞTI,"Str. Pironas Ion, nr.19, sector 2",0722/627553,A-5435,18.01.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOP SECURITY INVEST SRL,BUCUREŞTI,"Şos. Alexandriei, nr.92, bl.L26, et.1, ap.3, cam.3,
sector 4",0727/806800,A-2762,18.10.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOPALIS ENGINEERING SRL,BUCUREŞTI,"Bulevardul Alexandru Obregia, nr.40, bl.R8, et.2,
ap.54, sector 4",0721/339407,A-4225,25.06.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TOTAL GRUP SOLUTIONS SRL
Autorizat la",BUCUREŞTI,"Intrarea Cosmina, nr. 54-62, Parter, sc. 2, ap. 4,
sector 5
Str. Părintele Stăniloaie, nr.6, et.6, sector 2",021/6361644,"A-5401
A-4123","28.12.2015
29.04.2014",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOTAL INSTALL FACILITY SRL,BUCUREŞTI,"Str. Erou Cazacu Mihai, nr.3, sector 2",0731/300987,A-4286,15.07.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOTAL PROIECT CONSTRUCŢII SRL,BUCUREŞTI,"Str. Balceşti, nr.8, parter, ap.4, sector 3",021/3113693,A-4143,12.05.2014,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOTAL WATER DESIGN SRL,BUCUREŞTI,"Str. Valea Buzăului, nr.14, bl. G26Bis, sc.1, et.1,
ap.4, sector 3",0721/927674,A-9025,30.05.2019,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TOTTO SECURITY SRL,BUCUREŞTI,"Str. Delea Veche, nr.24, Corp A, Modul M3, et.2,
sector 2",021/3180098,A-5351,11.12.2015,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC TOV DESIGN&CONSULTING SRL,BUCUREŞTI,"Str. G-ral Cristian Tell, nr.21, ap.7, sector 1",0722/691322,A-0553,28.12.2010,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TPF INGINERIE SRL
Autorizat la:",BUCUREȘTI,"Str. Izvor, nr. 80, et. 8, sector 5
Bd. Alexandru Ioan Cuza, nr. 44, etaj 4, ap. 10B,
sector 1",021/3221774,"B-3947
A-9211","03.06.2024
06.08.2019",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TRACTEBEL ENGINEERING SA,BUCUREȘTI,"Str. Av. Popișteanu, nr.54A, Expo Business Park,
Clădirea 1, et.3 , sector 1",031/2248237,B-1226,08.12.2021,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TRIFU F. GHEORGHE PFA,BUCUREŞTI,"Str. Sabinelor, nr.28, sector 5",0722/491893,A-8995,17.05.2019,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TSG VOICE & DATA SRL,BUCUREŞTI,"Aleea Tibles, nr. 26, cam. 3, et. 1, sector 6",0723280111,B-5414,31.07.2025,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TUDOR GEORGE GABRIEL PFA,BUCUREŞTI,"Aleea Feteşti, nr.14-16, bl. M9, sc.J, et.1, ap. 133,
sector 3",0733/340337,A-6217,12.08.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TUDOR D MARIUS PFA,BUCUREȘTI,"Bd. Theodor Pallady, nr.3, camera 1, bl. X1,m sc.",0765483368,A-8334,14.08.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TUDOR I. GABRIEL PFA,BUCUREȘTI,"Șos. Iancului, nr.33, bl. 105A, sc.B, et.10, ap.82 ,
sector 2",0727500286,A-8830,12.03.2019,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
TREBLA SRL-D,BUCUREŞTI,"Str. Vasile Croitoru, nr. 3, bloc 2, scara 2, etaj 8,
ap. 101, sector 5",0742/007831,A-7712,29.01.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TRUSTUL DE CLĂDIRI METROPOLITANE
BUCUREȘTI S.A.",BUCUREŞTI,"Str. Johann Gutenberg, nr. 1, cam. 5 si 7, sector 5",0727/488855,A-8235,13.07.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
QUALITY BUSINESS SOLUTIONS SRL,BUCUREŞTI,"Șos. Nordului, nr.98K, parter, sector 1",031/7101680,A-3672,04.10.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
ULTRAVISION CONSULT SRL,BUCUREŞTI,"Str. Escalei, nr.58, parter, sector 2",021/2407444,A-4775,14.04.2015,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UNIQUE MODERN CONCEPT SRL,BUCUREŞTI,"Str. Nerva Traian, nr. 3, cam. nr. 10, et. 10, sector
3",0722613206,B-3656,03.04.2024,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"UNITED SERV SECURITY SRL
Autorizată ca
UNITED SECURITY SERV SRL",BUCUREŞTI,"Şos.Olteniţei, nr.225A, Pavilion I, corp A, et.1,
camera 12, sector 4",021/3324910,"A-4292
A-3601","17.07.2014
05.08.2013",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UNIVERSAL COMP PROD SRL,BUCUREŞTI,"Str.Telia, nr.1, sector 2",021/2413601,A-6742,03.03.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UNIVERSAL SECURITY SYSTEMS SRL,BUCUREŞTI,"Str.Balomir, nr. 66, sector 5",021/6363393,A-2764,18.10.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC UNIVERSAL SERVICE 95 SRL,BUCUREŞTI,"B-dul Ghe. Şincai, nr.15B, et.2, ap. 19, sector 4",021/4610796,A-2570,28.08.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UP DESIGN EXPERT SRL,BUCUREŞTI,"Str. Liviu Rebreanu, nr. 9, bl. 50, sc. 2, et. 1, ap.
50, sector 3",0744855199,B-4394,17.10.2024,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UP PROJECT SRL,BUCUREȘTI,"Șos. Iancului, nr. 13, bl. 107, sc. A, et. 2, ap. 6",0724286880,B-2277,01.02.2023,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UPTECH BUILDING SOLUTIONS SRL,BUCUREŞTI,"Intr. Paharnicul Turturea, nr. 15, cam. 2, bl. 74, sc.
A, et. 3, ap. 11, sector 2",0749109173,B-5506,11.09.2025,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
URBAN SCOPE SRL,BUCUREȘTI,"Calea Floreasca, nr. 169, corp X, et. 4, sector 1",0740647409,B-6139,20.03.2026,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
URBAN ESPACE SRL,BUCUREŞTI,"B-dul Lacul Tei, nr.109, bl.13A, sc.D, et.5, ap.151,
sector 2",0727/739635,A-8531,07.11.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
URBANIS SERVCONSULT SRL,BUCUREŞTI,"Șos.Mihai Bravu, nr.290, bl.4, sc.C, ap.115, sector
3",0749/408220,B-0346,22.12.2020,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"UTI CONSTRUCTION AND FACILITY
MANAGEMENT SA
Autorizată la:
UTI FACILITY MANAGEMENT SA
Autorizată ca:","BUCUREŞTI
ILFOV","Str.Cernăuţi, nr.27B, sector 2
Otopeni, Calea Bucureștilor, nr.224E, Imobil
Sediu Division","021/2041776
021/2041776","B-1076
A-8402","24.09.2021
12.09.2018",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UTI FACILITY MANAGEMENT SRL,ILFOV,"Otopeni, Calea Bucureștilor, nr.224E, Imobil
Sediu Division, Drum D10, et.2",021/2041776,A-6857,30.03.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"SC UTI GRUP SA
Autorizat la :
SC UTI GRUP SA
Autorizat ca
UTI SYSTEMS SA","BUCUREŞTI
BUCUREŞTI
BUCUREŞTI","Șos. Olteniței, nr.107A, corp C1, sector 4
Str.Cernăuţi, nr.27C, sector 2
Str.Cernăuţi, nr.27C, sector 2","021/2010404
021/2010404
021/2010404","B-1088
A-2770
A-1642","24.09.2021
19.10.2012
22.12.2011",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
UVS DESIGN ENGINEERING SRL,BUCUREŞTI,"Intr. Ion Voicu, nr. 3, sector 2",0726333865,B-5652,21.10.2025,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"TRIDENT SERVICII ȘI MENTENANȚĂ
S.A.
Autorizat ca :
SC UTI SERVICII ŞI MENTENANŢĂ SA",BUCUREŞTI,"Șos. Olteniței, nr.107A, corp.C1, camera 1213, et.
2, sector 4",031/4138524,"A-9720
A-6062","25.02.2020
01.07.2016",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC VAHANEN ROMÂNIA SRL,BUCUREŞTI,"Str. Sfântul Spiridon, nr.12, et.2, ap.6, sector 2",031/2261060,A-0544,27.12.2010,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"VALUE ENGINEERING SRL
Suspendat cu Dispozitia de suspendare cu
nr.4845219/8 din 30.01.2023",BUCUREŞTI,"Str. Dunavăţ, nr.12, bl.60, sc.1, et.3, ap.13, sector
5",0765/452599,A-5503,08.02.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"VASIAN GH. SORIN
PERSOANĂ FIZICĂ AUTORIZATĂ",BUCUREŞTI,"Str. Crivăţului, nr.1, bl.43A, ac.1, et.7, ap.41,
sector 3",0722/407367,A-2923,27.11.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC VDB DYNASTY SRL,BUCUREŞTI,"Str.Dristorului, nr.91-95, bl.C, et.10, ap.1008,
sector 3",031/4016853,A-0289,23.09.2010,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VEGO DESIGN EXPERTISE SRL,BUCUREŞTI,"Splaiul Independenței, nr.291-293, et.10, birou 8,
sector 6",021/3150397,A-8781,27.02.2019,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VENT DESIGN SRL,BUCUREȘTI,"Aleea Iosif Hodoș, nr. 1A, bl. P102, sc. 1, et. 2, ap.
6, sector 3",0722547734,B-4282,12.09.2024,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VERIFIES INTEGRITY SRL,BUCUREŞTI,"Str. Principatele Unite, nr.38-40, Mansarda 1,
ap.35, camera 35, sector 4",0752/265005,B-1198,02.12.2021,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VERT INSTAL SRL,BUCUREŞTI,"Aleea Marius Emanoil Buteică, nr. 2, cam. nr. 1,
bl. 68, sc. 1, et. 3, ap. 19, sector 3",0768860280,B-5869,20.01.2026,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VICTORIA INDUSTRY FIRE SRL,"ILFOV
BUCUREŞTI","sat Chiajna, comuna Chiajna, str. Industriilor,
nr. 70, container modular tip ax-gx cu seria
2001086
Str. Sld. Tina M. Petre, nr.9, bl.L38, sc.2, parter,
ap.57, sector 3",0759500300,"B-3285
A-8769","07.12.2023
20.02.2019",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VIDEO ALARM SECURITY SYSTEMS SRL,BUCUREŞTI,"Bulevardul Camil Ressu, nr. 6, camera 2, bloc 2,
scara B, etaj 8, ap. 71",0722539028,A-7744,14.02.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VIDEO TECHNIC SYSTEMS SRL,BUCUREŞTI,"Str. Silozului, nr.19, et.3, sector 2",0374/466297,A-6537,09.12.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VIFONIM CONSTRUCT SRL,BUCUREŞTI,"Str. Moinești, nr. 6, bl. 201, sc. 1, et. 5, ap. 34,
sector6",0734833407,B-5106,19.05.2025,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VIF PROIECT CONSTRUCT SRL,BUCUREŞTI,"Str. Simion Mehedinți, nr.10, bl.115, sc.1, et.7,
ap.43, sector 6",021/2208354,A-7055,29.05.2017,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VIOSIL INSTALCONSTRUCT SRL,BUCUREȘTI,"Str. Cozieni, nr. 33, construcțiile C1, C2 și C3","0723/500913
0213/367010",A-7993,27.04.2018,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
SC VLADALEX – CONSTRUCT SRL,BUCUREŞTI,"Str. Constantin Kiriţescu, nr.7, corp B, sector 2",021/3267912,A-1831,23.02.2012,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VP SISTEM INTERNATIONAL SRL,BUCUREȘTI,"Calea Plevnei, nr.210, et.1 și mansardă",0372932303,B-1533,30.03.2022,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
VRD PROIECT INVEST SRL,BUCUREŞTI,"Str. Tudor Arghezi, nr.21, et.1, sector 2",021/3115223,A-3219,26.02.2013,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"WE4 DESIGN SECURITY SRL
Autorizat la:",BUCUREȘTI,"Șos. Berceni, nr. 96, bl. B, et. 1, ap. B1.07, sector
4
Str. Alexandru Donici, nr.21, sector 2",0765236408,"B-3661
B-0295","05.04.2024
26.11.2020",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
WEST TOOLS GRUP SRL,BUCUREŞTI,"Intr. Moviliţei, nr.17, sector 1",0722/240850,A-4733,25.03.2015,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
"WINDACO RESOURCES SRL
Autorizată la:
WINDACO RESOURCES SRL","BUCUREŞTI
BUCUREŞTI","Str. Pucheni, nr.119B, mansardă, camera 1, sector
5
Str. Banu Manta, nr.27, bl.34, sc.1, et.2, ap.9,
sector 1","0736/444414
031/4301256","A-9966
A-6373","02.07.2020
13.10.2016",semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
WINDOR 2003 SRL,BUCUREŞTI,"Str. Zborului, nr.6, parter, camera 3, sector 3",0749/408280,A-5537,16.02.2016,semnalizare_proiectare,Proiectare semnalizare alarmare incendiu
