company_name,cui,phone,phone_e164,sector,city,jobs,positions_total,source_date
SC TMG PROF PROJECT SRL,44435422,076498807,+40076498807,COMERT,ALEXANDRIA,LUCRATOR COMERCIAL(7) | LUCRATOR COMERCIAL(1) | LUCRATOR COMERCIAL(4) | LUCRATOR COMERCIAL(3),180,20260331
CEI TREI MAGNIFICI S.R.L.,40893290,0760653442,+40760653442,COMERT,ANINOASA,LUCRATOR GESTIONAR(1),9,20260319
MBA PAINT S.R.L.,44764840,0741056006,+40741056006,COMERT,JOSENI,DIRECTOR VÂNZARI(1),4,20260318
COSMICOM SRL,8024331,0740144726,+40740144726,COMERT,TASNAD,AJUTOR BUCATAR(2) | BARMAN PREPARATOR(1) | AJUTOR OSPATAR(2) | FEMEIE DE SERVICIU(1),84,20260321
S.C. SERGIANA RETAIL S.R.L.,47154790,0725594472,+40725594472,COMERT,SEBES,LUCRATOR COMERCIAL(1) | FRIGORIFERIST (FRIGOTEHNIST)(1),270,20260416
SCULE SI UNELTE DESIGN SRL,32931139,0724080808,+40724080808,COMERT,AFUMATI,MANIPULANT MARFURI(2),70,20260331
FIVE A BUSINESS S.R.L.,54123991,0786767914,+40786767914,COMERT,ARCANI,LUCRATOR GESTIONAR(2),8,20260318
TOP MARKET COMIMPEX SRL,4289352,0731433584,+40731433584,COMERT,SATU MARE,AGENT SERVICII CLIENT(1) | AGENT COMERCIAL(1) | MERCANTIZOR(1) | Conducător auto transport rutier de mărfuri(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),286,20260416
METALURGICA INDUSTRIAL SRL,6302423,0733019951,+40733019951,COMERT,ORADEA,Conducător auto transport rutier de mărfuri(2),2,20260317
OWA PRO S.R.L.,49789579,+40 746 640 416,+40746640416,COMERT,SEBES,LUCRATOR COMERCIAL(1) | LUCRATOR COMERCIAL(2),12,20260401
S.C.SUPER PRODUSE TRADING SRL,42034955,0726554855,+40726554855,COMERT,FUNDENI,DIRECTOR MAGAZIN(1),23,20260325
ATLAS CONCEPT SRL,31351095,0785500018,+40785500018,COMERT,BUCURESTI SECTORUL 2,MANIPULANT MARFURI(10) | FEMEIE DE SERVICIU(2),276,20260325
_SC ROMELA SRL,972289,0748222931,+40748222931,COMERT,LETEA VECHE,SOFER DE AUTOTURISME SI CAMIONETE(1),2,20260317
SC EURO BAGS IMPEX SRL,33574476,0726554855,+40726554855,COMERT,MUNICIPIUL TIMISOARA,LUCRATOR COMERCIAL(3),60,20260324
Franck M. Nova SRL,7557271,0756076280,+40756076280,COMERT,ORAS MOLDOVA NOUA,LUCRATOR COMERCIAL(1) | AGENT DE VÂNZARI(1),37,20260408
HOMEDECO EXCLUSIVE SRL,48138300,0726554855,+40726554855,COMERT,AFUMATI,MANIPULANT MARFURI(2),38,20260324
TENDA ROMANIA SRL,39199554,0724080808,+40724080808,COMERT,BUCURESTI SECTORUL 2,CONSILIER TEHNIC(4),288,20260416
NEMES@EVA,47780557,0726496570,+40726496570,COMERT,PASCANI,VÂNZATOR(1),7,20260319
NISADY FRUCTMANIA S.R.L.,45371343,0744119328,+40744119328,COMERT,DOSTAT,LUCRATOR COMERCIAL(1),7,20260319
GRAND EUFORIA S.R.L.,34113608,0725838987,+40725838987,COMERT,TARGOVISTE,AJUTOR BUCATAR(3) | BUCATAR(4) | LUCRATOR BUCATARIE (SPALATOR VASE MARI)(3),262,20260327
SCAPINO COM SRL,8284633,0726673257,+40726673257,COMERT,TARGOVISTE,AJUTOR BUCATAR(10) | CAMERISTA HOTEL(10) | OSPATAR (CHELNER)(5),625,20260326
MARYCHINA COM S.R.L.,44989100,0726554855,+40726554855,COMERT,BACAU,LUCRATOR COMERCIAL(2),38,20260324
GHINET FRUCTCOM SRL,15276900,0740784001,+40740784001,COMERT,MUNICIPIUL PIATRA-NEAMT,LUCRATOR COMERCIAL(1),4,20260318
VOGUE SRL,18318342,0253219132,+40253219132,COMERT,TARGU JIU,FUNCTIONAR INFORMATII(1),4,20260408
SALES CONSULTING SRL,16929188,0724096200,+40724096200,COMERT,CRAIOVA,SPECIALIST IN ACHIZITII(1),33,20260331
AUTOUTIL ROM SRL,24410903,0722560002,+40722560002,COMERT,CIOLPANI,FEMEIE DE SERVICIU(1),19,20260324
SANTEC SRL,5319583,0745378398,+40745378398,COMERT,PETRESTI,LUCRATOR GESTIONAR(1),5,20260319
CARREFOUR ROMANIA SA,11588780,0374 145400,+40374145400,COMERT,BRASOV,LUCRATOR GESTIONAR(2) | SEF SERVICIU COMERT CU RIDICATA SI CU AMANUNTUL(1) | MANIPULANT MARFURI(1),28,20260413
SELCAN TOUR SRL,30077057,0732211711,+40732211711,COMERT,ALBA IULIA,MANIPULANT MARFURI(3),63,20260325
MIHRAD AGROTEAM SRL,33849992,0765469199,+40765469199,COMERT,BARCA,LUCRATOR COMERCIAL(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),24,20260321
CLAUDIA COM SRL,8447773,0799392275,+40799392275,COMERT,MUNICIPIUL GIURGIU,LUCRATOR COMERCIAL(2),140,20260416
MIBENALY SRL,44861355,0740647296,+40740647296,COMERT,RADAUTI,VÂNZATOR(1),12,20260323
ANGEL CITY SRL,38495934,0726554855,+40726554855,COMERT,MUNICIPIUL SLATINA,LUCRATOR COMERCIAL(3),60,20260325
PUR CHEMICALS SOLUTIONS S.R.L.,37861980,0741228147,+40741228147,COMERT,ORAS BUZIAS,AGENT DE VÂNZARI(1),32,20260331
FAUST FLOREA-USTUROI SRL,1849803,0722689041,+40722689041,COMERT,JIMBOLIA,AJUTOR BUCATAR(3),96,20260331
ROXPET CONCEPT S.R.L.,36316587,0747229628,+40747229628,COMERT,HARNICESTI,LUCRATOR COMERCIAL(1),32,20260331
ANDRADA STIL SRL,19036412,0745173289,+40745173289,COMERT,CLUJ-NAPOCA,LUCRATOR COMERCIAL(1),32,20260331
S.C.MEGADAVIS COMERT SRL,39778734,0744666785,+40744666785,COMERT,ZALAU,VÂNZATOR(2),4,20260318
TRANSILVA CIOCOLATA DISTRIBUTION S.R.L.,37113831,0722839550,+40722839550,COMERT,ROSU,ÎNCARCATOR-DESCARCATOR(2),34,20260324
S.C.MALI FLOWER SRL,30988848,0726554855,+40726554855,COMERT,BUCURESTI SECTORUL 2,LUCRATOR COMERCIAL(3) | LUCRATOR COMERCIAL(4),136,20260326
AMA FL TEXTIL SRL,50780123,0769631016,+40769631016,COMERT,MUNICIPIUL PETROSANI,VÂNZATOR(1),6,20260319
CRISAURA CENTER SRL,17370458,0766636788,+40766636788,COMERT,MAIERU,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN COMERT SI MARKETING(1),15,20260324
MIBOS PAN SRL,33554355,0722839550,+40722839550,COMERT,CHIAJNA,ÎNCARCATOR-DESCARCATOR(4) | MANIPULANT MARFURI(14) | AMBALATOR MANUAL(2),340,20260324
S.C. AUTO DOS S.R.L.,21861275,0740779399,+40740779399,COMERT,ABRUD,Comerciant vanzator marfuri nealimentare(1),3,20260319
SC DALY DA PRAJITURA DE SARBATOARE SRL,39561424,0758478384,+40758478384,COMERT,CLUJ-NAPOCA,AMBALATOR MANUAL(2) | PATISER(2) | AJUTOR BUCATAR(2),418,20260416
CERAMICA Y DECORACION ESPANOLA SRL,28210584,0745636883,+40745636883,COMERT,TARGU NEAMT,BARMAN(2),20,20260320
EDU PRO GRUP SRL,25654868,0723647611,+40723647611,COMERT,LETEA VECHE,MANIPULANT MARFURI(5) | CASIER(2) | SOFER DE AUTOTURISME SI CAMIONETE(4) | FACTURIST(1),765,20260416
SEMANDRES SRL,23153313,0741052731,+40741052731,COMERT,NEGRESTI,MERCEOLOG(1),29,20260330
LAMIRE CREATIV SRL,34522424,0721604879,+40721604879,COMERT,ORAS OTOPENI,BRUTAR(6) | FUNCTIONAR ADMINISTRATIV(1) | LUCRATOR COMERCIAL(3),200,20260325
AHTPAK TRADING 2021,44421214,0755 995 999,+40755995999,COMERT,ORAS VOLUNTARI,AGENT DE VÂNZARI(2) | AGENT DE VÂNZARI(1),24,20260416
WONDER FRIENDS SRL,33012699,0726554855,+40726554855,COMERT,TECUCI,LUCRATOR COMERCIAL(2),38,20260325
CENTRUL DE CALCULATOARE SRL,15715771,0355422600,+40355422600,COMERT,RESITA,AGENT DE VÂNZARI(2),138,20260416
S.C. AVANTI GIANTA S.R.L.,52138090,0755387214,+40755387214,COMERT,POGANA,VÂNZATOR(1),3,20260319
COVER PROD COM SRL,11562497,0260615151,+40260615151,COMERT,ZALAU,GESTIONAR DEPOZIT(1),16,20260324
VICMOD SRL,8697494,0372 299 678,+40372299678,COMERT,BRASOV,LUCRATOR COMERCIAL(1) | SEF FORMATIE INDUSTRIA CONFECTIILOR ÎMBRACAMINTE(1),48,20260414
TOTUL LANGA TINE S.R.L.,41342892,40 768 191 521,+40768191521,COMERT,VANATORI,CASIER(1) | CASIER(2),77,20260416
VVV ELECTRONICS TECHNOLOGY S.R.L.,42961722,0770268587,+40770268587,COMERT,BARCA,AGENT DE VÂNZARI(1),10,20260323
DERUSTRANS SRL,31215638,0768 019 836,+40768019836,COMERT,GALATI,LUCRATOR COMERCIAL(3) | LUCRATOR COMERCIAL(1) | LUCRATOR COMERCIAL(4),15,20260403
TULIT IOLANDA INTR INDIV,39757804,0744590219,+40744590219,COMERT,MIERCUREA CIUC,LUCRATOR COMERCIAL(1),68,20260416
A N SERV TIME S.R.L.,48161443,0766451968,+40766451968,COMERT,DOBRA,VÂNZATOR(2),136,20260416
ELVILORDRAG SRL,40088401,0758015623,+40758015623,COMERT,POLOVRAGI,LUCRATOR GESTIONAR(1),30,20260331
SUTI EDEN S.R.L.,35997103,0728048135,+40728048135,COMERT,TARGU SECUIESC,LUCRATOR COMERCIAL(1),15,20260324
NEACSU SNC,6192703,0769694008,+40769694008,COMERT,MUNICIPIUL SLATINA,ADMINISTRATOR SOCIETATE COMERCIALA(1),9,20260321
WIZMAG DISTRIBUTION SRL,36758570,0766585383,+40766585383,COMERT,NANOV,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",14,20260320
DOLADELA DISTRIBUTIE SRL,25697583,0747909334,+40747909334,COMERT,GALATI,"MANAGER MARKETING (TARIFE, CONTRACTE, ACHIZITII)(1)",65,20260415
GTFOREST S.R.L.,32358555,0751581586,+40751581586,COMERT,PILUGANI,VÂNZATOR(1) | TEHNICIAN SILVIC – EXPLOATARE(1),30,20260410
LUMINA STELELOR FASHION S.R.L.,41016659,0726554855,+40726554855,COMERT,MUNICIPIUL PIATRA-NEAMT,LUCRATOR COMERCIAL(4),80,20260326
TOTALITARIS COM DIVERS SRL,6507658,0722281076,+40722281076,COMERT,DEVA,MANIPULANT MARFURI(4) | AGENT DE VÂNZARI(4),536,20260416
MARVI LOGISTIC SRL,25858736,0744493035,+40744493035,COMERT,ORADEA,VÂNZATOR(2) | VÂNZATOR(1),107,20260406
BGADEPOMOB SRL,45512957,+40 731 321 115,+40731321115,COMERT,CORNESTI,MANIPULANT MARFURI(5),100,20260326
Corte 1 Events,51846544,0722258023,+40722258023,COMERT,BUCURESTI SECTORUL 1,BARMAN(1),66,20260416
LUCKYANT IMPEX SRL,31031228,0726554855,+40726554855,COMERT,AFUMATI,LUCRATOR COMERCIAL(2),44,20260327
ARDE O PIZZA SRL,53144112,0737842499,+40737842499,COMERT,FETESTI,BUCATAR(2) | AJUTOR BUCATAR(3) | BUCATAR(1),42,20260416
DASAGRA FEED S.R.L.,32496035,0746986247,+40746986247,COMERT,NAZNA,LUCRATOR COMERCIAL(1),66,20260416
SOR CONSTRUCT SRL,20604311,0740028092,+40740028092,COMERT,SIVITA,MANIPULANT MARFURI(1),7,20260321
MALY FRUITS SRL,27787283,0749499091,+40749499091,COMERT,BOSIA,MANIPULANT MARFURI(1),9,20260402
RALVERTI STAR SRL,17607792,0241/620164,+40241620164,COMERT,CONSTANTA,MANIPULANT MARFURI(1),66,20260416
SOR CONSTRUCT TRADING SRL,26099537,0746029720,+40746029720,COMERT,SIVITA,SOFER DE AUTOTURISME SI CAMIONETE(1) | MANIPULANT MARFURI(1),14,20260327
CASIMART SRL,50954335,0730309286,+40730309286,COMERT,BUCOVAT,MANIPULANT MARFURI(1),2,20260320
JUCARIA TA SRL,43893480,0723578407,+40723578407,COMERT,CRAIOVA,LUCRATOR COMERCIAL(3),57,20260326
TOSCA SRL,3930601,0720000209,+40720000209,COMERT,ROMAN,OSPATAR (CHELNER)(1),22,20260327
RAMARA SMART TEAM SRL,33071105,0730537290,+40730537290,COMERT,PLOIESTI,TEHNICIAN GESTIUNEA PRODUCTIEI(1) | CARTONAGIST(3) | STIVUITORIST(1) | MASINIST LA MASINI DE AMBALAT(1),396,20260416
CERNICA SENIOR SRL,32180759,0746581530,+40746581530,COMERT,CERNATESTI,VÂNZATOR(1),28,20260413
CLAUDIO MARKET S.R.L.,47612499,0762332378,+40762332378,COMERT,TARGU JIU,LUCRATOR GESTIONAR(1),34,20260402
KEROBRINGA SRL,10681538,0731/371382,+40731371382,COMERT,ODORHEIU SECUIESC,FACTURIST(1),1,20260319
SC ROBYMALL SRL,48355873,0744395493,+40744395493,COMERT,GALATI,LUCRATOR COMERCIAL(1),5,20260320
NIKELDORF SRL,25187185,0720867758,+40720867758,COMERT,PANCIU,OSPATAR (CHELNER)(1),38,20260403
CRISTAL PROD MEAT SRL,35328389,0768039316,+40768039316,COMERT,BUCURESTI SECTORUL 2,OPERATOR SORTARE CARCASE DE PASARE(4),84,20260327
DOREMI SRL,5682995,0720004770,+40720004770,COMERT,FOCURI,LUCRATOR COMERCIAL(1),65,20260416
VOLTRON TRADING SRL,34949981,0748402816,+40748402816,COMERT,BUCURESTI SECTORUL 1,AGENT DE VÂNZARI(1),27,20260331
RXB MARKET S.R.L.,50034980,0784526163,+40784526163,COMERT,PERETU,SEF DEPARTAMENT(1),25,20260331
EL IMPEX SRL,2116657,07263458210,07263458210,COMERT,DEVA,VÂNZATOR(2),124,20260416
COLISEUM SA,5057024,0753061048,+40753061048,COMERT,CRAIOVA,MANIPULANT MARFURI(2) | MANIPULANT MARFURI(1) | CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),8,20260408
SHOP MADELAINE S.R.L.,38297082,0743776988,+40743776988,COMERT,BAIA MARE,LUCRATOR COMERCIAL(1),36,20260402
VALY CRINUTZA S.R.L.,49553143,0724357660,+40724357660,COMERT,FETESTI,LUCRATOR GESTIONAR(1),12,20260325
MOTO E MOTION SRL,29698638,0740058601,+40740058601,COMERT,BUCURESTI SECTORUL 6,REPREZENTANT COMERCIAL(1) | REPREZENTANT COMERCIAL(3),198,20260416
MIRALUX STAR SRL,29272992,0722320998,+40722320998,COMERT,BRAD,DIRECTOR MAGAZIN(1) | ASISTENT COMERCIAL(1),14,20260401
FBC FLOWERS SRL,32846351,0741153576,+40741153576,COMERT,CLUJ-NAPOCA,LUCRATOR COMERCIAL(2),34,20260327
ALUPLAST SYSTEM SRL,16125213,0725586500,+40725586500,COMERT,MUNICIPIUL CLUJ-NAPOCA,MANIPULANT MARFURI(2),122,20260416
CAU VENDING INTERNAȚIONAL S.R.L.,46934453,0775594683,+40775594683,COMERT,TECUCI,OPERATOR LA INSTALATII AUTOMATE PENTRU PREPARAREA AMESTECULUI(1) | OPERATOR RESPONSABIL CU SUPRAVEGHEREA TEHNICA A INSTALATIILOR(1),6,20260324
TEKNO LINE FASTENERS SRL,30908270,0763/344332,+40763344332,COMERT,SLATINA,MANIPULANT MARFURI(1),6,20260324
LA ZĂRESCU MARIANA SRL,28826593,0732870119,+40732870119,COMERT,MEHADIA,ÎNCARCATOR-DESCARCATOR(1),4,20260323
EMERSON SRL,18284762,0374132000,+40374132000,COMERT,CLUJ-NAPOCA,ASISTENT COMERCIAL(2) | ASISTENT COMERCIAL(1) | CONSILIER TEHNIC(1) | CONTROLOR CALITATE(1) | INGINER DE CERCETARE ÎN ECHIPAMENTE DE PROCES(1),107,20260324
SC URBAN SHOES SRL,50800069,0760863368,+40760863368,COMERT,MUNICIPIUL AIUD,LUCRATOR COMERCIAL(1),4,20260323
BIACON ACTIV SRL,22513830,0766773746,+40766773746,COMERT,HUNEDOARA,MANIPULANT MARFURI(1),59,20260416
SOLSTITIUL SRL,18733209,0762671153,+40762671153,COMERT,IVESTI,LUCRATOR GESTIONAR(1),59,20260416
CREATIV TOTAL LUX S.R.L.,45211261,0722725685,+40722725685,COMERT,BUCURESTI SECTORUL 2,AMBALATOR MANUAL(3) | ÎNCARCATOR-DESCARCATOR(3) | MANIPULANT MARFURI(3),162,20260330
RGL DOLCE,50661122,0745951122,+40745951122,COMERT,FILIASI,BUCATAR(2),30,20260327
TERASA  MINUNATA S.R.L,50611590,0785103168,+40785103168,COMERT,BUCOVAT,BUCATAR(2),30,20260327
ORIENT AROMAS SRL,41394581,0722227793,+40722227793,COMERT,BUCURESTI SECTORUL 3,LUCRATOR COMERCIAL(2) | MANIPULANT MARFURI(2) | SOFER DE AUTOTURISME SI CAMIONETE(2) | FEMEIE DE SERVICIU(1),126,20260330
ECOKARM RO SRL,36262487,0729894494,+40729894494,COMERT,PASCANI,MACELAR(1),18,20260330
SUPER SPLENDID SRL,22042589,0740/358803,+40740358803,COMERT,DOROHOI,LUCRATOR COMERCIAL(1),3,20260324
IONELACRI SRL,15485818,0766368178,+40766368178,COMERT,ION CREANGA,VÂNZATOR(1) | TRACTORIST(1),116,20260416
PRAJITURI GLAMOUR S.R.L.,48199219,0769251106,+40769251106,COMERT,BUCURESTI SECTORUL 6,LUCRATOR GESTIONAR(1),2,20260323
RISAL SRL,14725874,0235314554,+40235314554,COMERT,VASLUI,VÂNZATOR(1),11,20260326
SHOP CLEVER SRL,35337280,0762272602,+40762272602,COMERT,TARGU JIU,LUCRATOR GESTIONAR(1),58,20260416
SOUTH KING SRL,26929444,0744786999,+40744786999,COMERT,ORAS MIHAILESTI,AGENT COMERCIAL(1),17,20260330
EUROFISH GRUP SRL,17054161,0748097191,+40748097191,COMERT,SILISTEA,LUCRATOR COMERCIAL(3),42,20260327
IRI-BIA 2007 COM SRL,21409173,0726554855,+40726554855,COMERT,MUNICIPIUL TARGU JIU,LUCRATOR COMERCIAL(2) | LUCRATOR COMERCIAL(1),43,20260407
ZAVATE INTERNATIONAL SRL,44294668,0767858304,+40767858304,COMERT,BUCURESTI SECTORUL 1,LUCRATOR COMERCIAL(1),28,20260402
AUTOMOTORS FAI S.R.L.,38624800,0743597622,+40743597622,COMERT,ZANESTI,LUCRATOR COMERCIAL(2) | SPALATOR VEHICULE(1),174,20260416
VICTORIA SNACK & FRESH SRL,51332861,0742634244,+40742634244,COMERT,SALONTA,LUCRATOR COMERCIAL(1),58,20260416
CORBERO SRL,10673764,0740071407,+40740071407,COMERT,BACAU,AGENT DE VÂNZARI(1),19,20260331
SKY ANGEL SRL,26387823,0721362614,+40721362614,COMERT,MUNICIPIUL SACELE,LUCRATOR COMERCIAL(1),25,20260401
STAR ALDARO SRL,30422007,0722568927,+40722568927,COMERT,MUNICIPIUL PETROSANI,LUCRATOR COMERCIAL(1),20,20260331
STYL SRL,1467595,0770876765,+40770876765,COMERT,MUNICIPIUL CRAIOVA,CONSILIER VANZARI BIJUTERII SI CEASURI(1),46,20260410
CELIQUM S.R.L.,37630781,0752119455,+40752119455,COMERT,BRADESTI,LUCRATOR SORTATOR DESEURI RECICLABILE(1),3,20260324
BEST FOOD CONNECT SRL,52114385,0749629194,+40749629194,COMERT,MUNICIPIUL RESITA,VÂNZATOR LA DOMICILIUL CLIENTULUI PE BAZA DE COMANDA(2),114,20260416
BAI LI IMPEX,32291870,Sc bai li Impex srl,,COMERT,UIASCA,VÂNZATOR(1),16,20260330
L&Z SMART STORE BUSINESS S.R.L,47074756,0762996999,+40762996999,COMERT,OVIDIU,AGENT COMERCIAL(2),32,20260330
WENG STORE S.R.L.,49737359,0772081600,+40772081600,COMERT,TECHIRGHIOL,CASIER(3),48,20260330
SALI ROBERT INTERCOM S.R.L.,42669567,0761623637,+40761623637,COMERT,ROSIORI DE VEDE,LUCRATOR COMERCIAL(2) | MANIPULANT MARFURI(2),228,20260416
PREMIER FLOORING GROUP SRL,29756534,0728269398,+40728269398,COMERT,SLOBOZIA,AGENT DE VÂNZARI(1) | INGINER INSTALATII PENTRU CONSTRUCTII(1),4,20260415
JANMAR COM SRL,5211602,0268213183,+40268213183,COMERT,FAGARAS,MANIPULANT MARFURI(1),7,20260325
TIVAMI ACCENT SRL,37039379,00000000,+000000,COMERT,CIUMBRUD,LUCRATOR COMERCIAL(1),57,20260416
ILAVNIC ELECTRO SRL,46867591,0768355511,+40768355511,COMERT,MUNICIPIUL CARACAL,ADMINISTRATOR SOCIETATE COMERCIALA(1) | LUCRATOR GESTIONAR(2),69,20260416
DOLCESSA S.R.L.,46290034,0773935877,+40773935877,COMERT,TARGU JIU,LUCRATOR COMERCIAL(1),21,20260401
GRAND COMPOUND RESINS PLASTIC RECYCLING S.R.L.,44779914,0734489671,+40734489671,COMERT,FAGARAS,LUCRATOR SORTATOR DESEURI RECICLABILE(1),1,20260323
TRICOSIB SRL,1174005,0729890894,+40729890894,COMERT,NEHOIU,CASIER(1),4,20260324
SC KODYSHOP CONSTRUCT SRL,26286250,0760710609,+40760710609,COMERT,MUNICIPIUL HUSI,CONSILIER JURIDIC(1),18,20260331
AB FOUR SUPORT S.R.L.,45957610,0765362324,+40765362324,COMERT,TUPILATI,VÂNZATOR(2) | VÂNZATOR(1),74,20260415
LAURENŢIU ŞI COSTEL S.R.L.,40840848,0720163030,+40720163030,COMERT,MUNICIPIUL SLOBOZIA,VÂNZATOR(1),56,20260416
BENEFICA PRODCOM SRL,4170164,0730091774,+40730091774,COMERT,BISTRITA,VÂNZATOR(1),56,20260416
OK DRAGAN SRL,8608314,0728962247,+40728962247,COMERT,MUNICIPIUL CALARASI,VÂNZATOR(1),54,20260415
CONTRADE SRL,1112142,0745067899,+40745067899,COMERT,BRASOV,MANIPULANT MARFURI(2),112,20260416
S.C.NEPMAN-BAU SRL,42678123,0744935160,+40744935160,COMERT,VATRA DORNEI,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(2) | ÎNGRIJITOR CLADIRI(2),222,20260416
ZEGO SRL,50888754,0730914356,+40730914356,COMERT,TARGU JIU,SOFER DE AUTOTURISME SI CAMIONETE(1),12,20260327
MATICS TIM SRL,31476641,0740263838,+40740263838,COMERT,MUNICIPIUL SATU MARE,LUCRATOR COMERCIAL(1),1,20260324
AXEL COMPANY SRL,6731786,0788988333,+40788988333,COMERT,ABRUD,LUCRATOR COMERCIAL(1),3,20260325
ENIGMA COM SRL,2159305,0253229330,+40253229330,COMERT,DRAGOENI,Conducător auto transport rutier de mărfuri(1) | AGENT DE VÂNZARI(1) | MANIPULANT MARFURI(1) | LUCRATOR GESTIONAR(1),12,20260416
CARMANGERIADALIA SRL,2200390,0262224040,+40262224040,COMERT,BAIA MARE,LUCRATOR COMERCIAL(1) | ÎNGRIJITOR CLADIRI(1),15,20260402
COMANA-MARIS SRL,33115708,0766263108,+40766263108,COMERT,VAMA,VÂNZATOR(1),17,20260331
COSA PANEDOLCI S.R.L.,45401002,0742115942,+40742115942,COMERT,CASEIU,LUCRATOR COMERCIAL(1),17,20260331
NICOVID SRL,6948344,0799902708,+40799902708,COMERT,SATU MARE,SOFER DE AUTOTURISME SI CAMIONETE(1) | CASIER(1) | VÂNZATOR(2) | MANIPULANT MARFURI(1),131,20260416
MIDRAS,22944026,0740573285,+40740573285,COMERT,MUNICIPIUL TURDA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",110,20260416
SC ROVEKA FARM IMPEX SRL,18899431,0787377167,+40787377167,COMERT,IANOSDA,AGENT CUMPARARI(1) | ÎNGRIJITOR ANIMALE(2),81,20260416
FERONERIA 47 SRL,52501306,0744675343,+40744675343,COMERT,BAIA MARE,MANAGER DE INTREPRINDERE SOCIALA(1) | AGENT DE VÂNZARI(1),10,20260325
SC BEAUTY BY GABRIELA ROXY SRL,52750650,0785528404,+40785528404,COMERT,CRAIOVA,MANICHIURIST(2) | ALTI MUNCITORI ÎN SERVICII PENTRU CURATENIE(2) | COSMETICIAN(2),88,20260327
BENZMAR SRL,10829791,0267367087,+40267367087,COMERT,TURIA,AJUTOR OSPATAR(2),44,20260401
ARTSANI COM SRL,14528066,0244516464,+40244516464,COMERT,PLOIESTI,AGENT DE VÂNZARI(1) | DISPECER(1),110,20260416
MARCEL TRADING SRL,17609858,0720500619,+40720500619,COMERT,MUNICIPIUL ROMAN,LUCRATOR COMERCIAL(2),110,20260416
QFROST SRL,26101394,0722236396,+40722236396,COMERT,SLOBOZIA,ÎNCARCATOR-DESCARCATOR(1),11,20260327
BERTONE SRL,53906375,0755082708,+40755082708,COMERT,SUCEAVA,ADMINISTRATOR SOCIETATE COMERCIALA(1),21,20260401
AN TAI COMIMPEX SRL,51057648,0726554855,+40726554855,COMERT,ORAS MOLDOVA NOUA,VÂNZATOR(2),32,20260331
NAIMEED COMPANY SRL,31640921,0752185460,+40752185460,COMERT,BACAU,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1)",13,20260330
MIOMAR UNIVERSAL SRL,28069222,0742212343,+40742212343,COMERT,OCNA MURES,"LUCRATOR COMERCIAL(1) | OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1) | CONTABIL(1)",79,20260406
ZEM KING UNIC SRL,38091154,0770352989,+40770352989,COMERT,MIHAIL KOGALNICEANU,CASIER(2),32,20260331
PROFI BANTADOMINIC S.R.L.,46822204,0764385586,+40764385586,COMERT,ROVINARI,CASIER(2) | CASIER(1),79,20260416
ALEOMI LAB S.R.L.,39775436,0741036510,+40741036510,COMERT,TARGU MURES,COFETAR(3) | AGENT DE VÂNZARI(3) | SOFER DE AUTOTURISME SI CAMIONETE(2) | SOFER DE AUTOTURISME SI CAMIONETE(1) | AGENT DE VÂNZARI(2),379,20260416
PHOTO IMAGE IMPEX SRL,30400122,0732785232,+40732785232,COMERT,BUCURESTI SECTORUL 2,AGENT COMERCIAL(2),30,20260331
ROADLINK SOFTWARE SRL,37666360,725521445,+40725521445,COMERT,GHEABA,CASIER(1),53,20260416
SC MOVENTIS FOOD SRL,53025197,0743845060,+40743845060,COMERT,MACIN,BUCATAR(1) | AJUTOR BUCATAR(2) | SOFER DE AUTOTURISME SI CAMIONETE(2) | LUCRATOR COMERCIAL(2),294,20260412
PALAS COM SRL,6668000,+40265306225,+40265306225,COMERT,TARGU MURES,SEF DEPOZIT(4),208,20260416
7DIN7 SRL,17066751,0723632938,+40723632938,COMERT,DEVA,MANIPULANT MARFURI(1),56,20260416
MIA PIRI PIPO SRL,47164220,0735561526,+40735561526,COMERT,MUNICIPIUL REGHIN,LUCRATOR COMERCIAL(1),5,20260326
JAO RO SRL,16624876,0746162887,+40746162887,COMERT,BOTOSANI,Comerciant vanzator marfuri nealimentare(1),50,20260415
PHEAR S.R.L.,45182565,0746832586,+40746832586,COMERT,BRAILA,MANIPULANT MARFURI(1),19,20260401
APOR DECOR CONS S.R.L.,39164688,0749577767,+40749577767,COMERT,SANZIENI,LUCRATOR COMERCIAL(1),13,20260331
GEMENI MARVAS S.R.L.,42243501,0754808319,+40754808319,COMERT,PALTINOASA,VÂNZATOR(1),14,20260331
ROM STAR SRL,7056351,0245651448,+40245651448,COMERT,LUNGULETU,LUCRATOR COMERCIAL(1),8,20260327
BIJOUX CHARM S.R.L.,46901685,0740526139,+40740526139,COMERT,IASI,VÂNZATOR(1),8,20260327
