company_name,cui,phone,phone_e164,email,sector,city,jobs,positions_total,source_date
SC BEAUTY BY GABRIELA ROXY SRL,52750650,0785528404,+40785528404,tgroxana@yahoo.com,COMERT,CRAIOVA,MANICHIURIST(2) | ALTI MUNCITORI ÎN SERVICII PENTRU CURATENIE(2) | COSMETICIAN(2),88,20260327
BENZMAR SRL,10829791,0267367087,+40267367087,office@motel-benzmar.ro,COMERT,TURIA,AJUTOR OSPATAR(2),44,20260401
ARTSANI COM SRL,14528066,0244516464,+40244516464,contact@artsani.ro,COMERT,PLOIESTI,AGENT DE VÂNZARI(1) | DISPECER(1),110,20260416
MARCEL TRADING SRL,17609858,0720500619,+40720500619,apetrariu@marcel.com.ro,COMERT,MUNICIPIUL ROMAN,LUCRATOR COMERCIAL(2),110,20260416
QFROST SRL,26101394,0722236396,+40722236396,virgil.petcu@yahoo.com,COMERT,SLOBOZIA,ÎNCARCATOR-DESCARCATOR(1),11,20260327
BERTONE SRL,53906375,0755082708,+40755082708,contasist@gmail.com,COMERT,SUCEAVA,ADMINISTRATOR SOCIETATE COMERCIALA(1),21,20260401
AN TAI COMIMPEX SRL,51057648,0726554855,+40726554855,catalin.anyday@gmail.com,COMERT,ORAS MOLDOVA NOUA,VÂNZATOR(2),32,20260331
NAIMEED COMPANY SRL,31640921,0752185460,+40752185460,naimeedcompany@gmail.com,COMERT,BACAU,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1)",13,20260330
MIOMAR UNIVERSAL SRL,28069222,0742212343,+40742212343,resurseumane@miomaruniversal.com,COMERT,OCNA MURES,"LUCRATOR COMERCIAL(1) | OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1) | CONTABIL(1)",79,20260406
ZEM KING UNIC SRL,38091154,0770352989,+40770352989,zemkingunic@gmail.com,COMERT,MIHAIL KOGALNICEANU,CASIER(2),32,20260331
PROFI BANTADOMINIC S.R.L.,46822204,0764385586,+40764385586,magazin2820@profi.ro,COMERT,ROVINARI,CASIER(2) | CASIER(1),79,20260416
ALEOMI LAB S.R.L.,39775436,0741036510,+40741036510,valeria_buti@yahoo.com,COMERT,TARGU MURES,COFETAR(3) | AGENT DE VÂNZARI(3) | SOFER DE AUTOTURISME SI CAMIONETE(2) | SOFER DE AUTOTURISME SI CAMIONETE(1) | AGENT DE VÂNZARI(2),379,20260416
PHOTO IMAGE IMPEX SRL,30400122,0732785232,+40732785232,bekiro99@yahoo.com,COMERT,BUCURESTI SECTORUL 2,AGENT COMERCIAL(2),30,20260331
ROADLINK SOFTWARE SRL,37666360,725521445,+40725521445,petrescu.stef22@gmail.com,COMERT,GHEABA,CASIER(1),53,20260416
SC MOVENTIS FOOD SRL,53025197,0743845060,+40743845060,dfood40@yahoo.com,COMERT,MACIN,BUCATAR(1) | AJUTOR BUCATAR(2) | SOFER DE AUTOTURISME SI CAMIONETE(2) | LUCRATOR COMERCIAL(2),294,20260412
PALAS COM SRL,6668000,+40265306225,+40265306225,contabilitate@palascom.ro,COMERT,TARGU MURES,SEF DEPOZIT(4),208,20260416
7DIN7 SRL,17066751,0723632938,+40723632938,7din7deva@gmail.com,COMERT,DEVA,MANIPULANT MARFURI(1),56,20260416
MIA PIRI PIPO SRL,47164220,0735561526,+40735561526,pardutiugeorgeta@yahoo.com,COMERT,MUNICIPIUL REGHIN,LUCRATOR COMERCIAL(1),5,20260326
JAO RO SRL,16624876,0746162887,+40746162887,jao.ovidiu@gmail.com,COMERT,BOTOSANI,Comerciant vanzator marfuri nealimentare(1),50,20260415
PHEAR S.R.L.,45182565,0746832586,+40746832586,arsenemihaelaroxana@gmail.com,COMERT,BRAILA,MANIPULANT MARFURI(1),19,20260401
APOR DECOR CONS S.R.L.,39164688,0749577767,+40749577767,darmas.csaba@yahoo.com,COMERT,SANZIENI,LUCRATOR COMERCIAL(1),13,20260331
GEMENI MARVAS S.R.L.,42243501,0754808319,+40754808319,mariana.gemeniuc12@gmail.com,COMERT,PALTINOASA,VÂNZATOR(1),14,20260331
ROM STAR SRL,7056351,0245651448,+40245651448,romstar_contabilitate@yahoo.com,COMERT,LUNGULETU,LUCRATOR COMERCIAL(1),8,20260327
BIJOUX CHARM S.R.L.,46901685,0740526139,+40740526139,is_eurogold_shop@yahoo.com,COMERT,IASI,VÂNZATOR(1),8,20260327
KES PROJECT SRL,34490799,0748142623,+40748142623,pfadianasavu@gmail.com,COMERT,BISTRITA,LUCRATOR COMERCIAL(3),156,20260416
CABRIO 3000 SRL,24937882,0762690479,+40762690479,,COMERT,FALFANI,LUCRATOR COMERCIAL(3),126,20260416
BAUSTOFF + METALL SRL,26167593,0372716555,+40372716555,ana.voican@teaha.ro,COMERT,CLINCENI,REPREZENTANT COMERCIAL(1),3,20260326
SPORT TIME TRADE S.R.L.,41465011,0731667623,+40731667623,hr@sporttime.ro,COMERT,BUCURESTI SECTORUL 6,LUCRATOR COMERCIAL(1) | MANAGER(1),104,20260416
SC P.C.A.V. SRL,6336175,0743347155,+40743347155,contabilitate@agronomo.ro,COMERT,ARAD,MECANIC UTILAJ(1),4,20260326
PRO ACTIV SRL,13821326,0245210677,+40245210677,anca@proactiv.ro,COMERT,TARGOVISTE,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1) | SOFER DE AUTOTURISME SI CAMIONETE(1)",19,20260407
OPTIMUS PRIME COMPANY SRL,28352783,0359411020,+40359411020,optimus_primecompany@yahoo.com,COMERT,ORADEA,MANIPULANT MARFURI(1),52,20260416
LUCA SOFIA MARKET S.R.L.,42381733,0727304727,+40727304727,office.marketla2pasi@gmail.com,COMERT,TULCA,VÂNZATOR(1),9,20260330
LA BRUTARU RICĂ S.R.L.,47407567,0768927300,+40768927300,gugium_arabela@yahoo.com,COMERT,GIURGIU,LUCRATOR COMERCIAL(1),52,20260416
PROMPTIS GROUP,35865889,0746047346,+40746047346,traian.aftene@gmail.com,COMERT,VALEA LUPULUI,LUCRATOR COMERCIAL(1),51,20260416
CHEN XIANG CONCEPT SRL,47629970,0216882449,+40216882449,mmspecialoffice@yahoo.com,COMERT,STEFANESTII DE JOS,LUCRATOR COMERCIAL(1),18,20260401
MARIA ROXANA INVEST SRL,33822679,0761652448,+40761652448,silvia.cobarlie@yahoo.com,COMERT,SUHAIA,LUCRATOR COMERCIAL(1),4,20260326
CITRIN MARKET S.R.L.,35016972,0722947849,+40722947849,citrinmarket@gmail.com,COMERT,DOBROESTI,AJUTOR BUCATAR(2),36,20260401
DINCORD SRL,17020746,0720014705,+40720014705,tasie_dana@yahoo.com,COMERT,CRAIOVA,LUCRATOR COMERCIAL(1),2,20260326
SANWELL SRL,51508942,0766456944,+40766456944,eurocontabv@gmail.com,COMERT,BRASOV,LUCRATOR COMERCIAL(1),13,20260331
NISRE SRL,33570172,0771595078,+40771595078,alinaberca@as-group.ro,COMERT,ORAS POPESTI-LEORDENI,SOFER DE AUTOTURISME SI CAMIONETE(1),7,20260327
MOROMETII FAMILY SRL,43648813,0769634439,+40769634439,ticamoromete@gmail.com,COMERT,RADOMIRESTI,VÂNZATOR(1),51,20260416
SILKY MARKET SRL,2039716,0233253863,+40233253863,silkymarket@silky.ro,COMERT,BICAZ,LUCRATOR COMERCIAL(1),4,20260326
VADATI SRL,19134950,0769214006,+40769214006,vadati.lupeni@yahoo.com,COMERT,MUNICIPIUL VULCAN,ÎNCARCATOR-DESCARCATOR(1),13,20260331
LIVELONG FOREST SRL,32643721,0784824191,+40784824191,livelong2pasi@gmail.com,COMERT,OSOI,DIRECTOR MAGAZIN(1) | ECONOMIST-SEF(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),51,20260416
MAYA DAY TIME SRL,37037947,0743110021,+40743110021,mariapatrascu22@gmail.com,COMERT,BUCURESTI SECTORUL 3,VÂNZATOR(1),17,20260401
MOTILOR SRL,2872367,0740933462,+40740933462,dana_pas_eugenia@yahoo.com,COMERT,CLUJ-NAPOCA,LUCRATOR COMERCIAL(2),22,20260331
GREAT DRESS NOW S.R.L.,49459740,0721461293,+40721461293,cosmingit@yahoo.com,COMERT,DEVA,VÂNZATOR(1),49,20260416
S.C. BEST SERANDIB S.R.L.,51408382,0720958367,+40720958367,bestserandib@gmail.com,COMERT,MUNICIPIUL ALBA IULIA,LUCRATOR COMERCIAL(2) | MANIPULANT MARFURI(2) | FEMEIE DE SERVICIU(1),110,20260403
KEVIN QUATRO SRL,10864888,0740603665,+40740603665,kevinquatro.sr@yahoo.com,COMERT,SANISLAU,LUCRATOR COMERCIAL(2),4,20260326
SC TEX ACCES MCV SRL,16649455,0734818786,+40734818786,denisa.m@maamgarments.com,COMERT,BUCURESTI SECTORUL 5,MANIPULANT MARFURI(1),49,20260416
INDCOMERT SRL,558903,0744521917,+40744521917,indcomert@gmail.com,COMERT,BARAOLT,MANIPULANT MARFURI(1),16,20260401
GLAMODOR S.R.L.,49625908,0732242062,+40732242062,serenuza@yahoo.com,COMERT,COMARNIC,BARMAN PREPARATOR(1),1,20260326
DELICIA FACTORY SRL,53162445,0722629569,+40722629569,bogdancalagiu@yahoo.com,COMERT,MUNICIPIUL GIURGIU,PREPARATOR DE SEMIFABRICATE SI PREPARATE CULINARE(1),49,20260416
ELIZE STORE,51337770,0755244480,+40755244480,CERASELABODNAR@YAHOO.COM,COMERT,FRUMOSU,VÂNZATOR(1),7,20260330
RISE & CLEAN,46503620,0722227793,+40722227793,av.manuelagornescu@yahoo.com,COMERT,BUCURESTI SECTORUL 6,LUCRATOR COMERCIAL(2) | MANIPULANT MARFURI(2) | SOFER DE AUTOTURISME SI CAMIONETE(2) | FEMEIE DE SERVICIU(1),133,20260402
FARMACIA ALEX,14430679,0727990645,+40727990645,emilian.alexandrescu@gmail.com,COMERT,DARASTI-ILFOV,FARMACIST DIRIGINTE(1),4,20260327
CONTINENTAL EXPRESS MGH S.R.L.,33469233,0740021020 0744647296,0740021020 0744647296,nicu.69mgh@yahoo.com,COMERT,SIBIU,LUCRATOR COMERCIAL(1),22,20260403
THE STORE TRANSILVANIA SRL,30874746,0726839188,+40726839188,contabilitate@the-store.ro,COMERT,ORADEA,VÂNZATOR(2) | VÂNZATOR(1),70,20260416
NEMOROSA  SRL,30097194,0757379370,+40757379370,bandietelka@gmail.com,COMERT,CERNAT,LUCRATOR GESTIONAR(1),12,20260401
SC HALIFAX IMPEX SRL,13202273,0735847358,+40735847358,moisanistor@yahoo.com,COMERT,CHIRIBIS,CASIER ÎNCASATOR(1),7,20260330
PROFLEX PLOIESTI PH SRL,37634228,0753026947,+40753026947,resurseumane@stera.ro,COMERT,PLEASA,MANIPULANT MARFURI(1),48,20260416
UNIVERSAL EURO BUILD SRL,30675360,0744774565,+40744774565,universal.eurobuild@gmail.com,COMERT,SIMLEU SILVANIEI,LUCRATOR GESTIONAR(1),10,20260331
WORLD SPEED SRL,33268671,0733910934,+40733910934,office.worldspeed@gmail.com,COMERT,DROBETA-TURNU SEVERIN,LUCRATOR COMERCIAL(4),192,20260416
TITAN MACHINERY ROMANIA SRL,29352595,0751090717,+40751090717,office@titanmachinery.ro,COMERT,CRISTIAN,MANAGER DE ZONA(1) | AGENT DE VÂNZARI(1) | TEHNICIAN ÎNCERCARI COMPONENTE VEHICULE/GRUP MOTOPROPULSOR/OPTIMIZARE ENERGETICA/SISTEME DE MASURARE(1) | ASISTENT MANAGER(1) | TEHNICIAN MECANIC(1),479,20260416
ECO STIM SRL,19118822,0727067403,+40727067403,contabilitate201874@gmail.com,COMERT,VALENII DE MUNTE,LUCRATOR COMERCIAL(1),48,20260416
MMD EXPEDITION SRL,48456908,0724080808,+40724080808,mihai.office.cn@gmail.com,COMERT,CHIAJNA,LUCRATOR COMERCIAL(4),192,20260416
ASGARDFIT-SERVICE SRL,44194707,0742945587,+40742945587,lancuta.tibor@yahoo.com,COMERT,ODORHEIU SECUIESC,LUCRATOR COMERCIAL(1),48,20260416
DOMO GLASS SRL,27019897,0760239626,+40760239626,officedomo@yahoo.com,COMERT,CARCEA,REPREZENTANT COMERCIAL(1),7,20260330
COMINDEST,3494138,0744701619,+40744701619,bettyke@gmail.com,COMERT,VLAHITA,BARMAN(1),18,20260402
DISTRISOR ALIMENT SRL,42326402,0720202236,+40720202236,iri_m24@yahoo.com,COMERT,MUNICIPIUL CRAIOVA,LUCRATOR COMERCIAL(1),4,20260327
ZCS CONCEPT SRL,24520680,0347409698,+40347409698,zcsconcept@yahoo.com,COMERT,ALEXANDRIA,ASISTENT MANAGER(1),18,20260402
MAROX 2001 SRL,13698690,0739140000,+40739140000,marox2001srl@yahoo.com,COMERT,BANEASA,LUCRATOR COMERCIAL(1),45,20260415
ARTA PADURII IMPEX SRL,26497303,0722854127,+40722854127,sxiaohong06@gmail.com,COMERT,FUNDENI,LUCRATOR COMERCIAL(1),20,20260403
MARKET O & F SRL,1488318,0723534650,+40723534650,marketof.srl@gmail.com,COMERT,RAMNICU VALCEA,OSPATAR (CHELNER)(2),40,20260403
FRAMY ICE S.R.L.,49276778,740389315,+40740389315,siminatodor@yahoo.com,COMERT,SANNICOARA,AGENT DE VÂNZARI(1),47,20260416
PRO GUSTO FOOD S.R.L.,52143020,0729168007,+40729168007,progusto2025@yahoo.com,COMERT,URZICENI,LUCRATOR COMERCIAL(1),47,20260416
MANUFACTURING GLASS SYSTEMS SRL,36320936,0730519148,+40730519148,drumea_paula@yahoo.com,COMERT,POPESTI-LEORDENI,AGENT CUMPARARI(2),34,20260402
MOISE CO-EXIM SRL,6807531,0792438420,+40792438420,OFFICELEX2024@GMAIL.COM,COMERT,BUCURESTI SECTORUL 3,MANIPULANT MARFURI(1),19,20260403
NORDIC IMPEX SRL,9868533,0250745192,+40250745192,office@nordicsrl.ro,COMERT,RAMNICU VALCEA,SOFER DE AUTOTURISME SI CAMIONETE(1),10,20260401
FRESH ALIMENT GEROM CL,50998285,0749663234,+40749663234,eligenmar@yahoo.com,COMERT,GALATI,FUNCTIONAR ADMINISTRATIV(1),1,20260327
MINISO S&M GROUP 2022 SRL,47268639,0786800805,+40786800805,shoppingcity.timisoara@miniso-home.ro,COMERT,MUNICIPIUL TIMISOARA,AGENT DE VÂNZARI(1),8,20260331
MILET TRADE SRL,31680446,0792438420,+40792438420,BECONSULT@YAHOO.COM,COMERT,BUCURESTI SECTORUL 2,LUCRATOR COMERCIAL(1),19,20260403
CENTELLA ERBA SRL,29971850,0723516241,+40723516241,centellaerba@yahoo.com,COMERT,CRISTURU SECUIESC,VÂNZATOR(1),14,20260402
FINE METAL SRL,15462970,0726073792,+40726073792,daniela-meri@hotmail.com,COMERT,BUCURESTI SECTORUL 6,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1)",16,20260402
MUNLAIT S.R.L.,46618710,0752802903,+40752802903,panait_valerica@yahoo.com,COMERT,DROBETA-TURNU SEVERIN,AJUTOR OSPATAR(1),7,20260331
KOLIBRI SRL,2974197,0266/218031,+40266218031,,COMERT,ODORHEIU SECUIESC,MANIPULANT MARFURI(2) | MANIPULANT MARFURI(1),77,20260416
FURAJE ONE SRL,49813650,0726110201,+40726110201,dorindavid@yahoo.com,COMERT,BRAD,Comerciant vanzator marfuri nealimentare(1) | LUCRATOR GESTIONAR(1),22,20260416
AVATAR HOME TREE S.R.L.,42992435,0726561990,+40726561990,adrianamihaela@yahoo.com,COMERT,DOMNESTI,ÎNCARCATOR-DESCARCATOR(1),1,20260327
PAULTEC TRADE SRL,29579319,0740189660,+40740189660,TUSAPAUL90@GMAIL.COM,COMERT,CLUJ-NAPOCA,LUCRATOR COMERCIAL(1),24,20260416
PROALEX SRL,23844882,0754320000,+40754320000,lumaxproiect@outlook.com,COMERT,RAMNICU VALCEA,LUCRATOR COMERCIAL(4),84,20260406
ADILEX CENTER S.R.L.,47124200,0749666170,+40749666170,adiianovici@yahoo.com,COMERT,DEALU FLORENI,LUCRATOR COMERCIAL(2) | VÂNZATOR(1),7,20260407
CAPRICE TRADING,19284108,0754056730,+40754056730,MUNCAAVIZE@GMAIL.COM,COMERT,BUCURESTI SECTORUL 6,LUCRATOR COMERCIAL(6),270,20260416
LUXPET SRL,33388384,0740612550,+40740612550,ghebanoaei.mihaita@yahoo.com,COMERT,BREAZU,AGENT DE VÂNZARI(1),6,20260331
ANDREEADESIGNTEX SRL,36534026,0741993804,+40741993804,andreeaparlog@yahoo.com,COMERT,IASI,LUCRATOR COMERCIAL(1),5,20260331
RBC AMI PLANT S.R.L.,44029017,0752028005,+40752028005,e.workrecruitment@gmail.com,COMERT,DAIA,FEMEIE DE SERVICIU(1),14,20260402
MAȘUK IMPEX S.R.L.,39881534,0721076376,+40721076376,masukimpex@gmail.com,COMERT,BUCURESTI SECTORUL 5,LUCRATOR COMERCIAL(2) | MANIPULANT MARFURI(1) | PATISER(1),168,20260415
SC XING XING SRL,50333869,0772010365,+40772010365,sp_contexpert@hotmail.com,COMERT,MUNICIPIUL ZALAU,LUCRATOR COMERCIAL(1) | LUCRATOR COMERCIAL(2),71,20260416
COMP. SORANA SRL,5114839,0245215622,+40245215622,scsoranasr@yahoo.com,COMERT,TARGOVISTE,MANIPULANT MARFURI(1),3,20260330
ADEN SERVCOM SRL,4608737,0747041460,+40747041460,dinca_daniela68@yahoo.com,COMERT,TURNU MAGURELE,LUCRATOR COMERCIAL(1),19,20260406
CARMIX SRL,50635921,0785085502,+40785085502,carmixsrl@gmail.com,COMERT,MUNICIPIUL CRAIOVA,MACELAR(1),5,20260331
LA CASA JANET SRL,40506296,0763143937,+40763143937,adyroute@yahoo.com,COMERT,SALISCA,MANIPULANT MARFURI(1),17,20260406
MAROBLIVIU FAMILY S.R.L.,47421502,0727688167,+40727688167,marobliviu@gmail.com,COMERT,BALTENI,LUCRATOR GESTIONAR(1),13,20260402
CEDY LIQUIDS LOGISTICS S.R.L.,36682065,0753061048,+40753061048,bianca.vierita@coliseum.ro,COMERT,CRAIOVA,Conducător auto transport rutier de mărfuri(1),2,20260330
REAL ADRIAN STORM S.R.L.,46702119,0745794332,+40745794332,beleuta_adrian@yahoo.com,COMERT,VASLUI,CASIER(1),2,20260330
CROSTA SRL,15793982,0766573712,+40766573712,resurseumane@crosta.ro,COMERT,SABAOANI,SPECIALIST MARKETING(1) | VÂNZATOR(1),23,20260410
COCOPIO SRL,15759794,0 785 192 321,+40785192321,officedonpio@gmail.com,COMERT,ARAD,VÂNZATOR(4) | CROITOR(1),95,20260406
NILVAS STAR SRL,5316960,0747146336,+40747146336,nilvas_star@yahoo.com,COMERT,TIBANESTI,SOFER DE AUTOTURISME SI CAMIONETE(1),6,20260401
VLASCU 2007 SRL,22394313,0724357137,+40724357137,vlascueugendan@yahoo.com,COMERT,SLOBOZIA,LUCRATOR COMERCIAL(1),3,20260331
NEW TEAM CONSULTING SRL,34565735,0723368262,+40723368262,draganancuta@yahoo.com,COMERT,AGIGEA,LUCRATOR COMERCIAL(2),86,20260416
STIL ZEUS CONF,15318135,0722278131,+40722278131,ciprian.rabulea@yahoo.com,COMERT,DEVA,LUCRATOR COMERCIAL(1),10,20260401
GALPAN SRL,15613208,0731321115,+40731321115,recrutare@simplyhr.ro,COMERT,ISALNITA,MANIPULANT MARFURI(3),57,20260406
CRISDOR FLOWER SRL,41845924,0720481946,+40720481946,grzcipcont@yahoo.com,COMERT,PETROSANI,LUCRATOR COMERCIAL(1),15,20260403
GAMMIS SRL,2684096,0744576050,+40744576050,office@contabexpertmedias.ro,COMERT,MEDIAS,AGENT DE VÂNZARI(1) | MECANIC AUTO(1),56,20260416
PROFISH UNLIMITED S.R.L.,41378276,0746225302,+40746225302,resurse.umane@profish.ro,COMERT,BUHUSI,VÂNZATOR(1),57,20260416
DANYS IFN SRL,19493678,0722350825,+40722350825,rosucraiova@yahoo.com,COMERT,MUNICIPIUL CRAIOVA,AMANETAR(1),15,20260403
MARIELA GABRILEYA S.R.L.,42150534,0751224309,+40751224309,mocanu_catalina79@yahoo.com,COMERT,MUNICIPIUL BARLAD,LUCRATOR COMERCIAL(3) | LUCRATOR COMERCIAL(2) | LUCRATOR COMERCIAL(1),55,20260416
SC BUSINESS BRANDS SRL,49282044,0761615912,+40761615912,businessbrands2023@gmail.com,COMERT,BUCURESTI SECTORUL 6,AGENT COMERCIAL(1),15,20260403
Hollanthos Flowers Bucuresti SRL,52951602,0730071374,+40730071374,m.vervega@hollanthosflowers.com,COMERT,BUCURESTI SECTORUL 3,AGENT DE VÂNZARI(1),9,20260401
MEGA ORIENTE SHOP S.R.L.,44023634,0726554855,+40726554855,catalin.anyday@gmail.com,COMERT,CALAFAT,LUCRATOR COMERCIAL(2),36,20260406
SOLID GEO FAMILY SRL,49204321,0760771187,+40760771187,solidgeofam@gmail.com,COMERT,MUNICIPIUL MEDGIDIA,LUCRATOR COMERCIAL(1),42,20260416
HLIHOR TRANS COM SRL,18205831,0744793842,+40744793842,hlihorlogistics@gmail.com,COMERT,BAIA,AGENT TRANSPORTURI(1),42,20260416
METAL GROUP SRL,6233951,0040267351078,+40267351078,metalgroup1994@gmail.com,COMERT,SFANTU GHEORGHE,OPERATOR COMERCIAL(1),4,20260331
ANS GROUP SRL,16223173,0744275327,+40744275327,ansgroup.vd@gmail.com,COMERT,VATRA DORNEI,Conducător auto transport rutier de mărfuri(1),42,20260416
EVA COM SRL,15678274,0720999664,+40720999664,evacom69@yahoo.com,COMERT,SLOBOZIA,VÂNZATOR(1),4,20260331
RESTART GOINEST SRL,54169204,0723995246,+40723995246,ioanahogea90@gmail.com,COMERT,CORNU DE JOS,LUCRATOR COMERCIAL(4) | LUCRATOR COMERCIAL(2),66,20260406
UNIKOOS AMM S.R.L.,44020140,0749392326,+40749392326,andrutzzy24@gmail.com,COMERT,LIPOVAT,LUCRATOR COMERCIAL(1),34,20260413
R & G DESIGN SRL,23874450,0233223365,+40233223365,paduraru.elena59@yahoo.com,COMERT,PIATRA-NEAMT,BARMAN(1),4,20260331
FELIMAR SRL,15718301,0233780911,+40233780911,felimar_srl@yahoo.com,COMERT,OTELENI,LUCRATOR COMERCIAL(1),6,20260401
S.C. MEDI COM ART S.R.L.,21833127,0744498860,+40744498860,medicomartsrl@yahoo.com,COMERT,BUCURESTI SECTORUL 4,LUCRATOR COMERCIAL(5),70,20260403
SALUS CONTROLS ROMANIA,32771461,0753146111,+40753146111,anca.matesan@saluscontrols.com,COMERT,CLUJ-NAPOCA,DESIGNER GRAFICA (STUDII SUPERIOARE)(1) | SPECIALIST DOCUMENTATIE STUDII(1),26,20260403
ERISVAS TRADING SRL,33080081,0752028005,+40752028005,e.workrecruitment@gmail.com,COMERT,GOLESTI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",28,20260403
DONOS NICULINA ÎNTREPRINDERE INDIVIDUALĂ,26760190,0747/884858,+40747884858,donos_niculina@yahoo.ro,COMERT,BOTOSANI,LUCRATOR GESTIONAR(1),41,20260416
INDRIE CHIRILA DANIELA NELI,40813673,0742895741,+40742895741,CHIRILADANIELA17@GMAIL.COM,COMERT,MUNICIPIUL SALONTA,Comerciant vanzator marfuri nealimentare(1),39,20260415
ACASA LA CLAUDIA SRL,46054297,0728165676,+40728165676,branzaru.claudia@gmail.com,COMERT,ORAS TARGU OCNA,LUCRATOR COMERCIAL(1),25,20260403
SC HECTRA COM SRL,9888123,0741627299,+40741627299,suma.amaradia@yahoo.com,COMERT,MUNICIPIUL CRAIOVA,LUCRATOR COMERCIAL(1),14,20260403
ANA DISTRIPROD SRL,28170579,0720939399,+40720939399,radalex.consulting@gmail.com,COMERT,DRAGOMIRESTI-DEAL,MANIPULANT MARFURI(15) | AMBALATOR MANUAL(15),870,20260416
M&F CATERING SRL,51831640,0744993519,+40744993519,stupu.mihaela@gmail.com,COMERT,GALATI,LUCRATOR COMERCIAL(1),29,20260415
VLADELSOR SERV SRL,9966060,0233731613,+40233731613,vladelsorserv@yahoo.com,COMERT,ROMAN,VÂNZATOR(1) | LUCRATOR COMERCIAL(1),12,20260401
COLCONCTRUCT SRL,18264935,0771009543,+40771009543,office@colconstruct.ro,COMERT,ORADEA,STIVUITORIST(2),76,20260415
COSROM COSMETICS,15475458,0728119832,+40728119832,g.cuciureanu@cosrom.ro,COMERT,BUCURESTI SECTORUL 5,LUCRATOR COMERCIAL(1),16,20260406
THOMAS FOOD SRL,43749923,0753684192,+40753684192,anca_stoica2005@yahoo.com,COMERT,AIUD,LUCRATOR COMERCIAL(1),13,20260403
ANNEMARIE MARKET SRL,54186108,0758534264,+40758534264,sofiea.dudau@yahoo.com,COMERT,BARLAD,VÂNZATOR(1) | ECONOMIST-SEF(1),2,20260331
SC GOMICOM SRL,15907904,0721126282,+40721126282,gomicom46@gmail.com,COMERT,MUNICIPIUL BARLAD,LUCRATOR COMERCIAL(1),7,20260401
NEDE COMPANY SRL,22634203,-------------,,valentinagheorghescu@yahoo.com,COMERT,PETRESTI,VÂNZATOR(1),18,20260407
GIUWEITING S.R.L.,45420101,0740080288,+40740080288,denizia66@yahoo.com,COMERT,BRAILA,LUCRATOR COMERCIAL(1),19,20260407
TEILE MDG SRL,35278078,0731321115,+40731321115,recrutare@simplyhr.ro,COMERT,DROBETA-TURNU SEVERIN,ELECTRICIAN AUTO(2) | MECANIC AUTO(2),64,20260406
GENID PREST S.R.L.,7962800,0730666006,+40730666006,liviu_grigore_ro@yahoo.ro,COMERT,URZICENI,MANIPULANT MARFURI(1),23,20260409
ROSIOARA ADRIANA NINETA PERSOANA FIZICA AUTORIZATA,49656106,0734010376,+40734010376,adirosioara_68@yahoo.com,COMERT,ROSIORI DE VEDE,LUCRATOR COMERCIAL(1),22,20260416
MIAO SRL,50217988,0770322352,+40770322352,40@gmail.com,COMERT,MUNICIPIUL SATU MARE,AJUTOR BUCATAR(2) | LUCRATOR BUCATARIE (SPALATOR VASE MARI)(1),66,20260408
OLIMPIC SRL,2547897,0731321115,+40731321115,recrutare@simplyhr.ro,COMERT,BERBESTI,BARMAN(1),38,20260415
SOLEDA FRAGUTA SRL,26814649,0727208998,+40727208998,silistraserv@yahoo.com,COMERT,FETESTI,VÂNZATOR(1),28,20260410
MODERN COM SRL,8785383,0740308838,+40740308838,modex1996@yahoo.com,COMERT,CARACAL,LUCRATOR GESTIONAR(1),4,20260401
SABRE FASHION BREHUŢĂ SRL,36647637,0745477774,+40745477774,camihastate@yahoo.com,COMERT,PIATRA-NEAMT,LUCRATOR COMERCIAL(1),7,20260401
SC IANIS-MATEO SRL,53130990,0787743657,+40787743657,ionutmehedintu230@gmail.com,COMERT,TURNU MAGURELE,LUCRATOR COMERCIAL(3),45,20260406
SC EURO TEHNIC LC SRL,52028462,0740590008,+40740590008,OFFICE@EURO-TEHNIC.RO,COMERT,DUMBRAVENI,LUCRATOR GESTIONAR(1),39,20260416
SC EXTRA GAM SRL,17333719,0753094241,+40753094241,denisatoda78@gmail.com,COMERT,BISTRA,LUCRATOR COMERCIAL(1),1,20260331
SIMBA BOX S.R.L.,40934926,0743905871,+40743905871,moxy90@icloud.com,COMERT,NEGRESTI,VÂNZATOR(1),12,20260403
TEBO SRL,6279134,0246215448,+40246215448,bogdancalagiu@yahoo.com,COMERT,GIURGIU,PREPARATOR DE SEMIFABRICATE SI PREPARATE CULINARE(1),39,20260416
AUTO TIME S.R.L.,16059446,0230515001,+40230515001,contasist@gmail.com,COMERT,SUCEAVA,LUCRATOR COMERCIAL(1),6,20260401
S.C. GIRLESCU S.N.C.,4741090,0760407214,+40760407214,egenoa@yahoo.com,COMERT,PIETRIS,VÂNZATOR(1),3,20260401
MELIDORI KEW S.R.L.,46907661,0753517691,+40753517691,melindabede29@gmail.com,COMERT,VIISOARA,LUCRATOR COMERCIAL(1),12,20260403
