company_name,cui,caen_code,caen_description,employees,turnover_ron,city,county,email,email_source,email_verified,phone,website
TARNAVA SA,1228504,1413,Confectii,90,4720550,Municipiul Sighisoara,Mures,office@tarnava.ro,inferred,false,+40265771167,www.tarnava.ro
RH ELECTRONIC TECHNOLOGIES SRL,34893457,2733,Echipamente electrice,90,29289387,Municipiul Brasov,Brasov,,,,+40268401212,
SC MOARA GHIONEA SRL,2248194,1071,Industria alimentara,90,9780084,"Sat Chiscani, Comuna Chiscani",Braila,,,,+40239613291,
MAXOLL SRL,7015378,2221,Cauciuc si mase plastice,90,77952384,Municipiul Odorheiu Secuiesc,Harghita,,,,+40266217862,
NICOLTANA SA,1305607,1107,Bauturi,90,69435092,"Sat Cheia, Comuna Maneciu",Prahova,,,,,
DIAL S.A.,6776141,2593,Constructii metalice,90,66480513,"Loc. Harsova, Oras Harsova",Constanta,,,,+40241870548,
LENOX PROD SRL,18163841,1520,Pielarie,90,37299743,Bucuresti Sectorul 4,Bucuresti,ana.toma@lenoxgroup.ro,master_companies,true,,
LUBOSIL CONF SRL,32169181,1413,Confectii,90,5450102,"Loc. Buhusi, Oras Buhusi",Bacau,,,,+40744377217,
CHICO STIL ALBA S.R.L.,1770865,1414,Confectii,90,11633096,"Loc. Petresti, Municipiul Sebes",Alba,,,,,
SOTHIS PRINT S.R.L.,14435617,1812,Tipar,90,35117789,"Sat Chiajna, Comuna Chiajna",Ilfov,,,,+40727569712,
EMCA WORKS S.R.L.,50228200,2229,Cauciuc si mase plastice,90,2768466,"Sat Margineni, Comuna Margineni",Bacau,,,,,
SILVANIA SORTILEMN SRL,30405111,1623,Lemn,90,25967084,"Sat Lunca Ilvei, Comuna Lunca Ilvei",Bistrita-Nasaud,,,,+40263379258,
LORI COMIMPEX SRL,1682747,1520,Pielarie,90,21568827,Municipiul Arad,Arad,,,,+40257278754,
MATHAI PALETE DE CULORI SRL,27720950,1814,Tipar,90,28542661,Bucuresti Sectorul 1,Bucuresti,,,,,
GRANDE DOLCERIA SRL,32952956,1072,Industria alimentara,90,14947052,"Sat Costi, Comuna Vanatori",Galati,,,,+40744499845,
NORMAROM INDUSTRIE SRL,6480161,1610,Lemn,90,14962404,Bucuresti Sectorul 3,Bucuresti,,,,+40255572822,
PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,3975468,2223,Cauciuc si mase plastice,90,41914211,"Loc. Intorsura Buzaului, Oras Intorsura Buzaului",Covasna,conta@unikatpvc.com,master_companies,true,+40267370461,
ROMEAT OPERATIONAL S.R.L.,30847075,1011,Industria alimentara,90,19978235,Municipiul Constanta,Constanta,,,,,
AGREXCOM -94 SRL,6243785,1013,Industria alimentara,90,49329105,Bucuresti Sectorul 4,Bucuresti,,,,+40316205453,
PRODPROSPER SRL,5564914,1013,Industria alimentara,90,37246399,"Sat Dumbrava Rosie, Comuna Dumbrava Rosie",Neamt,irina.florea@prodprosper.ro,master_companies,true,+40233234357,
FRESCOVERDE SRL,19753913,1039,Industria alimentara,90,58368342,"Sat Apateu, Comuna Nojorid",Bihor,resurseumane@accountsolutions.ro,master_companies,true,+40770424994,
ENRX S.R.L.,6643820,2841,Masini si echipamente,90,44005511,"Sat Vidra, Comuna Vidra",Ilfov,,,,+40723516952,
MORARIT PANIFICATIE ROMAN SA,2053818,1061,Industria alimentara,90,13757301,Municipiul Roman,Neamt,office@panificatieroman.ro,master_companies,true,+40233741954,
COMFRUCT HC SRL,1315627,1071,Industria alimentara,90,19621172,"Loc. Baicoi, Oras Baicoi",Prahova,,,,+40723620779,
TERRA SILVA SRL,18089362,21,,90,41157036,,,terra_silva@yahoo.com,anofm_new_constructii_20260314_8477685f,true,0722785018,
SERCAVER SRL,23114098,2562,Constructii metalice,89,11179695,"Sat Chiuza, Comuna Chiuza",Bistrita-Nasaud,a.bradea@sercaver.ro,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40730118960,
RODATA SRL,5794980,1812,Tipar,89,39736433,Bucuresti Sectorul 1,Bucuresti,,,,+40212312645,
PRIMER ELECTRO SRL,5122220,2312,Alte produse minerale nemetalice,89,22958662,Municipiul Targu Mures,Mures,,,,+40265248430,
AVERY DENNISON SRL,14672222,1729,Hartie,89,42401378,Bucuresti Sectorul 5,Bucuresti,,,,+40744576896,
SAHPROD METEOR SRL,14244978,1039,Industria alimentara,89,63600786,"Sat Floresti, Comuna Floresti",Prahova,,,,+40244387603,
EVO - LINE WINDOWS SRL,32035295,2223,Cauciuc si mase plastice,89,62912078,"Sat Sacalaz, Comuna Sacalaz",Timis,hr@evo-line.ro,master_companies,true,+40723532201,
CDA RO STEEL S.R.L.,33582991,2511,Constructii metalice,89,129471920,Oras Bragadiru,Ilfov,office@cdasteel.ro,master_companies,true,,
APIPROD SRL,12131301,1629,Lemn,89,10031134,"Sat Selimbar, Comuna Selimbar",Sibiu,,,,+40269560500,
UZINA ROMINEX SRL,26130306,2892,Masini si echipamente,89,80782798,Bucuresti Sectorul 5,Bucuresti,office@rominex.ro,master_companies,true,+40753105201,
DEMCAR 2000 SRL,13407899,2511,Constructii metalice,89,36010836,Municipiul Galati,Galati,,,,+40757821575,
AVE MURES SRL,29545669,2712,Echipamente electrice,89,7303499,"Loc. Ungheni, Oras Ungheni",Mures,,,,+40752166478,
FABKA GROUP S.R.L.,32024547,1039,Industria alimentara,89,41139616,Municipiul Ramnicu Valcea,Valcea,catalina.petre@raureni.ro,anofm_new_productie_20260314_40b9f91f,true,+40217770297,
LLOYD STICH DESIGN S.R.L.,48388722,1413,Confectii,89,2947852,Municipiul Ramnicu Sarat,Buzau,,,,+40238566849,
MIB PRODCOM SRL,6654160,1039,Industria alimentara,89,41520169,Municipiul Cluj-Napoca,Cluj,office@mibprodcom.ro,master_contacts,true,+40751297586,
AMBASADOR ELITE SRL,17086740,1082,Industria alimentara,88,10236300,Municipiul Targu Jiu,Gorj,,,,+40722392666,
ENGESER SRL,35338137,2732,Echipamente electrice,88,8978181,"Loc. Lipova, Oras Lipova",Arad,laura.luca@engeser.com,master_companies,true,,
CHERESTA DIMBOVICIOARA SRL,6066942,1107,Bauturi,88,32988869,"Sat Podu Dambovitei, Comuna Dambovicioara",Arges,office@apacraiului.ro,master_companies,true,+40744422934,
SOLSMART SHIP SRL,33085291,3011,3011,88,10092533,Municipiul Braila,Braila,,,,+40722582236,
VERONIKI ECOGRUP SRL,35962725,2222,Cauciuc si mase plastice,88,30727911,Bucuresti Sectorul 1,Bucuresti,,,,,
ELECTROCERAMICA SA,201586,2790,Echipamente electrice,88,38254784,Municipiul Turda,Cluj,office@electroceramica.com,inferred,false,+40264312350,www.electroceramica.com
GILMET SRL,1303452,1629,Lemn,88,13099174,"Sat Drajna de Jos, Comuna Drajna",Prahova,,,,+40244290929,
CONDRA SRL,1932126,1414,Confectii,88,7087468,Municipiul Oltenita,Calarasi,,,,,
PAINE LA LARISA SRL,6895380,1071,Industria alimentara,88,11280424,Municipiul Falticeni,Suceava,,,,+40230545995,
DMF POLIPLAST SRL,1437144,2221,Cauciuc si mase plastice,88,55062119,Municipiul Focsani,Vrancea,,,,+40744632941,
M TOBACCO PRODUCTION AND TRADING SRL,30452890,1729,Hartie,88,42012975,Municipiul Giurgiu,Giurgiu,,,,+40745028505,
TIGER SOMES IMPEX SA,245817,1721,Hartie,88,273386372,Municipiul Dej,Cluj,,,,+40744584145,
NAVMARO SRL,15491518,2511,Constructii metalice,88,19606558,Municipiul Galati,Galati,,,,+40724067712,
APOGEUS COM SRL,7326374,1107,Bauturi,88,34802725,Municipiul Braila,Braila,,,,,
ROKI ROMANIA MANUFACTURING SRL,36766883,2932,Autovehicule,88,79856150,Municipiul Arad,Arad,,,,+40256202404,
BIA OPTIME PRODUCTION S.R.L.,32405479,1072,Industria alimentara,88,15735144,Municipiul Braila,Braila,iamandi2000@yahoo.com,companies,true,,https://sicap.ai/firma/32405479
ROGELYA PROD SRL,7518434,1013,Industria alimentara,88,38818248,Municipiul Falticeni,Suceava,,,,+40751517711,
MOLDO MEX SRL,14644583,3109,Mobila,88,15747350,Municipiul Suceava,Suceava,office@moldomex.ro,inferred,false,+40723523244,www.moldomex.ro
BIBORTENI AQUA S.R.L.,18489679,1107,Bauturi,88,48360944,"Sat Biborteni, Oras Baraolt",Covasna,,,,+40267355112,
FL TECHNICS S.R.L.,43060227,3316,Reparatii masini si echipamente,88,29157828,Bucuresti Sectorul 2,Bucuresti,,,,,
MARYAB IST S.R.L.,33296809,1071,Industria alimentara,88,18687338,"Sat Tunari, Comuna Tunari",Ilfov,maryabpatiserie@gmail.com,master_companies,true,,
GOLDPAN GRUP SRL,16260376,1071,Industria alimentara,88,11989768,"Sat Parincea, Comuna Parincea",Bacau,,,,+40234570995,
TRISTAR STEEL S.R.L.,35316694,2561,Constructii metalice,88,46398933,Municipiul Targoviste,Dambovita,m.bucurescu@tristarsteel.ro,master_companies,true,,
BISBAGS SRL,25249881,1721,Hartie,87,30420342,"Sat Petris, Comuna Cetate",Bistrita-Nasaud,,,,+40263271761,
SOMEG GHERLA SA,202131,2511,Constructii metalice,87,19956068,Municipiul Gherla,Cluj,,,,+40745373834,
DEKOMTE DE TEMPLE ENGINEERING SRL,16503114,2599,Constructii metalice,87,11657945,"Sat Aricestii Rahtivani, Comuna Aricestii Rahtivani",Prahova,,,,+40752197004,
SILUETE PROD SRL,8197448,1413,Confectii,87,8856417,Municipiul Moreni,Dambovita,office.siluete@yahoo.com,master_companies,true,,
DIRDATES PRODUCT SRL,10718262,2562,Constructii metalice,87,8755209,Municipiul Medgidia,Constanta,,,,+40744531363,
AGROLINEVOL S.R.L.,33184953,1011,Industria alimentara,87,105614151,"Sat Volovat, Comuna Volovat",Suceava,agrolineoffice@yahoo.com,master_companies,true,+40740563374,
HIGH PLAST SRL,33480754,2229,Cauciuc si mase plastice,87,24192580,Municipiul Arad,Arad,recrutare@highplast.ro,master_companies,true,+40721830309,
GRANIT-IMPEX SRL,6681904,1414,Confectii,87,23697929,"Sat Bradesti, Comuna Bradesti",Harghita,,,,+40266245044,
TESTED MECHANICAL SRL,37377639,2562,Constructii metalice,87,16869231,"Sat Batesti, Comuna Brazi",Prahova,,,,,
NICOLA SABB SRL,18129130,1071,Industria alimentara,87,18375319,"Loc. Pancota, Oras Pancota",Arad,,,,+40257467178,
ROMTOP INDUSTRIES SA,6755289,1439,Confectii,87,4702033,Municipiul Toplita,Harghita,,,,+40266341482,
MINCO ROMANIA SRL,14100204,1431,Confectii,87,5216383,Bucuresti Sectorul 5,Bucuresti,,,,+40247465611,
METAL TECHNIKS SRL,1478543,2562,Constructii metalice,86,20313547,Municipiul Ramnicu Valcea,Valcea,esima@metaltechniks.ro,master_companies,true,+40250737723,www.metaltechniks.ro
IKON IDEEA SRL,16676425,2511,Constructii metalice,86,33162668,Municipiul Bistrita,Bistrita-Nasaud,,,,+40263233552,
FONDAL INTERNATIONAL SRL,18772275,2453,Industria metalurgica,86,69948383,"Sat Letcani, Comuna Letcani",Iasi,office@fondal.ro,anofm_jobs_20260313_160855_20260314_6a442ca2,true,0738664775,
TOP SPORT CLOTHING SRL,31416020,1419,Confectii,86,7228380,Municipiul Aiud,Alba,,,,,
THERMIK TRANSYLVANIA SRL,15382928,2790,Echipamente electrice,86,4715429,Municipiul Sibiu,Sibiu,,,,+40269210370,
SOGEM PRODUCTION SRL,24621889,1623,Lemn,86,15193982,"Sat Molid, Comuna Vama",Suceava,,,,+40230223760,
MARCO POLO VE SRL,10252099,1082,Industria alimentara,86,28025544,Comuna Tigveni,Arges,,,,+40722991216,
AMIS MOB SA,15768806,3109,Mobila,86,9312333,Municipiul Reghin,Mures,,,,,
VAS-CO TRICOT SRL,23621074,1439,Confectii,86,5511933,Municipiul Caracal,Olt,,,,+40730017053,
XONIX INDUSTRIES SRL,34295631,2893,Masini si echipamente,86,43285767,Municipiul Cluj-Napoca,Cluj,,,,+40723336533,
MIKLOS STEEL SRL,26115187,2521,Constructii metalice,86,40468809,"Sat Tarnovita, Comuna Bradesti",Harghita,,,,+40744931415,
BULK CARRIER BSB S.R.L.,48131469,3011,3011,86,7327621,Municipiul Mangalia,Constanta,,,,+40743751664,
AIR LIQUIDE ROMANIA SRL,12294406,2011,Substante chimice,86,174283231,Bucuresti Sectorul 2,Bucuresti,,,,+40213119680,
ILVAS SA,2433906,1051,Industria alimentara,86,39734154,Municipiul Vaslui,Vaslui,ilvas_vs@yahoo.com,master_companies,true,+40235314414,
EURIAL SRL,16924229,2529,Constructii metalice,86,19728521,"Sat Mediesu Aurit, Comuna Mediesu Aurit",Satu Mare,resurseumane@eurial.com.ro,master_companies,true,+40755550000,
KABLEM ROMANIA S.R.L.,33269375,2931,Autovehicule,85,47445743,Municipiul Campulung Moldovenesc,Suceava,,,,+40735993344,
BRAMAC - SISTEME DE INVELITORI SRL,7626665,2361,Alte produse minerale nemetalice,85,109495895,Municipiul Brasov,Brasov,,,,+40269229995,
GIC & GJM AUTOMOTIVE HARNESSES SRL,18323497,2931,Autovehicule,85,23775578,Municipiul Pitesti,Arges,,,,+40752222072,
MONTE BIANCO SA,5980061,1722,Hartie,85,42955455,Municipiul Targoviste,Dambovita,resurseumane@montebianco.ro,master_companies,true,+40729618080,
TOTH PEK SRL,16310890,1071,Industria alimentara,85,18935239,"Sat Galesti, Comuna Galesti",Mures,sctothpeksrl@gmail.com,companies,true,+40740421973,
CONFLUX SA,450,1413,Confectii,85,12949796,Bucuresti Sectorul 5,Bucuresti,,,,+40213371515,
ANAIRO SRL,2157363,1071,Industria alimentara,85,14785342,Municipiul Targu Jiu,Gorj,anairosrl@yahoo.com,master_companies,true,+40723332249,
SOFAEST MOB SRL,32405576,3109,Mobila,85,12225049,Municipiul Galati,Galati,,,,+40745667089,
FARES SA ORASTIE,2147475,1721,Hartie,85,17198645,Municipiul Orastie,Hunedoara,,,,+40254247570,
BLUE SKY PLASTIC SRL,36522382,2222,Cauciuc si mase plastice,85,11298198,"Sat Beceni, Comuna Beceni",Buzau,,,,+40724311626,
CONSERVFRUCT SRL,4998460,1039,Industria alimentara,85,24222098,Comuna Baltatesti,Neamt,office@conservfruct.ro,master_contacts,true,+40233244085,
EMERALD COMPANY SRL,14576730,1071,Industria alimentara,85,12842671,Bucuresti Sectorul 3,Bucuresti,bianca.velciov.emerald@gmail.com,master_companies,true,+40745644128,
GENERAL STYLE SRL,16111021,1413,Confectii,85,4805039,Municipiul Alba Iulia,Alba,gsalbaiulia@gmail.com,master_companies,true,+40258812957,
CONTRAIL MACHINERY S.R.L.,33845800,2892,Masini si echipamente,85,61626477,Oras Chitila,Ilfov,,,,,
UNIVERSAL CO  S.A.,8086997,1414,Confectii,85,20689376,Municipiul Zalau,Salaj,adriana.sabou@unisys.ro,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40260613214,
A.MORELLI EXPORT IMPORT SRL,4728601,2453,Industria metalurgica,85,28045160,Municipiul Brasov,Brasov,office@morelli.ro,inferred,false,+40268406050,www.morelli.ro
FEREASTRA S.U.K.I. SRL,25189801,2223,Cauciuc si mase plastice,85,27863190,"Sat Moara Vlasiei, Comuna Moara Vlasiei",Ilfov,office@suki.ro,master_companies,true,+40745103165,
C B ELECTRIC SRL,204906,2651,Calculatoare si electronice,85,7409476,Municipiul Campia Turzii,Cluj,,,,+40264365865,
SIRCA SA,5232770,2815,Masini si echipamente,85,31580352,Municipiul Piatra Neamt,Neamt,,,,+40233210583,
B.F.R.-TOUR SRL,17706761,2223,Cauciuc si mase plastice,85,43644587,"Loc. Rasnov, Oras Rasnov",Brasov,,,,+40745163263,
RUS-SAVITAR S.R.L.,6326791,3109,Mobila,85,32383600,"Sat Dudestii Noi, Comuna Dudestii Noi",Timis,,,,+40723512927,
PRODALCOM SA,4906580,1101,Bauturi,85,30408649,Municipiul Botosani,Botosani,office@voronskaya.ro,anofm_jobs_20260313_160855_20260314_6a442ca2,true,+40231534672,
AGM ECO CORPORATE SRL,28931637,1071,Industria alimentara,85,19383270,Municipiul Sfantu Gheorghe,Covasna,,,,+40740966099,
BENCOMP SRL,17402088,2223,Cauciuc si mase plastice,84,22057028,Municipiul Oradea,Bihor,,,,+40359409123,
IMA COMPONENTES IASI SRL,26795040,2932,Autovehicule,84,24698391,Bucuresti Sectorul 1,Bucuresti,,,,+40213005604,
SUDURA MECANICA MONTAJ,18152265,2562,Constructii metalice,84,29060286,"Sat Clucereasa, Oras Mioveni",Arges,iuliana.turlea@piroux.com,master_companies,true,+40721334685,
AVB LEATHER SRL,30505021,1512,Pielarie,84,10066345,Municipiul Sebes,Alba,,,,+40769046791,
FAPICOM SRL,530414,1071,Industria alimentara,84,14062062,Municipiul Gheorgheni,Harghita,fapicom@yahoo.com,master_companies,true,+40744260028,
CASARBOR S.R.L.,35797555,1623,Lemn,84,14029168,Municipiul Sfantu Gheorghe,Covasna,,,,+40722113517,
DIVANASY SRL,11048390,1071,Industria alimentara,84,17530424,"Sat Satu Nou, Comuna Mircea Voda",Constanta,,,,+40788351230,
EUROCOM - EXPANSION SA,182034,1621,Lemn,84,60421009,"Sat Argesani, Comuna Baiculesti",Arges,,,,+40248722167,
SECONF SA,5309334,1413,Confectii,84,5631910,"Sat Bretcu, Comuna Bretcu",Covasna,,,,+40267368493,
PLAMETCO SRL,5011434,2599,Constructii metalice,84,30152644,"Sat Sanpetru, Comuna Sanpetru",Brasov,office@plametco.ro,inferred,false,,www.plametco.ro
ENOVA AUTOMATION & SERVICES SRL,26414472,2712,Echipamente electrice,84,44752018,"Loc. Rovinari, Oras Rovinari",Gorj,,,,+40724578248,
ELECTRO - SERVICE R.B. SRL,6713224,3320,Reparatii masini si echipamente,84,34467407,Bucuresti Sectorul 4,Bucuresti,office@electroservice.ro,master_companies,true,,
TAMOGLASS PERFECT SRL,33194302,2312,Alte produse minerale nemetalice,84,22769333,Comuna Jilava,Ilfov,,,,,
CARNICOMP SRL,13094210,1013,Industria alimentara,84,35119677,Municipiul Sighisoara,Mures,,,,+40744271197,
HERMI CONSTRUCT SRL,8084759,2932,Autovehicule,83,20502939,Municipiul Sacele,Brasov,,,,,
POMAROM SRL,3687910,1020,Industria alimentara,83,43879021,Municipiul Alba Iulia,Alba,,,,+40258811200,
STERLING CRUISE MEAT MANAGEMENT S.R.L.,40668441,1012,Industria alimentara,83,31421319,Oras Voluntari,Ilfov,actedocc@gmail.com,master_companies,true,+40722947849,
AN FEED SRL,15257194,1091,Industria alimentara,83,50282225,"Sat Bozeni, Comuna Corunca",Mures,,,,+40265331016,
BRONZE ALU CARPATI SRL,22523809,2454,Industria metalurgica,83,60983639,Municipiul Pitesti,Arges,,,,+40248265663,
REMEX SA,6168900,3109,Mobila,83,14592016,Panet,Mures,,,,,
ALEX & CO SA,6830461,3299,Alte activitati industriale,83,19620864,"Sat Chichis, Comuna Chichis",Covasna,contabilitate@alexco.ro,master_companies,true,+40267347073,www.alexco.ro
CARANDA BATERII SRL,1560677,2720,Echipamente electrice,83,97022041,Bucuresti Sectorul 1,Bucuresti,office@caranda.ro,master_companies,true,+40212314444,
MECANICA-SIGHETU SA,2214574,2594,Constructii metalice,83,50254007,Municipiul Sighetu Marmatiei,Maramures,secretariat@mecanica-sighet.ro,master_companies,true,+40262311631,
WOODBLINDS LUXMADER SRL,36744826,1623,Lemn,83,22821868,"Sat Sofronea, Comuna Sofronea",Arad,,,,,
MILLION DESIGN SRL,25424044,1413,Confectii,83,3762420,Municipiul Moreni,Dambovita,,,,+40245664448,
ISATIS SRL,10316370,1412,Confectii,83,12450977,"Loc. Buhusi, Oras Buhusi",Bacau,,,,+40234261414,
VALEN EST INDUSTRIES SRL,11337991,3101,Mobila,83,16340947,Comuna Surduc,Salaj,,,,+40744660657,
SOMIPRESS ROMANIA SRL,14318374,2821,Masini si echipamente,83,54621344,Municipiul Satu Mare,Satu Mare,,,,+40261768780,
MAF FORCE SRL,18261475,1085,Industria alimentara,83,24403694,Municipiul Iasi,Iasi,office@mammamia.ro,inferred,false,+40232270215,www.mammamia.ro
COCOR COM SRL,7429272,1011,Industria alimentara,83,69719284,Municipiul Slobozia,Ialomita,,,,+40723347656,
MACONF SRL,14002222,1439,Confectii,82,6361450,"Loc. Ungheni, Oras Ungheni",Mures,,,,+40265306270,
PASMATEX SA,1805190,1399,Textile,82,11207513,Municipiul Timisoara,Timis,office@pasmatex.ro,inferred,false,+40256490227,www.pasmatex.ro
DRUPANEL SRL,16519803,2223,Cauciuc si mase plastice,82,33947339,"Sat Satu Nou de Jos, Comuna Grosi",Maramures,,,,+40262259256,
ADRIANA PROD SRL,11190873,1071,Industria alimentara,82,10663975,Municipiul Brasov,Brasov,,,,+40268420252,
EUROPEAN FABRICATIONS SRL,21480661,2550,Constructii metalice,82,56277263,Municipiul Cluj-Napoca,Cluj,,,,+40753090432,
MA SYSTEM SRL,21489652,2562,Constructii metalice,82,19674821,Municipiul Timisoara,Timis,,,,+40256241537,
CESAL SA,10094592,2399,Alte produse minerale nemetalice,82,86322452,Municipiul Oradea,Bihor,,,,+40259452845,
REMAR NVA S.R.L.,25467673,2312,Alte produse minerale nemetalice,82,32738603,Municipiul Ploiesti,Prahova,,,,+40755096767,
COMBOTEH SRL,29073140,2562,Constructii metalice,82,22996845,Municipiul Bacau,Bacau,,,,+40234555959,
BVE-SHIPBUILDING SERVICE S.R.L.,38850653,3011,3011,82,23818945,"Sat Lazu, Comuna Agigea",Constanta,,,,,
AKERMAN MARINE S.R.L.,47668414,3011,3011,82,15281493,Municipiul Braila,Braila,,,,+40748878184,
SATROTEC SRL,29868490,2229,Cauciuc si mase plastice,81,40744496,"Loc. Oarda, Municipiul Alba Iulia",Alba,,,,+40358401620,
ORMATECH SRL,18695474,1520,Pielarie,81,4833973,Municipiul Baia Mare,Maramures,,,,+40362418919,
POLICALITA SRL,18837340,1011,Industria alimentara,81,43113733,"Loc. Odobesti, Oras Odobesti",Vrancea,,,,+40237225036,
E-TESTBOARDS SRL,16999507,2651,Calculatoare si electronice,81,36779328,"Sat Bratasanca, Comuna Filipestii de Targ",Prahova,,,,,
CRISTIPAN ACTIV SRL,16690837,1071,Industria alimentara,81,10522914,Municipiul Hunedoara,Hunedoara,c.gherghel@yahoo.com,companies,true,+40721386419,
BLASTING TANK COATING SRL,7740103,3315,Reparatii masini si echipamente,81,9677258,Municipiul Constanta,Constanta,,,,,
OLTCONF INTERNATIONAL SRL,13076698,1414,Confectii,81,4857331,Municipiul Oltenita,Calarasi,,,,+40242513443,
S.U.D.V. BRASOV SA,16189365,2571,Constructii metalice,81,9799322,Municipiul Brasov,Brasov,,,,+40268427261,
QB TECHNOLOGY S.R.L.,49884333,1419,Confectii,81,1910692,Municipiul Marghita,Bihor,,,,+40745672909,
BUCOVINA SA,717030,1051,Industria alimentara,81,35111227,"Sat Scheia, Comuna Scheia",Suceava,jalbaioandanut@yahoo.com,master_companies,true,+40230526550,
CONIFLOR SRL,6350056,1013,Industria alimentara,81,22402114,"Sat Gurghiu, Comuna Gurghiu",Mures,office@coniflor.ro,master_contacts,true,+40265536031,
PRACTIC DISTRIBUTION SRL,15255142,3102,Mobila,81,27439008,Bucuresti Sectorul 3,Bucuresti,,,,+40728683665,
AIDA BEST CONSTRUCT S.R.L.,30366292,22,,81,81982780,,,aidabestconstruct@yahoo.com,anofm_jobs_20260220_153333_20260314_549f40d5,true,0734750736,
M & R SRL,4190102,1013,Industria alimentara,80,22959169,Municipiul Iasi,Iasi,aciovasi@yahoo.com,master_companies,true,+40232233470,
