company,email,phone,source_table
ORLEA MEL FINCON S.R.L.,melorlea@yahoo.com,0746191660,anofm_jobs_20260220_153333_20260314_549f40d5
ORTACU ROMELECTRO SRL,ortacuromelectro@yahoo.com,0768647085,anofm_new_alte_20260314_0cf00e61
ORTOPROFIL PROD ROMANIA SRL,resurseumane@ortoprofil.ro,0728288994,anofm_jobs_20260309_091938_20260314_74c23d98
OTELINOX S.A.,madalina.dinu@otelinox.ro,0245209374,anofm_jobs_20260220_153333_20260314_549f40d5
OVI MAX START S.R.L.,ovimaxstart@gmail.com,0765539910,anofm_jobs_20260220_153333_20260314_549f40d5
OVISHOES S.R.L.,ovishoes23@yahoo.com,0764565356,anofm_jobs_20260220_153333_20260314_549f40d5
OXINOM ELECTROCONSTRUCT SRL,oxinomelectroconstructsrl@gmail.com,0733323330,anofm_jobs_20260220_153333_20260314_549f40d5
OZIGOS MARKET S.R.L.,madalina.marciu@koperagro.ro,0728222642,anofm_jobs_20260220_153333_20260314_549f40d5
OZKAN DECOR ROM S.R.L.,ianaflorina@yahoo.com,0724603438,anofm_jobs_20260309_091938_20260314_74c23d98
OZONE ODOR S.R.L.,office@ozoneodor.ro,0741214919,anofm_jobs_20260220_153333_20260314_549f40d5
PAER AGRICOL S.R.L.,paeragricol@gmail.com,0741405344        ,anofm_jobs_20260309_091938_20260314_74c23d98
PALROM PRODUCTS SRL,gabriela.cioara@palromproducts.ro,0354405700,anofm_jobs_20260309_091938_20260314_74c23d98
PALUCI IMPEX SRL,paluci_service@yahoo.com,0745634801;  0745660344,anofm_jobs_20260220_153333_20260314_549f40d5
PANAF ELECTRIC ESG SRL,panafelectricesg@gmail.com,0768553337,anofm_new_productie_20260314_40b9f91f
PANEDOR CIRLIBABA S.R.L.,teodorh97@gmail.com,0757554742,anofm_new_alte_20260314_0cf00e61
PANEL LAND S.R.L.,contabilitate@panelland.eu,0784010048,anofm_jobs_20260220_153333_20260314_549f40d5
PANI PAT PRODIMPEX SRL,bromanita@yahoo.com,0768669235,anofm_jobs_20260220_153333_20260314_549f40d5
PANOCEANIC PROD SRL,minodoracosau@yahoo.com,0233788204,anofm_jobs_20260220_153333_20260314_549f40d5
PAN PRODEXIM SRL,panprodexim@yahoo.com,0744541003,anofm_new_productie_20260314_40b9f91f
PAN SOL EXPERT S.R.L.,aurel121252@yahoo.com,0724155052,anofm_jobs_20260220_153333_20260314_549f40d5
PAOLA CONFECTII MANUFACTURING S.R.L. ,liv50popescu@yahoo.com,0722553238,anofm_jobs_20260313_160855_20260314_6a442ca2
PAPA BUN COM S.R.L.,papabun2007@yahoo.com,0766529284,anofm_jobs_20260220_153333_20260314_549f40d5
PAPER FOOD TECHNOLOGY S.R.L.,paperfoodtechnology@gmail.com,.,anofm_new_alte_20260314_0cf00e61
PARADISUL PITICILOR S.R.L.,paradisulpiticilor79@gmail.com,0740361582,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PARAGON AUTOMATIZARL SRL,solutions.sbn@gmail.com,0 743 944 365,anofm_jobs_20260220_153333_20260314_549f40d5
PARC HOTELS SA,mihaela.mitrila@ramadaplazabucharest.ro,0751190463,anofm_jobs_20260220_153333_20260314_549f40d5
PARC INDUSTRIAL GORJ SA,parcindustrialgorj@yahoo.com,0723525405,anofm_jobs_20260309_091938_20260314_74c23d98
PARK RESTAURANT S.R.L.,andreaa.orban@yahoo.com,0755385949,anofm_new_turism_20260314_17f0d9ec
PASANDY PROTECT SECURITY S.R.L.,elenamanta2020@gmail.com,0786279231,anofm_jobs_20260220_153333_20260314_549f40d5
PASIO AGENCY S.R.L.,pintiliec4@gmail.com,0737 542 908,anofm_jobs_20260220_153333_20260314_549f40d5
PASSIVE BUILDINGS LIMITED S.R.L.,manzuadrian32@gmail.com,0737222008,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PAT BIOPAN PRODUCŢIE SRL,biopansrl@yahoo.com,0720195200,anofm_jobs_20260309_091938_20260314_74c23d98
PATISERIA DONI ILE S.R.L.,liliana.vuc@outlook.com,0754970415,anofm_jobs_20260220_153333_20260314_549f40d5
PATISERIA RIARDI PAN S.R.L,jonaadaqajj@gmail.com,0724361625,anofm_jobs_20260309_123436_20260314_274578d5
PAULIŞTA IMPEX SRL,office@pavi.ro,0728.044800,anofm_jobs_20260220_153333_20260314_549f40d5
PC BYTE S.R.L.,danaburciu1998@gmail.com,0725214340,anofm_jobs_20260220_153333_20260314_549f40d5
PELICAN IMPEX SRL,office.oradea@spitalpelican.ro,0259411181,anofm_jobs_20260309_091938_20260314_74c23d98
PELLETTERIE FIORENTINE S.R.L.,adriana.opincariu@pelletteriefiorentine.ro,0730586409,anofm_jobs_20260220_153333_20260314_549f40d5
PEMA ELECTROTEHNIC SRL,office@pema.ro,0258806924,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PENSIUNEA CASA DALENA S.R.L.,pensiuneadalena@yahoo.com,0723434026,anofm_jobs_20260309_091938_20260314_74c23d98
PENTAFOI GRUP S.R.L.,pentafoigrup@yahoo.com,0746806925,anofm_jobs_20260220_153333_20260314_549f40d5
PERFECT BUSINESS TRUTA S.R.L.,perfectbusiness@yahoo.com,0744757726,anofm_new_turism_20260314_17f0d9ec
PERFECT WOOD CONCEPT S.R.L.,perfectwoodconcept2024@gmail.com,+40 774 692 388,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PERFORMANCE CONSULTING ANN S.R.L.,performanceconsultingsrl@gmail.com,0746285260,anofm_jobs_20260220_153333_20260314_549f40d5
PERSONALIZĂM TOT S.R.L.,personalizamtot@gmail.com,0786927008,anofm_jobs_20260309_091938_20260314_74c23d98
PESCARIA LUI MIRON S.R.L.,mironiliedorin@gmail.com,0740/146925,anofm_new_alte_20260314_0cf00e61
PEST CONVAS S.R.L.,pestconvas@yahoo.com,0721330326,anofm_jobs_20260313_083455_20260314_3eab569a
PEST FREE S.R.L.,georgechicos05@gmail.com,0752656540,anofm_new_alte_20260314_0cf00e61
PETELCOM S.R.L.,petelcomsrl@gmail.com,0742371894,anofm_jobs_20260309_091938_20260314_74c23d98
PETERS COOLING S.R.L.,office@peterscooling.ro,0745401045,anofm_jobs_20260220_153333_20260314_549f40d5
PETROUTILAJ - 3DRD S.R.L.,office@traineurope.ro,0745107422,anofm_jobs_20260220_153333_20260314_549f40d5
PEVAL ALSALUX S.R.L.,peval.20@yahoo.com,0771513518,anofm_jobs_20260309_091938_20260314_74c23d98
PGPTRUCKSERV S.R.L.,volvopgp@yahoo.com,0766480446,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PG SUPER COMPANY CONSTRUCT S.R.L.,gabrielplesea1967@gmail.com,0745354477,anofm_jobs_20260310_123444_20260314_a3ffee1a
PHEOENIX DELIVERY S.R.L.,resurse10@yahoo.com,0766278415,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PHOENIX  PROD SRL,phoenixprod@yahoo.com,0242331505,anofm_jobs_20260220_153333_20260314_549f40d5
PILOUS PACKAGING ROMANIA S.R.L.,carmen.dascalu@pilous-packaging.ro,0745091088,anofm_jobs_20260220_153333_20260314_549f40d5
PIN CONSTRUCT S.R.L.,prahancavasile@yahoo.com,0729825040,anofm_new_constructii_20260314_8477685f
PION IMPEX SRL,pionimpex3@yahoo.com,0733056147,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PIPART BALLON MASTER S.R.L.,mirceaandreid@gmail.com,0735356054,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PISCICOLA STĂUCENI S.R.L.,afil.resurseumane@gmail.com,0231/545796,anofm_jobs_20260309_091938_20260314_74c23d98
PIT GAL NORD VEST S.R.L.,ghitadelia12@gmail.com,0756303779,anofm_jobs_20260220_153333_20260314_549f40d5
PIT STOP CRAIOVA S.R.L.,stefan.saracin96@gmail.com,0740436302,anofm_jobs_20260220_153333_20260314_549f40d5
PIU AUTO ITP SRL,iuliana.susca@yahoo.com,0755324875,anofm_jobs_20260220_153333_20260314_549f40d5
PIZZA PE BUNE S.R.L.,georgiana_mancuta@yahoo.com,0734312114,anofm_new_alte_20260314_0cf00e61
PIZZA PE VATRĂ S.R.L.,recrutare.documentee@gmail.com,0769038728,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PKP PERFORMANCE CENTER S.R.L.,paul27pkp@gmail.com,0747098612,anofm_jobs_20260310_123444_20260314_a3ffee1a
PLASROM PRODUCTION SRL,office@plasrom.ro,0745708254,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PLATIN AMBALAJE SRL,office@platinambalaje.ro,0722769767,anofm_jobs_20260313_083455_20260314_3eab569a
PLATINUM PROFFESSIONAL SALON S.R.L.,power_translation@yahoo.com,0721604879,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PLATOUL SOARELUI S.R.L.,platoulsoarelui@gmail.com,0723458220,anofm_jobs_20260309_091938_20260314_74c23d98
P.M.A. ETANOVA S.R.L.,tex.clarity@yahoo.com,0734881134,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PODOSTAR BY IULIA S.R.L.,iuliavacea@yahoo.com,0767705380,anofm_new_alte_20260314_0cf00e61
Pofta de dulce cu Anca Raducan S.R.L.,raduca06082015@gmail.com,0799026343,anofm_new_productie_20260314_40b9f91f
POLARIS MEDICAL S.R.L.,delia.dersidan@medicover.ro,0725233511,anofm_jobs_20260220_153333_20260314_549f40d5
POLGAR SUCCES PRODUCTION S.R.L.,polgar16@yahoo.com,0769476363,anofm_jobs_20260310_123444_20260314_a3ffee1a
POLIPOL MOBILA SRL,office@polipol.ro,0261807600,anofm_jobs_20260220_153333_20260314_549f40d5
POLYNOVA S.R.L.,polynovaromania@gmail.com,0758721849,anofm_jobs_20260220_153333_20260314_549f40d5
POMPE FUNEBRE JAN S.R.L.,cosmingavrilita@yahoo.com,728796297,anofm_jobs_20260220_153333_20260314_549f40d5
POPCONT 2018 S.R.L.,pop.sinziana77@yahoo.ro,0726143607,anofm_jobs_20260220_153333_20260314_549f40d5
POPECI UTILAJ GREU SA,stela.patrana@popeci.ro,0251435100,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PORSIM BLUE PROJECT S.R.L.,stoica_simona2004@yahoo.com,0722689766,anofm_jobs_20260313_160855_20260314_6a442ca2
POTEXPERT & CO S.R.L.,potexpert@gmail.com,0740023808,anofm_new_constructii_20260314_8477685f
POTEZ AERONAUTIC ROMANIA S.R.L.,corina-oana.sebe@potez.com,0727876702,anofm_jobs_20260220_153333_20260314_549f40d5
POWER SAFETY MULTIMEDIA S.R.L.,d.berceanu@yahoo.com,0722212771,anofm_jobs_20260311_083428_20260314_70886e3a
PRAEMIUM MANUFACTURING SRL,teodorul@gmail.com,0741226600,anofm_jobs_20260220_153333_20260314_549f40d5
PRAJITORIA COFFEE CUP S.R.L.,office@coffeecup.ro,0748505402,anofm_jobs_20260220_153333_20260314_549f40d5
PRAJITURI GLAMOUR S.R.L.,raluca_aurora@yahoo.com,0769251106,anofm_jobs_20260310_123444_20260314_a3ffee1a
PRAMTUDAN S.R.L.,pramtudan@gmail.com,075199810,anofm_new_alte_20260314_0cf00e61
PRA RADOPELM S.R.L.,radopelm@gmail.com,0729953314,anofm_jobs_20260309_091938_20260314_74c23d98
PREMIER MERVEZ S.R.L.,newmob2006@yahoo.com,0721724848,anofm_new_alte_20260314_0cf00e61
PREMIER TRANSPORT AUTO SRL,marian.livanov@premiertransport.ro,0728281920,anofm_new_transport_20260314_7ccb1137
PREMIUM POWER GYM S.R.L.,office@medconta.ro,0723692588,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PRESIDENT PREMIUM MEDCENTER S.A.,camelia.cristutitu@gmail.com,0727338908,anofm_jobs_20260309_091938_20260314_74c23d98
PRESTARI INDUSTRIALE S.R.L.,prestariindustriale@gmail.com,0787741344,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PRESTIGE CLEANING DDD SERVICES S.R.L.,adrian.doncea@yahoo.com,0730777661,anofm_new_transport_20260314_7ccb1137
PRESTO MET PRIM S.R.L.,presto.cl@metprim.ro,0773791232,anofm_new_constructii_20260314_8477685f
PRESTO STEEL CONSTRUCT S.R.L.,prestoconstruct@yahoo.com,0754016836,anofm_jobs_20260220_153333_20260314_549f40d5
PRICIAN SPEED S.R.L.,pricianspeed@gmail.com,0 783 283 386,anofm_new_curierat_20260314_17b33dec
PRIMARK MAGAZINE S.R.L.,sm884@primark.com,0361 138 150,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PRIME FINANCIAL D.A.T.A. S.R.L.,bucuresteanu.doina@yahoo.com,0720941581,anofm_jobs_20260309_091938_20260314_74c23d98
PRIME RENT DISTRIBUTION S.R.L.,primerentmarfa@gmail.com,0754211160,anofm_jobs_20260220_153333_20260314_549f40d5
PRINT PCK PROD SRL,secretariat@printpack.ro,+40 758 109 001,anofm_jobs_20260220_153333_20260314_549f40d5
PRIORITAR IMPEX SRL,prioritar_impex@yahoo.com,0767692653,anofm_new_transport_20260314_7ccb1137
PRISCOM DEZMEMBRARI AUTO S.R.L.,contact@dezmembraru.ro,0732144200,anofm_new_curierat_20260314_17b33dec
PRISECARU CATERING S.R.L.,prisecarucatering@gmail.com,0741691666,anofm_jobs_20260310_123444_20260314_a3ffee1a
PRIVOCONSTRUCT S.R.L.,adriantodoran3006@yahoo.ro,+40 787 281 986,anofm_jobs_20260313_083455_20260314_3eab569a
PROD ALCAR S.R.L.,office@prodalcar.ro,0744/475865,anofm_jobs_20260220_153333_20260314_549f40d5
PRODALCOM SA,office@voronskaya.ro,0231/534672,anofm_jobs_20260313_160855_20260314_6a442ca2
PRODBAC SECURITY SERVICES SRL,office@pssbacau.ro,0755202122,anofm_jobs_20260220_153333_20260314_549f40d5
PRODBAC SECURITY SRL,anca.buhoci@prodbacsecurity.ro,0752197077,anofm_jobs_20260220_153333_20260314_549f40d5
PRODENTIS STOMATOLOGY S.R.L.,prodentis.srl.ro@gmail.com,0756402597,anofm_new_alte_20260314_0cf00e61
PRODESIGN 2002 SRL,prodesign2002@gmail.com,723535080,anofm_jobs_20260309_091938_20260314_74c23d98
PROD-FOREST NIRIS SRL,prodforestniris@yahoo.com,0764811084,anofm_new_alte_20260314_0cf00e61
PRODLACTA SA,resurse.umane@prodlacta.ro,0734772976,anofm_jobs_20260220_153333_20260314_549f40d5
PRODLUXE HAIR S.R.L.,prodluxehair@gmail.com,0757545123,anofm_jobs_20260220_153333_20260314_549f40d5
PRODUCTIE BOSTON FUNERARE,mary.v.stupar@gmail.com,0734226645,anofm_jobs_20260311_083428_20260314_70886e3a
PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,conta@unikatpvc.com,0267370461,anofm_jobs_20260309_091938_20260314_74c23d98
PRODUCTIE SI PRESTARI "ALEXANDER" SRL,alexander.robinia@gmail.com,0730960200,anofm_jobs_20260220_153333_20260314_549f40d5
PRODUCTIE VOINA SRL,prod_voina@yahoo.com,0741197777,anofm_new_alte_20260314_0cf00e61
PRODUCT NEFER SRL,sorie.oanta@gmail.com,0745091616,anofm_jobs_20260220_153333_20260314_549f40d5
PRODUS IN BANAT,alina.biris@gmail.com,0771169459,anofm_jobs_20260310_123444_20260314_a3ffee1a
PROD ZOB CONSTRUCTII SRL,prodzobconstructii@yahoo.com,0261854166,anofm_jobs_20260309_091938_20260314_74c23d98
PROEXPERT TIL SERVICES S.R.L.,iuliana_jubea@yahoo.com,0731101122,anofm_jobs_20260220_153333_20260314_549f40d5
PROFESIONAL LEASING S.R.L.,office@fjobs.ro,0755661111,anofm_jobs_20260220_153333_20260314_549f40d5
PROFESSIONAL CONSTRUCT INDUSTRY S.R.L.,professionalconstructindustry@gmail.com,0757119814,anofm_jobs_20260220_153333_20260314_549f40d5
PROFI TOP OPTIM S.R.L.,contapers@euro-center.ro,0754818337,anofm_jobs_20260309_091938_20260314_74c23d98
PROHUMAN APT S.R.L.,raluca.anghel@prohuman.ro,021 222 13 03,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PROJECTSCAPE CAD S.R.L.,vasi_ivascu@yahoo.com,0723192543,anofm_jobs_20260220_153333_20260314_549f40d5
PROLUNI STRUCTURI S.R.L.,office@proluni-structuri.ro,742197591,anofm_jobs_20260309_091938_20260314_74c23d98
PROMATERIS S.A.,hr@promateris.com,0729486299,anofm_new_productie_20260314_40b9f91f
PROMETAL STEEL ENGINEERING SRL,office@prometalsteel.ro,0758046752,anofm_jobs_20260220_153333_20260314_549f40d5
PROSERV CLEAN S.R.L.,mihaelacapp@yahoo.com,0730339067,anofm_jobs_20260220_153333_20260314_549f40d5
PROSES S.R.L.,elip_holding@yahoo.com,0723358040,anofm_new_alte_20260314_0cf00e61
PSC &amp; BON CONSTRUCT S.R.L.,pscbonconstruct@gmail.com,0742481363,anofm_jobs_20260313_083455_20260314_3eab569a
PYFMOBIL SERVICE S.R.L.,marcian.calinn@gmail.com,0752240127,anofm_jobs_20260220_153333_20260314_549f40d5
QARTIER GRILL S.R.L. ,valentindabu01@gmail.com,0757948091,anofm_jobs_20260309_091938_20260314_74c23d98
QUADRA COMMODITIES ROMANIA S.R.L,adela.bucur@quadra.com,0786073502,anofm_jobs_20260220_153333_20260314_549f40d5
QUALITYSOM PRODUCT S.R.L.,office@esomiere.ro,0745/467591,anofm_jobs_20260310_123444_20260314_a3ffee1a
QUANDI AGROPROD SRL,contabilitate@ciocu-mic.com,0728110626,anofm_new_alte_20260314_0cf00e61
QWERTY KEY S.R.L.,contact@qwertykey.ro,0733352111,anofm_jobs_20260220_153333_20260314_549f40d5
RADOI PELETI S.R.L.,radoipeleti@gmail.com,0721951525,anofm_jobs_20260220_153333_20260314_549f40d5
RADU & RAMO INSTAL S.R.L.,rcotrigasanu@gmail.com,0748939073,anofm_jobs_20260309_091938_20260314_74c23d98
RAIMOND WASH CLEAN S.R.L.,ciprianraimond@yahoo.com,0724314710,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RAINEK S.R.L.,neculau.cosmin@gmail.com,0753368873,anofm_jobs_20260313_083455_20260314_3eab569a
RAISYAR IMPEX SRL,paduraru.elena59@yahoo.com,0744131500,anofm_new_transport_20260314_7ccb1137
RAIUL COVOARELOR S.R.L.-D.,aby_2006_aby@yahoo.com,0725154125,anofm_jobs_20260220_153333_20260314_549f40d5
RALEX MIRAJ S.R.L.,alexandraiancu9822@gmail.com,0754588056,anofm_jobs_20260220_153333_20260314_549f40d5
RALEX UTILAJE S.R.L.,rachita_nicusor07@yahoo.com,0735882022,anofm_jobs_20260310_123444_20260314_a3ffee1a
RALRAHI S.R.L.,comenzipartener@yahoo.com,0763916152,anofm_jobs_20260309_091938_20260314_74c23d98
RAMIDI CONF S.R.L.,ramidi.conf@yahoo.com,0746019067,anofm_jobs_20260220_153333_20260314_549f40d5
RANGE WOOD HOUSE S.R.L.,ruben.ignatescu@gmail.com,074682554,anofm_new_service_auto_20260314_b4a2325b
RAPIDBOX S.R.L.,jjk.company.office@gmail.com,+40726561677,anofm_jobs_20260220_153333_20260314_549f40d5
RAŢĂCONSTRADE S.R.L.,ratamihai61@gmail.com,0756048911,anofm_jobs_20260309_091938_20260314_74c23d98
RBR TOPGEAR 99 S.R.L,robert_dumitrascu36@gmail.com,0744904146,anofm_new_alte_20260314_0cf00e61
RDGRX ANDMIH DIGITAL S.R.L.,postaldelia@yahoo.com,0788218493,anofm_jobs_20260309_091938_20260314_74c23d98
REAL INVEST CENTER S.R.L.,office@real.ro,0744320066,anofm_5_30pos_older_than_30_days_20260314_66bc9356
REALION BUILDING S.R.L.,erdexfinance@yahoo.com,0758615638/0230231100,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RECYCLABLE D&D WASTE S.R.L.,office@recyclablewaste.ro,0785057777,anofm_jobs_20260309_123436_20260314_274578d5
RECYCLING PROD SRL,mihainistor@recyclingprod.ro,0743046596,anofm_jobs_20260220_153333_20260314_549f40d5
REDFOLLIES S.R.L.,jutkapozna@gmail.com,0755269234,anofm_jobs_20260220_153333_20260314_549f40d5
RED SEVENS S.R.L.,hr@redsevens.ro,0772091045,anofm_jobs_20260220_153333_20260314_549f40d5
REGIA AUTONOMA OCOLUL SILVIC VALEA ŞIEULUI RA,os_sieu@yahoo.com,0263/217813,anofm_jobs_20260220_153333_20260314_549f40d5
REGREEN SOLUTIONS S.R.L.,regreen.solutions.srl@gmail.com,0769224113,anofm_jobs_20260313_083455_20260314_3eab569a
REGTIV CONSTRUCT S.R.L.,mobilarotiv@gmail.com,0750827133,anofm_jobs_20260220_153333_20260314_549f40d5
REIMAR CONSTRUCT S.R.L.,reimarconstruct@yahoo.com,0757986330,anofm_jobs_20260220_153333_20260314_549f40d5
REIM DELIVERY S.R.L.,eimfast2025@gmail.com,0720 084 291,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RELIV PRODCOM SRL,ciucanelmihai@yahoo.com,0233256515,anofm_jobs_20260220_153333_20260314_549f40d5
RENDER BAU INSTAL S.R.L.,office@rbcconstruct.ro,0744293587,anofm_jobs_20260313_083455_20260314_3eab569a
RENDERISTIC S.R.L.,sergiu@renderistic.com,0751425191,anofm_jobs_20260313_083455_20260314_3eab569a
RENNES PUB S.R.L.,radu.capruci@gmail.com,0765282289,anofm_new_alte_20260314_0cf00e61
RENONE ASSETS S.R.L.,renone.assets@gmail.com,0745795091,anofm_jobs_20260311_083428_20260314_70886e3a
RENTA IMPEX SRL,rentaimpex59@yahoo.com,0763680358,anofm_jobs_20260309_091938_20260314_74c23d98
RENT WITH ME S.R.L.,mohsin@dhotharinternational.com,0739916997,anofm_jobs_20260220_153333_20260314_549f40d5
REOS PRODUCTION SRL,resurse.umane@reosproduction.eu,0246213492,anofm_jobs_20260220_153333_20260314_549f40d5
REPLASTICA HDPE S.R.L.,larisa@edilgroup.ro,0786230655,anofm_jobs_20260220_153333_20260314_549f40d5
REPLAST PRODPLAST S.R.L.,violeta.fudulu@ulmacont.ro,0742056808,anofm_jobs_20260220_153333_20260314_549f40d5
RE-SCARPATIM S.R.L.,rescarpatim@gmail.com,0749023009,anofm_jobs_20260220_153333_20260314_549f40d5
RESITEX GROUP S.R.L.,elena.resiga@resitex.ro,0724303162,anofm_jobs_20260220_153333_20260314_549f40d5
RESONER AUTO TRUCK SRL,resonerautotruck2005@gmail.com,0761615912,anofm_new_transport_20260314_7ccb1137
RESSET SALON S.R.L.,petrescu.danamaria@gmail.com,0740479059,anofm_new_alte_20260314_0cf00e61
RESTAUR ART-ATELIER DE REPARATII SI INTRETINERE INCALTAMINTE SRL                                    ,restaurartsrl@yahoo.com,0757424060,anofm_jobs_20260220_153333_20260314_549f40d5
RETABITA DESIGN CONST S.R.L.,lazarhodoroga14@gmail.com,756704714,anofm_new_constructii_20260314_8477685f
RETRASIB S.R.L.,hr.retrasib@sgb-smit.group,0269/253269,anofm_jobs_20260220_153333_20260314_549f40d5
REX CONCEPTS PLK ROMANIA S.R.L.,anca.grumazescu@rc-cee.com,0748666686,anofm_jobs_20260220_153333_20260314_549f40d5
RHINO WORK S.R.L.,resurseumane@rhinowork.ro,0234576000,anofm_jobs_20260220_153333_20260314_549f40d5
RIAFLOWERS S.R.L.,felixmicu@yahoo.com,0767223711,anofm_jobs_20260220_153333_20260314_549f40d5
RIGHTMAN S.R.L.,office.rightman@gmail.com,0785500018,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RIN FOOD BAR S.R.L.,vajialadaniel@yahoo.com,0728688609,anofm_jobs_20260311_083428_20260314_70886e3a
RING TEXTILE PRODUCTION RTP SRL,rodica.bichirgiu@rtpbz.ro,0799884595,anofm_jobs_20260220_153333_20260314_549f40d5
Risingsun Recruitment S.R.L.,risingsunrecruitment79@gmail.com,0721414082,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RITMIC COM S.R.L.,corneanuritmic@yahoo.com,0230551761,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RMB INTER AUTO SRL,doina.berindean@interauto.ro,0264/438121,anofm_jobs_20260220_153333_20260314_549f40d5
ROAD READY S.R.L.,road.ready.bucuresti@gmail.com,0721336507,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROAD RUNNER CONSTRUCTII S.R.L.,roadrunnerddd80@gmail.com,0758764051,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROBAND PROD SRL,thermoartdesign@yahoo.com,0742097258,anofm_jobs_20260309_091938_20260314_74c23d98
ROBERT FOOD AG 2024 S.R.L.,camelia.stanciu@ulmacont.ro,0731367766,anofm_new_turism_20260314_17f0d9ec
ROBUST GUARD SECURITY S.R.L.,dontu_cristina@yahoo.com,0765136704,anofm_jobs_20260220_153333_20260314_549f40d5
ROBY INTER TRADE S.R.L.,robi.inter.trade@gmail.com,0724845132,anofm_jobs_20260220_153333_20260314_549f40d5
ROFIERVI PREST SERV SRL,rofierviprestserv@gmail.com,0749288228,anofm_jobs_20260313_083455_20260314_3eab569a
ROFIERVI S.R.L.,office.rofiervisrl@gmail.com,0749288228,anofm_jobs_20260310_123444_20260314_a3ffee1a
ROFIL MONTAJ S.R.L.,gheorgheadrianfilofie@gmeil.com,0762696274,anofm_jobs_20260220_153333_20260314_549f40d5
ROHRER SERVICII INDUSTRIALE SRL,catalin.soare@rohrer-grp.com,0752242683,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROL CRIS AUTO SRL,leasingrolcris@gmail.com,0740529242,anofm_jobs_20260309_091938_20260314_74c23d98
ROLEU CONSTRUCT SEVICE S.R.L.,serbanescuelenaalexandra@gmail.com,0730746514,anofm_jobs_20260220_153333_20260314_549f40d5
ROLLA FOOD 1976 S.R.L.,irina_fartade@yahoo.com,0745649164,anofm_new_alte_20260314_0cf00e61
ROMABCOM IMPEX SRL,romabcom@gmail.com,0728122121,anofm_jobs_20260220_153333_20260314_549f40d5
ROMCIM IMPEX SRL,romcimimpex@yahoo.com,0723514711,anofm_jobs_20260220_153333_20260314_549f40d5
ROMCIM S.A.,resurse.umane@romcim.ro,0213075200,anofm_jobs_20260220_153333_20260314_549f40d5
RO MEAT PROD SRL,ialprod@yahoo.com,0243266023,anofm_jobs_20260220_153333_20260314_549f40d5
