name,email,county,phone,partid_primar,partid_consiliu
Mârşani,mirsani@cjdolj.ro,Dolj,0251-336106,Partidul Social Democrat,Partidul Social Democrat
Măceşu De Jos,macesu_de_jos@cjdolj.ro,Dolj,0251-354507,Partidul Social Democrat,Partidul Social Democrat
Măceşu De Sus,macesu_de_sus@cjdolj.ro,Dolj,0251-354191,Partidul Național Liberal,Partidul Social Democrat
Măcin,primaria_macin@yahoo.com,Tulcea,0240-571354,Partidul Social Democrat,Partidul Social Democrat
Măciuca,comunamaciuca@yahoo.com,Valcea,0250-769706,Partidul Național Liberal,Partidul Național Liberal
Mădulari,primaria.madulari@yahoo.com,Valcea,0250-764116,Partidul Social Democrat,Partidul Social Democrat
Mădârjac,primariamadarjac@yahoo.com,Iasi,0232-724921,Partidul Social Democrat,Partidul Social Democrat
Mădăraş,primaria.madaras@cjbihor.ro,Bihor,0259-379432,Partidul Național Liberal,Partidul Național Liberal
Mădăraş,csikmadaras@gmail.com,Harghita,0266-335824,UDMR,UDMR
Mădăraş,madaras@cjmures.ro,Mures,0265-429300,UDMR,UDMR
Măerişte,primariamaeriste@yahoo.com,Salaj,0260-657385,Partidul Național Liberal,Partidul Național Liberal
Măgeşti,primaria.magesti@cjbihor.ro,Bihor,0359-806908,Partidul Național Liberal,Partidul Național Liberal
Măgherani,magherani@cjmures.ro,Mures,0265-587113,UDMR,UDMR
Măgireşti,primariamagiresti@yahoo.com,Bacau,0234-355000,Partidul Național Liberal,Partidul Național Liberal
Măgura,primariamagurabacau@yahoo.com,Bacau,0234-212406,Partidul Național Liberal,Partidul Național Liberal
Măgura,maguraprimarie@yahoo.com,Buzau,0238-524501,Partidul Social Democrat,Partidul Social Democrat
Măgura,primarie_magura@yahoo.com,Teleorman,0247-331502,Partidul Social Democrat,Partidul Social Democrat
Măgura Ilvei,primariamagurailvei@yahoo.com,Bistrita-Nasaud,0263-375865,Partidul Social Democrat,Partidul Social Democrat
Măgurele,primaria@magurele.ro,Ilfov,021-4574091,Partidul Național Liberal,Partidul Național Liberal
Măgurele,magurele@prefecturaprahova.ro,Prahova,0244-217401,Partidul Național Liberal,Partidul Național Liberal
Măgureni,magureni@prefecturaprahova.ro,Prahova,0244-384760,ALIANȚA ELECTORALĂ PSD-PUSL,ALIANȚA ELECTORALĂ PSD-PUSL
Măguri-Răcătău,primariamaguriracatau@yahoo.com,Cluj,0264-334433,Partidul Social Democrat,Partidul Social Democrat
Măieruş,primariamaierus@yahoo.com,Brasov,0268-284771,Partidul Național Liberal,Partidul Național Liberal
Măldăeni,primariamaldaeni@yahoo.com,Teleorman,0247-337112,Partidul Social Democrat,Partidul Social Democrat
Măldăreşti,primariamaldaresti@yahoo.com,Valcea,0250-860360,Partidul Social Democrat,Partidul Social Democrat
Mălini,primariamalini@yahoo.com,Suceava,0230-537305,Partidul Social Democrat,Partidul Social Democrat
Mălureni,primariamalureni@yahoo.com,Arges,0248-765049,Partidul Social Democrat,Partidul Social Democrat
Măluşteni,primaria_malusteni@yahoo.com,Vaslui,0762-248887,Partidul Social Democrat,Partidul Social Democrat
Măneciu,maneciu@prefecturaprahova.ro,Prahova,0244-295225,Partidul Național Liberal,Partidul Național Liberal
Măneşti,primaria.manesti@yahoo.com,Dambovita,0245-732011,Partidul Social Democrat,Partidul Social Democrat
Mănăstirea Casin,manastireacasin@tim.ro,Bacau,0234-331824,Partidul Social Democrat,Partidul Social Democrat
Mănăstirea Humorului,manastirea_humorului@yahoo.com,Suceava,0230-572765,Partidul Național Liberal,Partidul Național Liberal
Mănăstireni,primariamanastireni@yahoo.com,Cluj,0264-375208,Partidul Social Democrat,Partidul Social Democrat
Mănăştiur,primaria_manastiur@yahoo.com,Timis,0256-325850,Partidul Social Democrat,Partidul Social Democrat
Măraşu,primariamarasu@yahoo.com,Braila,0239-696706,Partidul Social Democrat,Partidul Social Democrat
Mărculeşti,primariamarculesti@yahoo.com,Ialomita,0243-279384,Partidul Social Democrat,Partidul Social Democrat
Mărgineni,primariamargineni@yahoo.com,Bacau,0234-211032,Partidul Național Liberal,Partidul Național Liberal
Mărgăriteşti,primariamargaritesti@yahoo.com,Buzau,0238-757057,Partidul Social Democrat,Partidul Social Democrat
Mărgău,suciu_srn@yahoo.com,Cluj,0371-138035,Partidul Național Liberal,Partidul Național Liberal
Mărişel,mariselului@yahoo.com,Cluj,0264-334162,Partidul Național Liberal,Partidul Național Liberal
Mărişelu,mariselu@gmail.com,Bistrita-Nasaud,0263-272710,Partidul Social Democrat,Partidul Social Democrat
Mărtiniş,secretar@homorodszentmarton.ro,Harghita,0266-223046,UDMR,UDMR
Mărunţei,primariamaruntei@judetulolt.ro,Olt,0249-467301,Partidul Social Democrat,Partidul Social Democrat
Mărăcineni,primariamaracineni@yahoo.com,Arges,0248-278893,Partidul Social Democrat,Partidul Social Democrat
Măstăcani,mastacaniprimarie@yahoo.com,Galati,0236-346503,Partidul Social Democrat,Partidul Social Democrat
Mătăsari,matasariprimaria@yahoo.com,Gorj,0253-376551,Partidul Social Democrat,Partidul Social Democrat
Măureni,primaria_maureni@yahoo.com,Caras-Severin,0255-526001,Partidul Social Democrat,Partidul Social Democrat
Măxineni,primariamaxineni@yahoo.com,Braila,0239-695795,Partidul Social Democrat,Partidul Social Democrat
Nadeş,nades@cjmures.ro,Mures,0265-763112,Partidul Social Democrat,Partidul Social Democrat
Naidăş,primaria_naidas@yahoo.com,Caras-Severin,0255-576412,Partidul Social Democrat,Partidul Social Democrat
Nalbanţ,primaria_nalbant@yahoo.com,Tulcea,0240-548503,Partidul Național Liberal,Partidul Național Liberal
Nana,primarianana@yahoo.com,Calarasi,0242-531531,Partidul Social Democrat,Partidul Social Democrat
Nanov,primariananov2007@yahoo.com,Teleorman,0247-319944,Partidul Național Liberal,Partidul Național Liberal
Neaua,neaua@cjmures.ro,Mures,0265-585112,UDMR,UDMR
Necşeşti,primaria.necsesti@yahoo.com,Teleorman,0247-708025,Partidul Social Democrat,Partidul Social Democrat
Negoi,negoi@cjdolj.ro,Dolj,0251-325088,Partidul Social Democrat,Partidul Social Democrat
Negomir,primarianegomir@yahoo.com,Gorj,0253-285100,Partidul Social Democrat,Partidul Social Democrat
Negraşi,steliana.croitoru@negrasi.cjarges.ro,Arges,0248-687522,Partidul Social Democrat,Partidul Social Democrat
Negreni,info@primarianegreni.ro,Cluj,0264-258223,Partidul Național Liberal,Partidul Național Liberal
Negreşti,office@primarianegresti.ro,Neamt,0233-246944,Partidul Social Democrat,Partidul Social Democrat
Negreşti,consiliullocalnegresti@gmail.com,Vaslui,0235-457679,Partidul Național Liberal,Partidul Național Liberal
Negri,primarie@primarianegri.judetbacau.ro,Bacau,0234-228001,Partidul Național Liberal,Partidul Național Liberal
Negrileşti,pcn_bn@yahoo.com,Bistrita-Nasaud,0263-344760,PARTIDUL UMANIST SOCIAL LIBERAL,PARTIDUL UMANIST SOCIAL LIBERAL
Negrileşti,primaria_negrilesti@yahoo.com,Galati,0236-832671,Partidul Social Democrat,Partidul Social Democrat
Negrileşti,primaria.negrilesti@yahoo.com,Vrancea,0237-267290,R. PANTAZICĂ,Partidul Social Democrat
Negru Vodă,primaria_negruvoda@yahoo.com,Constanta,0241-780195,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Nehoiu,primarianehoiu@yahoo.com,Buzau,0238-554548,Partidul Social Democrat,Partidul Social Democrat
Nenciuleşti,pnenciulesti@yahoo.com,Teleorman,0247-330961,Partidul Social Democrat,Partidul Social Democrat
Nereju,primarianereju@yahoo.com,Vrancea,0237-266200,Partidul Social Democrat,Partidul Social Democrat
Nicolae Bălcescu,contact@primaria-nicolae-balcescu.ro,Bacau,0234-214071,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Nicolae Bălcescu,nic_balcescu@yahoo.com,Constanta,0241-257016,Partidul Național Liberal,Partidul Național Liberal
Nicolae Bălcescu,primarianicolaebalcescu@yahoo.com,Calarasi,0242-534411,Partidul Social Democrat,Partidul Social Democrat
Nicolae Titulescu,primaria_nicolae_titulescu@yahoo.com,Olt,0249-485436,Partidul Social Democrat,Partidul Social Democrat
Nicoreşti,primarianicorestigalati@yahoo.com,Galati,0236-867021,Partidul Național Liberal,Partidul Național Liberal
Niculeşti,primaria@niculesti.ro,Dambovita,021-2670606,Partidul Social Democrat,Partidul Social Democrat
Niculiţel,primarianiculitel@yahoo.com,Tulcea,0240-542104,Partidul Social Democrat,Partidul Social Democrat
Nicşeni,primaria_nicseni@yahoo.com,Botosani,0231-539530,Partidul Național Liberal,Partidul Național Liberal
Nimigea,primarianimigea@gmail.com,Bistrita-Nasaud,,Partidul Social Democrat,Partidul Social Democrat
Nistoreşti,primarianistoresti@yahoo.com,Vrancea,0237-677034,Partidul Social Democrat,Partidul Social Democrat
Nitchidorf,primar@nitchidorf.ro,Timis,0256-413101,Partidul Social Democrat,Partidul Social Democrat
Nocrich,soniamichaelis@gmail.com,Sibiu,0269-582102,Partidul Social Democrat,Partidul Social Democrat
Nojorid,primaria.nojorid@cjbihor.ro,Bihor,0259-393194,Partidul Național Liberal,Partidul Național Liberal
Novaci,primaria_novaci@yahoo.com,Gorj,0253-466221,Partidul Social Democrat,Partidul Social Democrat
Noşlac,primarianoslac@yahoo.com,Alba,0258-889101,Partidul Național Liberal,Partidul Național Liberal
Nucet,primaria.nucet@cjbihor.ro,Bihor,0259-339422,Partidul Național Liberal,Partidul Național Liberal
Nucet,nucet@cjd.ro,Dambovita,0245-267007,Partidul Social Democrat,Partidul Social Democrat
Nuci,secretar@primarianuci.ro,Ilfov,021-2696010,ALIANȚA ELECTORALĂ PSD PNL,ALIANȚA ELECTORALĂ PSD PNL
Nucşoara,primaria_nucsoara@yahoo.com,Arges,0248-582013,Partidul Social Democrat,Partidul Social Democrat
Nufăru,office@primarianufaru.ro,Tulcea,0240-549054,Partidul Social Democrat,Partidul Social Democrat
Nuşeni,primaria_nuseni@yahoo.com,Bistrita-Nasaud,0263-350041,ALIANȚA ELECTORALĂ PSD PNL,ALIANȚA ELECTORALĂ PSD PNL
Nuşfalău,primarianusfalau@yahoo.com,Salaj,0260-670034,R. MATE,UDMR
Nădrag,nadrag@primarianadrag.ro,Timis,0256-328304,Partidul Social Democrat,Partidul Social Democrat
Năeni,primarianaieni@yahoo.com,Buzau,0238-597003,Partidul Național Liberal,Partidul Național Liberal
Nămoloasa,primarianamoloasa@yahoo.com,Galati,0236-830504,Partidul Social Democrat,Partidul Social Democrat
Năpradea,primarianapradea@yahoo.com,Salaj,0260-646175,Partidul Social Democrat,Partidul Social Democrat
Năruja,primaria_naruja@yahoo.com,Vrancea,0237-677111,Partidul Social Democrat,Partidul Social Democrat
Năsturelu,primarianasturelu@yahoo.com,Teleorman,0247-368807,Partidul Social Democrat,Partidul Social Democrat
Năsăud,pon@primarianasaud.ro,Bistrita-Nasaud,0263-361026,Partidul Național Liberal,Partidul Național Liberal
Năvodari,secretariat@primaria-navodari.ro,Constanta,0241-761603,Partidul Social Democrat,Partidul Social Democrat
Oancea,primariaoancea@yahoo.com,Galati,0236-343011,Partidul Social Democrat,Partidul Social Democrat
Oarja,primarie@oarja.cjarges.ro,Arges,0248-660827,Partidul Social Democrat,Partidul Social Democrat
Oarţa De Jos,primariaoarta@yahoo.com,Maramures,0262-269001,Partidul Social Democrat,Partidul Social Democrat
Oboga,primariaoboga@yahoo.com,Olt,0249-450129,Partidul Social Democrat,Partidul Social Democrat
Obreja,obrejaprimarie@gmail.com,Caras-Severin,0255-534501,Partidul Național Liberal,Partidul Național Liberal
Obârşia,primariaobarsia@yahoo.com,Olt,0249-541318,Partidul Social Democrat,Partidul Social Democrat
Obârşia De Câmp,clobarsia@sejmh.ro,Mehedinti,0252-391851,Partidul Social Democrat,Partidul Social Democrat
Obârşia-Cloşani,gmotea@yahoo.com,Mehedinti,0252-216925,Partidul Național Liberal,Partidul Național Liberal
Ocland,primarocland@yahoo.com,Harghita,0266-224002,UDMR,UDMR
Ocna De Fier,primaria_ocnadefier@yahoo.com,Caras-Severin,0255-527802,Partidul Național Liberal,Partidul Național Liberal
Ocna Mureş,primar@primariaocnamures.ro,Alba,0258-871217,Partidul Național Liberal,Partidul Național Liberal
Ocna Sibiului,primariaocna@yahoo.com,Sibiu,0269-541301,Partidul Național Liberal,Partidul Național Liberal
Ocna Şugatag,primaria@primariaocnasugatag.ro,Maramures,0262-374109,Partidul Social Democrat,Partidul Social Democrat
Ocnele Mari,oc_mari@onix.ro,Valcea,0250-772043,Partidul Social Democrat,Partidul Social Democrat
Ocniţa,relatii@primariaocnita.ro,Dambovita,0245-680208,Partidul Social Democrat,Partidul Social Democrat
Ocoliş,sc.ocolis@mail.albanet.ro,Alba,0258-700888,Partidul Național Liberal,Partidul Național Liberal
Odobeşti,odobesti_bc@yahoo.com,Bacau,0234-224610,Partidul Social Democrat,Partidul Social Democrat
Odobeşti,primaria_odobesti@yahoo.com,Dambovita,0245-721101,Partidul Social Democrat,Partidul Social Democrat
Odoreu,secretariatodoreu@yahoo.com,Satu Mare,0261-775062,Partidul Național Liberal,Partidul Național Liberal
Odorheiu Secuiesc,office@varoshaza.ro,Harghita,0266-218145,UDMR,UDMR
Odăile,primariaodailebz@yahoo.com,Buzau,0238-547605,Partidul Social Democrat,Partidul Social Democrat
Ogra,ogra@cjmures.ro,Mures,0265-458212,Partidul Social Democrat,Partidul Social Democrat
Ograda,primaria_ograda@yahoo.com,Ialomita,0243-279625,Partidul Social Democrat,Partidul Social Democrat
Ogrezeni,primaria_ogrezeni@yahoo.com,Giurgiu,0246-250234,Partidul Național Liberal,Partidul Național Liberal
Ohaba,secretar@primariaohaba.ro,Alba,0258-854511,Partidul Național Liberal,Partidul Național Liberal
Ohaba Lungă,primariaohabalunga@yahoo.com,Timis,0256-333309,ALIANȚA ELECTORALĂ PSD-PUSL,ALIANȚA ELECTORALĂ PSD-PUSL
Oinacu,cl_oinacugr@yahoo.com,Giurgiu,0246-239143,Partidul Național Liberal,Partidul Național Liberal
Oituz,con_oituz@compnet.ro,Bacau,0234-337010,Partidul Național Liberal,Partidul Național Liberal
Ojdula,pjudit65@yahoo.com,Covasna,0267-346555,UDMR,UDMR
Olanu,primariaolanu@yahoo.com,Valcea,0250-762334,Partidul Social Democrat,Partidul Social Democrat
Olari,primaria_olari@yahoo.com,Arad,0257-377132,Partidul Național Liberal,Partidul Național Liberal
Olari,secretar@primariaolari.ro,Prahova,0244-471300,Partidul Social Democrat,Partidul Social Democrat
Olcea,primaria.olcea@cjbihor.ro,Bihor,0259-310881,Partidul Național Liberal,Partidul Național Liberal
Olteneşti,primaria_oltenesti@yahoo.com,Vaslui,0235-485017,Partidul Național Liberal,Partidul Național Liberal
Olteni,primarolteni@yahoo.com,Teleorman,0247-432118,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Olteniţa,secretariat.primariaoltenita@gmail.com,Calarasi,0242-515770,Partidul Social Democrat,Partidul Social Democrat
Oltina,primaria_oltina@yahoo.com,Constanta,0241-851852,Partidul Social Democrat,Partidul Social Democrat
Onceşti,comunaoncesti@yahoo.com,Bacau,0234-288610,Partidul Social Democrat,Partidul Social Democrat
Onceşti,primaria_oncesti_maramures@yahoo.com,Maramures,0262-348417,M. GODJA,Partidul Social Democrat
Oneşti,secretar@onesti.ro,Bacau,0234-324230,Partidul Social Democrat,Partidul Social Democrat
Oniceni,primaria_oniceni@yahoo.com,Neamt,0233-763507,Partidul Social Democrat,Partidul Social Democrat
Oprişor,cloprisor@sejmh.ro,Mehedinti,0371-054222,Partidul Național Liberal,Partidul Social Democrat
Optaşi-Măgura,primariaoptasimagura@yahoo.com,Olt,0249-481535,Partidul Social Democrat,Partidul Social Democrat
Oradea,primarie@oradea.ro,Bihor,0259-437000,Partidul Național Liberal,Partidul Național Liberal
Oras Bolintin-Vale,vrenicuadrian@yahoo.com,Giurgiu,,Partidul Național Liberal,Partidul Național Liberal
Oras Ciacova,primariaciacova@primariaiacova.ro,Timis,0256-399500,Partidul Național Liberal,Partidul Național Liberal
Oras Copsa Mica,primaria_copsa@birotec.ro,Sibiu,0269-840120,Partidul Național Liberal,Partidul Național Liberal
Oras Draganesti-Olt,secretar@draganesti-olt.ro,Olt,,Partidul Național Liberal,Partidul Național Liberal
Oras Fierbinti-Targ,primariafierbinti@yahoo.com,Ialomita,,Partidul Social Democrat,Partidul Social Democrat
Oras Huedin,primar@primariahuedin.ro,Cluj,0264-351548,Partidul Național Liberal,UDMR
Oras Jimbolia,secretar@jimbolia.ro,Timis,0256-360770,Partidul Național Liberal,Partidul Național Liberal
Oras Lehliu Gara,consiliullocal@yahoo.com,Calarasi,,,
Oras Miercurea Sibiului,primmsb@yahoo.com,Sibiu,0269-533102,Partidul Național Liberal,Partidul Național Liberal
Oras Negresti-Oas,primarie@negresti-oas.ro,Satu Mare,,Partidul Social Democrat,Partidul Social Democrat
Oras Patarlagele,primaria.patarlagele@yahoo.com,Buzau,0753709532,Partidul Social Democrat,Partidul Social Democrat
Oras Piatra-Olt,primariapiatraolt@yahoo.com,Olt,,Partidul Social Democrat,Partidul Social Democrat
Oras Pucioasa,info@primpuc.ro,Dambovita,0245762271,Partidul Social Democrat,Partidul Social Democrat
Oras Recas,public@primariarecas.ro,Timis,0356-177278,Partidul Social Democrat,Partidul Social Democrat
Oras Talmaciu,iliesoima@gmail.com,Sibiu,0269-555401,Partidul Național Liberal,Partidul Național Liberal
Oras Targu Ocna,primaria@tirguocna.ro,Bacau,,Partidul Social Democrat,Partidul Social Democrat
Oras Tautii-Magheraus,secretartautimm@yahoo.com,Maramures,,Partidul Național Liberal,Partidul Național Liberal
Oras Ungheni,ungheni@cjmures.ro,Mures,0265-328212,Partidul Național Liberal,Partidul Național Liberal
Oras Victoria,primaria.victoria@yahoo.com,Brasov,0232-295120,Partidul Social Democrat,Partidul Social Democrat
Oraviţa,oravitaprimarie@gmail.com,Caras-Severin,0255-571133,Partidul Social Democrat,Partidul Social Democrat
Oraşu Nou,corasunou@yahoo.com,Satu Mare,0261-830001,UDMR,UDMR
Orbeni,consiliullocal_orbeni@yahoo.com,Bacau,0234-255502,Partidul Social Democrat,Partidul Social Democrat
Orlat,primariaorlat@yahoo.com,Sibiu,0269-571455,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,Alianța pentru Unirea Românilor
Orleşti,primariaorlesti@yahoo.com,Valcea,0250-763301,Partidul Național Liberal,Partidul Național Liberal
Ormeniş,primariaormenis@yahoo.com,Brasov,0268-284974,UDMR,UDMR
Orodel,orodel@cjdolj.ro,Dolj,0251-367538,Partidul Social Democrat,Partidul Social Democrat
Ortişoara,primaria.ortisoara@cjtimis.ro,Timis,0256-233266,Partidul Național Liberal,Partidul Național Liberal
Orăştie,primaria@orastie.info.ro,Hunedoara,0254-241513,Partidul Social Democrat,Partidul Social Democrat
Orăştioara De Sus,primariaorastioaradesus@yahoo.com,Hunedoara,0254-246650,Partidul Național Liberal,Partidul Național Liberal
Orşova,primariaorsova@primariaorsova.ro,Mehedinti,0372-764195,Partidul Național Liberal,Partidul Național Liberal
Osica De Jos,primariaosicadejos@yahoo.com,Olt,0249-455015,Partidul Social Democrat,Partidul Social Democrat
Osica De Sus,primar@primariaosicadesus.ro,Olt,0249-418064,Partidul Social Democrat,Partidul Social Democrat
Ostra,primaria_ostra@yahoo.com,Suceava,0230-575268,Partidul Național Liberal,Partidul Național Liberal
Ostrov,primariaostrov@yahoo.com,Constanta,0241-857010,Partidul Social Democrat,Partidul Social Democrat
Ostrov,primariaostrovtl@yahoo.com,Tulcea,0240-577336,Partidul Național Liberal,Partidul Social Democrat
