name,email,county,phone
Teregova,primaria_teregova@yahoo.com,Caras-Severin,0255-260005
Teremia Mare,primaria.teremia_mare@cjtimis.ro,Timis,0256-380001
Terpeziţa,terpezita@cjdolj.ro,Dolj,0251-362009
Teslui,teslui@cjdolj.ro,Dolj,0251-456606
Teslui,primateslui@yahoo.com,Olt,0249-467701
Tetoiu,primariatetoiu@yahoo.com,Valcea,0250-867869
Tia Mare,primariatiamare@yahoo.com,Olt,0249-534401
Tichileşti,primariatichilesti@yahoo.com,Braila,0239-664590
Ticusu,primaria_ticus@yahoo.com,Brasov,
Ticvaniu Mare,primariaticvaniumare@yahoo.com,Caras-Severin,0255-577100
Tigveni,primarie@tigveni.cjarges.ro,Arges,0348-528184
Tiha Bârgăului,primaria_tiha@yahoo.com,Bistrita-Nasaud,0263-265654
Tileagd,primaria_tileagd@yahoo.com,Bihor,0259-345651
Tilisca,primariatilisca@yahoo.com,Sibiu,0269-554002
Tilişca,morar_maria2001@yahoo.com,Sibiu,0269-554002
Timişeşti,primaria_timisesti@yahoo.com,Neamt,0233-787050
Timişoara,cabinetprimar@primariatm.ro,Timis,0256-408300
Tinca,primaria.tinca@cjbihor.ro,Bihor,0259-310073
Tinosu,primaria_tinosu@yahoo.com,Prahova,0244-482702
Tiream,primaria@tiream.ro,Satu Mare,0261-873601
Tismana,tismanaprimaria@yahoo.com,Gorj,0253-206101
Tisău,primtisau@artelecom.net,Buzau,0238-597560
Titeşti,primtitesti@yahoo.com,Valcea,0250-756903
Toboliu,primariatoboliu@yahoo.com,Bihor,0259-354689
Todireni,cltodireni@gmail.com,Botosani,0231-574791
Todireşti,contact@primariatodiresti.ro,Iasi,0232-733000
Todireşti,primariatodiresti@yahoo.com,Suceava,0230-539535
Todireşti,primariatodiresti2006@yahoo.com,Vaslui,0235-459208
Tomesti,tomesti@kn.ro,Harghita,0256-326168
Tomesti,prim.tomesti@comser.ro,Hunedoara,0256-326168
Tomesti,primaria_comunei_tomesti@yahoo.co.uk,Iasi,0256-326168
Tomeşti,primaria.tomesti@yahoo.com,Harghita,0266-378118
Tomnatic,primar@primariatomnatic.ro,Timis,0256-374025
Tomşani,primariatomsani@yahoo.com,Prahova,0244-237000
Tomşani,primariatomsanivl@yahoo.com,Valcea,0250-863550
Topalu,tomafmcn@gmail.com,Constanta,0241-256002
Topleţ,office@toplet.info,Caras-Severin,0255-522409
Topliceni,topliceni01@yahoo.com,Buzau,0238-562116
Topliţa,primariatoplita@yahoo.com,Hunedoara,0254-735314
Topolog,primaria_topolog@yahoo.com,Tulcea,0240-568530
Topoloveni,primarie@topoloveni.cjarges.ro,Arges,0248-666259
Topolovăţu Mare,primariatopolovatumare@yahoo.com,Timis,0256-332037
Toporu,primariatoporu@gmail.com,Giurgiu,0246-236107
Topraisar,secretar@primaria-topraisar.ro,Constanta,0241-785238
Tormac,primaria@tormac.ro,Timis,0256-392801
Toteşti,primaria.totesti@yahoo.com,Hunedoara,0254-775640
Traian,comunatraian@yahoo.com,Bacau,0234-221042
Traian,primariatraianbr@yahoo.com,Braila,0239-613239
Traian,primariacomuneitraian@yahoo.com,Ialomita,0243-244020
Traian,traianprimaria@yahoo.com,Olt,0249-543301
Traian,primariatraiantr@yahoo.com,Teleorman,0247-420613
Traian Vuia,comunatraianvuia@yahoo.com,Timis,0256-324479
Treznea,primarie_treznea@samtv.ro,Salaj,0260-658044
Trifeşti,primaria_trifesti@yahoo.com,Iasi,0232-298033
Trifeşti,primaria@primariatrifesti.ro,Neamt,0233-745547
Tritenii De Jos,primaria.triteniidejos@yahoo.com,Cluj,0264-285998
Trivalea-Moşteni,primariatrivalea_mosteni@yahoo.com,Teleorman,0247-708009
Troianul,troianul_tr@yahoo.com,Teleorman,0247-328003
Truşeşti,primaria_trusesti@yahoo.com,Botosani,0231-570207
Tudor Vladimirescu,tudor_vladimirescu@portal-braila.ro,Braila,0239-613284
Tudor Vladimirescu,primaria.tvladimirescu@ambasador-tv.ro,Galati,0236-828603
Tudora,primariatudora@yahoo.com,Botosani,0231-589110
Tufeni,primariatufeni@gmail.com,Olt,0249-483355
Tufeşti,primariatufesti@gmail.com,Braila,0239-665330
Tulca,primaria.tulca@cjbihor.ro,Bihor,0259-314894
Tulcea,primtl@tim.ro,Tulcea,0240-511440
Tulcea,eventhi@yahoo.com,Tulcea,0240-511440
Tulgheş,primaria_tulghes@yahoo.com,Harghita,0266-338107
Tulnici,primarie_tulnici@yahoo.com,Vrancea,0237-265312
Tuluceşti,tulucesti@yahoo.com,Galati,0236-345007
Tunari,contact@primaria-tunari.ro,Ilfov,021-2675310
Tupilaţi,tupilatiprimaria@yahoo.com,Neamt,0233-782001
Turburea,primaria_turburea@yahoo.com,Gorj,0253-472383
Turceni,mciobanu75@yahoo.com,Gorj,0253-335024
Turcineşti,office@turcinesti.ro,Gorj,0253-226549
Turcoaia,primariaturcoaiatl@yahoo.com,Tulcea,0240-574545
Turda,primaria@primariaturda.ro,Cluj,0264-313160
Turdaş,primariaturdas@yahoo.com,Hunedoara,0254-244710
Tureni,primariatureni@yahoo.com,Cluj,0264-310009
Turnu Măgurele,primariatm@yahoo.com,Teleorman,0247-416451
Turnu Roşu,primariaturnurosu@yahoo.com,Sibiu,0269-527888
Turnu Ruieni,primariaturnuruieni@gmail.com,Caras-Severin,0255-510221
Turulung,primtur@yahoo.com,Satu Mare,0261-836340
Turţ,primariaturt@yahoo.com,Satu Mare,0261-834672
Tutova,primariatutova@yahoo.com,Vaslui,0235-428136
Tuzla,urbanism_tuzla@yahoo.co.uk,Constanta,0241-747564
Tuşnad,primariatusnad@freemail.hu,Harghita,0266-334235
Tâmboeşti,primaria_timboesti@yahoo.com,Vrancea,0237-256105
Tâmna,cltimna@sejmh.ro,Mehedinti,0252-375001
Târgovişte,primarulmunicipiuluitargoviste@pmtgv.ro,Dambovita,0245-611222
Târgu Bujor,primariatgbujor@yahoo.com,Galati,0236-340339
Târgu Cărbuneşti,office@primariacarbunesti.ro,Gorj,0253-378603
Târgu Frumos,atps1@primariatg-frumos.ro,Iasi,0232-710906
Târgu Jiu,primaria.targujiu@xnet.ro,Gorj,0253-212299
Târgu Lăpuş,primaria_tgl@yahoo.com,Maramures,0262-384465
Târgu Mureş,tgmures@cjmures.ro,Mures,0265-268330
Târgu Neamţ,relatiipublice@primariatgneamt.ro,Neamt,0233-790305
Târgu Trotuş,primariatg.trotus@yahoo.com,Bacau,0234-347002
Târguşor,primarie_tirgusor@yahoo.com,Constanta,0241-874577
Târgşoru Vechi,targsorulvechi@prefecturaprahova.ro,Prahova,0244-482291
Târlişua,primaria_tirlisua@yahoo.com,Bistrita-Nasaud,0263-352193
Târnava,primariatirnava@yahoo.com,Sibiu,0269-806775
Târnova,primariatirnova@yahoo.com,Arad,0257-370101
Târnova,primar@primariatirnovacs.ro,Caras-Severin,0255-234704
Târnăveni,tirnaveni@cjmures.ro,Mures,0265-443400
Târşolţ,secretar@primariatirsolt.ro,Satu Mare,0261-833820
Tăcuta,primariatacuta@yahoo.com,Vaslui,0235-349164
Tălmaciu,primaria.talmaciu@sibiustslink.ro,Sibiu,0269-555401
Tălpaş,talpas@cjdolj.ro,Dolj,0251-452487
Tămădău Mare,primariatamadau@yahoo.com,Calarasi,0242-643309
Tămăşeni,primariatamaseni@yahoo.com,Neamt,0233-749494
Tănăsoaia,primariatanasoaia@vrancea.info,Vrancea,0237-270101
Tărcaia,primaria.tarcaia@cjbihor.ro,Bihor,0259-321957
Tărlungeni,primaria_tarlungeni@yahoo.com,Brasov,0268-365713
Tărtăşeşti,primaria_tartasesti@yahoo.com,Dambovita,0245-261261
Tătaru,primariatataru@yahoo.com,Prahova,0909277375
Tătuleşti,primariatatulesti@yahoo.com,Olt,0249-467601
Tătărani,primariatatarani@yahoo.com,Dambovita,0245-238209
Tătăranu,primariatataranu@yahoo.com,Vrancea,0237-248332
Tătăruşi,primaria_tatarusi@yahoo.com,Iasi,0232-722828
Tătărăni,primaria_tatarani@yahoo.com,Vaslui,0235-484110
Tătărăşti,primariatatarasti@yahoo.com,Bacau,0234-286510
Tătărăştii De Jos,romcatharin@yahoo.com,Teleorman,0247-337703
Tătărăştii De Sus,primariatatarastiidesus@yahoo.com,Teleorman,0247-337868
Tăureni,taureni@cjmures.ro,Mures,0265-433712
Tăuteu,primariatauteu@yahoo.com,Bihor,0259-354825
Tășnad,office@primariatasnad.ro,Satu Mare,0261-825701
Ucea,primaria_ucea@yahoo.com,Brasov,0268-247150
Uda,primaria_uda@yahoo.com,Arges,0248-243021
Uda-Clocociov,udaclocociov@yahoo.com,Teleorman,
Udeşti,secretar_primariaudesti@yahoo.com,Suceava,0230-538002
Uileacu De Beiuş,primaria.uileacudebeius@cjbihor.ro,Bihor,0259-324077
Uivar,primaria_uivar@yahoo.com,Timis,0256-366501
Ulieş,comunaulies@yahoo.com,Harghita,0266-222001
Ulieşti,primaria_uliesti@yahoo.com,Dambovita,0245-724519
Ulma,primariaulma@yahoo.com,Suceava,0230-574942
Ulmeni,primariaulmeni_buzau@yahoo.com,Buzau,0238-513076
Ulmeni,primaria_ulmeni@yahoo.com,Calarasi,0242-523554
Ulmeni,consiliullocal_ulmeni@yahoo.com,Maramures,0262-264957
Ulmi,primaria.ulmi@yahoo.com,Dambovita,0245-631082
Ulmi,primariaulmi.2007@yahoo.com,Giurgiu,0246-255046
Ulmu,primaria_ulmu@yahoo.com,Braila,0239-638171
Ulmu,primarie@ulmu.infoprimarie.ro,Calarasi,0242-338070
Umbrăreşti,primariaumbraresti@hotmail.com,Galati,0236-829400
Ungheni,primariaungheniiasi@yahoo.com,Arges,0248-674063
Ungra,primariaungra@yahoo.com,Brasov,0268-248211
Ungureni,contabil.ungureni@clbc.ro,Bacau,0234-227012
Ungureni,primaria.ungureni@yahoo.com,Botosani,0231-543000
Unguriu,primariaunguriu@yahoo.co.uk,Buzau,0238-524900
Unirea,primariaunirea@gmail.com,Alba,0258-876101
Unirea,primaria_unirea@yahoo.com,Braila,0239-653000
Unirea,primariaunireacalarasi@yahoo.com,Calarasi,0242-343028
Unirea,unirea@cjdolj.ro,Dolj,0251-365255
Unţeni,primaria_untenibt@yahoo.com,Botosani,0231-543802
Urdari,primariaurdari@yahoo.com,Gorj,0253-233465
Urecheni,primaria_urecheni@yahoo.com,Neamt,0233-784005
Urecheşti,primarie@primaria-urechesti.ro,Bacau,0234-335500
Uricani,primariauricani@gmail.com,Hunedoara,0254-511121
Uriu,primaria_uriu@yahoo.com,Bistrita-Nasaud,0263-348100
Urlaţi,urlati@prefecturaprahova.ro,Prahova,0244-271634
Urmeniş,primariaurmenis@yahoo.com,Bistrita-Nasaud,0263-354177
Urziceni,urziceni_primaria@yahoo.com,Ialomita,0243-254975
Urziceni,comunaurziceni@yahoo.com,Satu Mare,0261-874215
Urzicuţa,urzicuta@cjdolj.ro,Dolj,0251-317619
Ususău,primariaususau@gmail.com,Arad,0257-434101
Vad,primariavad@yahoo.com,Cluj,0264-225201
Vadu Crişului,primaria.vaducrisului@cjbihor.ro,Bihor,0259-443136
Vadu Izei,vaduizeiprimaria@yahoo.com,Maramures,0262-330140
Vadu Moldovei,primaria_vadu_moldovei@yahoo.com,Suceava,0230-536506
Vadu Moţilor,vadumotilor@yahoo.com,Alba,0258-777505
Vadu Paşii,primaria.vadupasii@yahoo.com,Buzau,0238-788109
Vadu Sapat,vadusapat_ph@yahoo.com,Prahova,0244-442178
Vaideeni,primaria.vaideeni@yahoo.com,Valcea,0250-865009
Valcele,primariavilceleolt@yahoo.com,Olt,0267-330148
Valcău De Jos,secretar_valcau@yahoo.com,Salaj,0260-670800
Valea Argovei,primaria_valea_argovei@yahoo.com,Calarasi,0242-645623
Valea Chioarului,primaria_chioar@yahoo.com,Maramures,0262-480418
Valea Ciorii,pvaleaciorii@yahoo.com,Ialomita,0243-277505
Valea Crişului,primariavaleacrisului@yahoo.com,Covasna,0267-374541
Valea Călugărească,valeacalugareasca@prefecturaprahova.ro,Prahova,0244-235444
Valea Danului,primar@valeadanului.cjarges.ro,Arges,0248-724458
Valea Doftanei,valeadoftanei@clicknet.ro,Prahova,0244-365367
Valea Dragului,valeadraguluiprimaria@yahoo.com,Giurgiu,0246-258878
Valea Iaşului,primaria_viasului@yahoo.com,Arges,0248-724411
Valea Ierii,primaria_valea_ierii@yahoo.com,Cluj,0374-961930
Valea Largă,valealarga@cjmures.ro,Mures,0265-488112
Valea Lui Mihai,primaria.valealuimihai@cjbihor.ro,Bihor,0259-355216
Valea Lungă,primariavalealunga@yahoo.com,Alba,0258-888102
Valea Lungă,niconic65@yahoo.com,Dambovita,0245-661509
Valea Lupului,primaria_valealupului@yahoo.com,Iasi,0232-272599
Valea Mare,as.social_primariavaleamare@yahoo.com,Covasna,0267-344653
Valea Mare,primariavaleamaredb@yahoo.com,Dambovita,0250-769512
Valea Mare,primariavaleamare@judetulolt.ro,Olt,0250-769512
Valea Mare Pravăţ,primariavaleamarepravat@yahoo.fr,Arges,0248-557060
Valea Moldovei,pvmmorosanc@yahoo.com,Suceava,0230-573064
Valea Măcrişului,valeamacrisului@yahoo.com,Ialomita,0243-248760
Valea Mărului,valea.marului@yahoo.com,Galati,0236-863400
Valea Nucarilor,valeanucarilor@yahoo.com,Tulcea,0240-549202
Valea Râmnicului,primariavalearamnicului@yahoo.com,Buzau,0238-574410
Valea Salciei,primariavs@yahoo.com,Buzau,0238-575201
Valea Seacă,consiliullocal_valeaseaca@yahoo.com,Bacau,0234-255022
Valea Seacă,contact@valeaseaca.ro,Iasi,0232-714844
Valea Stanciului,valea_stanciului@cjdolj.ro,Dolj,0251-352025
Valea Sării,primariavaleasarii@yahoo.com,Vrancea,0237-671085
Valea Teilor,primaria_vt@yahoo.com,Tulcea,0240-541881
Valea Ursului,primaria@valeaursului.ro,Neamt,0233-763003
Valea Viilor,brandusa.racoti@yahoo.com,Sibiu,0269-515400
Valea Viilor,primaria.valeaviilor@sibiu.stslink.ro,Sibiu,0269-515400
Valea Vinului,primariavaleavinului@yahoo.com,Satu Mare,0261-876870
Valeni-Dimbovita,valenib@yahoo.com,Dambovita,
Valu Lui Traian,secretar@valu-lui-traian.ro,Constanta,0241-231353
Vama,primariavama@yahoo.com,Satu Mare,0261-857001
Vama,primaria_vama@yahoo.com,Suceava,0230-239112
Vama Buzăului,vamabuzaului@yahoo.com,Brasov,0268-288505
Vanatori-Neamt,primariavinatorineamt@yahoo.com,Neamt,
Varbilău,varbilau@prefecturaprahova.ro,Prahova,0244-244091
Variaş,primaria_varias@yahoo.com,Timis,0256-387563
Vasilaţi,primariavasilati@yahoo.com,Calarasi,0242-532532
Vaslui,pmv@primariavaslui.ro,Vaslui,0235-310999
Vatra Dornei,primaria@vatra-dornei.ro,Suceava,0230-375229
Vatra Moldoviţei,primariavatramoldovitei@yahoo.com,Suceava,0230-336150
Vaşcău,primaria_vascau@yahoo.com,Bihor,0259-336157
Vaţa De Jos,primariavata@clicknet.ro,Hunedoara,
Vedea,cl_vedea@yahoo.com,Arges,0248-248179
Vedea,clvedeagr@yahoo.com,Giurgiu,0246-240120
Vedea,primariavedea@yahoo.com,Teleorman,0247-337901
Vela,vela@cjdolj.ro,Dolj,0251-362619
Vereşti,primaria_veresti@yahoo.com,Suceava,0230-537664
Verguleasa,primaria2007@clicknet.ro,Olt,0249-468327
Vermeş,primariavermes@vermes.ro,Caras-Severin,0255-526401
Verneşti,primaria@primariavernesti.ro,Buzau,0238-705007
Vetiş,primaria_vetis@yahoo.com,Satu Mare,0261-820702
Vetrişoaia,primariavetrisoaia@yahoo.com,Vaslui,0235-432003
Veţca,vetca@cjmures.ro,Mures,
Veţel,primaria_vetel@yahoo.com,Hunedoara,0254-237733
Vicovu De Jos,vicovu_de_jos@yahoo.com,Suceava,0230-412222
Vicovu De Sus,primariavicovudesus@yahoo.com,Suceava,0230-413343
Victor Vlad Delamarina,primaria.vvdelamarina@cjtimis.ro,Timis,0256-354741
Victoria,primariavictoria@yahoo.com,Brasov,0268-241008
Victoria,victoriaprimaria@yahoo.com,Braila,0232-295120
Videle,primariavidele@yahoo.com,Teleorman,0247-453017
Vidra,primaria_vidra_ab@yahoo.com,Alba,0258-786575
Vidra,primariavidra@yahoo.com,Ilfov,021-3612265
Vidra,primarie@primariavidravn.ro,Vrancea,0237-673337
Viile Satu Mare,viilesm@yahoo.com,Satu Mare,0261-754224
Viişoara,primaria.viisoara@cjbihor.ro,Bihor,0259-328920
Viişoara,primariaviisoara_bt@yahoo.com,Botosani,0231-549910
Viişoara,primariaviisoara@yahoo.com,Cluj,0264-327561
Viişoara,viisoara@cjmures.ro,Mures,0265-712212
Viişoara,primariaviisoara_tr@yahoo.com,Teleorman,0247-360615
Viişoara,primaria_viisoara_vs@yahoo.com,Vaslui,0235-433060
Vima Mică,primaria_primariavima@email.ro,Maramures,0262-383518
Vinderei,vindereiprimaria@yahoo.com,Vaslui,0235-434046
Vinga,primariavinga@clicknet.ro,Arad,0257-460126
Vintileasca,ginabacioiu@yahoo.com,Vrancea,0237-259937
Vintilă Vodă,prim_vintila_voda@yahoo.com,Buzau,0238-529003
Vinţu De Jos,primaria.vint@yahoo.com,Alba,0258-739234
Vipereşti,primar_viperesti@yahoo.com,Buzau,0238-599240
Virfuri,primariavarfuri@yahoo.com,Dambovita,
Vităneşti,primariavitanesti@yahoo.com,Teleorman,0249-481595
Viziru,viziru@portal-braila.ro,Braila,0239-666400
Vişani,clmvisani@yahoo.com,Braila,0239-696491
Vişeu De Jos,primaria_viseu_de_jos@yahoo.com,Maramures,0262-368401
Vişina,primariavisina_db@yahoo.com,Dambovita,0245-725064
Vişina,primariavisina@yahoo.com,Olt,0249-540303
Vişineşti,primariavisinesti@gmail.com,Dambovita,0245-662410
Viştea,primaria.vistea@yahoo.com,Brasov,
Vlad Ţepeş,primariavladtepescl@yahoo.com,Calarasi,0242-346806
Vladimir,primariavladimirgj@yahoo.com,Gorj,0253-230131
Vladimirescu,contact@primariavladimirescu.ro,Arad,0257-514902
Vlădaia,clvladaia@sejmh.ro,Mehedinti,0252-356506
Vlădeni,primvlad@yahoo.com,Botosani,0231-551500
Vlădeni,primariavladeni@yahoo.com,Dambovita,0245-660839
Vlădeşti,primaria.vladesti@gmail.com,Arges,0248-547740
Vlădeşti,primariavladesti@yahoo.com,Galati,0236-343299
Vlădila,primariavladila@judetulolt.ro,Olt,0249-543003
Vlăhiţa,office@primariavlahita.ro,Harghita,0266-246634
Vlăsineşti,primaria_vlasinesti@yahoo.com,Botosani,0231-541309
Voiceşti,primarie_voicesti@yahoo.com,Valcea,0250-831508
Voila,voilaprimaria@yahoo.com,Brasov,0268-517615
Voineasa,prvoineasa@yahoo.com,Olt,0744-586802
Voineasa,primariavoineasa@yahoo.com,Olt,0250-754309
Voineşti,consiliullocalvoinesti@yahoo.com,Dambovita,0245-679324
Voineşti,primariavoinesti@yahoo.com,Iasi,0232-294755
Voineşti,primariavoinesti2007@yahoo.com,Vaslui,0235-347316
Voiteg,primaria@voiteg.ro,Timis,0256-392401
Voitinel,primaria_voitinel@yahoo.com,Suceava,
Voivodeni,voivodeni@cjmures.ro,Mures,0265-341140
Voloiac,primariavoloiac@yahoo.com,Mehedinti,0374-040040
Volovăţ,primariavolovat@yahoo.com,Suceava,0230-419507
Voluntari,primaria-voluntari@primaria-voluntari.ro,Ilfov,031-4036110
Vorniceni,primaria_vorniceni@yahoo.com,Botosani,0231-563533
Vorona,primaria_vorona@yahoo.com,Botosani,0231-588604
Vorţa,primaria_vorta@yahoo.com,Hunedoara,0254-268238
Voslabeni,primaria@voslobeni.ro,Harghita,
Vrani,vrani.romania@gmail.com,Caras-Severin,0355-081086
Vrata,clvrata@sejmh.ro,Mehedinti,0252-393435
Vrâncioaia,primariavrincioaia@yahoo.com,Vrancea,0237-671056
Vulcan,uat_vulcan@yahoo.com,Brasov,0268-256354
Vulcan,primvulcan@yahoo.com,Hunedoara,0254-570340
Vulcana-Bai,secretar@vulcanabai.ro,Dambovita,
Vulcana-Pandele,vulcanapandele@cjd.ro,Dambovita,0245-230422
Vulpeni,vulpeniprimar@yahoo.com,Olt,0249-456704
Vultureni,primaria_vultureni@yahoo.com,Bacau,0234-285003
Vultureni,primariavultureni@easynet.ro,Bacau,0264-271078
Vultureşti,primariavulturestiag@yahoo.com,Arges,0248-296256
Vultureşti,primvult@yahoo.com,Olt,0249-469003
Vultureşti,vulturestisuceava@yahoo.com,Suceava,0235-457431
Vultureşti,primaria.vulturesti@yahoo.com,Vaslui,0235-457431
Vulturu,gabrielababalic@yahoo.com,Constanta,0241-859801
Vulturu,primariavulturu@yahoo.com,Vrancea,0237-240108
Vurpăr,primaria_vurpar@yahoo.com,Sibiu,0269-544001
Vutcani,primariavutcani@yahoo.com,Vaslui,0235-429031
Vâlcele,primariavilcelecv@gmail.com,Covasna,0267-330148
Vâlcelele,primariavalcelele@yahoo.com,Buzau,0238-576857
Vâlcelele,primaria_vilcelele@yahoo.com,Calarasi,0242-346605
Vâlcăneşti,primariavalcanesti@yahoo.com,Prahova,0244-227550
Vânju Mare,primariavanjumare@yahoo.com,Mehedinti,0252-350660
Vânjuleţ,clvanjulet@sejmh.ro,Mehedinti,0252-352203
Vânători,vinatori@cjmures.ro,Galati,0236-344004
Vânători,clvinatori@sejmh.ro,Mehedinti,0252-391049
Vânătorii Mici,vanatoriimici@yahoo.com,Giurgiu,0246-265026
Vârciorog,primaria.virciorog@cjbihor.ro,Bihor,0359-407977
Vârfu Câmpului,virfucimp@gmail.com,Botosani,0231-627106
Vârfurile,consvarfurile@clicknet.ro,Arad,0257-318501
Vârlezi,prvarlezict1@yahoo.com,Galati,0236-332230
Vârteşcoiu,primar@virtescoiu.ro,Vrancea,0237-675211
Vârtoape,primariavirtoapele@yahoo.com,Teleorman,0247-338202
Vârtop,vartop@cjdolj.ro,Dolj,0251-363508
Vârvoru De Jos,varvoru@cjdolj.ro,Dolj,0251-360251
Vârşolţ,primariavirsolt@gmail.com,Salaj,0260-672501
Văculeşti,primaria_vaculesti@yahoo.com,Botosani,0231-620220
Văcăreni,primariavacareni@yahoo.com,Tulcea,0240-541539
Văcăreşti,primariavacaresti@yahoo.com,Dambovita,0245-684330
Vădastra,primariavadastra@yahoo.com,Olt,0249-539012
Vădăstriţa,primariavadastrita@yahoo.com,Olt,0249-539301
Văgiuleşti,primaria_vagiulesti@yahoo.com,Gorj,0253-412505
Vălcani,primaria_valcani@yahoo.com,Timis,0256-385205
Văleni,primvaleni@yahoo.com,Neamt,0233-781421
Vălenii De Munte,valeniidemunte@prefecturaprahova.ro,Prahova,0244-280816
Văliug,primariavaliug@yahoo.com,Caras-Severin,0255-235601
Vălişoara,primaria.valisoara@yahoo.com,Hunedoara,0120215220
Vărgata,vargata@cjmures.ro,Mures,0265-588112
Vărădia De Mureş,primaria_varadia@yahoo.com,Arad,0257-417230
Vărăşti,primariavarasti@yahoo.com,Giurgiu,0246-237121
Vărşag,primvarsag@freemail.hu,Harghita,0266-244451
Vătava,vatava@cjmures.ro,Mures,0265-555112
Zagon,office@primariazagon.ro,Covasna,0267-343022
Zagra,buscoiudumitru@yahoo.com,Bistrita-Nasaud,0263-384209
Zagăr,zagar@cjmures.ro,Mures,0265-712412
Zalha,primariazalha@yahoo.com,Salaj,0260-639800
Zalău,primaria@zalausj.ro,Salaj,0260-610550
Zam,primaria_zam@yahoo.com,Hunedoara,0254-280642
Zambreasca,primaria.zimbreasca@gmail.com,Teleorman,
Zamostea,primaria_zamostea@yahoo.com,Suceava,0230-569873
Zau De Câmpie,zaucimpie@cjmures.ro,Mures,0265-486112
Zemeş,consiliullocalzemes@yahoo.com,Bacau,0234-383037
Zerind,primariazerind@yahoo.com,Arad,0257-355566
Zetea,primzet@freemail.hu,Harghita,0266-241152
Ziduri,primaria_ziduri2008@yahoo.com,Buzau,0238-578201
Zimandu Nou,primariazimandulnou@yahoo.com,Arad,0257-380140
Zimbor,primariazimbor@yahoo.com,Salaj,0260-627501
Zlatna,pr_zlatna@primariazlatna.ro,Alba,0258-856337
Zorleni,primarie@zorleni.ro,Vaslui,0235-425000
Zorlenţu Mare,primariazorlentumare@yahoo.com,Caras-Severin,0255-232719
Zvoriştea,primaria_zvoristea@yahoo.com,Suceava,0230-528786
Zăbala,primzabala@yahoo.com,Covasna,0267-375213
Zăbrani,primariazabrani@yahoo.com,Arad,0257-457001
Zădăreni,primariazadareni@yahoo.com,Arad,0257-413024
Zăneşti,primariazanesti@yajoo.com,Neamt,0233-283590
Zăpodeni,primaria_zapodeni_vaslui@yahoo.fr,Vaslui,0235-342216
Zărneşti,primaria@zarnesti.net,Brasov,0268-515777
Zărneşti,primariazarnesti@yahoo.com,Buzau,0238-585175
Zătreni,primaria_zatreni@yahoo.com,Valcea,0250-867303
Zăvoaia,zavoaiabr@yahoo.com,Braila,0239-638790
Zăvoi,webmaster@zavoi.ro,Caras-Severin,0255-534822
Însurăţei,primariainsuratei@yahoo.com,Braila,0239-660312
Întorsura,intorsura@cjdolj.ro,Dolj,0251-359286
Întorsura Buzăului,pib@intorsurabuzaului.ro,Covasna,0267-370337
Întregalde,primariaintregalde@gmail.com,Alba,0258-855028
Şag,primaria.sag@cjtimis.ro,Timis,0256-395368
Şagu,primariasagu@inext.ro,Arad,0257-418101
Şamşud,samsudsj@yahoo.com,Salaj,0260-653201
Şandra,primariasandratm@gmail.com,Timis,0256-379149
Şanţ,primaria@comunasant.ro,Bistrita-Nasaud,0263-379007
Şaru Dornei,primaria_saru_dornei@yahoo.com,Suceava,0230-574463
Şcheia,primaria.scheia@yahoo.com,Iasi,0232-229030
Şcheia,arboreanl@yahoo.com,Suceava,0230-526588
Şeica Mare,primariaseicamare@yahoo.com,Sibiu,0269-853113
Şeica Mică,primaria.seicamica@sibiu.stslink.ro,Sibiu,0269-514506
Şeitin,primariaseitin@artelecom.net,Arad,0257-415114
Şelaru,primaria.selarudb@gmail.com,Dambovita,0245-723024
Şendreni,sendreniinfo@yahoo.com,Galati,0236-826375
Şendriceni,sendriceni_primaria@yahoo.com,Botosani,0231-620470
Şepreuş,primariasepreus@artelecom.net,Arad,0257-356262
Şerbăneşti,primariaserbanesti@judetulolt.ro,Olt,0249-484001
Şercaia,mariana.spiridon@primariasercaia.ro,Brasov,0268-245809
Şibot,primaria.sibot@yahoo.com,Alba,0258-760010
Şicula,primariasicula@clicknet.ro,Arad,0257-326008
Şieu,primariasieubn@yahoo.com,Bistrita-Nasaud,0263-260159
Şieu-Odorhei,primariasieu_odorhei@yahoo.com,Bistrita-Nasaud,0263-351778
Şilindia,primariasilindia@clicknet.ro,Arad,0257-372700
Şimand,info@simand.org,Arad,0257-373118
Şimian,primaria.simian@cjbihor.ro,Bihor,0259-356263
Şimian,clsimian@sejmh.ro,Mehedinti,0252-338693
Şimişna,primariasimisna@yahoo.com,Salaj,0260-639503
Şimleu Silvaniei,primaria_simleu@yahoo.com,Salaj,0260-679220
Şimnicu De Sus,simnicu_de_sus@cjdolj.ro,Dolj,0251-451094
Şimoneşti,clsimonesti@netter.ro,Harghita,0266-221603
Şinca,primaria_sinca@yahoo.com,Brasov,
Şinca Nouă,primariasincanoua@yahoo.com,Brasov,0268-228698
Şincai,sincai@cjmures.ro,Mures,0265-427201
Şintereag,primariasintereg@yahoo.com,Bistrita-Nasaud,0263-351327
Şinteu,primaria.sinteu@cjbihor.ro,Bihor,0259-429750
Şipote,primariasipote@yahoo.com,Iasi,0232-238320
Şiria,primariasiria@yahoo.com,Arad,0257-531101
Şirineasa,primaria.sirineasa@yahoo.com,Valcea,0250-765050
Şirna,primaria_sirna@yahoo.com,Prahova,0244-485012
Şişeşti,primariasisesti@yahoo.com,Maramures,0262-298001
