cui,denumire,judet,tip_serviciu,nr_licenta,email
44296286,"DIRECȚIA DE LUCRĂRI
PUBLICE BAIA SPRIE",Maramures,iluminat,"Licenţă nr. 6689/14.02.2024 clasa 3
Valabilă până la data de 14.02.2029",
13605900,"EL CONSTRUCT SRL Șimleu
Silvaniei",Salaj,iluminat,"Licenţă nr. 7168/05.05.2025 clasa 3
Valabilă până la data de 24.03.2026",
19200905,DIN INVEST SRL Bobota,Salaj,iluminat,"Licenţă nr. 7549/30.01.2026 clasa 3
Valabilă până la data de 01.01.2027",
50379947,"CITADIN SALUBRIZARE
SRL Zalău",Salaj,iluminat,"Licenţă nr. 7011/10.12.2024 clasa 2
Valabilă până la data de 29.09.2029",
31527664,AET LUXINSTAL SRL Rus,Salaj,iluminat,"Licenţă nr. 6558/23.11.2023 clasa 3
Valabilă până la data de 02.10.2026",
44756040,BERAR COMPLEX SRL Jac,Salaj,iluminat,"Licenţă nr. 6209/01.03.2023 clasa 3
Valabilă până la data de 11.11.2026",
14112381,"INTERCONECT SRL Satu
Mare",Satu-Mare,iluminat,"Licenţă nr. 7112/04.03.2025 clasa 2
Valabilă până la data de 03.12.2027",
21589848,ELECTROMEN SRL Căpleni,Satu-Mare,iluminat,"Licenţă nr. 6958/25.10.2024 clasa 3
Valabilă până la data de 30.09.2026",
21809528,GEPIDEN SRL Urziceni,Satu-Mare,iluminat,"Licenţă nr. 6721/29.02.2024 clasa 3
Valabilă până la data de 13.12.2026",
29987750,"ELECTRO GAVRĂU SRL
Călinești-Oaș",Satu-Mare,iluminat,"Licenţă nr. 6810/04.06.2024 clasa 2
Valabilă până la data de 28.11.2027",
42714064,"IMPACT GROUP SECURITY
SRL Negrești-Oaș",Satu-Mare,iluminat,"Licenţă nr. 7167/05.05.2025 clasa 3
Valabilă până la data de 24.04.2026",
45326792,"PSZ DEZINSECT AND
CLEAN SRL",Satu-Mare,iluminat,"Licenţă nr. 6859/17.07.2024 clasa 3
Valabilă până la data de 18.04.2026",
49919369,"JENZEN SOLAR GREEN SRL
Foieni",Satu-Mare,iluminat,"Licenţă nr. 7516/20.01.2026 clasa 3
Valabilă până la data de 18.11.2027",
14377044,"ELECTRIC INVEST SRL
Lupșa",Alba,iluminat,"Licenţă nr. 6424/02.08.2023 clasa 3
Valabilă până la data de 24.03.2028",
14401495,"SERVICIUL PUBLIC DE
INTERES LOCAL
ADMINISTRAȚIA
PATRIMONIULUI LOCAL
Aiud",Alba,iluminat,"Licenţă nr. 5338/11.05.2021 clasa 3
Valabilă până la data de 11.05.2026",
14426759,CABRO GRUP SRL Sebeș,Alba,iluminat,"Licenţă nr. 6243/03.03.2023 clasa 3
Valabilă până la data de 15.07.2027",
17223317,ELECTROTIMEIA SRL Sebeș,Alba,iluminat,"Licenţă nr. 6560/24.11.2023 clasa 3
Valabilă până la data de 01.08.2028",
1771720,"ELIO INDUSTRIAL SRL
Lancrăm Sebeș",Alba,iluminat,"Licenţă nr. 7127/20.03.2025 clasa 3
Valabilă până la data de 11.02.2029",
23165342,"ELECTROSERV ARIESUL
SRL Sohodol",Alba,iluminat,"Licenţă nr. 5928/25.07.2022 clasa 3
Valabilă până la data de 12.12.2026",
25835570,"SAMBETTY SMART
EVOLUTION SRL Cugir",Alba,iluminat,"Licenţă nr. 5901/11.07.2022 clasa 3
Valabilă până la data de 20.05.2027",
41674131,"SERVICIUL LOCAL DE
UTILITATE PUBLICĂ
ABRUD Abrud",Alba,iluminat,"Licenţă nr. 5569/29.10.2021 clasa 3
Valabilă până la data de 29.10.2026",
16531084,IL PALAZZO SRL Hărman,Brasov,iluminat,"Licenţă nr. 6491/15.09.2023 clasa 3
Valabilă până la data de 02.11.2027",
18660506,BUSY LIGHT SRL Codlea,Brasov,iluminat,"Licenţă nr. 6359/20.06.2023 clasa 3
Valabilă până la data de 08.06.2027",
28285129,"SERVICIUL PUBLIC RUPEA
SRL Rupea",Brasov,iluminat,"Licenţă nr. 6813/05.06.2024 clasa 3
Valabilă până la data de 01.02.2029",
29445066,"ECOSISTEM VICTORIA SRL
Victoria",Brasov,iluminat,"Licenţă nr. 7254/26.06.2025 clasa 3
Valabilă până la data de 11.06.2030",
32061553,"COMPANIA DE SERVICII
PUBLICE ZARNESTI S.R.L.
Zărnesti",Brasov,iluminat,"Licenţă nr. 6948/16.10.2024 clasa 3
Valabilă până la data de 31.01.2029",
38291012,"GIVAL ELECTROSISTEM
SRL Vistea de Jos",Brasov,iluminat,"Licenţă nr. 6762/16.04.2024 clasa 3
Valabilă până la data de 28.02.2029",
17946063,STORM SRL Covasna,Covasna,iluminat,"Licenţă nr. 7559/02.02.2026 clasa 3
Valabilă până la data de 30.09.2028",
34357106,"MTA HOUSE SYSTEMS SRL
Târgu Secuiesc",Covasna,iluminat,"Licenţă nr. 7106/28.02.2025 clasa 3
Valabilă până la data de 05.02.2030",
3837813,"ELECTROCONSTRUCTIA
ELCO SRL Sfântu Gheorghe",Covasna,iluminat,"Licenţă nr. 6160/25.01.2023 clasa 3
Valabilă până la data de 07.10.2027",
8307141,"TRANSPORT CSEH SRL
Ghelința",Covasna,iluminat,"Licenţă nr. 6337/02.02.2026 clasa 3
Valabilă până la data de 09.05.2028",
9108996,"P.C.E. ELECTRIC SRL
Întorsura Buzăului",Covasna,iluminat,"Licenţă nr. 7445/28.11.2025 clasa 3
Valabilă până la data de 03.12.2026",
11268476,"TIGRA-WILL SRL Miercurea
Ciuc",Harghita,iluminat,"Licenţă nr. 5941/28.07.2022 clasa 3
Valabilă până la data de 13.10.2026",
15311714,ELECTRO SHOP SRL Toplița,Harghita,iluminat,"Licenţă nr. 7083/14.02.2025 clasa 3
Valabilă până la data de 31.12.2027",
15922718,"ELECTRIC-INST SRL
Miercurea Ciuc",Harghita,iluminat,"Licenţă nr. 5417/04.09.2025 clasa 2
Valabilă până la data de 07.07.2026",
16264530,"ZOZOVILL SRL Odorheiu
Secuiesc",Harghita,iluminat,"Licenţă nr. 6957/25.10.2024 clasa 2
Valabilă până la data de 17.08.2029",
17054889,GOSPOD SERV SRL Ciumani,Harghita,iluminat,"Licenţă nr. 5977/31.08.2022 clasa 3
Valabilă până la data de 14.06.2027",
18158543,ELECTRO LINE SRL Toplița,Harghita,iluminat,"Licenţă nr. 6990/26.11.2024 clasa 3
Valabilă până la data de 06.02.2028",
22111387,ELECTRIC STAR SRL Toplița,Harghita,iluminat,"Licenţă nr. 7569/09.02.2026 clasa 3
Valabilă până la data de 01.07.2030",
31596494,"DATALUX
ELECTROSERVICE SRL
Miercurea Ciuc",Harghita,iluminat,"Licenţă nr. 6955/24.10.2024 clasa 3
Valabilă până la data de 16.09.2029",
35935542,GERSOLTECH SRL Tomești,Harghita,iluminat,"Licenţă nr. 7306/20.08.2025 clasa 3
Valabilă până la data de 01.08.2030",
7998529,"ELCO STAR SRL Lunca de
Sus",Harghita,iluminat,"Licenţă nr. 7195/26.05.2025 clasa 3
Valabilă până la data de 19.02.2030",
1225869,"APĂ TERMIC TRANSPORT
SA Albești",Mures,iluminat,"Licenţă nr. 6956/24.10.2024 clasa 3
Valabilă până la data de 20.08.2029",
16250488,PRIMELECTRIC SRL Luduș,Mures,iluminat,"Licenţă nr. 6151/19.01.2023 clasa 3
Valabilă până la data de 08.09.2026",
16659360,"MICROS ELECTRIC SRL
Albești",Mures,iluminat,"Licenţă nr. 7347/10.09.2025 clasa 3
Valabilă până la data de 01.04.2026",
1769313,"AGROZIND BORDEAN SRL
Ocna Mureș",Mures,iluminat,"Licenţă nr. 5611/09.12.2021 clasa 3
Valabilă până la data de 20.09.2026",
18312927,ANTO ELECTRO SRL Reghin,Mures,iluminat,"Licenţă nr. 5916/13.07.2022 clasa 3
Valabilă până la data de 24.03.2027",
21941412,DAVID LIGHTS SRL Curteni,Mures,iluminat,"Licenţă nr. 5956/12.08.2022 clasa 3
Valabilă până la data de 26.05.2027",
30477924,"UNI-YTECH ELECTRO
MONTAJ SRL Breaza",Mures,iluminat,"Licenţă nr. 7132/20.03.2025 clasa 3
Valabilă până la data de 03.12.2026",
4591341,"CRIS INSTELECT SRL
Sighișoara",Mures,iluminat,"Licenţă nr. 6165/27.01.2023 clasa 3
Valabilă până la data de 25.11.2026",
8886388,"VALENTIN ELECTRO SRL
Reghin",Mures,iluminat,"Licenţă nr. 5812/19.04.2022 clasa 3
Valabilă până la data de 16.03.2027",
9808027,"INSTA GRUP SRL Târgu
Mureș",Mures,iluminat,"Licenţă nr. 7311/21.08.2025 clasa 2
Valabilă până la data de 27.06.2026",
27804376,"GOSPODĂRIRE COMUNALĂ
LOCALĂ RĂȘINARI SRL
Rășinari",Sibiu,iluminat,"Licenţă nr. 6727/05.03.2024 clasa 3
Valabilă până la data de 29.08.2027",
16324020,"INTERFRIG SERVICE SRL
Mediaș",Sibiu,iluminat,"Licenţă nr. 5929/25.07.2022 clasa 3
Valabilă până la data de 14.06.2027",
18173764,ELECTRIC SERV SRL Sibiu,Sibiu,iluminat,"Licenţă nr. 6303/11.05.2023 clasa 3
Valabilă până la data de 16.02.2027",
3376230,REPCONS SRL Sibiu,Sibiu,iluminat,"Licenţă nr. 6314/22.05.2023 clasa 3
Valabilă până la data de 14.05.2026",
42616180,TNT ILIGHT SRL Sibiu,Sibiu,iluminat,"Licenţă nr. 6610/15.01.2024 clasa 3
Valabilă până la data de 14.11.2028",
13845929,"FLASH LIGHTING
SERVICES SA Bucureşti",BB,iluminat,"Licenţă nr. 5470/27.08.2021 clasa 1
Valabilă până la data de 27.08.2026",
15475580,"ELECTROCONS GROUP
PROIECT INTL S.R.L.
București",BB,iluminat,"Licenţă nr. 7309/20.08.2025 clasa 3
Valabilă până la data de 01.07.2030",
37383894,"ELECTROSOURCE
COMPANY SRL București",BB,iluminat,"Licenţă nr. 6206/01.03.2023 clasa 3
Valabilă până la data de 12.08.2027",
41166842,"ELBI ENERGY PROJECTS
SRL București",BB,iluminat,"Licenţă nr. 7412/13.11.2025 clasa 2
Valabilă până la data de 13.11.2030",
414118,"ELECTROMAGNETICA SA
București",BB,iluminat,"Licenţă nr. 5628/21.12.2021 clasa 2
Valabilă până la data de 21.12.2026",
6734030,"LUXTEN LIGHTING
COMPANY SA București",BB,iluminat,"Licenţă nr. 6064/03.11.2022 clasa 1
Valabilă până la data de 27.12.2026",
18101849,"ROMOFFICE CONSTRUCT
HOLDING AG SRL Voluntari
(ROMOFFICE SRL Slobozia)",Ilfov,iluminat,"Licenţă nr. 5947/11.08.2022 clasa 2
Valabilă până la data de 15.05.2027",
27472293,"ECOSAL SERV DOBROEŞTI
SRL Dobroeşti",Ilfov,iluminat,"Licenţă nr. 6986/26.11.2024 clasa 3
Valabilă până la data de 04.03.2029",
27987656,"STREET LIGHTING SRL
Jilava",Ilfov,iluminat,"Licenţă nr. 5918/13.07.2022 clasa 3
Valabilă până la data de 30.05.2027",
28465766,"LAN ELECTRIC INSTAL SRL
Afumați",Ilfov,iluminat,"Licenţă nr. 6389/14.07.203 clasa 3
Valabilă până la data de 31.03.2026",
30107204,"PRIME MIH CORPORATION
SRL Popești Leordeni",Ilfov,iluminat,"Licenţă nr. 7293/05.08.2025 clasa 3
Valabilă până la data de 16.07.2026",
31045070,"ADMINISTRAREA
DOMENIULUI PUBLIC ȘI
PRIVAT BALOTEȘTI SRL
Săftica Balotești",Ilfov,iluminat,"Licenţă nr. 6072/08.11.2022, clasa 3
Valabilă până la data de 01.11.2026",
31141670,"ASCORP RETELE
ELECTRICE SRL Snagov",Ilfov,iluminat,"Licenţă nr. 6515/19.10.2023 clasa 3
Valabilă până la data de 04.08.2028",
31489838,"PROACTIV INSTAL SRL
Afumați",Ilfov,iluminat,"Licenţă nr. 6538/03.10.2025 clasa 3
Valabilă până la data de 11.08.2028",
32597650,"MAROK ENERGY SRL
Bragadiru",Ilfov,iluminat,"Licenţă nr. 7261/26.06.2025 clasa 3
Valabilă până la data de 06.08.2030",
44293387,"KAPPA KUBIK SERVICE
SRL Mogoșoaia",Ilfov,iluminat,"Licenţă nr. 7515/20.01.2026 clasa 3
Valabilă până la data de 28.11.2026",
7614059,"PANEF PROD COM '95 SRL
Popești Leordeni",Ilfov,iluminat,"Licenţă nr. 7172/06.05.2025 clasa 2
Valabilă până la data de 04.12.2029",
